Rank     Team                            W-L-T    Rating
689        Arkansas-Pine Bluff             2-3-0    4.8374
690        Akron                           0-1-0    4.8182
691        The Citadel                     0-2-0    4.7865
692        Carson-Newman                   3-3-0    4.6609
693        Tennessee-Martin                2-3-0    4.6449
694        Middle Tennessee St             3-3-0    4.4601
695        Bloomsburg                      5-3-0    4.4058
696        Morningside                     4-1-0    4.4012
697        Waynesburg                      3-2-0    4.3499
698        Gardner-Webb                    2-2-0    4.2548
699        Kansas                          0-2-0    4.2499
700        Franklin & Marshall             3-0-0    4.2453
701        Arkansas Tech                   1-2-0    4.2435
702        Wheaton                         5-1-0    4.1846
703        Western New Mexico              3-0-0    4.0251
704        Harvard                         3-2-0    4.0066
705        Bethune-Cookman                 6-2-0    3.9983
706        St John Fisher                  3-1-0    3.9491
707        Eastern Illinois                1-3-0    3.948
708        Texas St-San Marcos             1-3-0    3.931
709        Charleston WV                   4-1-0    3.8525
710        Marshall                        1-4-0    3.8244
711        Prairie View A&M                2-2-0    3.7808
712        Colgate                         4-2-0    3.7669
713        Holy Cross                      4-1-0    3.6124
714        Delaware Valley                 5-1-0    3.6034
715        Illinois Wesleyan               5-0-0    3.5821
716        Temple                          0-1-0    3.4526
717        Muhlenberg                      4-2-0    3.2531
718        The Citadel                     2-3-0    3.2373
719        Tusculum                        3-3-0    3.2313
720        Nicholls St                     2-1-0    3.2032
721        John Carroll                    3-1-0    3.1736
722        Springfield                     3-1-0    3.135
723        Adams St                        3-1-0    3.1112
724        Union KY                        5-1-0    3.0818
725        Marian IN                       5-1-0    3.0231
726        Ohio Dominican                  0-2-0    2.9312
727        West Liberty St                 2-3-0    2.9217
728        Buffalo                         0-3-0    2.9099
729        Northern St SD                  1-3-0    2.8123
730        New Mexico                      0-4-0    2.7541
731        Fairmont St                     4-1-0    2.7309
732        Montclair St                    5-0-0    2.719
733        Washington and Lee              3-1-0    2.66
734        Norfolk St                      4-1-0    2.5903
735        Alfred                          5-1-0    2.5713
736        Shaw                            5-0-0    2.5081
737        Florida Atlantic                2-5-0    2.4874
738        Bridgewater VA                  4-0-0    2.4722
739        Lamar                           4-1-0    2.4485
740        UW-Eau Claire                   4-1-0    2.4339
741        Northern Iowa                   0-1-0    2.4213
742        Springfield                     6-1-0    2.4087
743        Western Oregon                  4-2-0    2.3454
744        Samford                         1-3-0    2.3356
745        Cortland St                     6-1-0    2.3285
746        NW Missouri St                  0-1-0    2.3188
747        Lindenwood                      5-1-0    2.225
748        Utah St                         0-2-0    2.2133
749        Nebraska Wesleyan               3-1-0    2.1759
750        Mary Hardin-Baylor              0-1-0    2.0472
751        The Citadel                     1-2-0    2.0468
752        Kutztown                        4-1-0    2.0127
753        Memphis                         0-4-0    1.9698
754        St John's MN                    3-2-0    1.9303
755        Akron                           0-5-0    1.9232
756        Alcorn St                       2-4-0    1.8756
757        Union KY                        2-3-0    1.8096
758        Adrian                          3-1-0    1.765
759        Rice                            1-4-0    1.7273
760        Duquesne                        0-1-0    1.7153
761        Wash & Jeff                     3-1-0    1.6679
762        Minn St-Moorhead                0-2-0    1.6459
763        Mesa St                         3-2-0    1.4624
764        Brown                           2-2-0    1.4357
765        Tennessee St                    3-4-0    1.4142
766        DePauw                          3-0-0    1.4097
767        Dickinson                       3-2-0    1.3641
768        Memphis                         0-2-0    1.3479
769        Central Conn St                 3-2-0    1.3292
770        Winona St                       0-1-0    1.2517
771        Slippery Rock                   4-2-0    1.2191
772        Liberty                         3-2-0    1.2001
773        New Hampshire                   0-1-0    1.198
774        Hampden-Sydney                  5-1-0    1.1913
775        Trine                           6-1-0    1.1751
776        Rocky Mountain                  3-2-0    1.1385
777        Lindenwood                      4-1-0    1.0926
778        Marietta                        0-1-0    1.0857
779        SW Baptist                      3-3-0    1.0544
780        East Central OK                 3-1-0    1.0346
781        Walsh                           5-1-0    1.0332
782        Louisiana College               3-2-0    0.9572
783        Bethel MN                       0-1-0    0.8184
784        Portland St                     1-4-0    0.8081
785        Dayton                          4-1-0    0.7638
786        East Texas Baptist              3-2-0    0.726
787        Morgan St                       0-2-0    0.7194
788        Tennessee-Martin                0-1-0    0.7109
789        Dickinson St                    5-1-0    0.7099
790        Concordia NE                    2-0-0    0.696
791        Bethel MN                       7-1-0    0.6792
792        Western Oregon                  0-1-0    0.6506
793        Northwestern IA                 5-0-0    0.6267
794        San Diego                       3-3-0    0.6259
795        North Carolina Wesleyan         0-1-0    0.6137
796        Indiana St                      0-2-0    0.5799
797        Nebraska Wesleyan               0-1-0    0.5702
798        UNLV                            0-2-0    0.5535
799        St Francis IL                   5-1-0    0.4837
800        Geneva                          4-0-0    0.4741
801        Lake Erie                       2-3-0    0.4626
802        Huntingdon AL                   4-2-0    0.4083
803        SW Baptist                      4-1-0    0.3852
804        SW Minnesota St                 2-4-0    0.3514
805        Liberty                         0-1-0    0.175
806        West Georgia                    0-1-0    0.1426
807        St Francis IN                   0-1-0    0.1153
808        Dartmouth                       2-3-0    0.0718
809        Ferris St                       2-4-0    0.0132
810        Arkansas-Monticello             1-3-0    -0.0244
811        Holy Cross                      2-1-0    -0.034
812        Arkansas-Pine Bluff             3-2-0    -0.0614
813        St John's MN                    4-1-0    -0.0678
814        Hastings                        3-1-0    -0.0925
815        Kent St                         0-2-0    -0.2308
816        DePauw                          6-1-0    -0.2379
817        UW-Oshkosh                      2-2-0    -0.2759
818        Miami OH                        0-1-0    -0.2837
819        Florida A&M                     5-1-0    -0.2863
820        Western New England             6-0-0    -0.3554
821        South Dakota                    1-4-0    -0.4135
822        Millsaps                        3-2-0    -0.4204
823        UW-La Crosse                    2-2-0    -0.452
824        New Haven                       5-0-0    -0.4691
825        Baldwin-Wallace                 5-1-0    -0.5173
826        Alabama St                      0-2-0    -0.5364
827        Grand Valley St                 0-1-0    -0.5822
828        Catawba                         2-3-0    -0.6069
829        Belhaven                        3-2-0    -0.6264
830        North Greenville                5-2-0    -0.6842
831        Missouri Southern               1-3-0    -0.6843
832        Southern Conn St                3-2-0    -0.8058
833        Louisiana College               4-1-0    -0.8192
834        Montana Tech                    3-2-0    -0.885
835        Hampton                         1-2-0    -0.932
836        Chicago                         5-0-0    -0.99
837        Newberry                        2-2-0    -1.0009
838        Eastern Illinois                0-1-0    -1.026
839        Cal Poly SLO                    0-1-0    -1.0699
840        Nicholls St                     0-2-0    -1.089
841        West Chester                    3-2-0    -1.1019
842        New Mexico St                   0-5-0    -1.1233
843        Northern St SD                  1-4-0    -1.1634
844        Wayne St NE                     0-1-0    -1.1769
845        St Joseph's IN                  3-1-0    -1.1914
846        Coe                             4-1-0    -1.2013
847        Morehouse                       5-2-0    -1.2408
848        Salve Regina                    2-1-0    -1.2674
849        American Int'l                  3-1-0    -1.2831
850        Kansas                          0-3-0    -1.3176
851        Kentucky St                     0-1-0    -1.3898
852        Rhode Island                    0-3-0    -1.4409
853        Alabama A&M                     2-3-0    -1.4718
854        Wesley                          0-1-0    -1.5233
855        Charleston Southern             0-3-0    -1.5761
856        Idaho St                        0-1-0    -1.5817
857        Augustana IL                    5-1-0    -1.6239
858        William Penn                    5-1-0    -1.6334
859        Cal Lutheran                    3-2-0    -1.6538
860        Gettysburg                      3-2-0    -1.6597
861        East Central OK                 0-1-0    -1.6812
862        Carthage                        4-1-0    -1.6899
863        Arkansas Tech                   0-2-0    -1.6923
864        Akron                           0-1-0    -1.7842
865        Idaho St                        0-3-0    -1.8067
866        Elmhurst                        2-2-0    -1.8935
867        Wilkes                          4-2-0    -1.9279
868        Saginaw Valley St               0-1-0    -2.0021
869        Hampton                         4-1-0    -2.0216
870        Hampton                         1-0-0    -2.0568
871        Monmouth NJ                     2-4-0    -2.0626
872        Concord                         4-2-0    -2.1321
873        Brevard                         1-2-0    -2.1724
874        Endicott                        5-1-0    -2.2245
875        Hampden-Sydney                  4-1-0    -2.2389
876        West Chester                    0-1-0    -2.2847
877        North Carolina Wesleyan         4-1-0    -2.3074
878        Richmond                        0-3-0    -2.3082
879        Fort Valley St                  4-0-0    -2.3365
880        Winston-Salem St                4-1-0    -2.3413
881        North Carolina Central          0-3-0    -2.4104
882        McMurry                         3-2-0    -2.4132
883        Hobart                          3-2-0    -2.4135
884        Elmhurst                        4-1-0    -2.4552
885        Utica                           3-2-0    -2.4955
886        St Augustine's                  7-0-0    -2.4979
887        Marist                          2-1-0    -2.6018
888        Albright                        2-2-0    -2.6089
889        Cumberlands KY                  3-3-0    -2.6193
890        Walsh                           2-3-0    -2.6637
891        McKendree                       4-2-0    -2.7745
892        Emporia St                      1-4-0    -2.7799
893        Clarion                         3-2-0    -2.8189
894        Wartburg                        5-0-0    -2.8316
895        Lewis & Clark                   3-1-0    -2.8927
896        Moravian                        3-2-0    -2.8927
897        Frostburg St                    2-1-0    -2.9012
898        McMurry                         3-2-0    -2.9447
899        Gardner-Webb                    2-3-0    -2.9575
900        Idaho St                        0-3-0    -3.0807
901        Hastings                        2-3-0    -3.102
902        Yale                            3-2-0    -3.1413
903        Mississippi College             2-3-0    -3.2288
904        Central Washington              2-1-0    -3.2338
905        Coastal Carolina                3-2-0    -3.3854
906        Slippery Rock                   2-1-0    -3.4755
907        Alabama-Birmingham              0-2-0    -3.5916
908        Widener                         2-1-0    -3.627
909        Indiana PA                      4-2-0    -3.6429
910        Bentley                         2-1-0    -3.6532
911        McPherson                       6-1-0    -3.6745
912        North Park                      2-0-0    -3.6921
913        Newberry                        2-4-0    -3.7563
914        Wabash                          5-0-0    -3.762
915        Clarion                         0-1-0    -3.7627
916        Concordia AL                    2-0-0    -3.7782
917        Franklin & Marshall             0-2-0    -3.8149
918        Virginia Union                  3-0-0    -3.8677
919        Maine Maritime                  4-1-0    -3.8882
920        Prairie View A&M                0-1-0    -3.8886
921        Stony Brook                     2-4-0    -3.9329
922        UW-Stevens Point                2-2-0    -3.9695
923        Georgia St                      1-2-0    -3.9914
924        Central Oklahoma                2-4-0    -3.9949
925        Franklin                        4-2-0    -4.0015
926        Mary                            0-2-0    -4.0301
927        Concordia-St Paul               0-1-0    -4.0913
928        Ottawa                          5-1-0    -4.1802
929        Birmingham-Southern             3-2-0    -4.2195
930        Lebanon Valley                  2-1-0    -4.223
931        Fort Valley St                  0-2-0    -4.2371
932        Trine                           5-0-0    -4.254
933        Hartwick                        3-1-0    -4.2617
934        Findlay                         0-2-0    -4.2702
935        Montclair St                    5-0-0    -4.2912
936        Albany NY                       2-2-0    -4.3142
937        Western Kentucky                0-4-0    -4.4146
938        Fort Hays St                    0-3-0    -4.4348
939        UNC-Pembroke                    2-2-0    -4.4844
940        Iowa Wesleyan                   2-0-0    -4.529
941        Illinois St                     0-1-0    -4.7067
942        Salisbury                       4-1-0    -4.7178
943        Lycoming                        4-1-0    -4.731
944        Millsaps                        4-1-0    -4.7347
945        RPI                             3-1-0    -4.744
946        Christopher Newport             3-2-0    -4.7732
947        Bethany WV                      2-2-0    -4.8077
948        Capital                         3-2-0    -4.8237
949        Arkansas-Pine Bluff             0-1-0    -4.8531
950        Wheaton                         5-0-0    -4.8833
951        Black Hills St                  3-1-0    -4.9006
952        Alabama St                      0-1-0    -4.9562
953        Whitworth                       2-1-0    -4.97
954        Sul Ross St                     0-1-0    -4.9766
955        Franklin & Marshall             3-3-0    -4.9992
956        Merrimack                       2-2-0    -5.005
957        Florida Int'l                   0-1-0    -5.0642
958        Louisiana-Monroe                1-3-0    -5.0718
959        SE Louisiana St                 0-5-0    -5.0935
960        Albright                        3-2-0    -5.0992
961        Defiance                        3-0-0    -5.1001
962        Norwich                         5-1-0    -5.1704
963        St Vincent                      2-3-0    -5.1927
964        Alabama St                      2-1-0    -5.2067
965        Emporia St                      0-1-0    -5.229
966        Chapman                         3-1-0    -5.2656
967        Wittenberg                      6-0-0    -5.267
968        Case Western Reserve            5-1-0    -5.3858
969        Western Carolina                0-2-0    -5.4105
970        Edinboro                        2-1-0    -5.4578
971        Redlands                        4-1-0    -5.4898
972        Central IA                      4-1-0    -5.5324
973        Mercyhurst                      4-2-0    -5.5563
974        Albion                          3-2-0    -5.6265
975        Widener                         3-1-0    -5.6281
976        Baldwin-Wallace                 2-2-0    -5.705
977        Washington and Lee              5-1-0    -5.732
978        Christopher Newport             3-0-0    -5.7603
979        Sacred Heart                    2-3-0    -5.7661
980        Coe                             5-1-0    -5.7677
981        Taylor                          3-3-0    -5.768
982        Fordham                         3-2-0    -5.9033
983        Claremont-Mudd-Scripps          3-0-0    -5.9778
984        Edinboro                        5-1-0    -5.9879
985        Bentley                         3-3-0    -6.0265
986        Tarleton St                     2-3-0    -6.0737
987        Lake Erie                       1-5-0    -6.1085
988        Western Carolina                0-3-0    -6.1307
989        Missouri Valley                 5-0-0    -6.1405
990        Shaw                            4-2-0    -6.141
991        Texas St-San Marcos             0-1-0    -6.1507
992        Elizabeth City St               4-1-0    -6.2211
993        South Carolina St               0-1-0    -6.2563
994        Heidelberg                      3-2-0    -6.2692
995        Colgate                         0-1-0    -6.2756
996        Angelo St                       2-3-0    -6.4063
997        Eastern New Mexico              1-4-0    -6.6086
998        Pacific Lutheran                5-0-0    -6.6111
999        SE Oklahoma St                  2-3-0    -6.6292
1000        Benedict                        2-4-0    -6.719
1001        Centre                          3-3-0    -6.7429
1002        Northern Colorado               0-3-0    -6.7529
1003        McPherson                       4-0-0    -6.7937
1004        VMI                             0-5-0    -6.8025
1005        SUNY-Maritime                   5-0-0    -6.8304
1006        South Dakota Tech               4-0-0    -6.8688
1007        St Thomas                       0-1-0    -6.8965
1008        Adams St                        2-3-0    -6.9245
1009        Towson                          0-3-0    -6.9475
1010        St Francis IL                   2-2-0    -6.9644
1011        St Ambrose                      2-3-0    -7.0013
1012        South Dakota                    0-1-0    -7.006
1013        SW Oklahoma St                  2-3-0    -7.0392
1014        Minn St-Moorhead                1-2-0    -7.081
1015        St Joseph's IN                  2-2-0    -7.086
1016        Campbellsville                  3-1-0    -7.1133
1017        North Texas                     0-1-0    -7.133
1018        Campbellsville                  4-3-0    -7.1509
1019        Wartburg                        5-1-0    -7.1987
1020        Shippensburg                    3-2-0    -7.218
1021        Cornell NY                      1-1-0    -7.2372
1022        Presbyterian                    1-5-0    -7.2521
1023        Incarnate Word                  2-3-0    -7.3574
1024        Millikin                        2-2-0    -7.3735
1025        Midwestern St                   0-1-0    -7.3945
1026        Ripon                           4-1-0    -7.4512
1027        C.W. Post                       2-3-0    -7.5178
1028        Georgetown DC                   0-1-0    -7.5787
1029        Cornell NY                      1-3-0    -7.5978
1030        North Carolina Central          3-4-0    -7.6335
1031        Florida Atlantic                0-1-0    -7.7559
1032        Connecticut                     0-1-0    -7.7907
1033        West Georgia                    0-2-0    -7.8482
1034        Morgan St                       1-2-0    -7.8651
1035        Western St CO                   0-3-0    -7.8653
1036        Bridgewater VA                  4-2-0    -7.8681
1037        Albany St GA                    0-1-0    -7.8987
1038        Dickinson St                    4-1-0    -7.9428
1039        Tennessee St                    0-2-0    -7.9848
1040        Rose-Hulman                     5-0-0    -7.9925
1041        Southern Conn St                3-1-0    -7.9934
1042        NW Oklahoma St                  4-3-0    -8.0206
1043        UW-Platteville                  3-2-0    -8.0634
1044        Fordham                         2-3-0    -8.0739
1045        Winston-Salem St                4-1-0    -8.0767
1046        Midland                         1-0-0    -8.2651
1047        Framingham St                   6-0-0    -8.2713
1048        Morehead St                     3-2-0    -8.3062
1049        Gardner-Webb                    0-2-0    -8.4604
1050        Utica                           2-2-0    -8.5005
1051        Georgetown KY                   4-0-0    -8.5051
1052        SW Minnesota St                 0-2-0    -8.569
1053        Grand View                      2-2-0    -8.6087
1054        Ohio Dominican                  1-4-0    -8.6206
1055        Shippensburg                    2-3-0    -8.6337
1056        Buffalo                         0-1-0    -8.6699
1057        Sam Houston St                  0-1-0    -8.6699
1058        Lafayette                       1-4-0    -8.6826
1059        Central Conn St                 0-1-0    -8.683
1060        Mars Hill                       2-4-0    -8.6853
1061        Framingham St                   3-2-0    -8.6854
1062        Southern Arkansas               0-2-0    -8.6914
1063        Towson                          0-3-0    -8.7377
1064        Ohio Dominican                  1-2-0    -8.7666
1065        Susquehanna                     1-4-0    -8.8095
1066        Huntingdon AL                   2-2-0    -8.8463
1067        Arkansas-Monticello             0-1-0    -8.8598
1068        Dakota Wesleyan                 2-2-0    -8.9384
1069        Northeastern St OK              3-2-0    -8.9559
1070        WV Wesleyan                     3-2-0    -8.9599
1071        Northwestern St                 0-3-0    -8.9908
1072        LaGrange                        2-2-0    -8.9976
1073        Lebanon Valley                  4-3-0    -8.9998
1074        Ferris St                       0-1-0    -9.0021
1075        St Ambrose                      3-2-0    -9.057
1076        Brown                           0-1-0    -9.0755
1077        Drake                           3-3-0    -9.0973
1078        North Carolina A&T              1-3-0    -9.138
1079        Rocky Mountain                  3-3-0    -9.1512
1080        Charleston WV                   2-4-0    -9.1762
1081        Southern U.                     2-4-0    -9.2264
1082        Bridgewater St MA               3-0-0    -9.3215
1083        Taylor                          3-1-0    -9.3279
1084        Claremont-Mudd-Scripps          4-1-0    -9.3308
1085        Bucknell                        1-2-0    -9.3426
1086        North Dakota                    0-2-0    -9.3431
1087        Campbellsville                  0-1-0    -9.5233
1088        UW-Eau Claire                   0-1-0    -9.5233
1089        Mississippi College             2-3-0    -9.5235
1090        Urbana                          3-2-0    -9.5495
1091        Grand View                      0-1-0    -9.5526
1092        Southern Arkansas               0-3-0    -9.5711
1093        Kean                            3-1-0    -9.587
1094        Robert Morris                   3-3-0    -9.636
1095        Tiffin                          1-4-0    -9.6977
1096        North Carolina Wesleyan         3-1-0    -9.7511
1097        East Texas Baptist              2-3-0    -9.787
1098        Central IA                      4-1-0    -9.7931
1099        UW-Stout                        0-1-0    -9.857
1100        UW-Stout                        2-1-0    -9.9063
1101        Gannon                          3-1-0    -9.9123
1102        Stillman                        2-3-0    -9.9583
1103        Northern Michigan               0-1-0    -10.0
1104        Fordham                         0-1-0    -10.0
1105        Merchant Marine                 2-1-0    -10.039
1106        Southern Oregon                 3-2-0    -10.0589
1107        Kentucky St                     1-2-0    -10.0647
1108        Seton Hill                      2-4-0    -10.1061
1109        Otterbein                       4-2-0    -10.1445
1110        McDaniel                        1-3-0    -10.1791
1111        Delaware St                     2-3-0    -10.2221
1112        Urbana                          2-4-0    -10.2283
1113        Sacred Heart                    2-3-0    -10.3585
1114        Davidson                        0-1-0    -10.3889
1115        Waynesburg                      3-2-0    -10.409
1116        Randolph-Macon                  2-2-0    -10.4202
1117        Bryant                          1-3-0    -10.4337
1118        Western Oregon                  0-1-0    -10.4903
1119        Kentucky Wesleyan               4-2-0    -10.5144
1120        Heidelberg                      2-2-0    -10.5312
1121        Shorter                         2-2-0    -10.5921
1122        Florida Atlantic                0-1-0    -10.6185
1123        Missouri Western                0-2-0    -10.7238
1124        UW-Stout                        4-2-0    -10.7288
1125        Southern U.                     0-3-0    -10.7392
1126        Austin Peay                     1-4-0    -10.7719
1127        St Olaf                         3-3-0    -10.7729
1128        Central Arkansas                0-1-0    -10.8452
1129        UW-La Crosse                    0-1-0    -10.857
1130        Cortland St                     4-1-0    -10.8673
1131        Austin Peay                     1-2-0    -10.9173
1132        Fort Hays St                    0-1-0    -10.9292
1133        Methodist                       0-1-0    -11.0
1134        Minot St                        3-1-0    -11.0058
1135        Rowan                           6-0-0    -11.0148
1136        Chadron St                      0-1-0    -11.0913
1137        East Stroudsburg                1-4-0    -11.1087
1138        Indiana PA                      2-3-0    -11.19
1139        Trinity Int'l                   0-2-0    -11.1947
1140        Upper Iowa                      0-2-0    -11.2069
1141        Malone                          1-3-0    -11.3686
1142        Hanover                         4-1-0    -11.3688
1143        Bethel TN                       3-2-0    -11.4367
1144        Miles                           2-1-0    -11.4446
1145        Mississippi Valley St           0-2-0    -11.5078
1146        Grove City                      0-1-0    -11.5584
1147        Bowling Green                   0-2-0    -11.5708
1148        Endicott                        4-0-0    -11.6031
1149        McKendree                       0-1-0    -11.6104
1150        Redlands                        4-0-0    -11.618
1151        Findlay                         0-4-0    -11.6341
1152        Eastern Oregon                  3-2-0    -11.6632
1153        Bethel TN                       2-3-0    -11.681
1154        Tarleton St                     1-4-0    -11.6874
1155        Gustavus Adolphus               3-1-0    -11.699
1156        Minot St                        0-2-0    -11.7272
1157        MidAmerica Nazarene             5-0-0    -11.757
1158        Northern Colorado               0-1-0    -11.759
1159        Occidental                      1-1-0    -11.7838
1160        Rochester                       3-2-0    -11.9078
1161        Southern Arkansas               0-1-0    -11.9536
1162        Charleston Southern             0-2-0    -11.9971
1163        North Alabama                   0-1-0    -12.0
1164        Morehead St                     2-2-0    -12.0047
1165        Nebraska Wesleyan               1-2-0    -12.0236
1166        Valparaiso                      0-2-0    -12.035
1167        Butler                          1-4-0    -12.0514
1168        Eastern Washington              0-1-0    -12.0582
1169        Susquehanna                     1-1-0    -12.0926
1170        San Diego                       2-2-0    -12.1621
1171        Columbia                        0-1-0    -12.3689
1172        Pikeville                       0-1-0    -12.5236
1173        Kentucky Wesleyan               0-1-0    -12.5236
1174        Peru St                         3-0-0    -12.5846
1175        Dickinson                       0-4-0    -12.6503
1176        Black Hills St                  3-1-0    -12.6616
1177        SE Oklahoma St                  1-5-0    -12.6685
1178        Arkansas Tech                   0-2-0    -12.6914
1179        Lindsey Wilson                  0-1-0    -12.7155
1180        St Augustine's                  0-1-0    -12.7166
1181        Augustana IL                    1-3-0    -12.7428
1182        Fort Lewis                      1-3-0    -12.7687
1183        Buffalo St                      3-1-0    -12.7908
1184        East Central OK                 2-3-0    -12.9049
1185        Western New Mexico              1-4-0    -13.0811
1186        Western St CO                   0-2-0    -13.1992
1187        King's PA                       1-3-0    -13.2114
1188        Missouri S&T                    0-2-0    -13.2264
1189        Baker                           4-2-0    -13.3177
1190        Susquehanna                     0-3-0    -13.3383
1191        Howard Payne                    2-1-0    -13.3517
1192        Alabama A&M                     1-4-0    -13.358
1193        St Vincent                      0-1-0    -13.4059
1194        Tiffin                          0-1-0    -13.4524
1195        Hampton                         0-2-0    -13.4713
1196        Loras                           4-1-0    -13.493
1197        WPI                             1-1-0    -13.5031
1198        St Francis PA                   0-4-0    -13.5212
1199        Taylor                          0-1-0    -13.5526
1200        Muhlenberg                      0-2-0    -13.5848
1201        Langston                        3-1-0    -13.6035
1202        Manchester                      1-1-0    -13.6593
1203        Campbell                        2-3-0    -13.6735
1204        Tiffin                          0-4-0    -13.7174
1205        Concordia-Moorhead              1-3-0    -13.7308
1206        Lafayette                       1-5-0    -13.7345
1207        Eastern Oregon                  2-4-0    -13.7383
1208        Minnesota-Crookston             0-4-0    -13.7778
1209        St Olaf                         3-1-0    -13.7897
1210        Clark Atlanta                   0-1-0    -13.8164
1211        Union NY                        1-3-0    -13.8895
1212        Columbia                        0-3-0    -13.8959
1213        Alabama A&M                     0-1-0    -13.9127
1214        Princeton                       1-4-0    -13.9611
1215        Benedict                        3-2-0    -13.9662
1216        Montclair St                    0-2-0    -14.0243
1217        John Carroll                    0-1-0    -14.0336
1218        Minnesota-Crookston             0-4-0    -14.0569
1219        Christopher Newport             0-1-0    -14.136
1220        Thomas More                     0-1-0    -14.136
1221        Howard Payne                    0-1-0    -14.136
1222        Texas Lutheran                  0-1-0    -14.136
1223        SUNY-Maritime                   5-0-0    -14.1768
1224        Morgan St                       3-3-0    -14.2035
1225        East Stroudsburg                2-4-0    -14.2081
1226        South Dakota Tech               3-2-0    -14.2662
1227        TAMU-Commerce                   2-4-0    -14.295
1228        Dixie St                        1-3-0    -14.329
1229        St Lawrence                     3-2-0    -14.3985
1230        Missouri Valley                 3-1-0    -14.4183
1231        Washington U.                   5-0-0    -14.4583
1232        UNC-Pembroke                    3-2-0    -14.4838
1233        Lamar                           0-1-0    -14.5373
1234        SW Oklahoma St                  1-2-0    -14.5872
1235        Malone                          2-1-0    -14.595
1236        Lamar                           0-2-0    -14.61
1237        TAMU-Commerce                   1-2-0    -14.6416
1238        Valparaiso                      0-1-0    -14.673
1239        Brevard                         3-3-0    -14.6886
1240        Glenville St                    1-3-0    -14.7429
1241        Clarion                         1-4-0    -14.7535
1242        Concordia NE                    1-2-0    -14.8407
1243        Case Western Reserve            3-1-0    -14.843
1244        Birmingham-Southern             3-2-0    -14.8472
1245        Assumption                      3-2-0    -14.8566
1246        Adrian                          0-1-0    -14.857
1247        Georgetown DC                   2-2-0    -14.8745
1248        Lambuth                         2-2-0    -14.8985
1249        Bowie St                        3-1-0    -14.9421
1250        Averett                         2-2-0    -15.0033
1251        Langston                        3-2-0    -15.0594
1252        Baker                           3-2-0    -15.0719
1253        St Xavier                       0-1-0    -15.2209
1254        Mount Ida                       3-2-0    -15.2258
1255        Benedictine KS                  2-2-0    -15.2688
1256        Norwich                         3-1-0    -15.3048
1257        Benedictine IL                  4-2-0    -15.3729
1258        Tuskegee                        0-1-0    -15.4006
1259        Allegheny                       3-1-0    -15.4918
1260        Davidson                        3-2-0    -15.5508
1261        Maine Maritime                  4-2-0    -15.578
1262        Florida A&M                     0-1-0    -15.5896
1263        Whitworth                       0-1-0    -15.6187
1264        Shenandoah                      2-2-0    -15.6204
1265        Bacone                          2-2-0    -15.6551
1266        Menlo                           2-3-0    -15.7095
1267        Lindsey Wilson                  1-1-0    -15.7173
1268        Western Kentucky                0-1-0    -15.7286
1269        Gannon                          0-1-0    -15.7627
1270        Presbyterian                    1-2-0    -15.8177
1271        Virginia St                     0-1-0    -15.9163
1272        Apprentice                      0-1-0    -15.9528
1273        Washington U.                   2-2-0    -15.9787
1274        Stonehill                       3-2-0    -16.0069
1275        Notre Dame OH                   0-3-0    -16.0172
1276        Fairmont St                     1-4-0    -16.0427
1277        American Int'l                  0-1-0    -16.0448
1278        Adrian                          2-2-0    -16.0512
1279        Delta St                        0-1-0    -16.0588
1280        San Diego                       0-1-0    -16.0699
1281        Augsburg                        0-1-0    -16.139
1282        Campbell                        1-5-0    -16.1718
1283        Wooster                         3-2-0    -16.2122
1284        Southern Oregon                 0-4-0    -16.2333
1285        Webber Int'l                    3-2-0    -16.3025
1286        Kentucky St                     2-4-0    -16.3552
1287        Wheaton                         0-1-0    -16.4279
1288        Montana Tech                    0-1-0    -16.4444
1289        Norfolk St                      0-3-0    -16.4812
1290        Montana St-Northern             2-3-0    -16.4946
1291        Geneva                          1-4-0    -16.4948
1292        West Chester                    1-4-0    -16.5767
1293        Morningside                     0-1-0    -16.6104
1294        Beloit                          4-2-0    -16.6352
1295        Bethany WV                      3-1-0    -16.6556
1296        Incarnate Word                  0-1-0    -16.6812
1297        New Mexico Highlands            1-3-0    -16.6936
1298        Kansas Wesleyan                 3-2-0    -16.7096
1299        Trinity Int'l                   1-1-0    -16.7568
1300        Wagner                          2-3-0    -16.7599
1301        UW-Oshkosh                      2-4-0    -16.7672
1302        Wittenberg                      4-1-0    -16.7802
1303        OK Panhandle St                 4-2-0    -16.7834
1304        Montana St-Northern             1-4-0    -16.7928
1305        Concordia-Moorhead              4-1-0    -16.8306
1306        St Scholastica                  2-0-0    -16.8327
1307        Concordia IL                    4-0-0    -16.8364
1308        Briar Cliff                     2-4-0    -16.8474
1309        Rockford                        0-1-0    -17.0
1310        Clark Atlanta                   3-2-0    -17.0311
1311        UTEP                            0-1-0    -17.0781
1312        Sul Ross St                     1-4-0    -17.0927
1313        West Georgia                    0-2-0    -17.0972
1314        Albany NY                       1-2-0    -17.1101
1315        Marist                          1-5-0    -17.1608
1316        Dubuque                         4-1-0    -17.1625
1317        Truman St                       0-2-0    -17.1627
1318        Findlay                         0-1-0    -17.1641
1319        Hanover                         3-2-0    -17.2812
1320        Clark Atlanta                   1-3-0    -17.3669
1321        Marietta                        0-3-0    -17.4416
1322        Catholic                        1-4-0    -17.4467
1323        Occidental                      3-2-0    -17.4602
1324        Southern Nazarene               4-1-0    -17.4892
1325        Georgetown DC                   2-3-0    -17.5715
