Rank     Team                            W-L-T    Rating
176        Stephen F. Austin               4-0-0    31.9698
177        Chattanooga                     3-2-0    31.9218
178        Kansas                          3-2-0    31.7696
179        Elon                            4-1-0    31.6751
180        South Florida                   4-2-0    31.6685
181        Ohio Northern                   3-0-0    31.6613
182        Kent St                         4-2-0    31.4664
183        Iowa St                         1-2-0    31.457
184        Fresno St                       0-1-0    31.4442
185        Hawai`i                         0-1-0    31.4442
186        West Virginia                   0-1-0    31.2221
187        Tennessee                       2-3-0    31.1773
188        Montana                         5-1-0    31.0612
189        Washington St                   1-4-0    31.0349
190        Murray St                       4-1-0    30.9609
191        Army                            5-2-0    30.9469
192        SE Missouri St                  5-0-0    30.8418
193        Jacksonville St                 5-1-0    30.8382
194        Baylor                          4-4-0    30.7545
195        New Hampshire                   4-0-0    30.7414
196        Ohio U.                         3-2-0    30.6156
197        Henderson St                    5-0-0    30.5645
198        UC-Davis                        4-0-0    30.4534
199        Colorado St                     3-1-0    30.3619
200        Purdue                          3-4-0    30.3128
201        Utah St                         3-1-0    30.2935
202        Wayne St NE                     3-1-0    30.0958
203        Penn State                      1-2-0    30.0391
204        Georgia Tech                    2-4-0    29.8886
205        Wyoming                         0-2-0    29.773
206        Rhode Island                    4-1-0    29.7173
207        Louisville                      3-4-0    29.6337
208        Central Arkansas                3-1-0    29.5496
209        Vanderbilt                      1-3-0    29.2954
210        Vanderbilt                      0-2-0    29.2602
211        Idaho                           4-2-0    29.1669
212        Georgia Southern                6-2-0    29.1331
213        Minnesota                       2-2-0    29.0734
214        Liberty                         5-0-0    28.8951
215        St Cloud St                     4-3-0    28.7182
216        Western Michigan                3-3-0    28.5894
217        Rice                            3-4-0    28.5201
218        Delta St                        5-2-0    28.4401
219        Alabama-Birmingham              1-3-0    28.3511
220        Army                            2-3-0    28.2914
221        Wake Forest                     2-4-0    28.2265
222        SMU                             3-3-0    28.1864
223        North Dakota St                 6-1-0    28.1433
224        Missouri                        3-2-0    28.138
225        Tennessee-Martin                4-1-0    28.0409
226        Duke                            2-5-0    27.9376
227        Georgia Southern                4-2-0    27.9121
228        Rutgers                         3-4-0    27.888
229        Louisiana Tech                  3-3-0    27.7065
230        Texas Tech                      0-1-0    27.5882
231        Villanova                       4-1-0    27.5451
232        West Texas A&M                  4-1-0    27.53
233        Washington St                   1-4-0    27.3938
234        Wayne St MI                     5-1-0    27.3855
235        Northwestern                    4-3-0    27.3749
236        Stony Brook                     4-1-0    27.3579
237        Arkansas St                     3-2-0    27.0772
238        UTEP                            5-2-0    27.058
239        North Dakota St                 2-2-0    27.0568
240        Georgia Southern                0-1-0    27.0518
241        Robert Morris                   5-0-0    26.9168
242        South Alabama                   8-0-0    26.9007
243        Portland St                     0-2-0    26.8911
244        Duke                            1-3-0    26.8586
245        Mississippi                     1-4-0    26.8425
246        South Florida                   0-1-0    26.8182
247        James Madison                   3-1-0    26.7558
248        Richmond                        5-1-0    26.7459
249        Purdue                          1-3-0    26.733
250        Missouri Western                6-0-0    26.5367
251        Bloomsburg                      5-0-0    26.4682
252        Winona St                       3-1-0    26.4155
253        Indiana                         3-3-0    26.1729
254        New Hampshire                   4-3-0    26.1408
255        Sacramento St                   4-1-0    26.0006
256        Northern Arizona                3-3-0    25.994
257        Ashland                         5-1-0    25.972
258        Indiana St                      5-1-0    25.8656
259        Illinois St                     5-1-0    25.8386
260        Bemidji St                      4-0-0    25.7933
261        Missouri St                     1-0-0    25.6652
262        Utah                            0-2-0    25.6551
263        San Jose St                     1-4-0    25.602
264        West Alabama                    5-1-0    25.5878
265        Houston                         2-4-0    25.4761
266        Weber St                        4-1-0    25.3513
267        Mary Hardin-Baylor              6-0-0    25.2884
268        Cincinnati                      1-4-0    25.204
269        Washburn                        5-1-0    25.1368
270        Massachusetts                   3-2-0    25.1184
271        Kentucky                        1-4-0    25.0684
272        South Dakota                    3-2-0    24.8852
273        Cal Poly SLO                    3-2-0    24.6692
274        UW-Whitewater                   7-0-0    24.5674
275        Furman                          4-2-0    24.5282
276        Southern Illinois               1-2-0    24.4623
277        Jackson St                      6-0-0    24.4287
278        UTEP                            1-4-0    24.1911
279        Buffalo                         1-2-0    24.1425
280        Western Oregon                  3-0-0    24.0716
281        TAMU-Kingsville                 4-2-0    24.0299
282        South Dakota St                 4-1-0    23.9957
283        Sacramento St                   2-4-0    23.9447
284        Colorado St                     0-1-0    23.8786
285        Minn St-Mankato                 1-0-0    23.8434
286        Oregon St                       0-1-0    23.8318
287        Montana St                      3-1-0    23.8181
288        South Florida                   0-1-0    23.791
289        Central Missouri                6-2-0    23.6903
290        Louisiana-Monroe                4-1-0    23.6689
291        Minnesota                       1-6-0    23.6454
292        Ursinus                         5-0-0    23.6362
293        Stephen F. Austin               5-2-0    23.5791
294        Wesley                          7-0-0    23.4715
295        New Mexico St                   0-1-0    23.4315
296        San Jose St                     0-1-0    23.4315
297        Kansas St                       2-4-0    23.3952
298        Southern Utah                   4-1-0    23.3545
299        Northern Iowa                   3-2-0    23.3386
300        Wofford                         5-2-0    23.2694
301        Cal Poly SLO                    4-1-0    23.2334
302        Saginaw Valley St               3-2-0    23.0799
303        North Dakota                    3-2-0    23.0497
304        Central Michigan                1-5-0    22.9672
305        UNLV                            0-1-0    22.8786
306        Louisiana-Monroe                0-3-0    22.7816
307        Wayne St MI                     4-0-0    22.7193
308        Hillsdale                       3-2-0    22.7101
309        Mississippi St                  0-1-0    22.6678
310        Johns Hopkins                   4-1-0    22.5464
311        Southern Illinois               4-2-0    22.415
312        Missouri Western                2-2-0    22.3847
313        Montana St                      6-1-0    22.3661
314        Jacksonville St                 4-2-0    22.3066
315        Hillsdale                       6-0-0    22.2603
316        Concordia-St Paul               5-0-0    22.0786
317        Connecticut                     2-4-0    22.0242
318        Air Force                       0-1-0    21.9491
319        Brigham Young                   0-1-0    21.9491
320        Clemson                         0-1-0    21.8641
321        Washington St                   0-1-0    21.8147
322        Youngstown St                   3-3-0    21.7812
323        New Mexico                      1-5-0    21.7338
324        Penn State                      0-2-0    21.7191
325        Arkansas Tech                   3-1-0    21.6705
326        Mercyhurst                      6-1-0    21.6512
327        Miami OH                        5-2-0    21.6423
328        Grand Valley St                 4-1-0    21.5736
329        Northern Colorado               2-2-0    21.4981
330        Grambling St                    4-0-0    21.4681
331        Chadron St                      4-1-0    21.3892
332        Texas St-San Marcos             3-2-0    21.3636
333        Colorado Mines                  5-1-0    21.3405
334        Sam Houston St                  3-2-0    21.294
335        Louisville                      0-1-0    21.2757
336        Nebraska-Omaha                  2-2-0    21.2442
337        West Liberty St                 5-0-0    21.2184
338        California                      1-2-0    21.1836
339        Winona St                       4-2-0    21.1119
340        UW-Whitewater                   8-0-0    21.0524
341        Tulane                          2-3-0    21.0519
342        Western Michigan                3-3-0    20.9618
343        Marian IN                       5-1-0    20.9196
344        Appalachian St                  3-2-0    20.8903
345        Harding                         5-1-0    20.8408
346        Augustana SD                    4-2-0    20.8274
347        Southern Utah                   2-4-0    20.8141
348        Tennessee Tech                  0-2-0    20.7167
349        Idaho                           2-5-0    20.5673
350        Texas Southern                  5-1-0    20.5117
351        Lehigh                          4-0-0    20.3508
352        Wake Forest                     1-3-0    20.2668
353        Northern Michigan               2-1-0    20.2322
354        Nebraska-Kearney                5-1-0    19.9795
355        Troy                            3-4-0    19.9571
356        Carson-Newman                   4-0-0    19.9402
357        Central Washington              6-2-0    19.9341
358        Sioux Falls                     8-0-0    19.814
359        Wyoming                         1-3-0    19.6443
360        Iowa St                         0-2-0    19.6177
361        Colorado St                     0-3-0    19.6104
362        Tuskegee                        3-0-0    19.4229
363        Shepherd                        7-1-0    19.3535
364        Pennsylvania                    5-0-0    19.3488
365        Tuskegee                        6-0-0    19.315
366        Kansas                          0-2-0    19.2626
367        Western Carolina                0-1-0    19.2221
368        New Mexico                      0-2-0    19.1659
369        Nebraska-Omaha                  3-4-0    19.1453
370        Ouachita Baptist                3-2-0    19.1446
371        Texas Southern                  0-1-0    19.0046
372        New Mexico St                   0-1-0    18.9624
373        Central Conn St                 5-0-0    18.9165
374        Florida                         0-2-0    18.8783
375        Stephen F. Austin               0-1-0    18.7689
376        Indiana                         2-4-0    18.7686
377        Furman                          1-4-0    18.7089
378        West Texas A&M                  4-3-0    18.6843
379        Mount Union                     8-1-0    18.6183
380        James Madison                   3-3-0    18.5994
381        South Dakota St                 1-3-0    18.5936
382        San Jose St                     0-4-0    18.5932
383        Maine                           1-3-0    18.4894
384        Abilene Christian               5-1-0    18.4358
385        Central Michigan                0-1-0    18.3735
386        Florida Atlantic                2-1-0    18.3601
387        Bowling Green                   1-2-0    18.3018
388        Dakota Wesleyan                 3-1-0    18.2903
389        Chattanooga                     3-3-0    18.2133
390        Carroll MT                      8-0-0    18.2035
391        Salisbury                       3-2-0    18.0381
392        Michigan Tech                   3-2-0    17.9425
393        Muhlenberg                      3-0-0    17.9041
394        Alabama St                      5-1-0    17.867
395        Henderson St                    2-4-0    17.8045
396        Georgia St                      0-1-0    17.791
397        Purdue                          0-1-0    17.7862
398        Marshall                        0-1-0    17.7862
399        Michigan                        0-1-0    17.7862
400        Valdosta St                     3-1-0    17.6221
401        California                      0-2-0    17.6129
402        Concordia-St Paul               3-3-0    17.5928
403        Washington St                   0-1-0    17.513
404        Midland                         2-0-0    17.4992
405        Colorado St-Pueblo              4-1-0    17.4944
406        McNeese St                      3-2-0    17.4314
407        Wingate                         5-1-0    17.3499
408        Elon                            2-4-0    17.2931
409        Tennessee Tech                  3-2-0    17.1956
410        Loras                           1-0-0    17.0
411        SE Missouri St                  4-3-0    16.9796
412        Morningside                     6-0-0    16.889
413        Northwestern St                 2-0-0    16.7925
414        MidAmerica Nazarene             7-0-0    16.6702
415        Central Michigan                2-3-0    16.6245
416        Mount Union                     6-0-0    16.542
417        Middle Tennessee St             3-4-0    16.427
418        Sam Houston St                  3-2-0    16.4237
419        North Greenville                2-1-0    16.418
420        Virginia                        0-4-0    16.353
421        McNeese St                      3-2-0    16.3228
422        Florida Int'l                   3-2-0    16.3206
423        St Thomas                       7-0-0    16.2428
424        Florida A&M                     3-0-0    16.2255
425        Georgia St                      5-2-0    16.1854
426        Wake Forest                     0-2-0    16.0938
427        New Mexico St                   2-3-0    16.061
428        Wesley                          5-0-0    16.0586
429        Minn St-Mankato                 2-3-0    16.033
430        Thomas More                     6-0-0    16.0185
431        Ball St                         2-3-0    15.9861
432        Ohio Northern                   7-0-0    15.9419
433        Illinois                        0-1-0    15.7042
434        Colorado                        0-3-0    15.701
435        Delta St                        6-1-0    15.677
436        Tennessee St                    0-2-0    15.477
437        Northern Iowa                   0-1-0    15.4138
438        Brown                           4-1-0    15.3778
439        Northwood                       3-2-0    15.2819
440        Central Arkansas                4-2-0    15.2204
441        Western Illinois                2-5-0    15.2016
442        Samford                         3-2-0    15.1972
443        Rutgers                         1-4-0    15.1847
444        Albany St GA                    6-0-0    15.175
445        North Dakota                    0-4-0    15.07
446        Harvard                         4-1-0    15.0555
447        Louisiana-Lafayette             2-4-0    15.0245
448        Massachusetts                   3-3-0    14.9065
449        Bowling Green                   1-6-0    14.8818
450        Moravian                        4-0-0    14.8292
451        VMI                             2-0-0    14.7504
452        Michigan St                     0-2-0    14.7191
453        Cumberland TN                   6-0-0    14.7089
454        Nicholls St                     0-1-0    14.5256
455        Carroll MT                      6-0-0    14.5061
456        Linfield                        5-0-0    14.2723
457        Texas A&M                       1-1-0    14.1586
458        SE Louisiana St                 2-3-0    14.12
459        Missouri Southern               3-2-0    14.1143
460        Ashland                         3-2-0    14.05
461        South Alabama                   2-0-0    14.0383
462        Northern Michigan               3-1-0    14.0328
463        Western Kentucky                2-5-0    14.0051
464        Northern Arizona                3-2-0    13.9813
465        St Francis IN                   5-0-0    13.9794
466        Franklin                        5-0-0    13.9109
467        TAMU-Kingsville                 6-0-0    13.8944
468        McNeese St                      0-1-0    13.8642
469        North Texas                     3-2-0    13.847
470        Montana                         2-3-0    13.8167
471        California PA                   5-1-0    13.8129
472        Jacksonville FL                 5-0-0    13.7907
473        William & Mary                  3-3-0    13.7736
474        Samford                         0-1-0    13.6937
475        Valdosta St                     4-2-0    13.6786
476        Concord                         4-1-0    13.6003
477        Old Dominion                    4-3-0    13.57
478        Emporia St                      4-1-0    13.4952
479        Portland St                     1-3-0    13.4406
480        East Carolina                   2-5-0    13.3707
481        Northern Colorado               1-2-0    13.295
482        Eastern Michigan                2-4-0    13.2325
483        Vanderbilt                      1-4-0    13.1885
484        Buffalo                         1-4-0    13.1655
485        Colorado                        0-2-0    13.1497
486        St John Fisher                  6-1-0    13.1412
487        Colorado St-Pueblo              5-1-0    13.1264
488        Kent St                         1-3-0    13.0478
489        Thomas More                     5-0-0    13.0172
490        Tulane                          2-5-0    12.9827
491        Delaware Valley                 4-1-0    12.9809
492        Cal Lutheran                    5-0-0    12.9776
493        Samford                         0-1-0    12.9655
494        Wagner                          3-1-0    12.9608
495        Old Dominion                    4-0-0    12.8757
496        Sioux Falls                     5-0-0    12.8601
497        Grand View                      4-0-0    12.8118
498        Mary                            1-3-0    12.7578
499        Prairie View A&M                5-1-0    12.7225
500        New Hampshire                   0-1-0    12.7153
501        Minnesota                       0-1-0    12.7042
502        Youngstown St                   0-5-0    12.6837
503        Utah                            0-1-0    12.5634
504        West Alabama                    2-3-0    12.3817
505        Kutztown                        6-1-0    12.3027
506        Northern St SD                  0-1-0    12.3018
507        Vanderbilt                      0-1-0    12.2273
508        Louisiana-Lafayette             0-1-0    12.2273
509        Indianapolis                    3-2-0    12.2084
510        UCLA                            0-2-0    12.181
511        Columbia                        4-1-0    12.1457
512        Valdosta St                     1-0-0    12.0
513        Lehigh                          6-2-0    11.9969
514        Colorado St                     0-4-0    11.9936
515        San Jose St                     0-3-0    11.9174
516        Ferris St                       3-1-0    11.8233
517        Ithaca                          5-0-0    11.8037
518        Syracuse                        0-2-0    11.7526
519        Ball St                         0-1-0    11.6471
520        Pacific Lutheran                3-1-0    11.6304
521        Iowa St                         0-1-0    11.5624
522        Texas Southern                  4-1-0    11.5392
523        Humboldt St                     4-1-0    11.4765
524        South Dakota St                 0-2-0    11.4425
525        Grambling St                    5-1-0    11.4132
526        Minn St-Mankato                 3-2-0    11.3987
527        Pittsburg St                    4-3-0    11.333
528        Albany St GA                    5-0-0    11.3021
529        North Dakota St                 1-2-0    11.2409
530        Richmond                        1-1-0    11.2066
531        Midland                         5-0-0    11.1458
532        Grambling St                    0-1-0    11.1309
533        Willamette                      3-2-0    11.0096
534        SW Minnesota St                 2-1-0    11.0025
535        Averett                         1-0-0    11.0
536        St Francis IN                   5-1-0    10.9943
537        SMU                             0-1-0    10.994
538        Eastern Kentucky                1-3-0    10.9739
539        Hillsdale                       0-1-0    10.9611
540        Webber Int'l                    4-1-0    10.9385
541        Indianapolis                    2-3-0    10.9113
542        Arkansas St                     1-6-0    10.9032
543        Wayne St MI                     0-1-0    10.9012
544        Albany NY                       3-1-0    10.8984
545        Army                            0-1-0    10.873
546        Ball St                         2-4-0    10.7666
547        Eastern New Mexico              4-2-0    10.7007
548        Lambuth                         2-2-0    10.6968
549        Murray St                       2-4-0    10.6536
550        Eastern Michigan                0-3-0    10.6009
551        Cumberlands KY                  4-1-0    10.5937
552        North Alabama                   5-3-0    10.5168
553        Wayne St NE                     3-3-0    10.4519
554        Chadron St                      4-1-0    10.4192
555        Gettysburg                      3-2-0    10.3318
556        Bethune-Cookman                 4-0-0    10.3193
557        South Carolina St               4-0-0    10.2817
558        Humboldt St                     4-2-0    10.2263
559        Maine                           3-2-0    10.1795
560        Alcorn St                       3-2-0    10.0986
561        Pittsburg St                    2-3-0    10.0377
562        Yale                            1-0-0    10.0
563        Indianapolis                    1-0-0    10.0
564        Otterbein                       2-2-0    9.9978
565        Coastal Carolina                3-3-0    9.9247
566        Mary                            3-2-0    9.9032
567        Ouachita Baptist                3-2-0    9.8979
568        Johns Hopkins                   4-2-0    9.8177
569        Coastal Carolina                0-1-0    9.791
570        Duquesne                        5-1-0    9.7691
571        Virginia                        0-1-0    9.7513
572        Duke                            0-1-0    9.7513
573        Morehouse                       3-1-0    9.7109
574        Memphis                         1-4-0    9.7068
575        Nebraska-Kearney                4-1-0    9.6525
576        Georgetown KY                   4-3-0    9.6453
577        Jackson St                      2-3-0    9.6156
578        Bemidji St                      3-3-0    9.5656
579        McKendree                       5-0-0    9.4352
580        Northwestern St                 3-3-0    9.425
581        Northern Michigan               0-3-0    9.4191
582        Midwestern St                   3-3-0    9.349
583        Alabama-Birmingham              3-3-0    9.3463
584        Lenoir-Rhyne                    4-2-0    9.3453
585        Nebraska                        0-2-0    9.3305
586        Dartmouth                       4-1-0    9.3217
587        Jacksonville FL                 5-1-0    9.3038
588        James Madison                   0-1-0    9.1208
589        Eastern Kentucky                0-2-0    9.1163
590        Angelo St                       3-2-0    9.0692
591        Memphis                         0-1-0    9.0386
592        Fort Hays St                    3-4-0    8.9865
593        Sioux Falls                     0-1-0    8.9305
594        Willamette                      4-0-0    8.6841
595        Drake                           4-1-0    8.6613
596        Utah St                         0-2-0    8.5687
597        UC-Davis                        2-3-0    8.4627
598        Wash & Jeff                     6-0-0    8.4343
599        Pittsburgh                      0-1-0    8.4009
600        Akron                           1-4-0    8.3805
601        Wyoming                         0-2-0    8.337
602        Bethel MN                       5-0-0    8.2854
603        Bemidji St                      0-1-0    8.2517
604        Duquesne                        2-2-0    8.2021
605        Butler                          3-0-0    8.1868
606        North Central                   5-0-0    8.1478
607        Northeastern St OK              3-2-0    8.088
608        Florida A&M                     0-1-0    7.976
609        Harding                         1-3-0    7.9327
610        Ohio U.                         0-2-0    7.9141
611        Randolph-Macon                  5-1-0    7.8666
612        Eastern Illinois                1-3-0    7.68
613        Weber St                        2-4-0    7.6624
614        Lenoir-Rhyne                    3-2-0    7.661
615        Midwestern St                   5-0-0    7.6523
616        Mary Hardin-Baylor              6-0-0    7.6502
617        Pennsylvania                    4-1-0    7.5979
618        Fort Valley St                  4-1-0    7.5589
619        North Central                   7-1-0    7.5576
620        Shorter                         3-2-0    7.5472
621        Gannon                          3-2-0    7.4922
622        American Int'l                  3-1-0    7.3885
623        Alfred                          5-1-0    7.3819
624        Austin Peay                     0-3-0    7.3518
625        St Thomas                       5-0-0    7.3178
626        Savannah St                     1-1-0    7.3066
627        Colorado Mines                  4-2-0    7.2614
628        WV Wesleyan                     6-0-0    7.2589
629        NW Oklahoma St                  4-0-0    7.178
630        St Xavier                       5-0-0    7.1583
631        Truman St                       2-1-0    7.1564
632        Lamar                           1-2-0    7.1546
633        Southern Arkansas               1-3-0    7.1486
634        Azusa Pacific                   4-3-0    7.0832
635        Tusculum                        3-2-0    6.9936
636        Azusa Pacific                   2-1-0    6.9906
637        Hardin-Simmons                  3-2-0    6.9569
638        Tennessee Tech                  2-2-0    6.9369
639        Cincinnati                      0-1-0    6.8182
640        McDaniel                        3-1-0    6.7927
641        Maine                           0-1-0    6.7153
642        Bryant                          6-1-0    6.7117
643        Dayton                          6-0-0    6.7053
644        UC-Davis                        0-2-0    6.6811
645        Northwood                       2-4-0    6.681
646        North Texas                     0-6-0    6.6521
647        Missouri St                     0-6-0    6.6444
648        UNLV                            0-5-0    6.6431
649        California PA                   5-1-0    6.5842
650        Arkansas-Monticello             3-3-0    6.5663
651        Missouri Southern               0-1-0    6.5612
652        The Citadel                     0-1-0    6.5574
653        Truman St                       2-4-0    6.5369
654        West Georgia                    3-2-0    6.5258
655        Eastern Michigan                0-2-0    6.5176
656        Idaho St                        1-3-0    6.5143
657        Toledo                          0-1-0    6.513
658        C.W. Post                       5-1-0    6.4329
659        Louisiana-Lafayette             1-4-0    6.3317
660        Towson                          1-4-0    6.3095
661        Nicholls St                     2-3-0    6.2345
662        Maryland                        0-1-0    6.2053
663        UW-Stevens Point                5-1-0    6.1215
664        Indiana St                      1-2-0    6.0221
665        South Carolina St               5-2-0    5.9861
666        Shepherd                        5-1-0    5.945
667        Colgate                         3-1-0    5.7819
668        Linfield                        4-2-0    5.769
669        Rhode Island                    1-2-0    5.7576
670        Northwestern IA                 3-2-0    5.7358
671        Wingate                         4-2-0    5.7182
672        Ursinus                         3-2-0    5.7039
673        Illinois St                     1-3-0    5.67
674        Mars Hill                       3-2-0    5.6102
675        Southern Illinois               0-2-0    5.5451
676        Upper Iowa                      2-3-0    5.5353
677        VMI                             1-1-0    5.4342
678        William Penn                    5-0-0    5.3559
679        Western Carolina                2-3-0    5.2195
680        Yale                            3-1-0    5.1874
681        Charleston Southern             3-3-0    5.1472
682        Eastern Illinois                0-2-0    5.1286
683        Catawba                         4-1-0    5.0716
684        Saginaw Valley St               1-4-0    5.0497
685        Lehigh                          0-1-0    5.0145
686        Texas Lutheran                  4-1-0    5.0136
687        Southern Cal                    0-1-0    4.9646
688        Monmouth NJ                     1-4-0    4.841
