Rank     Team                            W-L-T    Rating
1328        Robert Morris PA                0-3-0    -16.8254
1329        St Mary KS                      2-3-0    -16.9562
1330        Olivet                          4-1-0    -16.9674
1331        Dickinson                       0-2-0    -16.9747
1332        Bridgewater St MA               3-1-0    -17.2003
1333        Waynesburg                      3-3-0    -17.2211
1334        Fort Valley St                  2-2-0    -17.2241
1335        Carthage                        0-1-0    -17.2314
1336        St Olaf                         1-3-0    -17.2546
1337        Alderson-Broaddus               2-3-0    -17.2605
1338        Wayne St NE                     0-6-0    -17.3373
1339        Campbell                        1-5-0    -17.4372
1340        RPI                             2-3-0    -17.4662
1341        Benedict                        0-1-0    -17.5447
1342        Savannah St                     0-1-0    -17.5447
1343        North Carolina Central          0-1-0    -17.5447
1344        Chowan                          0-1-0    -17.5873
1345        Bemidji St                      2-2-0    -17.6133
1346        Dickinson                       2-1-0    -17.6161
1347        Juniata                         0-1-0    -17.6811
1348        Johnson C. Smith                1-2-0    -17.6954
1349        Hamline                         1-2-0    -17.757
1350        Gettysburg                      2-3-0    -17.7689
1351        Union NY                        1-3-0    -17.8648
1352        Hastings                        2-1-0    -17.9049
1353        Centre                          2-3-0    -17.9338
1354        TAMU-Kingsville                 1-4-0    -18.1081
1355        Sewanee                         2-3-0    -18.1723
1356        Ashland                         0-1-0    -18.1803
1357        Howard Payne                    3-2-0    -18.2228
1358        New Jersey                      1-1-0    -18.3034
1359        Benedict                        1-3-0    -18.3239
1360        Livingstone                     3-3-0    -18.3256
1361        Tiffin                          0-5-0    -18.3311
1362        Macalester                      1-1-0    -18.3666
1363        Western Conn St                 3-2-0    -18.3724
1364        Texas Lutheran                  5-1-0    -18.3803
1365        Averett                         1-2-0    -18.3969
1366        Northeastern St OK              0-2-0    -18.5037
1367        Concordia WI                    4-2-0    -18.5336
1368        Briar Cliff                     2-3-0    -18.5454
1369        Bridgewater VA                  2-3-0    -18.5955
1370        Seton Hill                      0-3-0    -18.6006
1371        UW-River Falls                  0-2-0    -18.6341
1372        Alma                            1-3-0    -18.6762
1373        Rose-Hulman                     4-1-0    -18.7438
1374        Hamline                         0-3-0    -18.794
1375        Notre Dame OH                   2-4-0    -18.8795
1376        Austin                          1-3-0    -18.9262
1377        Grinnell                        1-1-0    -18.9432
1378        Cal Lutheran                    2-1-0    -18.9601
1379        Grambling St                    0-1-0    -19.0205
1380        MidAmerica Nazarene             2-3-0    -19.0298
1381        Baldwin Wallace                 0-1-0    -19.0626
1382        Mississippi Valley St           0-2-0    -19.119
1383        Fairmont St                     3-2-0    -19.1218
1384        Ohio Northern                   3-2-0    -19.1472
1385        West Liberty                    0-2-0    -19.2229
1386        Grove City                      3-1-0    -19.3011
1387        Coe                             0-1-0    -19.3207
1388        Macalester                      2-2-0    -19.3751
1389        Morehouse                       1-2-0    -19.3887
1390        Lake Forest                     3-1-0    -19.3924
1391        Columbia                        0-1-0    -19.4424
1392        Capital                         1-3-0    -19.4598
1393        Virginia U-Lynchburg            0-3-0    -19.5194
1394        Bethel TN                       0-1-0    -19.5219
1395        Montclair St                    1-3-0    -19.6066
1396        Valparaiso                      0-5-0    -19.6587
1397        Northeastern St OK              0-3-0    -19.6652
1398        Eastern Oregon                  3-3-0    -19.7087
1399        Central Washington              3-3-0    -19.714
1400        West Liberty                    1-3-0    -19.882
1401        Dixie St                        2-4-0    -19.896
1402        Guilford                        0-1-0    -19.9235
1403        Coast Guard                     0-1-0    -19.9235
1404        Northeastern St OK              0-1-0    -19.9335
1405        Becker                          0-3-0    -19.943
1406        Wayne St MI                     0-6-0    -19.966
1407        Norfolk St                      0-2-0    -20.0012
1408        St Lawrence                     2-2-0    -20.016
1409        McKendree                       1-4-0    -20.0212
1410        RPI                             3-2-0    -20.0563
1411        St Olaf                         0-4-0    -20.0819
1412        Chicago                         0-3-0    -20.1257
1413        Sacramento St                   0-1-0    -20.1292
1414        TAMU-Commerce                   0-1-0    -20.1405
1415        Friends                         3-3-0    -20.1924
1416        Ferrum                          0-1-0    -20.2232
1417        St Olaf                         0-1-0    -20.252
1418        Montana St-Northern             2-3-0    -20.285
1419        Olivet Nazarene                 1-3-0    -20.3352
1420        Point U.                        0-2-0    -20.3849
1421        Shorter                         0-4-0    -20.4916
1422        South Dakota Tech               2-2-0    -20.5046
1423        Colorado Mesa                   0-3-0    -20.5092
1424        Carnegie Mellon                 0-1-0    -20.5284
1425        Johnson C. Smith                0-1-0    -20.5752
1426        Northwood                       0-1-0    -20.5843
1427        Fort Lewis                      0-2-0    -20.6
1428        Upper Iowa                      3-1-0    -20.6049
1429        Stetson                         2-3-0    -20.6186
1430        Bridgewater VA                  0-1-0    -20.6511
1431        North Park                      0-2-0    -20.6698
1432        Wayne St NE                     2-2-0    -20.7009
1433        Salve Regina                    3-2-0    -20.7351
1434        Widener                         2-3-0    -20.7386
1435        Guilford                        3-2-0    -20.7547
1436        MIT                             4-1-0    -20.7906
1437        Western New England             3-2-0    -20.7974
1438        Hastings                        0-4-0    -20.8326
1439        Lincoln PA                      0-3-0    -20.8586
1440        Westfield St                    3-2-0    -21.032
1441        Peru St                         3-3-0    -21.0601
1442        Alma                            0-1-0    -21.109
1443        New Jersey                      1-2-0    -21.1563
1444        Montana St-Northern             2-2-0    -21.2743
1445        Merchant Marine                 2-1-0    -21.3285
1446        Bacone                          0-1-0    -21.3842
1447        Southern Conn St                1-4-0    -21.3874
1448        Bentley                         1-2-0    -21.3984
1449        Dordt                           1-3-0    -21.4389
1450        Charleston WV                   0-1-0    -21.4925
1451        East Texas Baptist              3-3-0    -21.5409
1452        Shorter                         0-1-0    -21.5817
1453        Angelo St                       1-1-0    -21.5817
1454        Kean                            1-2-0    -21.5824
1455        Hamline                         1-1-0    -21.5829
1456        Rowan                           1-0-0    -21.7147
1457        Gannon                          0-1-0    -21.7319
1458        Clarion                         0-2-0    -21.7319
1459        LIU Post                        2-3-0    -21.7966
1460        Southwestern KS                 4-1-0    -21.8065
1461        Denison                         5-0-0    -21.848
1462        Mississippi College             2-3-0    -21.8995
1463        Union KY                        2-3-0    -21.9
1464        Becker                          3-1-0    -22.0158
1465        Morehead St                     1-5-0    -22.0291
1466        Northern St SD                  2-3-0    -22.0627
1467        Morgan St                       0-1-0    -22.0707
1468        Pomona-Pitzer                   1-2-0    -22.0859
1469        Franklin                        0-1-0    -22.0962
1470        Valparaiso                      1-4-0    -22.0994
1471        Minnesota-Crookston             2-2-0    -22.1029
1472        Whitworth                       2-4-0    -22.1124
1473        Savannah St                     0-4-0    -22.1554
1474        Jamestown                       0-1-0    -22.1931
1475        Hendrix                         3-2-0    -22.2167
1476        Brevard                         0-5-0    -22.2292
1477        Marietta                        0-2-0    -22.2344
1478        WV Wesleyan                     1-3-0    -22.2569
1479        Minnesota-Crookston             0-2-0    -22.3147
1480        Ripon                           3-1-0    -22.3155
1481        Jamestown                       2-3-0    -22.3238
1482        Montana-Western                 2-2-0    -22.4347
1483        Simon Fraser                    2-3-0    -22.459
1484        Seton Hill                      0-2-0    -22.6079
1485        Quincy                          1-1-0    -22.6135
1486        Kalamazoo                       3-2-0    -22.6216
1487        Simon Fraser                    1-3-0    -22.6705
1488        UW-River Falls                  0-3-0    -22.6838
1489        Geneva                          0-1-0    -22.7834
1490        Missouri S&T                    2-1-0    -22.7899
1491        Marietta                        1-2-0    -22.882
1492        Pikeville                       3-3-0    -22.8901
1493        Endicott                        4-2-0    -22.9622
1494        Susquehanna                     1-3-0    -22.9736
1495        Union NY                        2-2-0    -23.0844
1496        Glenville St                    2-3-0    -23.1063
1497        Whitworth                       2-2-0    -23.1111
1498        Morehouse                       1-5-0    -23.1214
1499        Millikin                        2-0-0    -23.1796
1500        Tusculum                        0-1-0    -23.2921
1501        SW Baptist                      0-2-0    -23.3113
1502        Quincy                          0-4-0    -23.3118
1503        UW-Eau Claire                   0-2-0    -23.3703
1504        Hartwick                        2-2-0    -23.4067
1505        Augustana IL                    2-3-0    -23.4466
1506        St Olaf                         0-1-0    -23.4894
1507        Fairmont St                     0-2-0    -23.5383
1508        Merchant Marine                 1-1-0    -23.572
1509        Cheyney                         0-2-0    -23.5864
1510        NW Oklahoma St                  0-2-0    -23.6482
1511        Stetson                         0-4-0    -23.6535
1512        Concordia AL                    0-3-0    -23.6787
1513        SUNY-Maritime                   3-0-0    -23.7177
1514        North Park                      1-3-0    -23.8553
1515        Webber Int'l                    4-1-0    -23.8756
1516        Lebanon Valley                  3-3-0    -23.8794
1517        SW Baptist                      0-4-0    -23.9055
1518        Capital                         2-1-0    -23.9461
1519        Westfield St                    2-2-0    -23.9739
1520        Lakeland                        3-2-0    -24.0803
1521        Rose-Hulman                     3-2-0    -24.1132
1522        Central St OH                   1-3-0    -24.1164
1523        Thiel                           1-4-0    -24.1334
1524        Millersville                    0-4-0    -24.1398
1525        New Jersey                      2-1-0    -24.1536
1526        Lawrence                        1-2-0    -24.2006
1527        St Anselm                       1-4-0    -24.2027
1528        McDaniel                        0-1-0    -24.2068
1529        Trine                           0-2-0    -24.217
1530        Lock Haven                      1-3-0    -24.2191
1531        Wilmington                      0-2-0    -24.2344
1532        Cheyney                         0-3-0    -24.2688
1533        Wilmington                      0-1-0    -24.3503
1534        McMurry                         1-5-0    -24.4062
1535        Tusculum                        0-4-0    -24.4274
1536        McPherson                       3-1-0    -24.5864
1537        Carleton                        0-1-0    -24.6443
1538        Benedict                        0-1-0    -24.6666
1539        Elmhurst                        1-2-0    -24.6955
1540        Frostburg St                    0-3-0    -24.7419
1541        Alfred                          0-1-0    -24.7743
1542        Baldwin Wallace                 0-2-0    -24.7811
1543        Hastings                        0-1-0    -24.8137
1544        Virginia U-Lynchburg            1-3-0    -24.88
1545        Rochester                       2-3-0    -24.9819
1546        Mississippi Valley St           1-4-0    -25.0115
1547        Kentucky St                     0-1-0    -25.0468
1548        Grinnell                        1-2-0    -25.1163
1549        Siena Heights                   0-1-0    -25.1474
1550        Southern Virginia               2-0-0    -25.1628
1551        UW-La Crosse                    0-1-0    -25.2317
1552        Miles                           0-2-0    -25.3
1553        Point U.                        1-2-0    -25.3104
1554        Chadron St                      0-1-0    -25.3628
1555        Anna Maria                      1-2-0    -25.4398
1556        Minot St                        1-3-0    -25.474
1557        Oberlin                         3-2-0    -25.4905
1558        OK Panhandle St                 2-3-0    -25.5378
1559        Northern St SD                  2-2-0    -25.56
1560        Mt St Joseph                    4-1-0    -25.623
1561        Wilkes                          2-3-0    -25.6502
1562        Clark Atlanta                   0-3-0    -25.669
1563        Lincoln MO                      0-4-0    -25.7276
1564        Missouri S&T                    0-3-0    -25.7611
1565        Houston Baptist                 1-0-0    -25.7697
1566        LIU Post                        0-1-0    -25.7764
1567        Carthage                        1-3-0    -25.7908
1568        Avila                           4-2-0    -25.8485
1569        UW-River Falls                  0-2-0    -25.8498
1570        Fitchburg St                    3-2-0    -25.8627
1571        Bethel TN                       2-2-0    -25.9002
1572        Virginia U-Lynchburg            1-2-0    -25.9238
1573        Hartwick                        0-1-0    -25.9267
1574        Grove City                      2-1-0    -25.9389
1575        Cumberland TN                   0-1-0    -25.981
1576        Kansas Wesleyan                 3-3-0    -26.0136
1577        Stevenson                       3-3-0    -26.0535
1578        Central Conn St                 0-1-0    -26.0624
1579        Becker                          0-1-0    -26.0948
1580        Augustana SD                    0-1-0    -26.0994
1581        McDaniel                        1-4-0    -26.1338
1582        MidAmerica Nazarene             0-1-0    -26.1756
1583        UW-Stout                        0-1-0    -26.1893
1584        Frostburg St                    1-3-0    -26.2077
1585        Menlo                           0-3-0    -26.2098
1586        Nebraska Wesleyan               1-2-0    -26.2132
1587        Concordia IL                    2-3-0    -26.2476
1588        Worcester St                    2-2-0    -26.2528
1589        Rowan                           1-1-0    -26.2838
1590        Northwestern MN                 3-1-0    -26.3712
1591        Cheyney                         0-2-0    -26.3809
1592        Kentucky Wesleyan               0-3-0    -26.4175
1593        Westminster PA                  2-1-0    -26.471
1594        Redlands                        0-1-0    -26.4783
1595        Howard Payne                    0-1-0    -26.4783
1596        Wesley                          0-1-0    -26.4783
1597        Doane                           2-4-0    -26.4789
1598        West Liberty                    1-2-0    -26.5042
1599        Greensboro                      0-5-0    -26.5448
1600        Pikeville                       0-1-0    -26.5838
1601        NW Oklahoma St                  1-3-0    -26.5857
1602        Belhaven                        1-4-0    -26.5939
1603        Davidson                        0-4-0    -26.6975
1604        William Paterson                1-2-0    -26.7531
1605        Mayville St                     4-1-0    -26.8815
1606        Albion                          0-3-0    -26.903
1607        Humboldt St                     0-2-0    -26.9085
1608        Valley City St                  1-2-0    -26.9312
1609        Lake Forest                     0-1-0    -26.9727
1610        Susquehanna                     0-5-0    -26.9881
1611        King's PA                       3-2-0    -26.9956
1612        Grambling St                    0-5-0    -27.0181
1613        Ohio Northern                   0-2-0    -27.0329
1614        Hendrix                         0-4-0    -27.034
1615        St Norbert                      0-1-0    -27.0626
1616        Hardin-Simmons                  0-1-0    -27.0908
1617        William Paterson                2-3-0    -27.235
1618        Wayne St NE                     0-1-0    -27.2805
1619        New Jersey                      1-1-0    -27.2919
1620        Missouri Valley                 0-2-0    -27.3076
1621        Midland U.                      1-3-0    -27.3557
1622        Rowan                           2-2-0    -27.3977
1623        Carnegie Mellon                 2-1-0    -27.4327
1624        Mississippi College             2-1-0    -27.4834
1625        Greenville                      5-0-0    -27.4936
1626        Seton Hill                      1-3-0    -27.5476
1627        Webber Int'l                    0-1-0    -27.568
1628        Lawrence                        0-2-0    -27.5801
1629        Ave Maria                       0-1-0    -27.6105
1630        Cumberland TN                   0-1-0    -27.6105
1631        Culver-Stockton                 2-2-0    -27.6436
1632        Grinnell                        0-3-0    -27.7625
1633        Montana St-Northern             0-1-0    -27.8029
1634        Marietta                        0-4-0    -27.8286
1635        Montana-Western                 0-1-0    -27.8806
1636        Kean                            0-2-0    -27.9053
1637        Alderson-Broaddus               2-4-0    -27.9174
1638        Warner U.                       1-3-0    -27.9908
1639        Grove City                      0-2-0    -28.0293
1640        St Vincent                      0-2-0    -28.0889
1641        West Virginia St                0-2-0    -28.1697
1642        Kentucky Christian              0-3-0    -28.1948
1643        Humboldt St                     0-5-0    -28.2506
1644        Eureka                          3-2-0    -28.2603
1645        Minot St                        0-2-0    -28.3207
1646        Ursinus                         0-1-0    -28.3282
1647        Olivet                          2-3-0    -28.3383
1648        Trine                           2-3-0    -28.6897
1649        Augustana SD                    0-4-0    -28.7229
1650        Thiel                           2-3-0    -28.7931
1651        Millikin                        0-3-0    -28.8883
1652        Marietta                        0-1-0    -28.9659
1653        Wooster                         3-2-0    -29.0095
1654        Nebraska Wesleyan               0-1-0    -29.0213
1655        DePauw                          2-2-0    -29.0538
1656        Lindenwood-Belleville           1-3-0    -29.068
1657        Loras                           0-3-0    -29.129
1658        Arkansas-Monticello             0-5-0    -29.1979
1659        Belhaven                        2-3-0    -29.2284
1660        Millersville                    0-2-0    -29.251
1661        Howard Payne                    1-3-0    -29.3466
1662        McPherson                       2-3-0    -29.4144
1663        Point U.                        2-3-0    -29.4894
1664        Simon Fraser                    0-1-0    -29.5168
1665        McKendree                       0-1-0    -29.549
1666        Waldorf                         0-4-0    -29.5583
1667        St Norbert                      0-2-0    -29.5856
1668        Defiance                        0-1-0    -29.6623
1669        Alabama A&M                     0-2-0    -29.7285
1670        Augustana SD                    0-1-0    -29.7636
1671        North Carolina Wesleyan         1-2-0    -29.83
1672        Olivet Nazarene                 0-2-0    -29.8413
1673        Aurora                          3-2-0    -29.8431
1674        Wisconsin Lutheran              3-2-0    -29.885
1675        Lawrence                        0-1-0    -29.9367
1676        Union NY                        0-1-0    -29.9384
1677        Evangel                         2-2-0    -29.9481
1678        Crown                           2-3-0    -29.9794
1679        Buffalo St                      0-1-0    -29.9971
1680        La Verne                        0-2-0    -30.0075
1681        Capital                         0-2-0    -30.1338
1682        Fitchburg St                    3-2-0    -30.3067
1683        Southern Nazarene               0-6-0    -30.3405
1684        South Dakota Tech               0-1-0    -30.3628
1685        Shenandoah                      0-1-0    -30.3761
1686        Shippensburg                    0-1-0    -30.4925
1687        Clark Atlanta                   1-1-0    -30.5009
1688        Fort Lewis                      1-3-0    -30.5193
1689        Castleton St                    0-3-0    -30.5556
1690        Case Western Reserve            2-1-0    -30.5582
1691        North Carolina Wesleyan         1-4-0    -30.5613
1692        Wooster                         4-1-0    -30.5895
1693        Misericordia                    1-2-0    -30.6117
1694        Apprentice                      0-2-0    -30.6982
1695        St Anselm                       0-5-0    -30.7275
1696        Western St CO                   0-1-0    -30.7316
1697        Hamline                         0-2-0    -30.8062
1698        Oklahoma Baptist                2-2-0    -30.8309
1699        Minnesota-Crookston             0-3-0    -30.8505
1700        Central Methodist               2-4-0    -30.931
1701        Incarnate Word                  0-1-0    -30.9802
1702        Graceland                       0-2-0    -31.0064
1703        Loras                           1-0-0    -31.0089
1704        Montana-Western                 2-2-0    -31.0127
1705        Mercer                          0-1-0    -31.0395
1706        MacMurray                       0-1-0    -31.0609
1707        Illinois Wesleyan               0-1-0    -31.0609
1708        Mary                            0-1-0    -31.1912
1709        McDaniel                        1-2-0    -31.2271
1710        La Verne                        2-1-0    -31.2807
1711        Montana Tech                    2-2-0    -31.2889
1712        Carthage                        0-3-0    -31.3133
1713        Carroll WI                      0-1-0    -31.317
1714        Stevenson                       1-2-0    -31.3478
1715        Muskingum                       1-3-0    -31.3915
1716        Kean                            0-3-0    -31.4879
1717        Concordia AL                    0-1-0    -31.5161
1718        Southern Conn St                0-1-0    -31.5884
1719        SW Assem of God                 2-3-0    -31.5957
1720        Bryant                          0-1-0    -31.6326
1721        Sul Ross St                     1-3-0    -31.7394
1722        SE Oklahoma St                  1-3-0    -31.7535
1723        Assumption                      0-1-0    -31.856
1724        Franklin & Marshall             0-1-0    -31.8886
1725        Knox                            1-4-0    -31.8975
1726        Elmhurst                        0-3-0    -31.9195
1727        Loras                           0-2-0    -32.0188
1728        Stetson                         0-1-0    -32.0395
1729        Adams St                        0-1-0    -32.0738
1730        North Park                      2-2-0    -32.0887
1731        Berry                           0-2-0    -32.0949
1732        Lewis & Clark                   1-4-0    -32.132
1733        Washington and Lee              0-1-0    -32.1533
1734        NW Oklahoma St                  1-3-0    -32.1781
1735        Bacone                          3-1-0    -32.2085
1736        Ripon                           0-1-0    -32.2758
1737        Carnegie Mellon                 0-1-0    -32.5215
1738        Presentation                    3-2-0    -32.5316
1739        Fairmont St                     0-2-0    -32.6193
1740        Claremont-Mudd-Scripps          2-1-0    -32.653
1741        Carnegie Mellon                 1-4-0    -32.7189
1742        Northern St SD                  0-1-0    -32.7636
1743        DePauw                          0-1-0    -32.7737
1744        Mt St Joseph                    2-2-0    -32.7955
1745        Coast Guard                     3-1-0    -32.8157
1746        Southern Nazarene               0-1-0    -32.8513
1747        Minot St                        1-4-0    -32.9238
1748        Lycoming                        0-2-0    -32.9907
1749        Hobart                          0-1-0    -32.9971
1750        Briar Cliff                     0-4-0    -33.0098
1751        Minn St-Moorhead                2-4-0    -33.029
1752        Valparaiso                      0-1-0    -33.0395
1753        Edward Waters                   0-3-0    -33.0971
1754        SE Oklahoma St                  0-1-0    -33.2747
1755        Florida Tech                    0-1-0    -33.3145
1756        Walsh                           0-1-0    -33.3438
1757        Texas Southern                  0-1-0    -33.3611
1758        Evangel                         2-4-0    -33.3612
1759        Bethel TN                       0-4-0    -33.3777
1760        Norwich                         0-1-0    -33.4145
1761        Claremont-Mudd-Scripps          0-2-0    -33.4224
1762        Winston-Salem St                0-1-0    -33.4615
1763        Averett                         0-3-0    -33.5237
1764        La Verne                        1-2-0    -33.6227
1765        Concordia MI                    0-5-0    -33.6749
1766        Montana Tech                    1-3-0    -33.6763
1767        Graceland                       0-2-0    -33.7272
1768        Lewis & Clark                   0-3-0    -33.7803
1769        West Virginia St                0-3-0    -33.8165
1770        Greensboro                      2-3-0    -33.8723
1771        Davidson                        0-1-0    -33.8723
1772        Clark Atlanta                   0-3-0    -33.884
1773        Bethel TN                       0-2-0    -33.9036
1774        Mass Maritime                   2-3-0    -33.9223
1775        Sterling                        0-1-0    -33.9428
1776        William Jewell                  0-3-0    -33.9683
1777        Central Methodist               2-3-0    -33.9815
1778        Southwestern KS                 0-1-0    -33.9849
1779        Bethel KS                       2-3-0    -33.9886
1780        Concordia MI                    0-4-0    -34.0022
1781        Knox                            0-2-0    -34.054
1782        Morehouse                       0-1-0    -34.0947
1783        Dickinson St                    0-3-0    -34.1292
1784        Millikin                        0-5-0    -34.1943
1785        Sul Ross St                     0-4-0    -34.2001
1786        St Anselm                       0-1-0    -34.222
1787        Millersville                    0-4-0    -34.2266
1788        St Lawrence                     0-1-0    -34.3362
1789        Bethany KS                      2-3-0    -34.3555
1790        Eureka                          5-0-0    -34.3842
1791        Catawba                         0-1-0    -34.6627
1792        Knox                            0-3-0    -34.6927
1793        Virginia Union                  0-3-0    -34.8069
1794        SUNY-Maritime                   1-1-0    -34.8076
1795        Virginia-Wise                   0-3-0    -34.8183
1796        Wisconsin Lutheran              1-3-0    -34.8221
1797        Southern Virginia               0-1-0    -34.9049
1798        Culver-Stockton                 0-2-0    -34.9377
1799        Frostburg St                    0-2-0    -35.0248
1800        Bluefield                       0-2-0    -35.0685
1801        Texas Southern                  0-2-0    -35.0896
1802        Greenville                      0-1-0    -35.1077
1803        Defiance                        1-3-0    -35.1479
1804        Luther                          0-5-0    -35.1573
1805        Ohio Wesleyan                   3-2-0    -35.1681
1806        Beloit                          1-2-0    -35.2842
1807        Grambling St                    0-2-0    -35.2925
1808        Cheyney                         0-4-0    -35.3152
1809        Northern Michigan               0-1-0    -35.3438
1810        Curry                           2-3-0    -35.3946
1811        Berry                           0-3-0    -35.4018
1812        Mass Maritime                   3-2-0    -35.5417
1813        Avila                           0-1-0    -35.6681
1814        Coast Guard                     0-4-0    -35.7173
1815        Union KY                        0-1-0    -35.8168
1816        Mayville St                     2-2-0    -35.8756
1817        Western St CO                   0-1-0    -35.9178
1818        Carthage                        0-2-0    -35.9464
1819        Kentucky Wesleyan               0-5-0    -35.9545
1820        Hardin-Simmons                  2-3-0    -35.9587
1821        Culver-Stockton                 0-5-0    -35.9677
1822        Alfred St                       0-4-0    -36.0093
1823        Buffalo St                      0-1-0    -36.216
1824        Grinnell                        0-2-0    -36.2392
1825        Stillman                        0-2-0    -36.3423
1826        Concordia AL                    0-1-0    -36.3894
1827        Otterbein                       0-2-0    -36.433
1828        Averett                         0-2-0    -36.4792
1829        Texas College                   0-4-0    -36.5337
1830        Aurora                          0-5-0    -36.6311
1831        SW Assem of God                 4-1-0    -36.6523
1832        Ohio Wesleyan                   2-3-0    -36.6537
1833        Lindenwood-Belleville           0-2-0    -36.6907
1834        Utica                           0-1-0    -36.9267
1835        Nichols                         1-1-0    -36.9909
1836        Fort Lewis                      0-1-0    -36.996
1837        Macalester                      1-2-0    -37.0338
1838        Hampden-Sydney                  0-1-0    -37.0408
1839        William Jewell                  0-3-0    -37.0906
1840        WPI                             0-3-0    -37.1574
1841        Bluefield                       0-3-0    -37.1698
1842        Western New England             1-3-0    -37.2109
1843        Kentucky Christian              0-2-0    -37.263
1844        Geneva                          0-4-0    -37.2774
1845        Beloit                          0-2-0    -37.5095
1846        Stetson                         0-1-0    -37.5228
1847        Morehead St                     0-1-0    -37.5228
1848        Mount Ida                       1-2-0    -37.5853
1849        Morrisville St                  1-4-0    -37.5907
1850        Southwestern TX                 0-2-0    -37.6937
1851        Kenyon                          2-2-0    -37.7584
1852        Dordt                           0-1-0    -37.7614
1853        OK Panhandle St                 0-2-0    -37.9905
1854        Merchant Marine                 1-1-0    -38.0409
1855        Lock Haven                      0-1-0    -38.0441
1856        FDU-Florham                     1-4-0    -38.0678
1857        Dickinson St                    0-2-0    -38.1527
1858        Pace                            0-4-0    -38.1763
1859        Puget Sound                     0-4-0    -38.2299
1860        Muskingum                       0-2-0    -38.2744
1861        Briar Cliff                     2-0-0    -38.2787
1862        Central St OH                   0-1-0    -38.3472
1863        Humboldt St                     0-4-0    -38.4049
1864        MIT                             2-2-0    -38.4143
1865        Quincy                          0-1-0    -38.5343
1866        Alma                            0-4-0    -38.5482
1867        Dakota St                       0-1-0    -38.582
1868        Defiance                        0-1-0    -38.5918
1869        Manchester                      0-1-0    -38.5918
1870        Pace                            0-2-0    -38.6383
1871        Stevenson                       0-1-0    -38.6652
1872        Hanover                         3-2-0    -38.6968
1873        Alma                            0-1-0    -38.6993
1874        Kenyon                          2-1-0    -38.7232
1875        Waldorf                         0-3-0    -38.7357
1876        Manchester                      2-3-0    -38.7633
1877        Wayland Baptist                 0-2-0    -38.7845
1878        Macalester                      0-1-0    -39.0867
1879        Bentley                         0-1-0    -39.1997
1880        Rockford                        1-2-0    -39.25
1881        Dixie St                        0-1-0    -39.4764
1882        Claremont-Mudd-Scripps          1-1-0    -39.48
1883        Southwestern KS                 1-3-0    -39.6427
1884        Belhaven                        0-1-0    -39.6519
1885        Frostburg St                    0-1-0    -39.6997
1886        Lincoln PA                      1-3-0    -39.7409
1887        Concordia-St Paul               0-1-0    -39.7822
1888        West Virginia St                0-3-0    -39.8375
1889        Waldorf                         1-3-0    -39.9921
1890        Otterbein                       0-1-0    -39.9971
1891        St Augustine's                  0-1-0    -40.0047
1892        Edward Waters                   1-5-0    -40.0317
1893        Worcester St                    0-1-0    -40.07
1894        Seton Hill                      0-2-0    -40.1311
1895        West Virginia St                0-3-0    -40.2669
1896        Curry                           2-2-0    -40.3161
1897        Montclair St                    0-2-0    -40.3161
1898        Defiance                        2-2-0    -40.4427
1899        Bluefield                       0-1-0    -40.4573
1900        Davidson                        0-2-0    -40.4866
1901        Montana-Western                 0-1-0    -40.5025
1902        Jamestown                       1-2-0    -40.5069
1903        St Mary KS                      2-4-0    -40.5296
1904        Plymouth St                     0-2-0    -40.5671
1905        Wilkes                          0-2-0    -40.7075
1906        Gallaudet                       1-2-0    -40.7772
1907        Oberlin                         0-1-0    -40.7839
1908        Misericordia                    0-6-0    -40.8277
1909        Moravian                        0-3-0    -40.8493
1910        Averett                         0-2-0    -40.8609
1911        Bethel KS                       0-1-0    -40.8921
1912        Puget Sound                     1-3-0    -40.8943
1913        Alfred St                       0-2-0    -40.9384
1914        Bowie St                        0-1-0    -41.0649
1915        Dakota St                       0-3-0    -41.0771
1916        Trinity TX                      0-2-0    -41.0887
1917        Dordt                           0-2-0    -41.2414
1918        Sul Ross St                     0-2-0    -41.2745
1919        Occidental                      2-2-0    -41.4083
1920        Hanover                         2-2-0    -41.4614
1921        Concordia AL                    0-3-0    -41.4755
1922        La Verne                        0-1-0    -41.4866
1923        Warner U.                       0-1-0    -41.5161
1924        Wayland Baptist                 0-1-0    -41.6071
1925        Midland U.                      0-2-0    -41.7243
1926        Whittier                        1-3-0    -41.8261
1927        Davidson                        0-4-0    -41.8567
1928        Westminster PA                  0-2-0    -41.8847
1929        Anna Maria                      0-3-0    -42.1048
1930        UMass-Dartmouth                 0-3-0    -42.1313
1931        Wisconsin Lutheran              0-1-0    -42.3586
1932        McPherson                       0-1-0    -42.5501
1933        Northwestern MN                 3-2-0    -42.6087
1934        Northwestern IA                 0-1-0    -42.6118
1935        Kentucky Wesleyan               0-2-0    -42.7137
1936        Castleton St                    0-2-0    -42.8877
1937        Hendrix                         0-1-0    -42.9615
1938        Kansas Wesleyan                 1-4-0    -43.0331
1939        Berry                           0-4-0    -43.078
1940        Shenandoah                      0-2-0    -43.1624
1941        Pace                            0-5-0    -43.1713
1942        Dakota St                       2-4-0    -43.1994
1943        Loras                           0-4-0    -43.2885
1944        North Carolina Wesleyan         0-2-0    -43.3479
1945        Campbell                        0-1-0    -43.404
1946        Chowan                          0-1-0    -43.404
1947        DePauw                          2-2-0    -43.417
1948        Hiram                           0-1-0    -43.4775
1949        Kenyon                          0-1-0    -43.4775
