Rank     Team                            W-L-T    Rating
688        Texas St-San Marcos             2-3-0    5.025
689        Illinois Wesleyan               4-1-0    5.0198
690        Robert Morris IL                5-1-0    5.0133
691        UNC-Charlotte                   2-2-0    4.9698
692        Gallaudet                       5-0-0    4.9033
693        Buffalo St                      2-2-0    4.8778
694        Butler                          4-2-0    4.8301
695        Sioux Falls                     3-2-0    4.8069
696        Marian IN                       3-1-0    4.7183
697        Muhlenberg                      3-2-0    4.7174
698        Louisiana Tech                  2-4-0    4.7162
699        Shaw                            3-3-0    4.692
700        Ave Maria                       3-0-0    4.6798
701        Georgia Southern                2-3-0    4.6762
702        St John's MN                    0-1-0    4.6628
703        North Carolina Central          2-3-0    4.5309
704        Middle Tennessee St             0-1-0    4.515
705        Azusa Pacific                   4-0-0    4.506
706        Incarnate Word                  1-1-0    4.5029
707        Chapman                         4-0-0    4.3514
708        Appalachian St                  0-2-0    4.3493
709        Kent St                         0-2-0    4.3123
710        Concord                         3-2-0    4.3101
711        Reinhardt                       4-1-0    4.3023
712        WV Wesleyan                     4-1-0    4.2231
713        Cortland St                     0-1-0    4.1968
714        Jackson St                      3-2-0    4.1783
715        Idaho                           1-4-0    4.1438
716        McMurry                         2-3-0    3.9561
717        Stillman                        3-2-0    3.9263
718        SE Missouri St                  2-1-0    3.9256
719        Eastern Michigan                0-1-0    3.8564
720        Cumberlands KY                  5-0-0    3.8147
721        Butler                          0-1-0    3.7627
722        Eastern New Mexico              3-2-0    3.7556
723        North Carolina A&T              2-3-0    3.7183
724        Kansas                          0-2-0    3.643
725        Western Conn St                 5-0-0    3.6368
726        Murray St                       0-1-0    3.5371
727        Michigan                        0-1-0    3.4801
728        Mount Union                     4-0-0    3.3955
729        Salisbury                       3-2-0    3.3854
730        Mars Hill                       2-3-0    3.3462
731        Albion                          3-0-0    3.3391
732        John Carroll                    5-1-0    3.3359
733        Mary Hardin-Baylor              4-0-0    3.3077
734        Ohio U.                         0-3-0    3.3018
735        Georgia St                      0-7-0    3.1597
736        Adams St                        3-1-0    3.1042
737        Pacific OR                      4-1-0    3.0993
738        UTEP                            0-4-0    3.0776
739        Albright                        5-1-0    3.0761
740        Adams St                        4-1-0    3.0121
741        UW-Platteville                  5-2-0    2.9985
742        Lafayette                       0-1-0    2.9948
743        Ithaca                          4-1-0    2.9484
744        Buffalo                         0-1-0    2.9159
745        Lycoming                        5-0-0    2.8794
746        Tiffin                          0-1-0    2.8574
747        Monmouth NJ                     4-4-0    2.8206
748        Dayton                          3-2-0    2.8111
749        Alabama A&M                     2-1-0    2.7989
750        Faulkner                        5-2-0    2.7881
751        Delaware St                     0-1-0    2.7587
752        Alcorn St                       4-1-0    2.7162
753        Hope                            4-0-0    2.6269
754        Washington U.                   5-0-0    2.5994
755        Buffalo St                      3-1-0    2.5508
756        St John's MN                    3-1-0    2.5106
757        North Dakota                    2-4-0    2.3973
758        Bucknell                        0-1-0    2.3424
759        Cornell IA                      4-1-0    2.3375
760        Bowie St                        3-1-0    2.2151
761        Dayton                          4-2-0    2.1907
762        Minn St-Moorhead                2-3-0    2.1119
763        Glenville St                    4-1-0    2.1096
764        Juniata                         3-1-0    2.0912
765        Massachusetts                   0-5-0    1.9879
766        Lindsey Wilson                  4-1-0    1.9221
767        Maryville                       4-0-0    1.9205
768        Nebraska Wesleyan               5-0-0    1.8401
769        Arkansas St                     0-2-0    1.7371
770        Western Michigan                0-4-0    1.7024
771        Millsaps                        5-0-0    1.7005
772        Wyoming                         0-2-0    1.6661
773        Central Conn St                 2-3-0    1.6642
774        Bemidji St                      1-3-0    1.6428
775        McNeese St                      0-1-0    1.5664
776        Ouachita Baptist                4-1-0    1.563
777        Fairmont St                     0-1-0    1.5576
778        Christopher Newport             4-1-0    1.5279
779        Illinois St                     0-6-0    1.5245
780        Truman St                       4-1-0    1.475
781        Florida Int'l                   0-4-0    1.423
782        Texas St-San Marcos             0-1-0    1.4172
783        East Central OK                 3-2-0    1.3987
784        Sterling                        4-0-0    1.3645
785        Gannon                          3-2-0    1.3401
786        Rocky Mountain                  5-1-0    1.215
787        Stillman                        2-1-0    1.2005
788        Alcorn St                       5-1-0    1.1903
789        William Penn                    3-2-0    1.1575
790        Emory & Henry                   3-2-0    1.1102
791        Carleton                        2-3-0    1.0272
792        Franklin                        5-1-0    1.0097
793        Robert Morris PA                2-3-0    0.9688
794        Indianapolis                    4-1-0    0.8496
795        Northwestern St                 0-1-0    0.7634
796        Buena Vista                     2-2-0    0.756
797        Hartwick                        4-1-0    0.7432
798        Kutztown                        2-3-0    0.6987
799        New Haven                       4-1-0    0.6923
800        Rhode Island                    1-4-0    0.6815
801        Elon                            0-1-0    0.5851
802        Fort Lewis                      3-1-0    0.538
803        Moravian                        2-3-0    0.5358
804        SW Minnesota St                 2-3-0    0.5221
805        Western Oregon                  4-1-0    0.4921
806        Ashland                         0-1-0    0.4883
807        Northwestern                    0-1-0    0.46
808        Indiana                         0-1-0    0.46
809        Tennessee Tech                  0-1-0    0.46
810        Taylor                          4-2-0    0.454
811        Clarion                         4-2-0    0.3833
812        Northern Arizona                0-1-0    0.3344
813        Akron                           0-1-0    0.3266
814        Idaho                           0-2-0    0.2672
815        Michigan Tech                   3-2-0    0.2576
816        Walsh                           0-1-0    0.2303
817        Lane                            3-2-0    0.2255
818        Benedictine KS                  5-1-0    0.1588
819        Furman                          0-2-0    0.1426
820        SW Oklahoma St                  3-2-0    0.1098
821        Florida Atlantic                0-1-0    0.1074
822        VMI                             2-4-0    0.0437
823        Catholic                        3-2-0    0.0224
824        Trinity Int'l                   4-1-0    -0.018
825        Glenville St                    0-1-0    -0.0369
826        Louisiana College               5-0-0    -0.0505
827        McKendree                       3-1-0    -0.0695
828        Indiana St                      0-5-0    -0.1627
829        St Francis IL                   5-1-0    -0.2523
830        Fayetteville St                 3-1-0    -0.2632
831        Siena Heights                   4-0-0    -0.2667
832        Hawai`i                         0-1-0    -0.2784
833        Idaho St                        0-3-0    -0.3129
834        Howard                          3-4-0    -0.3423
835        Southern Oregon                 3-2-0    -0.3426
836        Northern Arizona                0-2-0    -0.3657
837        Baldwin Wallace                 3-1-0    -0.3698
838        Florida Int'l                   0-3-0    -0.4048
839        Toledo                          0-1-0    -0.4209
840        South Dakota Tech               3-1-0    -0.432
841        Central Oklahoma                1-4-0    -0.4533
842        Willamette                      4-2-0    -0.4804
843        Holy Cross                      0-5-0    -0.519
844        Stonehill                       4-1-0    -0.5982
845        Charleston WV                   3-0-0    -0.6003
846        St Joseph's IN                  2-1-0    -0.6121
847        Lindenwood                      1-2-0    -0.6599
848        Wartburg                        5-2-0    -0.6624
849        Delaware St                     2-1-0    -0.6929
850        Georgia St                      0-3-0    -0.7065
851        St Francis PA                   1-4-0    -0.8135
852        St Joseph's IN                  5-2-0    -0.831
853        Rice                            0-1-0    -0.8801
854        Alcorn St                       0-1-0    -0.8801
855        Troy                            0-1-0    -0.8801
856        Simpson                         4-1-0    -0.8835
857        Concordia-St Paul               3-1-0    -0.8946
858        Gustavus Adolphus               2-3-0    -0.9376
859        North Dakota                    1-3-0    -0.97
860        Wittenberg                      6-0-0    -1.1824
861        Florida Int'l                   0-2-0    -1.189
862        Chapman                         4-1-0    -1.1964
863        Florida A&M                     2-3-0    -1.237
864        OK Panhandle St                 2-2-0    -1.2636
865        New Hampshire                   0-1-0    -1.322
866        Langston                        3-0-0    -1.3782
867        Gallaudet                       3-0-0    -1.3952
868        Shenandoah                      2-1-0    -1.3969
869        Concordia NE                    3-1-0    -1.4199
870        Lindenwood                      0-1-0    -1.432
871        Edinboro                        2-2-0    -1.4426
872        Lake Forest                     5-0-0    -1.4735
873        Carroll MT                      4-2-0    -1.4821
874        Hardin-Simmons                  2-2-0    -1.5159
875        Rhode Island                    0-2-0    -1.5881
876        UW-La Crosse                    0-1-0    -1.5945
877        Concordia-St Paul               2-1-0    -1.604
878        Johnson C. Smith                4-2-0    -1.6929
879        Widener                         4-1-0    -1.7663
880        Catawba                         2-3-0    -1.7943
881        Navy                            0-2-0    -1.8807
882        Assumption                      5-1-0    -1.8816
883        Stephen F. Austin               0-7-0    -1.9274
884        TAMU-Kingsville                 1-3-0    -1.928
885        Presbyterian                    3-3-0    -1.9517
886        New Mexico St                   0-4-0    -1.9587
887        Florida Tech                    4-1-0    -1.9666
888        St Augustine's                  3-2-0    -1.9737
889        Dakota Wesleyan                 3-1-0    -2.0113
890        Wheaton                         4-1-0    -2.0252
891        Siena Heights                   1-4-0    -2.0939
892        North Dakota                    0-1-0    -2.1201
893        Weber St                        0-2-0    -2.1621
894        Ithaca                          5-1-0    -2.1729
895        Northwood                       1-4-0    -2.2231
896        TAMU-Kingsville                 0-1-0    -2.2239
897        Midland U.                      3-0-0    -2.2312
898        Redlands                        4-1-0    -2.3007
899        Lincoln MO                      3-3-0    -2.3304
900        Randolph-Macon                  4-1-0    -2.3366
901        Southern U.                     4-2-0    -2.401
902        Rocky Mountain                  4-2-0    -2.4355
903        Arkansas Tech                   3-2-0    -2.4528
904        SW Oklahoma St                  3-3-0    -2.4836
905        Prairie View A&M                2-4-0    -2.5135
906        Bentley                         5-2-0    -2.5284
907        Huntingdon AL                   4-1-0    -2.6091
908        Miami OH                        0-5-0    -2.6214
909        Alabama A&M                     2-2-0    -2.6219
910        Elmhurst                        3-1-0    -2.6299
911        Albany NY                       1-5-0    -2.7484
912        Cornell                         1-3-0    -2.7496
913        Hope                            3-2-0    -2.7572
914        Prairie View A&M                0-1-0    -2.8003
915        Franklin & Marshall             2-3-0    -2.8083
916        UC-Davis                        0-2-0    -2.828
917        Southern Conn St                2-3-0    -2.8349
918        Dubuque                         2-3-0    -2.8444
919        West Alabama                    1-3-0    -2.9159
920        Austin Peay                     0-3-0    -2.9587
921        MidAmerica Nazarene             3-1-0    -3.0325
922        Lebanon Valley                  5-0-0    -3.0637
923        Elizabeth City St               3-3-0    -3.0778
924        Dubuque                         3-2-0    -3.0924
925        South Florida                   0-2-0    -3.1139
926        Rhode Island                    0-2-0    -3.2039
927        North Greenville                3-3-0    -3.2062
928        Sacramento St                   0-3-0    -3.3679
929        Norwich                         4-0-0    -3.4933
930        Yale                            0-1-0    -3.5175
931        Friends                         5-0-0    -3.5442
932        Menlo                           2-1-0    -3.5692
933        North Greenville                2-3-0    -3.6229
934        Stonehill                       4-2-0    -3.634
935        Northwestern St                 1-4-0    -3.6476
936        Eastern Michigan                0-6-0    -3.6594
937        UNC-Charlotte                   3-3-0    -3.8026
938        Miles                           3-2-0    -3.8189
939        Merrimack                       4-1-0    -3.8235
940        Georgetown KY                   3-3-0    -3.8389
941        Tarleton St                     0-1-0    -3.8483
942        Valdosta St                     0-1-0    -3.8483
943        Shorter                         0-1-0    -3.8483
944        Fort Valley St                  2-3-0    -3.8538
945        Pacific Lutheran                4-1-0    -3.8745
946        Shenandoah                      2-2-0    -3.8826
947        Wingate                         2-3-0    -3.9081
948        Charleston WV                   3-3-0    -3.9588
949        West Georgia                    2-3-0    -4.0306
950        Cortland St                     2-3-0    -4.081
951        Edinboro                        0-2-0    -4.1423
952        Delta St                        3-3-0    -4.161
953        Delaware St                     3-1-0    -4.2199
954        Howard                          0-1-0    -4.2413
955        Mary                            3-1-0    -4.2628
956        Chowan                          2-3-0    -4.3076
957        Rochester                       3-1-0    -4.337
958        Norfolk St                      0-3-0    -4.4063
959        Virginia Union                  1-3-0    -4.4607
960        Sterling                        0-1-0    -4.4986
961        Nebraska-Kearney                0-2-0    -4.5088
962        Lamar                           1-3-0    -4.5299
963        Methodist                       4-1-0    -4.5528
964        Marian IN                       3-2-0    -4.5602
965        Buena Vista                     0-1-0    -4.5679
966        Georgetown DC                   1-5-0    -4.5814
967        Trinity TX                      2-1-0    -4.664
968        Azusa Pacific                   6-1-0    -4.7092
969        Buena Vista                     2-3-0    -4.7146
970        Brockport St                    5-2-0    -4.7147
971        Rhodes                          3-1-0    -4.747
972        Sioux Falls                     3-2-0    -4.7504
973        William Penn                    0-1-0    -4.7688
974        Lane                            3-2-0    -4.7882
975        St Francis IN                   0-1-0    -4.8144
976        South Carolina St               0-1-0    -4.8537
977        Occidental                      3-2-0    -4.8654
978        Hampton                         1-3-0    -4.8789
979        Merchant Marine                 0-1-0    -4.8801
980        Wagner                          1-4-0    -4.8873
981        Miami OH                        0-4-0    -4.8885
982        Brockport St                    3-1-0    -4.9049
983        Walsh                           1-3-0    -4.9086
984        Juniata                         4-2-0    -4.9296
985        SE Missouri St                  0-2-0    -4.9729
986        Susquehanna                     0-1-0    -4.9793
987        Central Oklahoma                1-4-0    -5.0085
988        UW-La Crosse                    2-3-0    -5.0201
989        Alfred St                       1-0-0    -5.0967
990        Millsaps                        4-1-0    -5.1267
991        LIU Post                        3-2-0    -5.179
992        Framingham St                   4-0-0    -5.1853
993        Houston Baptist                 0-2-0    -5.1886
994        Nicholls St                     1-4-0    -5.1908
995        Campbellsville                  3-2-0    -5.1955
996        Ottawa                          5-1-0    -5.2109
997        Newberry                        3-3-0    -5.2641
998        Fort Hays St                    2-3-0    -5.3206
999        Delaware St                     0-3-0    -5.4137
1000        Augsburg                        1-4-0    -5.4154
1001        Lindsey Wilson                  4-2-0    -5.4182
1002        Colgate                         0-2-0    -5.4551
1003        SW Baptist                      1-4-0    -5.474
1004        Gardner-Webb                    1-1-0    -5.4786
1005        Albion                          5-0-0    -5.5076
1006        Idaho                           0-5-0    -5.5361
1007        UW-La Crosse                    1-2-0    -5.7907
1008        Southern Miss                   0-1-0    -5.8878
1009        UNC-Charlotte                   0-1-0    -5.9171
1010        Duquesne                        2-3-0    -5.9225
1011        Florida A&M                     1-4-0    -6.0344
1012        Doane                           3-1-0    -6.0857
1013        Western Oregon                  3-2-0    -6.1183
1014        Weber St                        0-1-0    -6.1201
1015        Winona St                       4-1-0    -6.1328
1016        Norfolk St                      1-3-0    -6.1343
1017        Kutztown                        2-4-0    -6.2435
1018        SMU                             0-1-0    -6.2567
1019        Merrimack                       3-3-0    -6.3197
1020        Upper Iowa                      0-1-0    -6.3232
1021        Cumberland TN                   4-0-0    -6.4083
1022        Portland St                     0-1-0    -6.4475
1023        Salisbury                       4-2-0    -6.5282
1024        Jackson St                      0-1-0    -6.5294
1025        Nebraska-Kearney                1-2-0    -6.5464
1026        Virginia St                     4-1-0    -6.5792
1027        Colorado Mesa                   2-1-0    -6.5975
1028        Otterbein                       4-1-0    -6.6105
1029        Tiffin                          2-3-0    -6.6258
1030        Mercyhurst                      0-1-0    -6.6437
1031        St Ambrose                      2-4-0    -6.6985
1032        Savannah St                     0-3-0    -6.7038
1033        Presbyterian                    0-4-0    -6.7378
1034        Albany St GA                    2-3-0    -6.7878
1035        Baker                           4-1-0    -6.8088
1036        Gardner-Webb                    1-3-0    -6.8923
1037        Western Carolina                0-5-0    -6.919
1038        Idaho St                        0-3-0    -6.9401
1039        Georgetown DC                   1-2-0    -6.9472
1040        Savannah St                     1-3-0    -7.0044
1041        St Lawrence                     5-0-0    -7.0713
1042        San Diego                       3-2-0    -7.1243
1043        Edinboro                        1-0-0    -7.1305
1044        Central St OH                   0-2-0    -7.1751
1045        UW-Stevens Point                2-2-0    -7.1811
1046        Tabor                           5-2-0    -7.186
1047        Lake Erie                       0-5-0    -7.1995
1048        Northwestern IA                 4-2-0    -7.2673
1049        Missouri Valley                 4-0-0    -7.2695
1050        Utica                           2-3-0    -7.323
1051        Central IA                      2-3-0    -7.3596
1052        Wingate                         2-3-0    -7.4032
1053        Louisiana College               2-3-0    -7.4403
1054        Pikeville                       4-0-0    -7.4929
1055        Morgan St                       2-5-0    -7.5396
1056        Columbia                        0-3-0    -7.5448
1057        SE Oklahoma St                  1-5-0    -7.6527
1058        Salve Regina                    4-1-0    -7.6691
1059        Pacific OR                      3-2-0    -7.6813
1060        Taylor                          1-3-0    -7.6881
1061        Cal Lutheran                    0-1-0    -7.6992
1062        UC-Davis                        0-1-0    -7.7587
1063        Indiana St                      0-2-0    -7.7606
1064        Jacksonville FL                 1-5-0    -7.8201
1065        VMI                             0-3-0    -7.8412
1066        Cortland St                     4-1-0    -7.893
1067        Peru St                         4-1-0    -7.9462
1068        Benedict                        3-1-0    -7.9487
1069        Western Michigan                0-1-0    -7.9707
1070        St Francis IL                   2-3-0    -7.9776
1071        Montclair St                    3-1-0    -8.0569
1072        Gardner-Webb                    0-1-0    -8.0651
1073        Eastern Michigan                0-1-0    -8.0841
1074        Western New Mexico              1-4-0    -8.0994
1075        Truman St                       3-2-0    -8.1358
1076        Robert Morris IL                2-3-0    -8.1417
1077        Simpson                         3-2-0    -8.1701
1078        Clarion                         0-3-0    -8.2781
1079        Illinois Wesleyan               5-0-0    -8.3008
1080        Columbia                        0-4-0    -8.3253
1081        Kalamazoo                       3-2-0    -8.3618
1082        Weber St                        0-5-0    -8.4282
1083        Chicago                         4-0-0    -8.4852
1084        Gettysburg                      2-3-0    -8.5565
1085        Georgetown DC                   0-2-0    -8.7715
1086        Michigan Tech                   0-1-0    -8.7834
1087        Saginaw Valley St               0-1-0    -8.7834
1088        Malone                          1-4-0    -8.7918
1089        Brevard                         2-2-0    -8.8681
1090        UW-Eau Claire                   1-3-0    -8.8808
1091        Virginia Union                  2-0-0    -8.8837
1092        Eastern Oregon                  3-1-0    -8.901
1093        John Carroll                    4-1-0    -8.9143
1094        St Norbert                      3-0-0    -8.9185
1095        Catholic                        3-2-0    -8.92
1096        Colgate                         0-4-0    -8.9751
1097        Texas Southern                  2-3-0    -8.979
1098        Mount Ida                       3-0-0    -8.9813
1099        Alabama St                      3-2-0    -9.0399
1100        Augustana IL                    3-2-0    -9.0704
1101        UW-Stevens Point                0-1-0    -9.0747
1102        Central Washington              3-1-0    -9.0778
1103        Mercer                          2-1-0    -9.1257
1104        Texas St-San Marcos             0-1-0    -9.1674
1105        Shorter                         2-3-0    -9.173
1106        Elon                            1-4-0    -9.199
1107        Cornell IA                      3-1-0    -9.2364
1108        Ursinus                         3-1-0    -9.2872
1109        Springfield                     4-1-0    -9.3438
1110        Carroll WI                      4-1-0    -9.3637
1111        Reinhardt                       2-3-0    -9.3762
1112        Arkansas-Monticello             5-1-0    -9.4628
1113        Northern St SD                  0-1-0    -9.4812
1114        Lindenwood                      2-2-0    -9.5201
1115        Methodist                       4-1-0    -9.5646
1116        St John Fisher                  5-3-0    -9.5985
1117        Concordia WI                    4-1-0    -9.6188
1118        Muhlenberg                      5-1-0    -9.6362
1119        Framingham St                   5-2-0    -9.6715
1120        Ripon                           4-1-0    -9.6726
1121        Austin Peay                     0-7-0    -9.7371
1122        Arkansas Tech                   2-3-0    -9.7675
1123        UW-River Falls                  0-3-0    -9.863
1124        Tennessee-Martin                0-1-0    -9.9256
1125        Southern Miss                   0-4-0    -9.9457
1126        Bridgewater VA                  2-2-0    -9.959
1127        Assumption                      1-3-0    -9.987
1128        Truman St                       0-1-0    -10.0
1129        Bethany WV                      0-1-0    -10.0
1130        Kentucky Christian              2-1-0    -10.0588
1131        Northern Colorado               0-2-0    -10.1073
1132        Franklin                        3-2-0    -10.3154
1133        Illinois College                4-2-0    -10.4446
1134        Drake                           1-4-0    -10.4737
1135        Sterling                        5-1-0    -10.4936
1136        Nebraska-Kearney                0-1-0    -10.5005
1137        Dakota Wesleyan                 5-2-0    -10.5022
1138        New Mexico Highlands            1-4-0    -10.5198
1139        Langston                        3-2-0    -10.5373
1140        Adams St                        0-1-0    -10.5644
1141        Husson                          1-2-0    -10.6114
1142        Notre Dame OH                   3-2-0    -10.626
1143        Houston Baptist                 2-2-0    -10.6604
1144        Cumberland TN                   3-2-0    -10.6786
1145        Bridgewater St MA               3-2-0    -10.6789
1146        Coe                             3-2-0    -10.724
1147        Birmingham-Southern             2-2-0    -10.7709
1148        Maryville                       4-3-0    -10.792
1149        Walsh                           2-3-0    -10.8018
1150        LaGrange                        3-2-0    -10.8246
1151        Mars Hill                       1-4-0    -10.8617
1152        Thomas More                     5-1-0    -10.8659
1153        Ferrum                          2-2-0    -10.9331
1154        Azusa Pacific                   0-1-0    -11.0
1155        UW-Eau Claire                   1-3-0    -11.0019
1156        Southern Virginia               6-1-0    -11.0586
1157        Marian IN                       0-2-0    -11.1147
1158        Southern Utah                   0-1-0    -11.1292
1159        Wabash                          4-0-0    -11.1433
1160        Augustana SD                    4-1-0    -11.1808
1161        Utica                           1-3-0    -11.2003
1162        Lycoming                        2-1-0    -11.284
1163        Dixie St                        2-2-0    -11.3214
1164        Urbana                          2-4-0    -11.3311
1165        Florida Tech                    1-5-0    -11.3499
1166        Delaware Valley                 4-1-0    -11.3717
1167        Lewis & Clark                   0-1-0    -11.4119
1168        Pacific Lutheran                0-1-0    -11.4119
1169        Puget Sound                     0-1-0    -11.4119
1170        Husson                          4-0-0    -11.4673
1171        Nebraska-Kearney                2-3-0    -11.475
1172        Bemidji St                      0-1-0    -11.5025
1173        Stony Brook                     0-1-0    -11.5141
1174        Edinboro                        2-2-0    -11.524
1175        Western Illinois                0-1-0    -11.5403
1176        Carleton                        3-1-0    -11.589
1177        North Carolina A&T              0-1-0    -11.6184
1178        Quincy                          1-3-0    -11.6775
1179        Washington and Lee              1-4-0    -11.6924
1180        East Central OK                 2-3-0    -11.741
1181        Luther                          2-3-0    -11.782
1182        Concordia-St Paul               0-3-0    -11.8058
1183        Montana Tech                    0-1-0    -11.8341
1184        Southern Oregon                 3-3-0    -11.8727
1185        North Carolina Central          0-2-0    -11.8787
1186        Carson-Newman                   0-1-0    -11.9744
1187        Brevard                         0-1-0    -11.9744
1188        Rhodes                          0-1-0    -12.0021
1189        Willamette                      3-0-0    -12.0074
1190        Trinity TX                      3-2-0    -12.013
1191        Adrian                          0-1-0    -12.0595
1192        Norwich                         3-2-0    -12.0947
1193        Lincoln PA                      0-2-0    -12.0981
1194        Wash & Jeff                     4-3-0    -12.1065
1195        Campbellsville                  1-4-0    -12.1676
1196        California PA                   0-1-0    -12.1761
1197        Concordia NE                    4-2-0    -12.1835
1198        Emory & Henry                   2-3-0    -12.2774
1199        Bethany WV                      2-2-0    -12.2774
1200        Wofford                         0-1-0    -12.2909
1201        Alfred                          2-1-0    -12.3012
1202        Tabor                           5-1-0    -12.4232
1203        Sioux Falls                     0-1-0    -12.436
1204        Nebraska Wesleyan               0-1-0    -12.5846
1205        Western St CO                   0-5-0    -12.6005
1206        Arkansas-Pine Bluff             1-5-0    -12.6071
1207        Black Hills St                  1-4-0    -12.67
1208        Winona St                       2-4-0    -12.701
1209        SE Missouri St                  0-1-0    -12.7263
1210        Elizabeth City St               1-3-0    -12.7649
1211        William Penn                    2-3-0    -12.8141
1212        Bucknell                        0-1-0    -12.8177
1213        Kentucky Christian              1-2-0    -12.8277
1214        Livingstone                     0-1-0    -12.9536
1215        Clark Atlanta                   1-0-0    -12.9902
1216        Charleston WV                   0-1-0    -13.0
1217        New Mexico Highlands            1-5-0    -13.0125
1218        Austin Peay                     0-1-0    -13.0689
1219        Wittenberg                      4-2-0    -13.0789
1220        Ottawa                          3-3-0    -13.1516
1221        Alabama A&M                     0-3-0    -13.173
1222        Trinity Int'l                   1-4-0    -13.1932
1223        Adrian                          2-2-0    -13.2236
1224        American Int'l                  0-1-0    -13.2638
1225        Adrian                          4-1-0    -13.2638
1226        Menlo                           3-1-0    -13.2701
1227        Muskingum                       1-2-0    -13.2777
1228        Mississippi Valley St           1-3-0    -13.2907
1229        Langston                        0-2-0    -13.34
1230        Springfield                     3-1-0    -13.3953
1231        Black Hills St                  2-4-0    -13.4277
1232        Birmingham-Southern             3-2-0    -13.4292
1233        Lafayette                       0-1-0    -13.4349
1234        Union NY                        0-1-0    -13.4502
1235        Benedictine KS                  5-1-0    -13.5099
1236        Olivet Nazarene                 2-2-0    -13.5217
1237        Cornell                         0-1-0    -13.5244
1238        Hope                            0-1-0    -13.5817
1239        Olivet Nazarene                 0-1-0    -13.5881
1240        St Xavier                       3-3-0    -13.6189
1241        Arkansas-Pine Bluff             1-4-0    -13.7429
1242        Bluffton                        3-2-0    -13.7498
1243        UW-Stout                        2-3-0    -13.7945
1244        Montana Tech                    0-1-0    -13.8029
1245        William Jewell                  3-2-0    -13.8226
1246        Wabash                          5-1-0    -13.8234
1247        Union KY                        1-4-0    -13.8367
1248        Monmouth IL                     1-3-0    -13.9044
1249        Grambling St                    1-2-0    -13.9054
1250        Endicott                        4-0-0    -13.9624
1251        Northwood                       1-4-0    -13.9905
1252        Carroll WI                      2-2-0    -14.0188
1253        Morrisville St                  2-3-0    -14.0349
1254        St Scholastica                  4-1-0    -14.0993
1255        Lindenwood-Belleville           3-2-0    -14.1549
1256        Central St OH                   1-3-0    -14.1551
1257        King's PA                       3-2-0    -14.2277
1258        Kentucky St                     2-2-0    -14.2356
1259        St Cloud St                     0-1-0    -14.436
1260        Florida Int'l                   1-2-0    -14.4492
1261        Pennsylvania                    0-2-0    -14.458
1262        Sewanee                         2-3-0    -14.563
1263        Midland U.                      0-1-0    -14.6201
1264        LaGrange                        2-3-0    -14.7078
1265        Lock Haven                      2-4-0    -14.7495
1266        Trine                           2-1-0    -14.7568
1267        Chicago                         2-1-0    -14.7772
1268        Wilkes                          2-1-0    -14.8353
1269        Columbia                        0-2-0    -14.8491
1270        Shepherd                        1-1-0    -14.8601
1271        WPI                             3-2-0    -14.8847
1272        Redlands                        3-1-0    -14.8851
1273        Millersville                    1-0-0    -14.9167
1274        Otterbein                       1-1-0    -14.9226
1275        Huntingdon AL                   3-2-0    -14.9808
1276        Bacone                          4-2-0    -14.9954
1277        Northern Michigan               0-4-0    -15.0037
1278        Campbell                        2-3-0    -15.0093
1279        Northern Colorado               0-3-0    -15.0367
1280        Miami OH                        0-2-0    -15.1089
1281        Ave Maria                       4-1-0    -15.1176
1282        Virginia-Wise                   2-3-0    -15.1188
1283        Washington U.                   2-2-0    -15.1299
1284        Greenville                      4-1-0    -15.2278
1285        Delaware Valley                 3-3-0    -15.2598
1286        Waynesburg                      4-1-0    -15.2769
1287        Concordia MI                    1-0-0    -15.337
1288        Malone                          1-5-0    -15.4213
1289        Christopher Newport             4-1-0    -15.4393
1290        UMass-Dartmouth                 3-2-0    -15.641
1291        Case Western Reserve            0-1-0    -15.7008
1292        Livingstone                     0-3-0    -15.7059
1293        Morehead St                     2-3-0    -15.7386
1294        Massachusetts                   0-1-0    -15.7406
1295        Texas Southern                  0-3-0    -15.798
1296        Cal Lutheran                    2-3-0    -15.8362
1297        Albright                        3-2-0    -15.9088
1298        Tennessee St                    0-1-0    -15.9611
1299        NW Oklahoma St                  0-1-0    -15.9719
1300        McNeese St                      0-1-0    -16.0914
1301        Austin                          4-1-0    -16.0976
1302        Bethany WV                      2-3-0    -16.0997
1303        Incarnate Word                  0-3-0    -16.1633
1304        Valley City St                  4-2-0    -16.1753
1305        St Scholastica                  5-0-0    -16.2149
1306        Bowie St                        2-3-0    -16.2716
1307        Kean                            1-1-0    -16.3114
1308        Benedictine IL                  3-2-0    -16.328
1309        Webber Int'l                    1-3-0    -16.3834
1310        Southern Arkansas               2-3-0    -16.4285
1311        Lincoln MO                      0-1-0    -16.4931
1312        Fort Valley St                  0-1-0    -16.4931
1313        Dickinson                       1-2-0    -16.5529
1314        Wagner                          0-1-0    -16.5779
1315        Hampton                         0-3-0    -16.5806
1316        West Liberty                    1-1-0    -16.5834
1317        Benedictine IL                  4-1-0    -16.5995
1318        VMI                             0-3-0    -16.6349
1319        Virginia Union                  0-1-0    -16.6617
1320        St Augustine's                  1-3-0    -16.6663
1321        Washington U.                   1-1-0    -16.705
1322        Wagner                          0-3-0    -16.7279
1323        Western New Mexico              0-1-0    -16.7525
1324        Albany NY                       0-1-0    -16.7667
1325        Endicott                        0-1-0    -16.8032
1326        Lakeland                        4-0-0    -16.8089
1327        Morningside                     0-1-0    -16.8144
