Rank     Team                            W-L-T    Schedule Factor
1336        Shorter                         2-2-0    -10.4101
1337        WPI                             0-1-0    -10.4202
1338        Lane                            0-2-0    -10.4745
1339        Azusa Pacific                   7-1-0    -10.5357
1340        Nebraska Wesleyan               2-2-0    -10.5805
1341        UW-Stout                        2-3-0    -10.5945
1342        MidAmerica Nazarene             4-1-0    -10.5973
1343        Quincy                          2-1-0    -10.6353
1344        Loras                           0-2-0    -10.6545
1345        Buena Vista                     0-1-0    -10.6633
1346        Valdosta St                     0-1-0    -10.7501
1347        Methodist                       0-1-0    -10.8132
1348        Kean                            4-2-0    -10.8184
1349        Lindsey Wilson                  3-2-0    -10.8285
1350        Apprentice                      0-1-0    -10.8324
1351        Dordt                           1-4-0    -10.8954
1352        Evangel                         0-3-0    -11.0936
1353        Kenyon                          0-3-0    -11.0963
1354        St Olaf                         3-2-0    -11.097
1355        UW-Whitewater                   6-0-0    -11.1137
1356        Pace                            0-1-0    -11.1617
1357        Monmouth IL                     6-1-0    -11.1721
1358        Wayne St NE                     1-0-0    -11.1751
1359        Clark Atlanta                   0-5-0    -11.2217
1360        Kean                            5-0-0    -11.2314
1361        Northern St SD                  4-2-0    -11.3137
1362        Clarion                         2-2-0    -11.3315
1363        Hardin-Simmons                  4-1-0    -11.3576
1364        Claremont-Mudd-Scripps          0-2-0    -11.3714
1365        Eastern Oregon                  3-2-0    -11.4524
1366        WPI                             1-3-0    -11.4944
1367        Colorado Mesa                   3-2-0    -11.4954
1368        Mount Union                     4-0-0    -11.5203
1369        Minn St-Moorhead                1-4-0    -11.5262
1370        Worcester St                    0-1-0    -11.5347
1371        UMass-Dartmouth                 0-1-0    -11.5347
1372        Thiel                           0-3-0    -11.5451
1373        Concord                         3-2-0    -11.5822
1374        Jamestown                       2-2-0    -11.5877
1375        DePauw                          1-1-0    -11.5999
1376        Lakeland                        0-2-0    -11.7366
1377        Alma                            1-4-0    -11.7566
1378        Adams St                        4-2-0    -11.8189
1379        Simpson                         0-1-0    -11.8754
1380        Haskell                         0-3-0    -11.9227
1381        UW-Stevens Point                2-2-0    -12.0156
1382        Loras                           0-4-0    -12.0528
1383        Urbana                          4-1-0    -12.0631
1384        Southwestern KS                 3-3-0    -12.0833
1385        Adrian                          3-1-0    -12.1325
1386        Livingstone                     0-3-0    -12.1816
1387        Olivet                          0-2-0    -12.1851
1388        Carroll MT                      6-1-0    -12.2549
1389        RPI                             1-3-0    -12.2643
1390        Mercyhurst                      2-4-0    -12.276
1391        Utica                           2-3-0    -12.3217
1392        Carnegie Mellon                 2-2-0    -12.3743
1393        Hobart                          5-1-0    -12.4167
1394        Cortland St                     5-1-0    -12.4607
1395        East Central OK                 3-3-0    -12.4816
1396        Bemidji St                      3-1-0    -12.5033
1397        South Dakota Tech               0-1-0    -12.5167
1398        Dubuque                         5-1-0    -12.5359
1399        East Central OK                 5-0-0    -12.5625
1400        Walsh                           3-2-0    -12.5841
1401        Centre                          4-2-0    -12.5961
1402        Jackson St                      4-0-0    -12.6087
1403        Juniata                         0-3-0    -12.6299
1404        Curry                           2-0-0    -12.6376
1405        Kutztown                        6-0-0    -12.6485
1406        Glenville St                    2-3-0    -12.6897
1407        Montana St-Northern             2-3-0    -12.7053
1408        Lock Haven                      0-1-0    -12.8064
1409        Grove City                      0-1-0    -12.8126
1410        Wilmington                      0-3-0    -12.8333
1411        Benedict                        2-3-0    -12.8421
1412        Delaware Valley                 6-1-0    -12.8435
1413        Springfield                     3-3-0    -12.8807
1414        Kentucky Christian              2-2-0    -12.8875
1415        Luther                          2-3-0    -12.8879
1416        Mississippi College             0-5-0    -12.9005
1417        Christopher Newport             4-1-0    -12.9116
1418        St John Fisher                  4-1-0    -12.9121
1419        Cumberland TN                   4-2-0    -12.9204
1420        Marietta                        1-2-0    -12.9469
1421        St Lawrence                     0-1-0    -12.9771
1422        Dakota Wesleyan                 3-2-0    -12.9822
1423        Maine Maritime                  0-1-0    -12.9968
1424        Miles                           2-2-0    -13.0098
1425        North Park                      1-1-0    -13.0335
1426        Montana St-Northern             3-2-0    -13.0426
1427        Plymouth St                     0-2-0    -13.0489
1428        Texas Lutheran                  2-3-0    -13.0651
1429        Marian IN                       8-1-0    -13.0689
1430        SW Baptist                      5-1-0    -13.0932
1431        LaGrange                        0-1-0    -13.1475
1432        Otterbein                       2-2-0    -13.1478
1433        Pace                            0-4-0    -13.1543
1434        Baldwin-Wallace                 4-1-0    -13.1879
1435        Alfred                          5-0-0    -13.2275
1436        Shippensburg                    4-1-0    -13.2298
1437        Sterling                        0-2-0    -13.2651
1438        Grove City                      2-2-0    -13.3
1439        Nichols                         0-2-0    -13.3246
1440        Earlham                         0-1-0    -13.3272
1441        WV Wesleyan                     5-0-0    -13.3438
1442        Shaw                            2-2-0    -13.3562
1443        Capital                         3-2-0    -13.3982
1444        UW-Oshkosh                      4-1-0    -13.4236
1445        UW-Oshkosh                      3-2-0    -13.4483
1446        Shepherd                        6-0-0    -13.4581
1447        Rowan                           3-0-0    -13.4619
1448        La Verne                        2-2-0    -13.518
1449        Malone                          3-2-0    -13.5233
1450        Montana Tech                    0-5-0    -13.5694
1451        William Jewell                  2-2-0    -13.5709
1452        Oberlin                         0-1-0    -13.6193
1453        Defiance                        0-3-0    -13.6481
1454        Dakota St                       0-5-0    -13.674
1455        West Virginia Tech              0-2-0    -13.7102
1456        Rocky Mountain                  2-1-0    -13.721
1457        Pikeville                       1-4-0    -13.7364
1458        Puget Sound                     0-4-0    -13.7388
1459        Miles                           4-2-0    -13.8196
1460        Olivet Nazarene                 3-2-0    -13.8407
1461        California PA                   6-0-0    -13.8456
1462        UW-Eau Claire                   4-2-0    -13.8897
1463        McPherson                       3-3-0    -13.8914
1464        Slippery Rock                   3-3-0    -13.9017
1465        Menlo                           0-1-0    -13.9123
1466        McKendree                       0-2-0    -13.9138
1467        Dickinson                       0-2-0    -13.9428
1468        Kalamazoo                       3-2-0    -13.9537
1469        Georgetown KY                   5-0-0    -13.9728
1470        Geneva                          0-2-0    -14.0129
1471        Missouri S and T                4-0-0    -14.0381
1472        Peru St                         0-3-0    -14.0464
1473        Luther                          1-2-0    -14.1684
1474        New Haven                       7-0-0    -14.178
1475        West Virginia St                1-4-0    -14.1962
1476        Knox                            0-2-0    -14.2382
1477        Colorado Mines                  4-1-0    -14.2427
1478        C.W. Post                       0-1-0    -14.2474
1479        Peru St                         0-2-0    -14.2486
1480        Ohio Wesleyan                   0-2-0    -14.284
1481        Tiffin                          0-2-0    -14.2963
1482        West Virginia Tech              0-2-0    -14.3048
1483        Washington and Lee              6-0-0    -14.3097
1484        Texas Lutheran                  3-2-0    -14.3826
1485        Cheyney                         1-1-0    -14.4819
1486        Kansas Wesleyan                 0-1-0    -14.5024
1487        King's PA                       0-2-0    -14.527
1488        Pacific OR                      1-3-0    -14.5328
1489        Louisiana College               2-2-0    -14.5498
1490        Huntingdon AL                   5-0-0    -14.683
1491        Edward Waters                   1-3-0    -14.6914
1492        Elizabeth City St               4-1-0    -14.7074
1493        Hope                            3-1-0    -14.8106
1494        Black Hills St                  2-2-0    -14.8443
1495        Otterbein                       1-4-0    -14.956
1496        Ithaca                          2-2-0    -14.9705
1497        Hampden-Sydney                  5-0-0    -14.9835
1498        Stillman                        3-0-0    -14.9844
1499        Cal Lutheran                    4-2-0    -15.0167
1500        Virginia-Wise                   4-1-0    -15.0391
1501        Redlands                        4-2-0    -15.0827
1502        Ave Maria                       0-5-0    -15.0899
1503        Randolph-Macon                  3-2-0    -15.1225
1504        Coast Guard                     0-1-0    -15.2315
1505        Wesley                          5-2-0    -15.2936
1506        Nichols                         0-5-0    -15.2979
1507        LaGrange                        0-1-0    -15.3247
1508        UW-River Falls                  1-3-0    -15.3471
1509        Bacone                          3-2-0    -15.4189
1510        Charleston WV                   2-2-0    -15.4352
1511        Buena Vista                     0-4-0    -15.4445
1512        Virginia St                     2-2-0    -15.5629
1513        Illinois Wesleyan               4-1-0    -15.6193
1514        Arkansas-Monticello             5-2-0    -15.6308
1515        Cortland St                     4-1-0    -15.6357
1516        Wheaton                         3-1-0    -15.7757
1517        Northwestern IA                 4-1-0    -15.7946
1518        Greenville                      0-1-0    -15.8068
1519        Virginia-Wise                   0-1-0    -15.8068
1520        Allegheny                       0-1-0    -15.8079
1521        Jamestown                       0-2-0    -15.839
1522        Thiel                           0-2-0    -15.857
1523        Heidelberg                      4-1-0    -15.9203
1524        Coe                             3-3-0    -15.9218
1525        Catholic                        3-3-0    -15.941
1526        St John's MN                    3-3-0    -15.951
1527        Bethel TN                       5-0-0    -15.974
1528        Plymouth St                     2-1-0    -15.995
1529        Stevenson                       1-4-0    -16.0025
1530        Elmhurst                        5-1-0    -16.0037
1531        West Liberty St                 1-4-0    -16.0421
1532        Edinboro                        2-2-0    -16.0549
1533        Lebanon Valley                  3-2-0    -16.1034
1534        Glenville St                    3-3-0    -16.1246
1535        Waynesburg                      2-3-0    -16.1402
1536        UW-Platteville                  3-1-0    -16.1967
1537        Rocky Mountain                  3-3-0    -16.2059
1538        Baker                           5-1-0    -16.2275
1539        Merchant Marine                 1-4-0    -16.255
1540        Hiram                           0-2-0    -16.2559
1541        Bloomsburg                      5-1-0    -16.2768
1542        Evangel                         1-2-0    -16.299
1543        Curry                           0-3-0    -16.3099
1544        Avila                           0-3-0    -16.3926
1545        Quincy                          2-3-0    -16.3987
1546        OK Panhandle St                 1-3-0    -16.3992
1547        St Ambrose                      3-1-0    -16.4402
1548        Pomona-Pitzer                   0-3-0    -16.4811
1549        Trinity Int'l                   1-2-0    -16.4905
1550        Azusa Pacific                   2-2-0    -16.5249
1551        Culver-Stockton                 0-1-0    -16.5529
1552        UNC-Pembroke                    4-1-0    -16.5935
1553        Notre Dame OH                   2-2-0    -16.6024
1554        Stonehill                       0-2-0    -16.6335
1555        Ottawa                          5-2-0    -16.6914
1556        Mississippi College             3-2-0    -16.7097
1557        Slippery Rock                   5-0-0    -16.716
1558        North Central                   3-2-0    -16.7538
1559        WV Wesleyan                     4-2-0    -16.7766
1560        McKendree                       2-2-0    -16.7834
1561        Washington U.                   3-1-0    -16.8012
1562        Buffalo St                      4-0-0    -16.8455
1563        Kenyon                          0-3-0    -16.915
1564        Wartburg                        3-2-0    -16.9185
1565        Aurora                          0-2-0    -16.9202
1566        Moravian                        0-3-0    -16.9634
1567        Alfred                          3-1-0    -16.9636
1568        UW-Stevens Point                1-1-0    -16.9972
1569        Lindenwood                      5-1-0    -16.9982
1570        Mayville St                     0-4-0    -17.0102
1571        Ohio Northern                   4-0-0    -17.0195
1572        Lincoln PA                      2-3-0    -17.0677
1573        Jamestown                       0-2-0    -17.1287
1574        St Lawrence                     2-1-0    -17.1641
1575        OK Panhandle St                 2-2-0    -17.1841
1576        Clark Atlanta                   2-1-0    -17.2479
1577        Gettysburg                      2-3-0    -17.3041
1578        New Jersey                      5-0-0    -17.3611
1579        LaGrange                        2-2-0    -17.4033
1580        St Mary KS                      2-4-0    -17.4519
1581        NW Oklahoma St                  1-3-0    -17.4944
1582        Albright                        2-3-0    -17.5454
1583        UMass-Dartmouth                 0-1-0    -17.554
1584        Maine Maritime                  0-1-0    -17.554
1585        Wooster                         1-2-0    -17.5747
1586        Taylor                          3-1-0    -17.5785
1587        Stillman                        4-0-0    -17.6084
1588        Webber Int'l                    3-1-0    -17.634
1589        Wittenberg                      5-0-0    -17.6415
1590        Carthage                        3-1-0    -17.6848
1591        Lewis & Clark                   4-1-0    -17.7496
1592        Oberlin                         1-4-0    -17.7882
1593        Wittenberg                      3-2-0    -17.8168
1594        New Haven                       4-1-0    -17.8735
1595        Dickinson St                    0-1-0    -17.8967
1596        American Int'l                  3-3-0    -17.9381
1597        Bentley                         4-2-0    -17.9412
1598        Howard Payne                    0-1-0    -17.95
1599        Louisiana College               5-1-0    -17.9516
1600        Wilmington                      0-2-0    -17.9962
1601        Notre Dame OH                   2-2-0    -18.0219
1602        Central Methodist               2-1-0    -18.2064
1603        MIT                             0-1-0    -18.2093
1604        Salve Regina                    0-1-0    -18.2093
1605        Cornell IA                      2-1-0    -18.2138
1606        Minnesota-Crookston             0-3-0    -18.3431
1607        Wilmington                      0-3-0    -18.3983
1608        Peru St                         2-2-0    -18.3989
1609        St Vincent                      4-1-0    -18.399
1610        Bentley                         2-2-0    -18.462
1611        Central St OH                   1-3-0    -18.5239
1612        Centre                          5-0-0    -18.5524
1613        Pomona-Pitzer                   0-3-0    -18.5562
1614        South Dakota Tech               1-3-0    -18.5814
1615        Redlands                        4-0-0    -18.5879
1616        Willamette                      2-1-0    -18.6613
1617        Jamestown                       1-1-0    -18.6617
1618        Plymouth St                     0-3-0    -18.7346
1619        Methodist                       2-3-0    -18.7668
1620        Curry                           0-1-0    -18.7874
1621        C.W. Post                       0-1-0    -18.8001
1622        Mary Hardin-Baylor              4-0-0    -18.8398
1623        Thiel                           0-3-0    -18.8721
1624        Doane                           4-2-0    -18.8871
1625        Albion                          3-0-0    -18.9181
1626        Wilkes                          2-1-0    -18.9899
1627        Ave Maria                       0-1-0    -18.9958
1628        Willamette                      0-2-0    -19.0889
1629        St Francis IL                   6-1-0    -19.0907
1630        St Olaf                         5-0-0    -19.099
1631        Gannon                          3-1-0    -19.1156
1632        Lane                            2-1-0    -19.1214
1633        Avila                           2-1-0    -19.1236
1634        Robert Morris IL                1-2-0    -19.1463
1635        Grand View                      4-1-0    -19.1777
1636        Valley City St                  4-1-0    -19.1872
1637        Cal Lutheran                    4-0-0    -19.1892
1638        Delaware Valley                 5-0-0    -19.2394
1639        Franklin & Marshall             2-2-0    -19.2463
1640        Simpson                         2-3-0    -19.2847
1641        Simpson                         3-1-0    -19.3034
1642        Graceland                       0-4-0    -19.354
1643        Alma                            1-1-0    -19.4038
1644        Juniata                         1-1-0    -19.4596
1645        Lindsey Wilson                  4-1-0    -19.4632
1646        Northwestern MN                 0-1-0    -19.4751
1647        Tabor                           1-3-0    -19.5278
1648        Southern Nazarene               6-1-0    -19.5461
1649        Muskingum                       2-1-0    -19.5762
1650        Northwestern IA                 5-0-0    -19.6582
1651        John Carroll                    2-2-0    -19.6674
1652        Kutztown                        5-1-0    -19.6819
1653        Chapman                         3-2-0    -19.7222
1654        Bridgewater VA                  4-1-0    -19.7416
1655        Wash & Jeff                     3-2-0    -19.7571
1656        Illinois College                4-1-0    -19.8194
1657        St Mary KS                      3-2-0    -19.9542
1658        Emory & Henry                   2-3-0    -19.9751
1659        St Ambrose                      4-1-0    -20.0067
1660        Ohio Wesleyan                   2-3-0    -20.0282
1661        Virginia St                     3-0-0    -20.0435
1662        Pacific Lutheran                2-1-0    -20.0622
1663        Central IA                      2-3-0    -20.0872
1664        Carleton                        1-1-0    -20.1643
1665        Southern Virginia               1-3-0    -20.1779
1666        Iowa Wesleyan                   2-1-0    -20.1888
1667        Wabash                          7-0-0    -20.2308
1668        Bethany WV                      0-1-0    -20.2687
1669        UW-La Crosse                    2-2-0    -20.2795
1670        Rose-Hulman                     2-3-0    -20.2962
1671        Millsaps                        2-1-0    -20.3006
1672        King's PA                       1-1-0    -20.3138
1673        Culver-Stockton                 1-3-0    -20.3363
1674        Ripon                           2-3-0    -20.3382
1675        Pacific Lutheran                4-1-0    -20.3675
1676        Wartburg                        5-0-0    -20.3685
1677        Grove City                      0-2-0    -20.4031
1678        Grinnell                        2-3-0    -20.4378
1679        Emory & Henry                   3-2-0    -20.4489
1680        Hardin-Simmons                  2-3-0    -20.486
1681        Southern Conn St                5-1-0    -20.5005
1682        Knox                            0-3-0    -20.5367
1683        Bethel MN                       3-2-0    -20.5846
1684        American Int'l                  3-1-0    -20.6412
1685        Mary                            2-3-0    -20.6459
1686        Rhodes                          0-1-0    -20.695
1687        St Thomas                       5-0-0    -20.6967
1688        Carroll MT                      7-1-0    -20.7757
1689        Menlo                           4-1-0    -20.7911
1690        Haskell                         0-6-0    -20.805
1691        Carnegie Mellon                 0-1-0    -20.8229
1692        Allegheny                       3-3-0    -20.9239
1693        Hiram                           0-3-0    -20.9305
1694        Stonehill                       1-3-0    -20.9409
1695        McMurry                         4-0-0    -20.9479
1696        Sul Ross St                     2-3-0    -21.0079
1697        Sewanee                         2-2-0    -21.0322
1698        Case Western Reserve            6-0-0    -21.0777
1699        Kentucky Wesleyan               0-3-0    -21.1133
1700        Marietta                        2-2-0    -21.1827
1701        Waldorf                         2-2-0    -21.2018
1702        OK Panhandle St                 0-1-0    -21.2895
1703        Stevenson                       1-4-0    -21.3425
1704        St Lawrence                     1-2-0    -21.3664
1705        Franklin                        5-0-0    -21.4729
1706        Assumption                      1-2-0    -21.5562
1707        Westminster PA                  2-3-0    -21.6146
1708        Minot St                        1-1-0    -21.7075
1709        Austin                          0-4-0    -21.72
1710        Millersville                    3-0-0    -21.7427
1711        FDU-Florham                     1-1-0    -21.7431
1712        Beloit                          1-5-0    -21.7432
1713        Anderson                        0-5-0    -21.7606
1714        Lycoming                        3-1-0    -21.7934
1715        Lake Forest                     0-1-0    -21.8286
1716        Lawrence                        0-1-0    -21.8286
1717        Lane                            0-1-0    -22.0701
1718        Friends                         0-1-0    -22.0773
1719        Campbellsville                  5-2-0    -22.1161
1720        Concord                         0-1-0    -22.1805
1721        Maryville                       0-2-0    -22.1876
1722        Trine                           3-1-0    -22.2055
1723        Baker                           2-1-0    -22.2894
1724        St Lawrence                     0-2-0    -22.2946
1725        Morehouse                       3-0-0    -22.3423
1726        Langston                        3-0-0    -22.3794
1727        Randolph-Macon                  5-0-0    -22.3858
1728        St Vincent                      2-4-0    -22.3972
1729        Ottawa                          4-1-0    -22.3986
1730        Chicago                         2-2-0    -22.4544
1731        Kansas Wesleyan                 2-4-0    -22.4946
1732        Fairmont St                     4-1-0    -22.5352
1733        Bethel MN                       5-0-0    -22.5918
1734        Black Hills St                  0-1-0    -22.6852
1735        Belhaven                        5-0-0    -22.6989
1736        Merrimack                       4-1-0    -22.7294
1737        MidAmerica Nazarene             6-1-0    -22.7327
1738        Rockford                        0-4-0    -22.9718
1739        Evangel                         2-0-0    -23.006
1740        Loras                           1-2-0    -23.0911
1741        Mayville St                     3-2-0    -23.1016
1742        Hampden-Sydney                  3-3-0    -23.1381
1743        Fort Lewis                      1-1-0    -23.215
1744        Bowie St                        2-1-0    -23.2266
1745        McDaniel                        2-4-0    -23.3314
1746        Bridgewater St MA               0-1-0    -23.4157
1747        Whitworth                       2-4-0    -23.4195
1748        Apprentice                      1-3-0    -23.4513
1749        Carleton                        1-2-0    -23.4778
1750        Thomas More                     5-1-0    -23.5081
1751        Simon Fraser                    0-1-0    -23.513
1752        Hastings                        5-0-0    -23.5453
1753        Johns Hopkins                   5-1-0    -23.5614
1754        Austin                          0-4-0    -23.581
1755        Buena Vista                     2-3-0    -23.6727
1756        South Dakota Tech               0-2-0    -23.8454
1757        North Carolina Wesleyan         0-3-0    -23.8489
1758        Union NY                        3-2-0    -23.8678
1759        Averett                         1-2-0    -23.9034
1760        Apprentice                      1-1-0    -23.911
1761        SUNY-Maritime                   0-1-0    -24.0417
1762        Edinboro                        5-1-0    -24.0424
1763        St Anselm                       1-2-0    -24.0678
1764        Friends                         3-2-0    -24.0737
1765        Concordia MI                    0-2-0    -24.0917
1766        La Verne                        2-2-0    -24.1216
1767        Shenandoah                      3-2-0    -24.2002
1768        Benedictine KS                  6-0-0    -24.2299
1769        King's PA                       0-3-0    -24.4102
1770        Howard Payne                    0-4-0    -24.4809
1771        Bethany WV                      2-2-0    -24.4986
1772        Linfield                        4-1-0    -24.5039
1773        Geneva                          1-2-0    -24.5367
1774        Heidelberg                      4-0-0    -24.5926
1775        Springfield                     3-0-0    -24.6416
1776        Illinois Wesleyan               5-0-0    -24.7564
1777        Bethany KS                      3-2-0    -24.7865
1778        Earlham                         0-4-0    -24.8142
1779        Gustavus Adolphus               2-2-0    -24.8227
1780        Lewis & Clark                   3-1-0    -24.8655
1781        Texas College                   0-1-0    -24.8836
1782        Avila                           2-2-0    -24.896
1783        Baldwin-Wallace                 4-1-0    -24.9036
1784        Augsburg                        2-1-0    -24.9481
1785        Bethany WV                      3-2-0    -25.0089
1786        Carnegie Mellon                 3-2-0    -25.0327
1787        Monmouth IL                     4-1-0    -25.0559
1788        Dubuque                         4-1-0    -25.0761
1789        West Virginia St                0-2-0    -25.1032
1790        Maryville                       1-3-0    -25.1166
1791        Chicago                         3-1-0    -25.1967
1792        Merchant Marine                 2-2-0    -25.2287
1793        Birmingham-Southern             3-1-0    -25.2542
1794        Pomona-Pitzer                   0-1-0    -25.2769
1795        Aurora                          0-1-0    -25.2811
1796        Urbana                          4-2-0    -25.294
1797        Augsburg                        4-1-0    -25.3526
1798        North Carolina Wesleyan         2-4-0    -25.4121
1799        McPherson                       1-4-0    -25.5711
1800        Trine                           4-1-0    -25.585
1801        William Paterson                2-1-0    -25.5878
1802        Haskell                         0-2-0    -25.5903
1803        Pace                            1-2-0    -25.6322
1804        Dickinson St                    1-3-0    -25.7392
1805        Widener                         3-2-0    -25.7961
1806        Concordia-Moorhead              4-1-0    -25.8665
1807        Wash & Jeff                     3-2-0    -25.9112
1808        Manchester                      2-1-0    -26.0179
1809        Western New England             6-0-0    -26.0602
1810        Ohio Northern                   2-1-0    -26.145
1811        Widener                         6-0-0    -26.3383
1812        Edward Waters                   2-2-0    -26.4366
1813        Maranatha Baptist               0-2-0    -26.6237
1814        Defiance                        3-1-0    -26.6362
1815        Oberlin                         2-2-0    -26.686
1816        Wooster                         3-2-0    -26.71
1817        Westfield St                    1-4-0    -26.7131
1818        Southern Conn St                2-2-0    -26.7786
1819        Rhodes                          3-0-0    -26.781
1820        Husson                          0-2-0    -26.8191
1821        MIT                             1-2-0    -26.9522
1822        Central IA                      5-0-0    -26.9725
1823        Muskingum                       2-3-0    -27.0011
1824        Capital                         2-1-0    -27.024
1825        Thiel                           0-2-0    -27.0508
1826        Ave Maria                       0-2-0    -27.0879
1827        Puget Sound                     0-3-0    -27.1182
1828        Hiram                           0-3-0    -27.1389
1829        Texas College                   0-2-0    -27.1394
1830        Mass Maritime                   0-1-0    -27.141
1831        Carroll WI                      4-1-0    -27.1458
1832        Concordia AL                    2-1-0    -27.1766
1833        Coast Guard                     1-3-0    -27.2327
1834        LaGrange                        2-2-0    -27.3671
1835        William Penn                    6-0-0    -27.4585
1836        Pacific OR                      0-3-0    -27.4781
1837        Johnson C. Smith                4-1-0    -27.5828
1838        Southwestern KS                 0-1-0    -27.6411
1839        Tabor                           0-1-0    -27.6411
1840        Concordia IL                    3-1-0    -27.7164
1841        Geneva                          3-2-0    -27.7374
1842        Trinity Bible                   2-1-0    -27.7639
1843        Husson                          0-2-0    -27.7915
1844        Stillman                        0-2-0    -27.8192
1845        Kalamazoo                       1-4-0    -27.8356
1846        Dickinson St                    3-1-0    -27.8464
1847        Stonehill                       3-2-0    -27.8966
1848        Franklin                        5-1-0    -27.9338
1849        Adrian                          5-1-0    -28.0642
1850        Cornell IA                      1-3-0    -28.1129
1851        Willamette                      2-3-0    -28.2014
1852        Western New England             4-2-0    -28.2334
1853        Franklin & Marshall             1-4-0    -28.2597
1854        Lebanon Valley                  5-0-0    -28.32
1855        Virginia Union                  1-3-0    -28.3666
1856        Robert Morris IL                3-2-0    -28.4251
1857        Benedictine KS                  3-1-0    -28.4297
1858        Kansas Wesleyan                 3-1-0    -28.4443
1859        East Texas Baptist              4-1-0    -28.4593
1860        Whittier                        0-2-0    -28.4627
1861        Manchester                      2-4-0    -28.4828
1862        Bethel KS                       0-2-0    -28.5505
1863        Norwich                         3-3-0    -28.5658
1864        Guilford                        0-3-0    -28.702
1865        Wabash                          5-0-0    -28.7478
1866        Fitchburg St                    0-4-0    -28.7503
1867        Whitworth                       2-2-0    -28.7977
1868        Mt St Joseph                    3-2-0    -28.8033
1869        Claremont-Mudd-Scripps          2-1-0    -28.8145
1870        Westminster PA                  3-0-0    -28.8476
1871        Bethel KS                       0-3-0    -28.8546
1872        Hobart                          2-1-0    -28.9051
1873        Hope                            4-0-0    -29.0041
1874        Shenandoah                      3-2-0    -29.0061
1875        Carthage                        2-0-0    -29.0458
1876        DePauw                          3-2-0    -29.0673
1877        Bethel KS                       1-3-0    -29.089
1878        Claremont-Mudd-Scripps          2-2-0    -29.1244
1879        Briar Cliff                     0-2-0    -29.1516
1880        Framingham St                   2-4-0    -29.1651
1881        Denison                         2-3-0    -29.3679
1882        Allegheny                       2-0-0    -29.4677
1883        Greensboro                      0-2-0    -29.4708
1884        Guilford                        2-2-0    -29.4888
1885        Western Conn St                 0-1-0    -29.5174
1886        Bluffton                        0-1-0    -29.5413
1887        Manchester                      0-1-0    -29.5413
1888        Greensboro                      0-1-0    -29.5481
1889        Assumption                      3-2-0    -29.5767
1890        Merrimack                       2-3-0    -29.6162
1891        Merchant Marine                 0-1-0    -29.6243
1892        St John's MN                    3-0-0    -29.6871
1893        Ferrum                          3-2-0    -29.7977
1894        Sterling                        1-2-0    -29.841
1895        SW Assem of God                 3-3-0    -29.9077
1896        Huntingdon AL                   2-2-0    -30.059
1897        Hiram                           1-1-0    -30.0617
1898        FDU-Florham                     0-3-0    -30.0993
1899        Arkansas-Pine Bluff             1-0-0    -30.131
1900        Concordia NE                    3-1-0    -30.1441
1901        Greensboro                      0-3-0    -30.2016
1902        Thomas More                     4-1-0    -30.2873
1903        Valley City St                  5-0-0    -30.3704
1904        RPI                             3-2-0    -30.4359
1905        Seton Hill                      1-1-0    -30.5099
1906        St Anselm                       0-1-0    -30.5254
1907        Northwestern MN                 0-1-0    -30.5825
1908        Eureka                          0-1-0    -30.5825
1909        Trinity TX                      4-0-0    -30.5959
1910        Curry                           3-1-0    -30.5973
1911        Greenville                      2-3-0    -30.6269
1912        WPI                             1-3-0    -30.6738
1913        Benedict                        0-1-0    -30.6758
1914        Concordia WI                    2-2-0    -30.6895
1915        Kenyon                          0-2-0    -30.695
1916        Grove City                      1-2-0    -30.7542
1917        Trinity Bible                   0-2-0    -30.7892
1918        Whittier                        2-2-0    -30.8841
1919        Gettysburg                      4-1-0    -31.0601
1920        SW Assem of God                 1-3-0    -31.1283
1921        Missouri Valley                 4-1-0    -31.2484
1922        Worcester St                    4-1-0    -31.2532
1923        Fitchburg St                    0-3-0    -31.5081
1924        Carroll WI                      3-1-0    -31.525
1925        Mass Maritime                   4-0-0    -31.556
1926        Loras                           0-1-0    -31.5634
1927        Earlham                         0-2-0    -31.6426
1928        Salve Regina                    5-0-0    -31.644
1929        Bridgewater VA                  0-1-0    -31.7494
1930        St Norbert                      4-0-0    -31.7991
1931        Nichols                         0-3-0    -31.8607
1932        Knox                            0-5-0    -31.8993
1933        Lawrence                        0-4-0    -31.9992
1934        Susquehanna                     4-1-0    -32.0036
1935        Millsaps                        2-2-0    -32.0131
1936        Ave Maria                       0-1-0    -32.1704
1937        William Jewell                  2-0-0    -32.1877
1938        MacMurray                       0-2-0    -32.2609
1939        Greensboro                      0-4-0    -32.3356
1940        Susquehanna                     2-2-0    -32.3406
1941        Framingham St                   5-0-0    -32.3408
1942        McDaniel                        0-4-0    -32.5371
1943        Howard Payne                    1-1-0    -32.6091
1944        Becker                          0-2-0    -32.7305
1945        Illinois College                5-1-0    -32.744
1946        Waynesburg                      3-1-0    -32.8279
1947        Martin Luther                   0-1-0    -32.8335
1948        Gallaudet                       0-1-0    -32.8391
1949        Macalester                      1-2-0    -32.875
1950        Mt St Joseph                    3-2-0    -32.8956
1951        Chapman                         1-2-0    -32.9557
1952        Southern Virginia               1-2-0    -33.0959
1953        Case Western Reserve            1-1-0    -33.1302
1954        Bethany KS                      5-1-0    -33.1931
1955        Occidental                      4-0-0    -33.227
1956        Bluffton                        3-2-0    -33.3004
1957        Gallaudet                       2-3-0    -33.4243
1958        Christopher Newport             4-2-0    -33.5877
