Rank     Team                            W-L-T    Schedule Factor
692        Michigan Tech                   4-2-0    8.3874
693        North Carolina Central          0-3-0    8.3725
694        Missouri Southern               1-4-0    8.3305
695        Howard Payne                    0-3-0    8.2696
696        San Diego                       5-0-0    8.2241
697        Eastern New Mexico              0-4-0    8.16
698        SE Louisiana St                 0-5-0    8.1395
699        Samford                         4-1-0    8.0963
700        Northwestern St                 3-1-0    8.095
701        Springfield                     0-1-0    8.0732
702        Rochester                       0-1-0    8.0732
703        The Citadel                     2-3-0    8.0505
704        McMurry                         0-1-0    8.004
705        Miles                           0-1-0    7.9746
706        Ithaca                          0-1-0    7.855
707        Indianapolis                    2-3-0    7.8236
708        Sam Houston St                  4-0-0    7.8017
709        West Liberty St                 0-1-0    7.7654
710        South Carolina St               3-2-0    7.5154
711        Princeton                       0-2-0    7.4981
712        Concordia MI                    0-6-0    7.4551
713        Austin Peay                     3-2-0    7.4348
714        Mary                            3-3-0    7.4348
715        Lamar                           2-1-0    7.418
716        Incarnate Word                  1-4-0    7.4117
717        Princeton                       1-2-0    7.3617
718        Brown                           3-1-0    7.1481
719        OK Panhandle St                 0-1-0    7.0691
720        Emporia St                      2-3-0    7.0566
721        Minnesota-Duluth                5-0-0    7.0104
722        Colorado St-Pueblo              5-0-0    6.9694
723        Fort Hays St                    2-3-0    6.9419
724        Bethel TN                       3-3-0    6.8603
725        Cornell NY                      2-3-0    6.8356
726        Missouri Western                4-1-0    6.7979
727        Nebraska-Kearney                5-2-0    6.7888
728        Prairie View A&M                3-3-0    6.7569
729        Olivet Nazarene                 0-2-0    6.7017
730        Missouri Western                5-1-0    6.5847
731        Upper Iowa                      0-2-0    6.5656
732        Evangel                         0-2-0    6.5223
733        Washburn                        5-1-0    6.4376
734        Sacred Heart                    2-2-0    6.3461
735        Sioux Falls                     1-3-0    6.2848
736        North Dakota                    3-2-0    6.2806
737        Montana St                      6-1-0    6.2022
738        Trinity Int'l                   0-2-0    6.1137
739        Norfolk St                      5-2-0    6.1075
740        North Alabama                   5-2-0    6.0672
741        Central Missouri                5-0-0    6.0263
742        Prairie View A&M                0-1-0    5.979
743        St Ambrose                      0-1-0    5.9666
744        Arkansas-Monticello             0-2-0    5.9414
745        Valdosta St                     3-2-0    5.9403
746        Waldorf                         0-1-0    5.913
747        Howard                          2-0-0    5.8947
748        Chadron St                      4-2-0    5.8527
749        Morehead St                     1-5-0    5.6904
750        Duquesne                        4-2-0    5.583
751        Ouachita Baptist                2-2-0    5.5367
752        Simon Fraser                    1-4-0    5.4981
753        Graceland                       0-2-0    5.4828
754        Muhlenberg                      0-1-0    5.4657
755        Bethune-Cookman                 6-1-0    5.3522
756        Georgia St                      3-3-0    5.333
757        Guilford                        0-1-0    5.3329
758        Memphis                         1-1-0    5.3219
759        UC-Davis                        3-1-0    5.2992
760        Stephen F. Austin               3-2-0    5.2327
761        Whittier                        0-3-0    5.1633
762        Frostburg St                    0-2-0    5.1631
763        Southern Arkansas               0-1-0    5.1468
764        Apprentice                      0-3-0    5.0948
765        Dayton                          2-3-0    4.9933
766        Dartmouth                       4-1-0    4.9834
767        Stillman                        0-2-0    4.9573
768        Central Oklahoma                0-2-0    4.9353
769        Grand Valley St                 5-1-0    4.9024
770        West Georgia                    0-1-0    4.8973
771        Northwestern St                 2-2-0    4.8904
772        Lane                            1-2-0    4.8504
773        Wingate                         3-1-0    4.8331
774        Walsh                           0-1-0    4.8257
775        Averett                         0-1-0    4.7257
776        McNeese St                      4-2-0    4.7102
777        Texas Southern                  0-3-0    4.6858
778        Central St OH                   0-2-0    4.6684
779        UW-Platteville                  0-1-0    4.6672
780        Delaware St                     1-1-0    4.6661
781        Cheyney                         0-2-0    4.577
782        Minn St-Moorhead                0-1-0    4.5575
783        Robert Morris PA                1-4-0    4.3992
784        Huntingdon AL                   0-1-0    4.3846
785        Sewanee                         0-1-0    4.3846
786        Michigan Tech                   3-1-0    4.2841
787        Ferris St                       5-1-0    4.2833
788        Tarleton St                     3-3-0    4.2272
789        Catawba                         0-1-0    4.1861
790        Concord                         0-1-0    4.1861
791        Northwood                       1-4-0    4.1744
792        Lake Erie                       1-4-0    4.1731
793        Robert Morris PA                1-4-0    4.154
794        Puget Sound                     0-2-0    4.1501
795        North Carolina A&T              1-4-0    4.1241
796        Northern Colorado               0-1-0    4.1142
797        Norfolk St                      4-0-0    4.1077
798        Stephen F. Austin               3-2-0    4.0948
799        Augustana SD                    0-1-0    4.0774
800        UW-River Falls                  0-5-0    4.0624
801        Coastal Carolina                3-1-0    3.9757
802        TAMU-Commerce                   1-4-0    3.9435
803        Central Washington              1-3-0    3.9069
804        Butler                          2-4-0    3.8311
805        Morgan St                       0-1-0    3.8148
806        Minnesota-Duluth                6-1-0    3.7955
807        TAMU-Kingsville                 4-2-0    3.7766
808        Jacksonville FL                 0-1-0    3.7597
809        Southern U.                     0-1-0    3.7303
810        Fort Valley St                  0-1-0    3.7215
811        FDU-Florham                     0-1-0    3.6513
812        Wilkes                          0-1-0    3.6513
813        Winston-Salem St                7-1-0    3.6289
814        SE Louisiana St                 3-1-0    3.6075
815        Harding                         1-4-0    3.556
816        Central Conn St                 2-3-0    3.5303
817        Georgetown DC                   4-3-0    3.4543
818        UW-La Crosse                    1-2-0    3.4503
819        Taylor                          0-2-0    3.3605
820        Abilene Christian               5-1-0    3.2572
821        Minn St-Mankato                 4-3-0    3.2523
822        Lamar                           2-4-0    3.1361
823        Catawba                         1-3-0    3.1195
824        West Alabama                    2-3-0    3.077
825        Allegheny                       0-1-0    3.0677
826        West Texas A&M                  7-1-0    3.0507
827        Liberty                         5-1-0    3.0234
828        Nicholls St                     1-3-0    3.0008
829        SW Minnesota St                 2-2-0    2.9905
830        Western Oregon                  4-0-0    2.9399
831        McKendree                       0-4-0    2.8766
832        Hampton                         5-0-0    2.8561
833        Morgan St                       3-1-0    2.8139
834        Hope                            0-1-0    2.7937
835        Lafayette                       3-1-0    2.7876
836        Drake                           3-1-0    2.7768
837        Illinois Wesleyan               0-1-0    2.7369
838        Upper Iowa                      1-4-0    2.7272
839        Cornell IA                      0-1-0    2.7197
840        Ferris St                       1-4-0    2.6797
841        North Carolina A&T              3-1-0    2.6685
842        Tusculum                        3-2-0    2.6391
843        New Mexico Highlands            2-2-0    2.6096
844        Northeastern St OK              0-1-0    2.547
845        Grand View                      4-1-0    2.4967
846        Abilene Christian               3-2-0    2.4949
847        Wayne St MI                     4-2-0    2.4862
848        Minn St-Mankato                 5-0-0    2.4491
849        Western Conn St                 0-1-0    2.4228
850        Salve Regina                    0-1-0    2.4228
851        William & Mary                  3-1-0    2.4221
852        St Anselm                       0-2-0    2.4049
853        West Chester                    0-2-0    2.3982
854        Clark Atlanta                   0-1-0    2.373
855        Tuskegee                        0-1-0    2.373
856        Concordia AL                    0-3-0    2.3658
857        Carthage                        0-3-0    2.3621
858        Elmhurst                        1-3-0    2.321
859        Arkansas Tech                   1-4-0    2.2943
860        Kutztown                        0-1-0    2.2795
861        Concordia-St Paul               2-3-0    2.2782
862        Norfolk St                      0-1-0    2.2384
863        Minn St-Moorhead                1-4-0    2.2296
864        Tusculum                        0-5-0    2.2224
865        Youngstown St                   4-2-0    2.2183
866        North Park                      0-2-0    2.1747
867        West Alabama                    6-1-0    2.1461
868        Duquesne                        5-0-0    2.1377
869        Western New Mexico              2-3-0    2.1339
870        Ohio Dominican                  4-2-0    2.1177
871        Alabama St                      4-2-0    2.0031
872        Western St CO                   0-4-0    1.9997
873        Valparaiso                      1-4-0    1.9886
874        William Paterson                0-2-0    1.969
875        Prairie View A&M                2-2-0    1.9669
876        Nebraska Wesleyan               0-1-0    1.9146
877        Dakota Wesleyan                 0-1-0    1.9146
878        Bacone                          0-3-0    1.8883
879        Fort Lewis                      1-3-0    1.8772
880        Campbell                        2-4-0    1.8682
881        Lehigh                          6-0-0    1.8661
882        Central Washington              3-2-0    1.8649
883        Portland St                     4-2-0    1.8594
884        Carson-Newman                   0-1-0    1.8355
885        South Carolina St               4-1-0    1.7677
886        Grambling St                    4-2-0    1.7218
887        Valparaiso                      0-2-0    1.71
888        Marist                          3-2-0    1.6918
889        Dakota Wesleyan                 3-1-0    1.6728
890        St Cloud St                     5-1-0    1.6582
891        Angelo St                       1-4-0    1.6478
892        Grand Valley St                 3-2-0    1.6118
893        Augustana SD                    3-3-0    1.5816
894        Gannon                          0-2-0    1.5686
895        Hillsdale                       5-1-0    1.55
896        Albany NY                       5-2-0    1.5362
897        Albright                        0-1-0    1.5152
898        Sul Ross St                     0-4-0    1.4899
899        Murray St                       4-1-0    1.4817
900        Albany St GA                    5-1-0    1.3688
901        Columbia                        0-3-0    1.3641
902        Wayne St NE                     3-2-0    1.3456
903        Wagner                          2-2-0    1.2311
904        Wingate                         2-4-0    1.1504
905        Dordt                           1-3-0    1.1486
906        West Georgia                    2-1-0    1.0427
907        Arkansas-Pine Bluff             3-3-0    1.0213
908        Indiana PA                      0-1-0    0.9932
909        California PA                   0-1-0    0.9932
910        Saginaw Valley St               4-1-0    0.9569
911        Minot St                        0-5-0    0.9017
912        Pennsylvania                    3-3-0    0.8962
913        Savannah St                     1-2-0    0.8554
914        Hastings                        1-2-0    0.8351
915        Morgan St                       2-3-0    0.8263
916        Tennessee St                    3-2-0    0.821
917        Brockport St                    2-3-0    0.8014
918        Johnson C. Smith                0-1-0    0.7983
919        Findlay                         3-2-0    0.7941
920        Dordt                           0-2-0    0.7927
921        Newberry                        2-3-0    0.7684
922        Doane                           4-0-0    0.7136
923        Lock Haven                      0-3-0    0.6599
924        Western St CO                   0-1-0    0.6596
925        Eastern New Mexico              2-4-0    0.6493
926        Fort Lewis                      1-1-0    0.6379
927        Nebraska Wesleyan               0-1-0    0.637
928        Drake                           6-0-0    0.6108
929        Marist                          1-3-0    0.6074
930        Campbell                        4-1-0    0.5707
931        Chicago                         0-1-0    0.543
932        Jackson St                      5-2-0    0.5087
933        Denison                         0-1-0    0.4464
934        Washington U.                   0-1-0    0.4464
935        Georgetown KY                   7-0-0    0.4198
936        Washington U.                   0-1-0    0.3642
937        Carthage                        0-1-0    0.3056
938        Millersville                    0-3-0    0.2961
939        Western Oregon                  2-3-0    0.2632
940        Texas College                   0-1-0    0.2632
941        Delaware St                     0-2-0    0.2495
942        Sacred Heart                    3-2-0    0.235
943        Harding                         2-3-0    0.2209
944        San Diego                       4-1-0    0.2005
945        Clarion                         0-1-0    0.1209
946        Harvard                         4-1-0    0.1108
947        Northwood                       0-2-0    0.0952
948        Benedict                        0-3-0    0.0759
949        Virginia St                     0-3-0    0.0651
950        Howard                          3-1-0    0.0648
951        Iowa Wesleyan                   0-1-0    0.0174
952        Kean                            1-0-0    0.0
953        South Florida                   0-1-0    0.0
954        Brown                           1-0-0    0.0
955        New Jersey                      1-1-0    0.0
956        Miami FL                        1-0-0    0.0
957        Trinity TX                      1-0-0    0.0
958        Hartwick                        0-1-0    0.0
959        North Dakota St                 1-0-0    0.0
960        Alabama                         0-1-0    0.0
961        Mount Ida                       1-0-0    0.0
962        Southern Illinois               0-1-0    0.0
963        Mayville St                     1-0-0    0.0
964        LSU                             1-0-0    0.0
965        Pennsylvania                    0-1-0    0.0
966        Gustavus Adolphus               0-1-0    0.0
967        Dakota St                       0-1-0    0.0
968        Mayville St                     1-0-0    0.0
969        Austin                          0-1-0    0.0
970        Rowan                           0-1-0    0.0
971        Capital                         0-1-0    -0.0333
972        DePauw                          0-1-0    -0.072
973        South Alabama                   5-1-0    -0.0729
974        Morehead St                     2-3-0    -0.0854
975        Rowan                           0-2-0    -0.1221
976        Butler                          3-2-0    -0.1258
977        Western St CO                   1-3-0    -0.129
978        Pomona-Pitzer                   0-2-0    -0.2849
979        Yale                            2-2-0    -0.3008
980        Taylor                          0-1-0    -0.3114
981        Cheyney                         0-3-0    -0.3217
982        South Dakota Tech               0-4-0    -0.4392
983        Gardner-Webb                    3-1-0    -0.4985
984        Guilford                        0-2-0    -0.5266
985        North Carolina Central          0-2-0    -0.6223
986        Virginia-Wise                   1-3-0    -0.6887
987        Hope                            0-1-0    -0.7101
988        SW Baptist                      1-3-0    -0.7461
989        Mars Hill                       4-2-0    -0.8196
990        Cumberlands KY                  4-1-0    -0.8687
991        Concordia NE                    0-2-0    -0.9515
992        Southern Arkansas               1-3-0    -0.9792
993        Arkansas-Pine Bluff             2-2-0    -0.9862
994        Southern U.                     2-3-0    -0.9962
995        Elizabeth City St               4-2-0    -1.0336
996        TAMU-Commerce                   0-4-0    -1.0367
997        Alabama St                      4-0-0    -1.0749
998        Bemidji St                      5-1-0    -1.0964
999        Millersville                    0-3-0    -1.1139
1000        St Francis PA                   0-5-0    -1.1156
1001        Northern St SD                  1-3-0    -1.1164
1002        William Jewell                  0-3-0    -1.1455
1003        Florida A&M                     4-1-0    -1.1608
1004        Johnson C. Smith                2-3-0    -1.1956
1005        Alabama A&M                     4-0-0    -1.2286
1006        St Cloud St                     4-2-0    -1.2352
1007        Coastal Carolina                4-1-0    -1.2429
1008        Cheyney                         0-4-0    -1.2615
1009        Jacksonville FL                 5-0-0    -1.3415
1010        Arkansas-Monticello             0-2-0    -1.3621
1011        North Carolina Central          2-3-0    -1.5087
1012        Carson-Newman                   1-3-0    -1.5133
1013        Wooster                         0-2-0    -1.5349
1014        Henderson St                    4-1-0    -1.5802
1015        Chadron St                      2-3-0    -1.6311
1016        Bethel KS                       0-2-0    -1.636
1017        Alcorn St                       0-4-0    -1.829
1018        Austin                          0-1-0    -1.8432
1019        Missouri S and T                2-3-0    -1.8936
1020        East Texas Baptist              1-4-0    -1.9081
1021        Faulkner                        0-5-0    -1.9436
1022        Winona St                       3-2-0    -1.9538
1023        Wagner                          2-2-0    -1.9774
1024        Morrisville St                  0-5-0    -1.9788
1025        Austin Peay                     0-2-0    -2.075
1026        Central Oklahoma                0-4-0    -2.2061
1027        Virginia Union                  4-2-0    -2.2098
1028        Central Oklahoma                0-1-0    -2.5119
1029        Truman St                       2-3-0    -2.5287
1030        St Xavier                       8-0-0    -2.5426
1031        Incarnate Word                  1-3-0    -2.5737
1032        Southern U.                     2-3-0    -2.5865
1033        UW-La Crosse                    0-2-0    -2.6309
1034        Maryville                       0-1-0    -2.667
1035        TAMU-Kingsville                 2-3-0    -2.6869
1036        Fort Valley St                  1-3-0    -2.7002
1037        Gustavus Adolphus               0-4-0    -2.7004
1038        Trine                           0-1-0    -2.7067
1039        St Thomas                       8-0-0    -2.7461
1040        Central St OH                   0-3-0    -2.7774
1041        Bucknell                        3-1-0    -2.7998
1042        Georgetown DC                   4-0-0    -2.818
1043        Sterling                        0-2-0    -2.8339
1044        Southern Utah                   3-1-0    -2.8417
1045        Wayne St NE                     3-2-0    -2.8439
1046        Newberry                        2-3-0    -2.8553
1047        Lock Haven                      0-4-0    -2.8697
1048        Fayetteville St                 0-1-0    -2.8925
1049        Cumberlands KY                  3-2-0    -2.8996
1050        Webber Int'l                    0-1-0    -2.9003
1051        William Paterson                0-2-0    -2.9045
1052        SW Minnesota St                 1-5-0    -2.9091
1053        Southern Oregon                 4-0-0    -2.9568
1054        Millsaps                        0-2-0    -2.9675
1055        Central Oklahoma                2-2-0    -2.9771
1056        Catawba                         2-1-0    -2.9775
1057        Mississippi Valley St           0-4-0    -2.9859
1058        Trinity Int'l                   1-1-0    -3.0004
1059        St Joseph's IN                  0-2-0    -3.0242
1060        St Joseph's IN                  0-4-0    -3.03
1061        Angelo St                       4-1-0    -3.0369
1062        Dixie St                        0-1-0    -3.046
1063        Northeastern St OK              4-2-0    -3.0735
1064        Albion                          3-2-0    -3.097
1065        Monmouth NJ                     5-0-0    -3.1017
1066        Hartwick                        1-4-0    -3.1156
1067        SE Oklahoma St                  1-4-0    -3.1287
1068        Waynesburg                      0-1-0    -3.2024
1069        Central Methodist               0-2-0    -3.2304
1070        Midland U.                      0-1-0    -3.236
1071        Humboldt St                     5-1-0    -3.2495
1072        Carleton                        0-3-0    -3.2545
1073        St Francis IN                   3-2-0    -3.2952
1074        Winona St                       4-0-0    -3.3023
1075        Briar Cliff                     0-3-0    -3.3209
1076        Briar Cliff                     2-4-0    -3.3337
1077        Assumption                      0-2-0    -3.3411
1078        Western Conn St                 0-4-0    -3.3521
1079        McMurry                         5-2-0    -3.3636
1080        North Dakota                    5-1-0    -3.4131
1081        Lock Haven                      0-2-0    -3.4261
1082        Mary Hardin-Baylor              8-1-0    -3.449
1083        Delta St                        4-3-0    -3.5407
1084        Menlo                           0-2-0    -3.5736
1085        Minnesota-Crookston             1-4-0    -3.6323
1086        Humboldt St                     4-0-0    -3.771
1087        Brevard                         2-2-0    -3.7975
1088        UW-Eau Claire                   1-3-0    -3.8092
1089        Olivet Nazarene                 2-2-0    -3.8465
1090        Shaw                            1-5-0    -3.8797
1091        Fort Valley St                  1-4-0    -3.8816
1092        Fairmont St                     0-1-0    -3.8914
1093        Montana-Western                 2-3-0    -3.9167
1094        St Anselm                       0-4-0    -3.9591
1095        UW-Stevens Point                0-1-0    -4.006
1096        Benedict                        0-1-0    -4.0491
1097        Cumberland TN                   3-1-0    -4.0727
1098        Simon Fraser                    2-1-0    -4.1084
1099        Tennessee Tech                  3-3-0    -4.1429
1100        Shorter                         4-2-0    -4.2157
1101        St Francis IN                   6-1-0    -4.2302
1102        Concordia WI                    0-1-0    -4.2366
1103        Morningside                     3-2-0    -4.3147
1104        Dayton                          4-2-0    -4.3361
1105        Lenoir-Rhyne                    4-0-0    -4.351
1106        West Chester                    2-1-0    -4.3628
1107        Gannon                          0-1-0    -4.3642
1108        St Augustine's                  0-1-0    -4.4006
1109        Buffalo St                      0-1-0    -4.4029
1110        Alfred                          0-1-0    -4.4029
1111        Georgetown KY                   0-1-0    -4.4665
1112        Valley City St                  0-1-0    -4.4665
1113        Montana-Western                 0-2-0    -4.5002
1114        West Georgia                    4-2-0    -4.5135
1115        Lindenwood                      3-1-0    -4.6253
1116        Utica                           3-2-0    -4.7112
1117        Colorado St-Pueblo              6-1-0    -4.7443
1118        Concordia-Moorhead              2-3-0    -4.7661
1119        Concordia MI                    0-3-0    -4.779
1120        SW Baptist                      0-1-0    -4.838
1121        Olivet                          0-2-0    -4.8538
1122        Union KY                        2-2-0    -4.8732
1123        Millsaps                        0-1-0    -4.9051
1124        Culver-Stockton                 0-6-0    -4.9231
1125        Southern Arkansas               2-3-0    -4.9264
1126        Mars Hill                       4-1-0    -4.9359
1127        Alma                            0-2-0    -4.98
1128        Brevard                         1-5-0    -5.0037
1129        Tiffin                          0-4-0    -5.0186
1130        Alabama A&M                     4-2-0    -5.0262
1131        Alma                            0-1-0    -5.0732
1132        Southern Oregon                 1-3-0    -5.103
1133        Trinity Int'l                   0-3-0    -5.1126
1134        Dixie St                        1-5-0    -5.1556
1135        East Stroudsburg                1-4-0    -5.1951
1136        Ithaca                          2-2-0    -5.1972
1137        Buffalo St                      1-4-0    -5.2237
1138        Wilkes                          0-1-0    -5.2342
1139        St Joseph's IN                  2-1-0    -5.3231
1140        West Chester                    3-3-0    -5.3231
1141        Fayetteville St                 2-2-0    -5.336
1142        FDU-Florham                     0-4-0    -5.3409
1143        Tuskegee                        2-2-0    -5.3559
1144        Campbellsville                  2-2-0    -5.3764
1145        Linfield                        6-0-0    -5.3842
1146        Albion                          0-2-0    -5.4336
1147        Kentucky Wesleyan               0-2-0    -5.4415
1148        East Stroudsburg                2-4-0    -5.4709
1149        Fayetteville St                 2-3-0    -5.4763
1150        Charleston WV                   0-1-0    -5.5103
1151        Kentucky Christian              0-2-0    -5.5201
1152        Edinboro                        0-1-0    -5.6597
1153        Marietta                        0-2-0    -5.6601
1154        Augustana IL                    0-2-0    -5.6867
1155        Wesley                          6-0-0    -5.6913
1156        North Greenville                6-0-0    -5.7307
1157        Cornell IA                      0-2-0    -5.7444
1158        Western Conn St                 0-4-0    -5.7556
1159        Mississippi Valley St           1-2-0    -5.7718
1160        Bloomsburg                      4-1-0    -5.7973
1161        Frostburg St                    3-1-0    -5.8296
1162        Carleton                        0-2-0    -5.8326
1163        SE Oklahoma St                  0-1-0    -5.8698
1164        Midland U.                      3-2-0    -6.0582
1165        Upper Iowa                      2-2-0    -6.0855
1166        C.W. Post                       4-1-0    -6.1069
1167        Winston-Salem St                6-0-0    -6.1301
1168        Tuskegee                        2-1-0    -6.1396
1169        Alcorn St                       2-2-0    -6.197
1170        Wilmington                      0-2-0    -6.2554
1171        UW-Whitewater                   9-0-0    -6.3302
1172        Albany St GA                    3-3-0    -6.3319
1173        Concord                         4-0-0    -6.3326
1174        Lawrence                        0-1-0    -6.3467
1175        Nebraska Wesleyan               3-1-0    -6.3611
1176        New Mexico Highlands            2-3-0    -6.4239
1177        Augustana SD                    3-1-0    -6.497
1178        North Carolina Wesleyan         0-1-0    -6.5094
1179        Grand View                      0-1-0    -6.5159
1180        Iowa Wesleyan                   0-1-0    -6.5159
1181        Millersville                    0-2-0    -6.5208
1182        Peru St                         0-1-0    -6.5576
1183        Avila                           0-1-0    -6.5576
1184        Augustana IL                    2-4-0    -6.5637
1185        Nebraska-Kearney                5-0-0    -6.611
1186        Washington and Lee              2-2-0    -6.6491
1187        Tuskegee                        0-2-0    -6.684
1188        Sioux Falls                     4-1-0    -6.7167
1189        William Penn                    3-2-0    -6.7242
1190        UW-Stout                        0-1-0    -6.7391
1191        UW-River Falls                  0-1-0    -6.7391
1192        Central Methodist               0-2-0    -6.7733
1193        Lakeland                        0-1-0    -6.7757
1194        Langston                        4-1-0    -6.789
1195        Pacific OR                      0-1-0    -6.8131
1196        Concordia-St Paul               4-1-0    -6.8503
1197        Concordia NE                    1-2-0    -6.9171
1198        Trinity TX                      5-1-0    -6.9246
1199        Clarion                         1-5-0    -6.9334
1200        Hamline                         0-6-0    -6.9419
1201        Rochester                       1-3-0    -6.948
1202        Frostburg St                    1-3-0    -6.9576
1203        SUNY-Maritime                   0-1-0    -6.9653
1204        Chowan                          2-1-0    -6.9661
1205        Salisbury                       4-2-0    -7.0805
1206        Iowa Wesleyan                   1-4-0    -7.1115
1207        Ashland                         1-3-0    -7.1647
1208        William Paterson                2-1-0    -7.1882
1209        Ohio Northern                   0-2-0    -7.2061
1210        Ouachita Baptist                5-1-0    -7.2221
1211        Waldorf                         0-4-0    -7.2243
1212        Anderson                        0-1-0    -7.2693
1213        Colorado Mines                  4-1-0    -7.2884
1214        Husson                          0-3-0    -7.3076
1215        St Augustine's                  0-4-0    -7.3313
1216        Wheaton                         5-0-0    -7.363
1217        Missouri Valley                 5-1-0    -7.4229
1218        North Central                   7-0-0    -7.4272
1219        Morehouse                       5-2-0    -7.4304
1220        Lycoming                        1-0-0    -7.4314
1221        Bryant                          4-2-0    -7.4402
1222        Bethune-Cookman                 2-1-0    -7.4523
1223        Luther                          0-2-0    -7.5151
1224        North Greenville                5-3-0    -7.5503
1225        John Carroll                    3-2-0    -7.5916
1226        SW Oklahoma St                  3-3-0    -7.6196
1227        West Liberty St                 0-5-0    -7.6231
1228        Belhaven                        0-4-0    -7.6402
1229        Texas Southern                  4-2-0    -7.6857
1230        Kentucky Christian              2-3-0    -7.7119
1231        St John Fisher                  6-2-0    -7.7425
1232        Morningside                     6-0-0    -7.8789
1233        Rhodes                          0-3-0    -7.8866
1234        Bowie St                        2-5-0    -7.9044
1235        Tarleton St                     3-2-0    -8.0685
1236        Albion                          0-1-0    -8.0749
1237        St Francis IL                   4-1-0    -8.1018
1238        Graceland                       1-3-0    -8.1441
1239        Taylor                          2-1-0    -8.1689
1240        Webber Int'l                    1-4-0    -8.1867
1241        Ashland                         1-1-0    -8.2147
1242        Bridgewater VA                  2-2-0    -8.226
1243        Mount Union                     10-1-0    -8.3102
1244        Lenoir-Rhyne                    3-3-0    -8.338
1245        St Xavier                       6-0-0    -8.3428
1246        Midland U.                      3-1-0    -8.4537
1247        Rowan                           2-2-0    -8.5927
1248        Texas-San Antonio               4-2-0    -8.5955
1249        Malone                          1-4-0    -8.6053
1250        Hamline                         0-2-0    -8.6188
1251        Kentucky St                     3-3-0    -8.627
1252        Chowan                          1-5-0    -8.6462
1253        SE Oklahoma St                  1-3-0    -8.6542
1254        Morrisville St                  1-4-0    -8.66
1255        Alabama A&M                     0-1-0    -8.6773
1256        Westminster PA                  0-1-0    -8.6897
1257        UW-Stout                        3-1-0    -8.6948
1258        Texas College                   0-7-0    -8.7106
1259        Montana Tech                    3-2-0    -8.7217
1260        Texas Southern                  0-2-0    -8.7327
1261        Minnesota-Crookston             0-1-0    -8.7551
1262        King's PA                       0-3-0    -8.7798
1263        UW-Stevens Point                1-2-0    -8.8311
1264        Union KY                        0-5-0    -8.8397
1265        Minot St                        1-2-0    -8.8404
1266        Union NY                        3-2-0    -8.8504
1267        Salisbury                       7-0-0    -8.8659
1268        Arkansas Tech                   1-4-0    -8.8747
1269        Rocky Mountain                  0-2-0    -8.8999
1270        Faulkner                        3-2-0    -8.9165
1271        Susquehanna                     0-1-0    -8.9188
1272        Ursinus                         0-1-0    -8.9188
1273        Black Hills St                  1-4-0    -8.9565
1274        Lincoln MO                      1-3-0    -8.9752
1275        Gannon                          1-3-0    -9.0081
1276        Charleston WV                   3-3-0    -9.0111
1277        Occidental                      1-4-0    -9.0254
1278        Davidson                        4-1-0    -9.111
1279        West Virginia Tech              1-2-0    -9.1177
1280        Marian IN                       4-0-0    -9.1497
1281        Seton Hill                      0-7-0    -9.1608
1282        C.W. Post                       3-1-0    -9.1817
1283        Carroll WI                      0-1-0    -9.2399
1284        Shepherd                        3-2-0    -9.259
1285        Brockport St                    1-4-0    -9.2629
1286        Mercyhurst                      2-3-0    -9.2639
1287        Henderson St                    2-2-0    -9.3053
1288        Southern Virginia               0-1-0    -9.3247
1289        Millikin                        1-4-0    -9.3481
1290        Moravian                        0-3-0    -9.353
1291        Lincoln PA                      0-4-0    -9.3585
1292        Dakota St                       1-4-0    -9.3775
1293        Western New Mexico              3-2-0    -9.39
1294        Averett                         0-2-0    -9.3915
1295        Montclair St                    3-1-0    -9.4189
1296        Westminster PA                  0-1-0    -9.4226
1297        Lebanon Valley                  0-1-0    -9.4226
1298        Eastern Oregon                  5-1-0    -9.444
1299        Pacific OR                      0-1-0    -9.4583
1300        Menlo                           0-1-0    -9.4583
1301        Hastings                        0-2-0    -9.4601
1302        Pace                            0-2-0    -9.5093
1303        Hamline                         0-2-0    -9.5225
1304        Grambling St                    4-1-0    -9.591
1305        North Alabama                   4-1-0    -9.6119
1306        Midwestern St                   6-0-0    -9.6362
1307        Hartwick                        1-3-0    -9.6603
1308        Bemidji St                      0-1-0    -9.6711
1309        New Jersey                      1-2-0    -9.7054
1310        UW-Platteville                  4-1-0    -9.724
1311        Rhodes                          0-2-0    -9.7483
1312        Waldorf                         0-2-0    -9.7535
1313        Northeastern St OK              3-2-0    -9.8026
1314        Fairmont St                     3-2-0    -9.901
1315        Southern Virginia               0-1-0    -9.9468
1316        Livingstone                     0-4-0    -9.9605
1317        NW Oklahoma St                  3-2-0    -9.9606
1318        UNC-Pembroke                    4-1-0    -10.011
1319        Shippensburg                    3-3-0    -10.0702
1320        Catholic                        2-2-0    -10.0858
1321        Millikin                        3-2-0    -10.1076
1322        Lake Forest                     0-4-0    -10.1338
1323        Pikeville                       3-2-0    -10.1356
1324        St Augustine's                  4-1-0    -10.1547
1325        SW Oklahoma St                  2-3-0    -10.1553
1326        Union KY                        0-1-0    -10.1724
1327        Carson-Newman                   4-1-0    -10.2017
1328        Kentucky Wesleyan               1-2-0    -10.2565
1329        Montana-Western                 0-4-0    -10.2889
1330        Southern Oregon                 0-2-0    -10.2951
1331        California PA                   4-1-0    -10.3149
1332        Coe                             3-1-0    -10.3396
1333        Indiana PA                      3-2-0    -10.3689
1334        Kenyon                          0-2-0    -10.3726
1335        Montclair St                    5-1-0    -10.3864
