Rank     Team                            W-L-T    Schedule Factor
353        Delaware St                     0-1-0    23.7587
354        Tennessee St                    0-1-0    23.7587
355        Howard                          0-1-0    23.7587
356        Troy                            2-4-0    23.7296
357        Southern Illinois               3-4-0    23.5934
358        Lewis & Clark                   0-1-0    23.5881
359        Pacific Lutheran                0-1-0    23.5881
360        Puget Sound                     0-1-0    23.5881
361        Delaware                        2-2-0    23.5781
362        Bemidji St                      0-1-0    23.4975
363        Furman                          4-3-0    23.4906
364        UNLV                            4-3-0    23.4897
365        Stony Brook                     0-1-0    23.4859
366        Western Illinois                0-1-0    23.4597
367        Mississippi St                  6-1-0    23.4356
368        Eastern Illinois                6-1-0    23.4271
369        Columbia                        0-4-0    23.4247
370        Syracuse                        4-2-0    23.3751
371        Rhode Island                    1-4-0    23.2815
372        Miami FL                        6-1-0    23.2803
373        Duke                            5-3-0    23.2364
374        Eastern Michigan                2-2-0    23.1537
375        North Carolina Central          0-2-0    23.1213
376        Carson-Newman                   0-1-0    23.0256
377        Brevard                         0-1-0    23.0256
378        Gardner-Webb                    0-1-0    22.9349
379        South Dakota St                 4-1-0    22.9161
380        Massachusetts                   1-4-0    22.9097
381        Lincoln PA                      0-2-0    22.9019
382        Florida Atlantic                3-3-0    22.8441
383        UTEP                            1-2-0    22.836
384        New Hampshire                   4-4-0    22.8192
385        Columbia                        0-3-0    22.7885
386        Army                            2-3-0    22.7659
387        Bowling Green                   6-2-0    22.7635
388        Idaho                           1-4-0    22.7438
389        New Hampshire                   0-1-0    22.678
390        James Madison                   0-1-0    22.678
391        Miami OH                        0-4-0    22.6115
392        Marshall                        4-4-0    22.5703
393        Fresno St                       4-2-0    22.5353
394        Memphis                         2-5-0    22.533
395        Central Michigan                3-2-0    22.4101
396        Austin Peay                     0-3-0    22.3746
397        Mercyhurst                      0-1-0    22.3563
398        SE Louisiana St                 4-2-0    22.2983
399        SE Missouri St                  0-1-0    22.2737
400        Southern Utah                   5-3-0    22.2006
401        Louisville                      6-1-0    22.1581
402        South Dakota                    1-4-0    22.1452
403        Livingstone                     0-1-0    22.0464
404        Coastal Carolina                5-3-0    22.0363
405        Austin Peay                     0-1-0    21.9311
406        Northern Illinois               7-2-0    21.9117
407        Stephen F. Austin               0-7-0    21.7869
408        North Dakota St                 5-0-0    21.7754
409        American Int'l                  0-1-0    21.7362
410        Rice                            4-3-0    21.7277
411        Ball St                         4-2-0    21.5958
412        Lafayette                       0-1-0    21.5651
413        North Texas                     6-1-0    21.5451
414        Utah St                         5-2-0    21.5011
415        Western Carolina                0-5-0    21.481
416        Cornell                         0-1-0    21.4756
417        Cal Poly SLO                    3-3-0    21.4747
418        Kent St                         2-3-0    21.4661
419        Clarion                         0-3-0    21.3886
420        New Mexico St                   2-5-0    21.2103
421        VMI                             0-3-0    21.1588
422        Eastern Washington              7-1-0    21.1238
423        Army                            1-5-0    21.0918
424        Idaho St                        0-3-0    21.0599
425        Louisiana-Lafayette             5-2-0    20.9802
426        Towson                          4-2-0    20.9092
427        Tulane                          0-1-0    20.8968
428        Western Michigan                0-4-0    20.7024
429        Eastern Washington              5-2-0    20.6864
430        Old Dominion                    2-4-0    20.5607
431        Towson                          9-0-0    20.5531
432        Concordia-St Paul               0-3-0    20.5276
433        Maine                           5-1-0    20.5157
434        Alabama A&M                     0-3-0    20.4937
435        Indiana St                      0-5-0    20.4373
436        Maryland                        4-3-0    20.43
437        Tennessee Tech                  2-3-0    20.3319
438        Presbyterian                    0-4-0    20.2622
439        Tulane                          5-2-0    20.2149
440        Nevada                          4-2-0    20.1563
441        Pennsylvania                    0-2-0    20.042
442        Rice                            6-0-0    20.0359
443        Pennsylvania                    3-2-0    19.9595
444        Houston                         5-2-0    19.9162
445        Cincinnati                      5-1-0    19.8649
446        Louisville                      6-0-0    19.8151
447        Texas St-San Marcos             4-1-0    19.8012
448        Richmond                        4-2-0    19.7604
449        UC-Davis                        0-2-0    19.672
450        Langston                        0-2-0    19.66
451        Dartmouth                       2-2-0    19.6045
452        St Cloud St                     0-1-0    19.564
453        Sioux Falls                     0-1-0    19.564
454        Southern Illinois               4-1-0    19.5266
455        Ball St                         6-1-0    19.4774
456        Stony Brook                     2-3-0    19.4348
457        Northern Colorado               0-2-0    19.3927
458        Central Arkansas                3-3-0    19.3232
459        Tulane                          2-3-0    19.3109
460        Case Western Reserve            0-1-0    19.2992
461        Massachusetts                   0-1-0    19.2594
462        Tennessee St                    0-1-0    19.0389
463        NW Oklahoma St                  0-1-0    19.0281
464        SE Missouri St                  0-2-0    19.0271
465        Susquehanna                     0-1-0    19.0207
466        Georgia St                      0-3-0    18.9602
467        McNeese St                      0-1-0    18.9086
468        Navy                            6-0-0    18.8402
469        Incarnate Word                  0-3-0    18.8367
470        Western Kentucky                4-2-0    18.7885
471        Lincoln MO                      0-1-0    18.5069
472        Fort Valley St                  0-1-0    18.5069
473        Portland St                     2-3-0    18.4152
474        Louisiana-Lafayette             4-1-0    18.318
475        William & Mary                  2-4-0    18.297
476        Western New Mexico              0-1-0    18.2475
477        St Francis IN                   0-1-0    18.1856
478        Morningside                     0-1-0    18.1856
479        Bucknell                        0-1-0    18.1823
480        Merchant Marine                 0-1-0    18.1199
481        Middle Tennessee St             3-2-0    18.1062
482        Alabama-Birmingham              1-4-0    18.0322
483        Middle Tennessee St             5-1-0    18.0109
484        Richmond                        2-4-0    17.9638
485        Wagner                          0-3-0    17.9388
486        UW-Stevens Point                0-1-0    17.9253
487        NW Missouri St                  10-0-0    17.8324
488        Tennessee St                    5-1-0    17.8279
489        Central Oklahoma                1-4-0    17.7915
490        Grand Valley St                 3-3-0    17.6483
491        Troy                            4-1-0    17.6337
492        South Dakota                    3-3-0    17.5573
493        Benedict                        0-1-0    17.4553
494        Savannah St                     0-1-0    17.4553
495        North Carolina Central          0-1-0    17.4553
496        Chowan                          0-1-0    17.4127
497        Saginaw Valley St               4-2-0    17.3829
498        Midland U.                      0-1-0    17.3799
499        Youngstown St                   3-2-0    17.3596
500        Northwestern St                 1-4-0    17.3524
501        Indiana St                      1-3-0    17.2536
502        Temple                          1-4-0    17.2347
503        Georgetown DC                   0-2-0    17.2285
504        UC-Davis                        2-3-0    17.0957
505        Cornell                         1-3-0    17.0004
506        Northern Colorado               1-5-0    16.9643
507        Cincinnati                      4-3-0    16.9339
508        Cornell                         2-3-0    16.8318
509        Jacksonville St                 6-2-0    16.8302
510        Lehigh                          4-1-0    16.769
511        North Dakota St                 10-0-0    16.7555
512        Louisiana Tech                  2-4-0    16.7162
513        South Dakota St                 5-3-0    16.608
514        Jacksonville St                 5-2-0    16.5155
515        Incarnate Word                  1-1-0    16.5029
516        Northeastern St OK              0-2-0    16.4963
517        Fordham                         7-0-0    16.4962
518        Buena Vista                     0-1-0    16.4321
519        Marshall                        6-0-0    16.4282
520        Stony Brook                     3-2-0    16.3983
521        Northeastern St OK              2-3-0    16.3751
522        Norfolk St                      0-3-0    16.2603
523        Northern Michigan               0-4-0    16.2463
524        Hamline                         0-3-0    16.206
525        Samford                         4-1-0    16.0692
526        Princeton                       4-1-0    16.0345
527        Rutgers                         5-3-0    16.0184
528        Colorado St                     3-2-0    15.9823
529        Edinboro                        0-2-0    15.8577
530        Ashland                         0-1-0    15.8197
531        West Texas A&M                  5-1-0    15.7702
532        Murray St                       5-1-0    15.7609
533        Hampton                         0-3-0    15.7528
534        Albany NY                       1-5-0    15.7516
535        North Texas                     3-3-0    15.596
536        Tarleton St                     4-1-0    15.5617
537        Columbia                        0-1-0    15.5576
538        Dickinson                       0-2-0    15.5253
539        Virginia U-Lynchburg            0-3-0    15.4806
540        Bethel TN                       0-1-0    15.4781
541        Florida St                      7-0-0    15.4557
542        Nicholls St                     1-4-0    15.4092
543        Ohio U.                         2-1-0    15.3918
544        Ohio Dominican                  4-1-0    15.3487
545        Holy Cross                      3-3-0    15.3434
546        Lafayette                       2-2-0    15.2837
547        Elon                            1-4-0    15.2443
548        Walsh                           0-1-0    15.2303
549        Florida Atlantic                3-2-0    15.1163
550        Missouri St                     3-3-0    15.0989
551        Guilford                        0-1-0    15.0765
552        Coast Guard                     0-1-0    15.0765
553        Northeastern St OK              0-1-0    15.0665
554        Seton Hill                      0-3-0    15.0661
555        San Diego St                    4-1-0    15.0541
556        Boise St                        6-0-0    15.0102
557        New Hampshire                   6-0-0    14.9296
558        Miami OH                        0-2-0    14.8911
559        Holy Cross                      0-5-0    14.881
560        TAMU-Commerce                   0-1-0    14.8595
561        Robert Morris PA                0-3-0    14.8413
562        Central Michigan                3-3-0    14.8402
563        St Olaf                         0-1-0    14.748
564        Wisconsin                       6-1-0    14.6329
565        Point U.                        0-2-0    14.6151
566        Lafayette                       3-3-0    14.5644
567        Louisiana Tech                  2-4-0    14.5332
568        Pennsylvania                    1-2-0    14.485
569        Fort Lewis                      0-2-0    14.4
570        Marian IN                       0-2-0    14.3853
571        Gardner-Webb                    1-3-0    14.3577
572        North Park                      0-2-0    14.3302
573        Colgate                         0-4-0    14.2749
574        Michigan St                     7-0-0    14.2244
575        Hillsdale                       2-3-0    14.2049
576        Endicott                        0-1-0    14.1968
577        Cortland St                     0-1-0    14.1968
578        Wyoming                         4-2-0    14.1079
579        Yale                            2-3-0    14.0033
580        Lake Erie                       0-5-0    14.0005
581        Central Arkansas                4-2-0    13.9863
582        James Madison                   6-1-0    13.9701
583        Western Carolina                2-3-0    13.9611
584        Central Oklahoma                1-4-0    13.9467
585        North Carolina Central          2-3-0    13.9309
586        Sacramento St                   0-1-0    13.8708
587        Southern Utah                   0-1-0    13.8708
588        Maine                           5-1-0    13.8598
589        The Citadel                     2-3-0    13.6948
590        Wofford                         2-2-0    13.6588
591        Bacone                          0-1-0    13.6158
592        UTEP                            1-4-0    13.6009
593        Dartmouth                       4-2-0    13.577
594        North Dakota                    2-4-0    13.564
595        Montana                         5-2-0    13.5379
596        Illinois St                     5-0-0    13.5093
597        Montana St                      3-3-0    13.4353
598        Georgetown DC                   1-5-0    13.4186
599        Shorter                         0-1-0    13.4183
600        Youngstown St                   5-2-0    13.394
601        NW Missouri St                  5-0-0    13.3581
602        Liberty                         2-3-0    13.3335
603        Nicholls St                     3-2-0    13.3115
604        Central Conn St                 2-4-0    13.3079
605        Gannon                          0-1-0    13.2681
606        Western Kentucky                4-2-0    13.2312
607        St Francis PA                   1-4-0    13.1865
608        South Carolina St               0-1-0    13.1463
609        Morgan St                       0-1-0    12.9293
610        Franklin                        0-1-0    12.9038
611        Texas St-San Marcos             2-3-0    12.825
612        Eastern New Mexico              4-1-0    12.6575
613        Black Hills St                  1-4-0    12.53
614        Louisiana-Monroe                2-3-0    12.5013
615        Colorado Mesa                   0-3-0    12.4908
616        Ohio U.                         5-2-0    12.4323
617        Tennessee St                    5-1-0    12.4159
618        Seton Hill                      0-2-0    12.3921
619        West Texas A&M                  6-2-0    12.2997
620        Tennessee Tech                  3-3-0    12.2871
621        McNeese St                      5-0-0    12.2645
622        Geneva                          0-1-0    12.2166
623        Bucknell                        3-1-0    12.2102
624        Georgia Southern                5-1-0    12.1169
625        Tennessee-Martin                0-1-0    12.0744
626        Buffalo                         5-0-0    12.0417
627        North Dakota                    1-3-0    12.03
628        Sacramento St                   2-3-0    12.0272
629        Villanova                       4-1-0    11.8873
630        Cal Poly SLO                    3-3-0    11.8864
631        Southern Miss                   0-4-0    11.8043
632        Missouri Western                3-3-0    11.7897
633        Tusculum                        0-1-0    11.7079
634        SW Baptist                      0-2-0    11.6887
635        UW-Eau Claire                   0-2-0    11.6297
636        Charleston Southern             4-1-0    11.5435
637        The Citadel                     3-3-0    11.5293
638        St Olaf                         0-1-0    11.5106
639        Western Illinois                3-3-0    11.4191
640        Cheyney                         0-2-0    11.4136
641        UW-River Falls                  0-2-0    11.3659
642        VMI                             0-3-0    11.3651
643        NW Oklahoma St                  0-2-0    11.3518
644        Concordia AL                    0-3-0    11.3213
645        Albany NY                       0-1-0    11.2333
646        Northern Iowa                   4-2-0    11.1767
647        Chattanooga                     3-2-0    11.1724
648        Fordham                         5-2-0    11.132
649        Appalachian St                  2-4-0    11.1162
650        Abilene Christian               2-5-0    11.0922
651        Samford                         4-4-0    11.0512
652        Angelo St                       2-1-0    10.9741
653        Angelo St                       2-4-0    10.876
654        Hampton                         1-3-0    10.8711
655        Sacred Heart                    5-1-0    10.8655
656        Millersville                    0-4-0    10.8602
657        Wilmington                      0-2-0    10.7656
658        Marietta                        0-2-0    10.7656
659        Columbia                        0-2-0    10.6509
660        Wilmington                      0-1-0    10.6497
661        Brown                           3-2-0    10.5997
662        Colgate                         4-2-0    10.5786
663        Portland St                     0-1-0    10.5525
664        Weber St                        2-2-0    10.5019
665        Ashland                         0-1-0    10.4883
666        Slippery Rock                   5-0-0    10.4755
667        Carleton                        0-1-0    10.3557
668        Furman                          4-1-0    10.2179
669        Tennessee-Martin                5-1-0    10.2115
670        Northern Arizona                4-0-0    10.1977
671        Central Missouri                3-2-0    10.1902
672        Hastings                        0-1-0    10.1863
673        Bucknell                        3-2-0    10.0887
674        Georgia Southern                2-3-0    10.0762
675        Brown                           3-2-0    10.0618
676        Glenville St                    0-1-0    9.9631
677        Kentucky St                     0-1-0    9.9532
678        Western St CO                   2-2-0    9.9005
679        Bemidji St                      1-3-0    9.8928
680        Bowling Green                   4-2-0    9.8145
681        Montana St                      4-2-0    9.7774
682        Sacred Heart                    5-2-0    9.741
683        Princeton                       4-1-0    9.6423
684        Hampton                         3-2-0    9.6318
685        Malone                          1-4-0    9.6082
686        Stephen F. Austin               3-2-0    9.606
687        Central Conn St                 2-3-0    9.4642
688        Yale                            3-1-0    9.4091
689        Northwood                       1-4-0    9.3769
690        Chattanooga                     5-1-0    9.3659
691        Lenoir-Rhyne                    8-2-0    9.3271
692        Juniata                         0-1-0    9.3189
