Rank     Team                            W-L-T    Schedule Factor
693        Northwestern St                 5-1-0    9.2831
694        Sam Houston St                  9-0-0    9.2526
695        Cumberland TN                   0-1-0    9.019
696        Central Conn St                 0-1-0    8.9376
697        Wofford                         3-2-0    8.8214
698        Menlo                           0-3-0    8.7902
699        Wagner                          1-4-0    8.7127
700        Northern Arizona                5-0-0    8.6804
701        Cheyney                         0-2-0    8.6191
702        Redlands                        0-1-0    8.5217
703        Howard Payne                    0-1-0    8.5217
704        Wesley                          0-1-0    8.5217
705        UW-River Falls                  0-3-0    8.4704
706        Lehigh                          4-2-0    8.4449
707        Quincy                          0-4-0    8.4382
708        Pikeville                       0-1-0    8.4162
709        Lindenwood                      1-2-0    8.3401
710        Western New Mexico              3-1-0    8.3253
711        Virginia Union                  1-3-0    8.2893
712        William Penn                    0-1-0    8.2312
713        Rhode Island                    2-1-0    8.2057
714        Bryant                          3-4-0    8.174
715        Montana                         5-1-0    8.1398
716        SW Baptist                      1-4-0    8.126
717        Mary                            3-3-0    8.0859
718        TAMU-Kingsville                 1-3-0    8.072
719        St Francis PA                   4-1-0    8.0412
720        Lake Forest                     0-1-0    8.0273
721        Ohio Northern                   0-2-0    7.9671
722        Pittsburg St                    5-1-0    7.9666
723        Mars Hill                       2-3-0    7.9462
724        Adrian                          0-1-0    7.9405
725        Baldwin Wallace                 0-1-0    7.9374
726        St Norbert                      0-1-0    7.9374
727        Bryant                          2-2-0    7.9304
728        SE Missouri St                  2-1-0    7.9256
729        Kentucky Wesleyan               0-3-0    7.9158
730        Hardin-Simmons                  0-1-0    7.9092
731        Wingate                         2-3-0    7.8919
732        California PA                   0-1-0    7.8239
733        Morgan St                       2-5-0    7.7461
734        Wayne St NE                     0-1-0    7.7195
735        Miles                           0-2-0    7.7
736        Union NY                        0-1-0    7.5498
737        Wagner                          0-1-0    7.4221
738        Old Dominion                    6-0-0    7.4031
739        Ave Maria                       0-1-0    7.3895
740        Cumberland TN                   0-1-0    7.3895
741        Bridgewater VA                  0-1-0    7.3489
742        Benedict                        0-1-0    7.3334
743        Lamar                           1-3-0    7.2201
744        Montana St-Northern             0-1-0    7.1971
745        Montana Tech                    0-1-0    7.1971
746        Wayne St MI                     3-2-0    7.1844
747        Norfolk St                      2-1-0    7.1429
748        Albion                          0-3-0    7.097
749        Humboldt St                     0-2-0    7.0915
750        Carleton                        2-3-0    7.0272
751        Grove City                      0-2-0    6.9707
752        Walsh                           1-3-0    6.8414
753        Minnesota-Crookston             0-2-0    6.6853
754        Minot St                        0-2-0    6.6793
755        Northeastern St OK              0-3-0    6.6681
756        Midwestern St                   3-2-0    6.603
757        Missouri S&T                    0-3-0    6.5723
758        West Georgia                    2-3-0    6.5694
759        San Diego                       5-1-0    6.5621
760        SW Minnesota St                 2-3-0    6.5221
761        West Chester                    6-1-0    6.4806
762        Northern Michigan               3-2-0    6.4172
763        Ashland                         2-2-0    6.3788
764        Jacksonville FL                 1-5-0    6.3466
765        Coastal Carolina                7-0-0    6.3222
766        Morgan St                       3-1-0    6.2044
767        Valdosta St                     3-2-0    6.1568
768        Chadron St                      4-1-0    6.143
769        Kutztown                        2-3-0    6.0987
770        Savannah St                     0-4-0    6.0946
771        Fayetteville St                 3-3-0    6.0411
772        Marietta                        0-1-0    6.0341
773        Appalachian St                  2-2-0    5.941
774        Delaware                        5-2-0    5.8978
775        Gannon                          3-2-0    5.8946
776        Findlay                         5-1-0    5.8731
777        Loras                           0-3-0    5.871
778        Emporia St                      4-1-0    5.7827
779        UW-La Crosse                    0-1-0    5.7683
780        Millersville                    0-2-0    5.749
781        Moravian                        2-3-0    5.7358
782        North Carolina A&T              2-3-0    5.7183
783        Wayne St MI                     0-6-0    5.534
784        SE Oklahoma St                  1-5-0    5.5139
785        Sterling                        0-1-0    5.5014
786        Wayne St NE                     0-6-0    5.496
787        McKendree                       0-1-0    5.451
788        McNeese St                      5-1-0    5.3407
789        St Cloud St                     6-1-0    5.3246
790        New Mexico Highlands            1-5-0    5.3209
791        Minn St-Moorhead                2-3-0    5.3119
792        Central Missouri                3-2-0    5.298
793        Fort Hays St                    2-3-0    5.2794
794        Bloomsburg                      5-0-0    5.2076
795        Shaw                            3-3-0    5.192
796        UW-Whitewater                   6-0-0    5.1374
797        Buffalo St                      2-2-0    5.1278
798        North Alabama                   5-2-0    5.1216
799        Tusculum                        3-2-0    5.1145
800        Elon                            1-4-0    5.001
801        La Verne                        0-2-0    4.9925
802        Arkansas St                     5-0-0    4.9824
803        North Greenville                2-3-0    4.9771
804        Monmouth NJ                     4-4-0    4.9456
805        Tiffin                          0-5-0    4.8689
806        MidAmerica Nazarene             0-1-0    4.8244
807        Nebraska-Kearney                1-2-0    4.787
808        West Liberty                    0-2-0    4.7771
809        UNC-Pembroke                    5-1-0    4.7402
810        VMI                             2-4-0    4.7103
811        Duquesne                        2-3-0    4.6775
812        Bethune-Cookman                 5-1-0    4.6573
813        Chadron St                      0-1-0    4.6372
814        South Dakota Tech               0-1-0    4.6372
815        Shenandoah                      0-1-0    4.6239
816        Fort Hays St                    4-2-0    4.6233
817        Johns Hopkins                   5-1-0    4.6222
818        Brevard                         0-5-0    4.5708
819        Davidson                        0-4-0    4.5525
820        Valparaiso                      0-5-0    4.5413
821        Charleston WV                   0-1-0    4.5075
822        Shippensburg                    0-1-0    4.5075
823        Norfolk St                      0-2-0    4.4988
824        Lincoln PA                      0-3-0    4.4748
825        Missouri Western                5-0-0    4.4614
826        Upper Iowa                      3-2-0    4.4102
827        Catawba                         2-3-0    4.4057
828        Shippensburg                    3-2-0    4.3579
829        Virginia Union                  0-1-0    4.3383
830        South Carolina St               5-2-0    4.2451
831        Arkansas-Pine Bluff             1-5-0    4.2262
832        Portland St                     4-2-0    4.2132
833        Minnesota-Crookston             0-3-0    4.1495
834        Tarleton St                     3-1-0    4.0883
835        Grand Valley St                 9-0-0    4.0402
836        Wesley                          3-2-0    4.0182
837        Gardner-Webb                    5-0-0    3.971
838        MacMurray                       0-1-0    3.9391
839        Illinois Wesleyan               0-1-0    3.9391
840        Florida Int'l                   1-2-0    3.8841
841        Texas Southern                  0-3-0    3.8687
842        Mary                            0-1-0    3.8088
843        Eastern Kentucky                2-2-0    3.7231
844        UNC-Charlotte                   2-2-0    3.7198
845        Eastern Kentucky                4-1-0    3.6404
846        SE Louisiana St                 7-1-0    3.6251
847        SW Baptist                      0-4-0    3.5945
848        McMurry                         2-3-0    3.5561
849        Lamar                           4-2-0    3.5506
850        William & Mary                  5-0-0    3.4794
851        TAMU-Commerce                   4-1-0    3.4433
852        Northwood                       0-1-0    3.4157
853        St Norbert                      0-2-0    3.4144
854        Bethel MN                       7-1-0    3.3495
855        Central St OH                   1-3-0    3.3449
856        Livingstone                     0-3-0    3.2941
857        East Central OK                 2-3-0    3.259
858        Butler                          4-2-0    3.1634
859        Florida Tech                    1-5-0    3.1501
860        Montana-Western                 0-1-0    3.1194
861        Shorter                         0-4-0    3.0084
862        Northern Colorado               0-3-0    2.9633
863        Adams St                        0-1-0    2.9262
864        Charleston Southern             6-2-0    2.8641
865        Mercyhurst                      3-3-0    2.8567
866        Western St CO                   0-5-0    2.7995
867        Florida A&M                     2-3-0    2.763
868        UNC-Pembroke                    4-1-0    2.5866
869        UW-Stout                        2-2-0    2.5834
870        Alabama St                      5-2-0    2.5681
871        Colorado Mines                  3-2-0    2.5654
872        Delta St                        4-0-0    2.5556
873        Ferris St                       4-1-0    2.5072
874        Waldorf                         0-4-0    2.4417
875        St Xavier                       4-1-0    2.4327
876        Georgetown DC                   1-2-0    2.3861
877        Fairmont St                     0-2-0    2.3807
878        Hillsdale                       3-3-0    2.3504
879        Cal Lutheran                    0-1-0    2.3008
880        Western St CO                   0-1-0    2.2684
881        Savannah St                     1-3-0    2.2456
882        Augustana SD                    0-1-0    2.2364
883        Northern St SD                  0-1-0    2.2364
884        LIU Post                        0-1-0    2.2236
885        Jackson St                      3-2-0    2.1783
886        Findlay                         3-2-0    2.1743
887        St Olaf                         0-4-0    2.1681
888        Montana Tech                    0-1-0    2.1659
889        Southern Utah                   3-1-0    2.154
890        Southern Nazarene               0-1-0    2.1487
891        Assumption                      0-1-0    2.144
892        UW-Eau Claire                   1-3-0    2.1192
893        Stetson                         0-4-0    2.0965
894        Tusculum                        0-4-0    2.0726
895        Missouri Southern               3-1-0    2.0671
896        East Stroudsburg                4-2-0    2.0235
897        Buena Vista                     2-2-0    2.006
898        Grambling St                    0-1-0    1.9795
899        Stetson                         0-1-0    1.9605
900        Mercer                          0-1-0    1.9605
901        Valparaiso                      0-1-0    1.9605
902        Washburn                        5-1-0    1.9417
903        Drake                           1-4-0    1.9263
904        Frostburg St                    0-3-0    1.9247
905        Norfolk St                      1-3-0    1.8657
906        Emporia St                      5-1-0    1.8518
907        McDaniel                        0-1-0    1.7932
908        SE Oklahoma St                  0-1-0    1.7253
909        Ripon                           0-1-0    1.7242
910        Florida Tech                    0-1-0    1.6855
911        Coe                             0-1-0    1.6793
912        Howard                          3-4-0    1.6577
913        Texas Southern                  0-1-0    1.6389
914        Northwood                       1-4-0    1.6095
915        UW-Stout                        2-3-0    1.6055
916        Arkansas-Monticello             0-5-0    1.6021
917        Kentucky Christian              0-3-0    1.4718
918        Becker                          0-3-0    1.3903
919        Michigan Tech                   3-1-0    1.3672
920        Florida A&M                     1-4-0    1.3656
921        Minnesota-Duluth                6-1-0    1.3459
922        Concordia MI                    0-5-0    1.3251
923        Drake                           5-1-0    1.2086
924        Millikin                        0-3-0    1.1117
925        West Alabama                    1-3-0    1.0841
926        Claremont-Mudd-Scripps          0-2-0    1.0776
927        Washburn                        3-2-0    1.0651
928        Lawrence                        0-1-0    1.0633
929        Sterling                        0-1-0    1.0572
930        Idaho St                        3-3-0    1.0365
931        TAMU-Commerce                   3-3-0    1.0003
932        Gannon                          3-2-0    0.9401
933        Siena Heights                   1-4-0    0.9061
934        Morehouse                       0-1-0    0.9053
935        Capital                         0-2-0    0.8662
936        St Anselm                       0-1-0    0.778
937        Clarion                         0-2-0    0.7681
938        Missouri Southern               4-1-0    0.699
939        TAMU-Kingsville                 1-4-0    0.6919
940        St Lawrence                     0-1-0    0.6638
941        Prairie View A&M                2-4-0    0.6531
942        Elizabeth City St               3-3-0    0.5889
943        Augsburg                        1-4-0    0.5846
944        UW-La Crosse                    2-3-0    0.5799
945        Monmouth NJ                     2-2-0    0.5466
946        Randolph-Macon                  3-2-0    0.5174
947        Southern Nazarene               0-6-0    0.4928
948        Concordia-Moorhead              4-1-0    0.462
949        Fairmont St                     0-2-0    0.4617
950        Campbellsville                  1-4-0    0.4324
951        Hope                            0-1-0    0.4183
952        Olivet Nazarene                 0-1-0    0.4119
953        Ferris St                       4-2-0    0.3849
954        North Carolina A&T              0-1-0    0.3816
955        Harvard                         5-0-0    0.281
956        Edinboro                        2-2-0    0.226
957        Virginia-Wise                   0-3-0    0.1817
958        Robert Morris PA                2-3-0    0.1688
959        Gustavus Adolphus               4-1-0    0.1212
960        Dickinson                       1-2-0    0.1138
961        Buena Vista                     2-3-0    0.0854
962        Lincoln MO                      3-3-0    0.003
963        Truman St                       0-1-0    0.0
964        Central Washington              1-0-0    0.0
965        Bethany WV                      0-1-0    0.0
966        St Joseph's IN                  1-0-0    0.0
967        Concord                         1-0-0    0.0
968        Charleston WV                   0-1-0    0.0
969        Azusa Pacific                   0-1-0    0.0
970        Westminster PA                  1-0-0    0.0
971        UW-Eau Claire                   1-3-0    -0.0019
972        Incarnate Word                  5-0-0    -0.0268
973        Union KY                        1-4-0    -0.0367
974        Missouri S&T                    4-1-0    -0.0371
975        Southern U.                     4-2-0    -0.0677
976        Bluefield                       0-2-0    -0.0685
977        Texas Southern                  0-2-0    -0.0896
978        Greenville                      0-1-0    -0.1077
979        Virginia Union                  0-3-0    -0.1402
980        Winston-Salem St                7-0-0    -0.1578
981        Clark Atlanta                   0-3-0    -0.2174
982        Baldwin Wallace                 0-2-0    -0.2811
983        Grambling St                    0-2-0    -0.2925
984        Ursinus                         0-1-0    -0.3282
985        Averett                         1-2-0    -0.3969
986        Shenandoah                      2-1-0    -0.3969
987        Berry                           0-3-0    -0.4018
988        Indiana PA                      5-1-0    -0.4119
989        California PA                   3-2-0    -0.4408
990        Chicago                         0-3-0    -0.459
991        Chowan                          2-1-0    -0.614
992        Guilford                        3-1-0    -0.6536
993        Catawba                         0-1-0    -0.6627
994        North Greenville                3-3-0    -0.7062
995        Trine                           0-2-0    -0.717
996        North Carolina Central          3-1-0    -0.7423
997        Briar Cliff                     0-4-0    -0.7598
998        Mississippi Valley St           1-3-0    -0.7907
999        Union KY                        0-1-0    -0.8168
1000        Delta St                        3-3-0    -0.8276
1001        Shenandoah                      2-2-0    -0.8826
1002        Western New Mexico              1-4-0    -0.8994
1003        Bethel TN                       0-2-0    -0.9036
1004        New Mexico Highlands            1-4-0    -0.9198
1005        Taylor                          1-3-0    -0.9381
1006        Carthage                        0-2-0    -0.9464
1007        Walsh                           2-3-0    -1.0018
1008        Grambling St                    0-5-0    -1.0181
1009        Slippery Rock                   4-3-0    -1.0373
1010        Sacramento St                   3-0-0    -1.0549
1011        Ohio Dominican                  6-0-0    -1.0774
1012        Grinnell                        0-3-0    -1.0958
1013        Mississippi Valley St           0-2-0    -1.119
1014        UW-Stout                        0-1-0    -1.1893
1015        Alabama A&M                     2-1-0    -1.2011
1016        Buffalo St                      0-1-0    -1.216
1017        Grinnell                        0-2-0    -1.2392
1018        Washington and Lee              1-4-0    -1.2924
1019        Cumberlands KY                  8-1-0    -1.303
1020        Missouri Valley                 0-2-0    -1.3076
1021        Pittsburg St                    5-1-0    -1.328
1022        Stillman                        0-2-0    -1.3423
1023        UW-River Falls                  0-2-0    -1.3498
1024        Otterbein                       0-2-0    -1.433
1025        St John's MN                    3-1-0    -1.4894
1026        Simon Fraser                    0-1-0    -1.5168
1027        Colorado Mesa                   3-2-0    -1.532
1028        St Francis IL                   2-3-0    -1.5776
1029        Cheyney                         0-3-0    -1.6022
1030        Tiffin                          2-3-0    -1.6258
1031        Concord                         3-2-0    -1.6899
1032        Lindenwood-Belleville           0-2-0    -1.6907
1033        Liberty                         6-1-0    -1.7069
1034        Chowan                          2-3-0    -1.7076
1035        Southern Arkansas               4-1-0    -1.7189
1036        Concordia MI                    0-4-0    -1.7522
1037        Birmingham-Southern             2-2-0    -1.7709
1038        Ashland                         3-1-0    -1.7736
1039        Marian IN                       3-1-0    -1.7817
1040        UW-La Crosse                    1-2-0    -1.7907
1041        Rowan                           5-0-0    -1.8017
1042        Southern Conn St                2-3-0    -1.8349
1043        Mars Hill                       1-4-0    -1.8617
1044        Webber Int'l                    1-3-0    -1.8834
1045        Hartwick                        0-1-0    -1.9267
1046        Utica                           0-1-0    -1.9267
1047        Shaw                            3-1-0    -1.9334
1048        Averett                         0-2-0    -1.9792
1049        Fort Lewis                      0-1-0    -1.996
1050        Rhodes                          0-1-0    -2.0021
1051        Texas College                   0-4-0    -2.0337
1052        North Central                   6-1-0    -2.0888
1053        Duquesne                        5-0-0    -2.1047
1054        Morehead St                     2-3-0    -2.1386
1055        Washington and Lee              4-0-0    -2.2255
1056        Wartburg                        4-1-0    -2.2394
1057        Kutztown                        2-4-0    -2.2435
1058        Wofford                         0-1-0    -2.2909
1059        Miles                           3-0-0    -2.3312
1060        Olivet Nazarene                 0-2-0    -2.3413
1061        Culver-Stockton                 0-2-0    -2.4377
1062        Minnesota-Duluth                5-1-0    -2.5012
1063        Stetson                         0-1-0    -2.5228
1064        Morehead St                     0-1-0    -2.5228
1065        Frostburg St                    0-2-0    -2.5248
1066        Gustavus Adolphus               2-3-0    -2.5376
1067        Hastings                        0-4-0    -2.5826
1068        Nebraska Wesleyan               0-1-0    -2.5846
1069        Minn St-Mankato                 6-0-0    -2.5913
1070        Linfield                        6-0-0    -2.6438
1071        SW Oklahoma St                  3-3-0    -2.6503
1072        Colorado St-Pueblo              5-1-0    -2.6511
1073        Avila                           0-1-0    -2.6681
1074        St Thomas                       4-1-0    -2.6696
1075        Cortland St                     2-3-0    -2.681
1076        Dordt                           0-1-0    -2.7614
1077        Bloomsburg                      5-2-0    -2.8414
1078        Morehead St                     1-5-0    -2.8624
1079        Castleton St                    0-3-0    -2.889
1080        West Georgia                    4-2-0    -2.9712
1081        OK Panhandle St                 0-2-0    -2.9905
1082        Clark Atlanta                   0-3-0    -3.0023
1083        Graceland                       0-2-0    -3.0064
1084        Mount Union                     10-1-0    -3.0216
1085        Eastern New Mexico              3-2-0    -3.0444
1086        Northwestern IA                 4-0-0    -3.0835
1087        Black Hills St                  2-4-0    -3.0944
1088        Clarion                         4-2-0    -3.1167
1089        Stonehill                       4-2-0    -3.134
1090        Carson-Newman                   5-1-0    -3.1524
1091        Dickinson St                    0-2-0    -3.1527
1092        Arkansas Tech                   2-3-0    -3.1675
1093        Millersville                    0-4-0    -3.2266
1094        UW-Oshkosh                      3-2-0    -3.2303
1095        McMurry                         1-5-0    -3.2396
1096        Lock Haven                      2-4-0    -3.2495
1097        Southern U.                     5-2-0    -3.2506
1098        Muskingum                       0-2-0    -3.2744
1099        Alfred                          6-1-0    -3.3397
1100        Central St OH                   0-1-0    -3.3472
1101        Gettysburg                      2-3-0    -3.3565
1102        Saginaw Valley St               5-0-0    -3.3605
1103        Dayton                          3-2-0    -3.3889
1104        Louisiana College               2-3-0    -3.4403
1105        McDaniel                        1-4-0    -3.5338
1106        Quincy                          0-1-0    -3.5343
1107        Winston-Salem St                3-1-0    -3.5551
1108        Defiance                        0-1-0    -3.5918
1109        Manchester                      0-1-0    -3.5918
1110        North Alabama                   5-1-0    -3.5925
1111        Trinity Int'l                   1-4-0    -3.5932
1112        Bryant                          0-1-0    -3.6326
1113        Pace                            0-2-0    -3.6383
1114        Alma                            0-1-0    -3.6993
1115        Utica                           1-3-0    -3.7003
1116        Waldorf                         0-3-0    -3.7357
1117        Lewis & Clark                   0-3-0    -3.7803
1118        Wayland Baptist                 0-2-0    -3.7845
1119        Dickinson St                    0-3-0    -3.7959
1120        Newberry                        3-3-0    -3.9308
1121        Muskingum                       1-2-0    -3.9444
1122        Loras                           0-2-0    -4.0188
1123        Lindenwood                      2-2-0    -4.0201
1124        Grand View                      7-0-0    -4.0701
1125        Marietta                        0-4-0    -4.0786
1126        Emory & Henry                   3-2-0    -4.0898
1127        Midwestern St                   4-1-0    -4.0916
1128        UNC-Charlotte                   3-3-0    -4.1359
1129        UW-Platteville                  5-2-0    -4.1444
1130        Siena Heights                   0-1-0    -4.1474
1131        Kentucky Christian              1-2-0    -4.161
1132        SW Minnesota St                 5-2-0    -4.166
1133        St Ambrose                      2-4-0    -4.1985
1134        McKendree                       1-4-0    -4.2212
1135        Malone                          1-5-0    -4.2546
1136        Muhlenberg                      3-2-0    -4.2826
1137        Alcorn St                       4-1-0    -4.2838
1138        Carroll WI                      0-1-0    -4.317
1139        Arkansas-Pine Bluff             1-4-0    -4.3429
1140        Northern Michigan               0-1-0    -4.3438
1141        Walsh                           0-1-0    -4.3438
1142        UW-River Falls                  0-3-0    -4.3505
1143        Franklin & Marshall             2-3-0    -4.4083
1144        UW-Stevens Point                2-2-0    -4.4311
1145        Shepherd                        5-0-0    -4.4438
1146        Dixie St                        0-1-0    -4.4764
1147        Concordia-Moorhead              4-1-0    -4.51
1148        Bethel MN                       5-0-0    -4.5386
1149        Texas Southern                  2-3-0    -4.579
1150        Henderson St                    6-1-0    -4.6231
1151        Belhaven                        0-1-0    -4.6519
1152        Newberry                        6-0-0    -4.6906
1153        Delaware St                     2-1-0    -4.6929
1154        Apprentice                      0-2-0    -4.6982
1155        Lake Erie                       4-2-0    -4.7335
1156        Alfred St                       0-4-0    -4.7593
1157        Ithaca                          4-1-0    -4.8516
1158        East Stroudsburg                3-2-0    -4.92
1159        Faulkner                        4-1-0    -4.9205
1160        Augsburg                        4-1-0    -4.9228
1161        Pace                            0-4-0    -4.9263
1162        Sul Ross St                     0-4-0    -4.9501
1163        Presbyterian                    3-3-0    -4.9517
1164        Assumption                      1-3-0    -4.987
1165        Buffalo St                      0-1-0    -4.9971
1166        Otterbein                       0-1-0    -4.9971
1167        Hobart                          0-1-0    -4.9971
1168        Worcester St                    0-1-0    -5.07
1169        Lawrence                        0-2-0    -5.0801
1170        Hamline                         1-2-0    -5.0904
1171        Morehouse                       1-5-0    -5.1214
1172        Truman St                       4-1-0    -5.125
1173        California PA                   4-1-0    -5.1305
1174        Seton Hill                      0-2-0    -5.1311
1175        Catawba                         4-1-0    -5.1752
1176        Grand View                      7-0-0    -5.1801
1177        Indianapolis                    6-1-0    -5.196
1178        Bentley                         0-1-0    -5.1997
1179        Alabama A&M                     0-2-0    -5.2285
1180        Valdosta St                     3-1-0    -5.2302
1181        UC-Davis                        3-1-0    -5.2306
1182        Marist                          4-2-0    -5.2486
1183        Bethune-Cookman                 5-1-0    -5.2523
1184        Albany St GA                    4-1-0    -5.2651
1185        West Virginia St                0-3-0    -5.2669
1186        Stillman                        3-2-0    -5.2737
1187        Howard                          3-1-0    -5.2882
1188        Reinhardt                       4-1-0    -5.2977
1189        Valparaiso                      1-4-0    -5.2994
1190        UW-Oshkosh                      5-0-0    -5.3079
1191        South Carolina St               4-1-0    -5.3461
1192        St Francis IN                   4-1-0    -5.3484
1193        Alabama A&M                     2-2-0    -5.3719
1194        Adams St                        3-1-0    -5.3958
1195        William Jewell                  0-3-0    -5.4239
1196        Bluefield                       0-1-0    -5.4573
1197        Stillman                        2-1-0    -5.4662
1198        Davidson                        0-2-0    -5.4866
1199        St John's MN                    4-1-0    -5.4908
1200        Hardin-Simmons                  2-2-0    -5.5159
1201        Utica                           2-3-0    -5.523
1202        Plymouth St                     0-2-0    -5.5671
1203        Illinois Wesleyan               4-1-0    -5.5802
1204        Charleston WV                   3-3-0    -5.6254
1205        Urbana                          5-0-0    -5.6354
1206        Robert Morris PA                3-0-0    -5.6612
1207        West Virginia St                0-2-0    -5.6697
1208        Edinboro                        2-2-0    -5.6926
1209        Butler                          5-1-0    -5.6935
1210        Minot St                        1-3-0    -5.724
1211        UW-Platteville                  5-0-0    -5.7414
1212        Campbell                        1-5-0    -5.7705
1213        Oberlin                         0-1-0    -5.7839
1214        North Carolina A&T              5-0-0    -5.841
1215        Georgetown KY                   4-1-0    -5.8562
1216        Davidson                        0-1-0    -5.8723
1217        Hampden-Sydney                  5-1-0    -5.883
1218        Bethel KS                       0-1-0    -5.8921
1219        Concordia-St Paul               3-1-0    -5.8946
1220        Otterbein                       1-1-0    -5.9226
1221        Lane                            3-2-0    -5.9882
1222        Nebraska Wesleyan               0-1-0    -6.0213
1223        Lock Haven                      0-1-0    -6.0441
1224        Alma                            0-4-0    -6.0482
1225        St Francis IN                   5-1-0    -6.0496
1226        Trinity TX                      0-2-0    -6.0887
1227        Greensboro                      0-5-0    -6.1448
1228        Ferrum                          0-1-0    -6.2232
1229        Hamline                         0-2-0    -6.3062
1230        Robert Morris IL                2-3-0    -6.3417
1231        Jackson St                      4-1-0    -6.3596
1232        Johnson C. Smith                1-2-0    -6.3621
1233        Tuskegee                        5-2-0    -6.3626
1234        Belhaven                        1-4-0    -6.3939
1235        William Penn                    3-2-0    -6.4425
1236        Dubuque                         2-3-0    -6.4444
1237        Lock Haven                      1-3-0    -6.4691
1238        Delaware St                     3-1-0    -6.4699
1239        Concordia AL                    0-3-0    -6.4755
1240        Virginia-Wise                   2-3-0    -6.5188
1241        Webber Int'l                    0-1-0    -6.568
1242        Johnson C. Smith                0-1-0    -6.5752
1243        Sioux Falls                     3-2-0    -6.5931
1244        Colorado St-Pueblo              6-0-0    -6.6658
1245        Bentley                         5-2-0    -6.6713
1246        Knox                            0-3-0    -6.6927
1247        Midland U.                      0-2-0    -6.7243
1248        Lincoln MO                      0-4-0    -6.7276
1249        Thiel                           1-4-0    -6.7334
1250        Dordt                           0-2-0    -6.7414
1251        Fayetteville St                 3-1-0    -6.7632
1252        Alfred                          0-1-0    -6.7743
1253        Sul Ross St                     0-2-0    -6.7745
1254        Westminster PA                  0-2-0    -6.8847
1255        Juniata                         3-1-0    -6.9088
1256        Wingate                         2-3-0    -7.0032
1257        Dakota Wesleyan                 3-1-0    -7.0113
1258        Fort Valley St                  2-3-0    -7.0538
1259        Anna Maria                      0-3-0    -7.1048
1260        Michigan Tech                   3-2-0    -7.1424
1261        Willamette                      4-2-0    -7.147
1262        Methodist                       4-1-0    -7.1528
1263        Adams St                        4-1-0    -7.1879
1264        Southwestern TX                 0-2-0    -7.1937
1265        Carthage                        0-1-0    -7.2314
1266        Concordia-St Paul               2-1-0    -7.2707
1267        SW Oklahoma St                  3-2-0    -7.2902
1268        Wisconsin Lutheran              0-1-0    -7.3586
1269        Carson-Newman                   5-1-0    -7.3862
1270        Campbellsville                  3-2-0    -7.3955
1271        St Augustine's                  1-3-0    -7.4163
1272        Dayton                          4-2-0    -7.476
1273        Gardner-Webb                    1-1-0    -7.4786
1274        Elizabeth City St               1-3-0    -7.5149
1275        St Anselm                       0-5-0    -7.5275
1276        St Augustine's                  3-2-0    -7.5737
1277        Dakota St                       0-1-0    -7.582
1278        West Liberty                    1-3-0    -7.632
1279        Stevenson                       0-1-0    -7.6652
1280        Frostburg St                    0-1-0    -7.6997
1281        Franklin & Marshall             5-0-0    -7.703
1282        Fort Lewis                      3-1-0    -7.712
1283        Hampden-Sydney                  4-1-0    -7.7249
1284        Harding                         5-1-0    -7.742
1285        Olivet Nazarene                 2-2-0    -7.7717
1286        Henderson St                    5-0-0    -7.7733
1287        Hendrix                         0-4-0    -7.784
1288        Linfield                        5-1-0    -7.8023
1289        Humboldt St                     0-5-0    -7.8506
1290        Shepherd                        1-1-0    -7.8601
1291        Winona St                       2-4-0    -7.8677
1292        Chadron St                      4-1-0    -7.8723
1293        Morningside                     5-1-0    -7.8882
1294        Beloit                          0-2-0    -8.0095
1295        Nebraska-Kearney                2-3-0    -8.075
1296        West Chester                    7-1-0    -8.0865
1297        Becker                          0-1-0    -8.0948
1298        Grinnell                        1-2-0    -8.1163
1299        Shenandoah                      0-2-0    -8.1624
1300        Shorter                         2-3-0    -8.173
1301        Mercyhurst                      4-0-0    -8.2013
1302        Miles                           3-2-0    -8.2189
1303        Grambling St                    1-2-0    -8.2387
1304        Warner U.                       1-3-0    -8.2408
1305        St Thomas                       4-1-0    -8.2429
1306        Ouachita Baptist                3-2-0    -8.2733
1307        St John Fisher                  5-0-0    -8.2847
1308        Albany St GA                    2-3-0    -8.3878
1309        New Haven                       4-2-0    -8.3947
1310        Campbell                        0-1-0    -8.404
1311        Chowan                          0-1-0    -8.404
1312        Lenoir-Rhyne                    5-0-0    -8.4123
1313        William Penn                    2-3-0    -8.4141
1314        Ferrum                          2-2-0    -8.4331
1315        Shippensburg                    4-1-0    -8.4557
1316        Hiram                           0-1-0    -8.4775
1317        Kenyon                          0-1-0    -8.4775
1318        DePauw                          0-1-0    -8.4775
1319        Lycoming                        0-2-0    -8.4907
1320        McPherson                       0-1-0    -8.5501
1321        Prairie View A&M                4-1-0    -8.5724
1322        Campbell                        2-3-0    -8.6093
1323        Salisbury                       3-2-0    -8.6146
1324        Baldwin Wallace                 3-1-0    -8.6198
1325        Merrimack                       3-3-0    -8.653
1326        Defiance                        0-1-0    -8.6623
1327        Urbana                          2-4-0    -8.6644
1328        Occidental                      3-2-0    -8.6654
1329        NW Oklahoma St                  1-3-0    -8.6781
1330        Anderson                        0-3-0    -8.6968
1331        Kentucky Christian              0-2-0    -8.763
1332        Sewanee                         2-3-0    -8.7723
1333        Lane                            3-2-0    -8.7745
1334        Loras                           0-4-0    -8.7885
1335        RPI                             2-3-0    -8.8662
1336        Glenville St                    4-1-0    -8.8904
1337        Monmouth IL                     1-3-0    -8.9044
