Rank     Team                            W-L-T    Rating
688        Alabama A&M                     4-2-0    5.3491
689        Wittenberg                      4-1-0    5.349
690        UNLV                            0-6-0    5.337
691        Northern Arizona                3-3-0    5.2637
692        North Texas                     1-4-0    5.2223
693        Southern Utah                   0-1-0    5.2024
694        Assumption                      4-1-0    5.1907
695        Salisbury                       3-1-0    5.0997
696        St Joseph's IN                  5-1-0    5.0852
697        SE Missouri St                  1-5-0    5.0719
698        Lycoming                        4-1-0    5.0296
699        Army                            0-1-0    4.9948
700        West Texas A&M                  1-3-0    4.9822
701        Wash & Jeff                     5-0-0    4.9799
702        Rochester                       3-0-0    4.9456
703        Holy Cross                      1-5-0    4.9044
704        Lafayette                       1-5-0    4.8521
705        Saginaw Valley St               0-4-0    4.7663
706        Saginaw Valley St               2-3-0    4.7472
707        Indiana PA                      4-2-0    4.7295
708        St Lawrence                     3-1-0    4.6896
709        Hobart                          5-0-0    4.6591
710        Colorado Mesa                   3-2-0    4.5073
711        Ouachita Baptist                5-0-0    4.4853
712        Mercer                          4-3-0    4.4801
713        Austin Peay                     1-1-0    4.4672
714        Eastern Michigan                0-2-0    4.4664
715        UNC-Charlotte                   2-3-0    4.4589
716        Towson                          0-2-0    4.4422
717        Bethune-Cookman                 3-2-0    4.3397
718        Pennsylvania                    1-2-0    4.2776
719        Virginia Union                  4-0-0    4.2678
720        Catawba                         3-3-0    4.23
721        Jackson St                      2-1-0    4.1777
722        Georgia St                      1-5-0    4.1628
723        Marist                          3-2-0    4.1593
724        Wabash                          4-1-0    4.0963
725        Thomas More                     4-0-0    4.0584
726        Hampton                         2-4-0    3.9997
727        Central Washington              4-1-0    3.9644
728        Georgia St                      0-4-0    3.9271
729        Central Conn St                 1-4-0    3.8526
730        Monmouth IL                     5-0-0    3.8463
731        Coe                             2-2-0    3.8356
732        Villanova                       0-1-0    3.8273
733        Buena Vista                     3-1-0    3.7958
734        Howard                          2-4-0    3.7772
735        Wayne St MI                     0-1-0    3.6728
736        Central Washington              3-3-0    3.6297
737        Furman                          0-2-0    3.6121
738        Centre                          5-0-0    3.5468
739        Whitworth                       4-1-0    3.5401
740        Massachusetts                   0-1-0    3.5158
741        St Francis IN                   0-1-0    3.4299
742        San Diego St                    0-1-0    3.4211
743        St Anselm                       4-1-0    3.4034
744        Centre                          5-0-0    3.3963
745        Tennessee Tech                  0-3-0    3.2457
746        Drake                           4-2-0    3.2099
747        Bethel TN                       2-1-0    3.1819
748        Lindsey Wilson                  4-1-0    3.1809
749        St Thomas                       3-1-0    3.1558
750        Towson                          0-1-0    3.1314
751        Bowie St                        3-2-0    3.0863
752        Morgan St                       2-4-0    3.0544
753        Central St OH                   4-2-0    3.0119
754        West Liberty                    2-4-0    2.9346
755        Valley City St                  5-0-0    2.8843
756        Kutztown                        3-1-0    2.8822
757        Princeton                       2-3-0    2.8335
758        Dayton                          3-2-0    2.7885
759        Northern Michigan               1-4-0    2.7711
760        San Jose St                     0-2-0    2.692
761        Rowan                           4-0-0    2.6381
762        Georgetown DC                   1-2-0    2.6231
763        Howard                          2-2-0    2.6028
764        Midwestern St                   2-2-0    2.4799
765        Tennessee St                    1-2-0    2.4304
766        Buffalo St                      3-2-0    2.3971
767        Pacific Lutheran                4-1-0    2.3633
768        Florida Tech                    2-3-0    2.3468
769        Framingham St                   5-1-0    2.2419
770        Kansas                          0-1-0    2.1001
771        Tulane                          0-1-0    2.0825
772        Weber St                        1-3-0    2.0696
773        William Jewell                  3-1-0    2.0557
774        UW-River Falls                  2-2-0    2.0501
775        Buena Vista                     2-2-0    2.0415
776        Western St CO                   2-3-0    1.9801
777        Wingate                         3-2-0    1.9214
778        UW-Stevens Point                2-2-0    1.8893
779        Northern Colorado               0-1-0    1.8762
780        Towson                          2-1-0    1.8376
781        North Greenville                1-4-0    1.7579
782        Northwestern                    0-1-0    1.7029
783        Pacific Lutheran                3-1-0    1.6339
784        Coe                             3-2-0    1.5614
785        Butler                          2-2-0    1.5302
786        Northern Colorado               1-4-0    1.4567
787        South Alabama                   0-1-0    1.3887
788        Central Conn St                 1-2-0    1.3583
789        Shorter                         1-2-0    1.3451
790        Rowan                           0-1-0    1.2672
791        SMU                             0-2-0    1.2454
792        Hampden-Sydney                  3-1-0    1.2186
793        Malone                          1-2-0    1.1878
794        Redlands                        3-0-0    1.1779
795        Black Hills St                  0-1-0    1.1715
796        West Texas A&M                  0-1-0    1.1715
797        Coll of Idaho                   1-4-0    1.1318
798        Campbellsville                  3-1-0    1.117
799        Chapman                         3-1-0    1.0952
800        TAMU-Kingsville                 1-2-0    1.0877
801        Brown                           2-2-0    1.0397
802        Norfolk St                      1-2-0    0.9786
803        Portland St                     1-6-0    0.9327
804        Kentucky St                     3-2-0    0.8804
805        Tusculum                        3-2-0    0.8483
806        Mount Union                     6-0-0    0.8414
807        McKendree                       3-2-0    0.8316
808        Southern U.                     3-1-0    0.788
809        Eastern New Mexico              3-2-0    0.7669
810        Bryant                          0-1-0    0.7479
811        WV Wesleyan                     2-3-0    0.6934
812        Alabama St                      1-3-0    0.6517
813        West Alabama                    2-4-0    0.6071
814        UTEP                            0-1-0    0.5948
815        Alderson-Broaddus               3-2-0    0.5871
816        Southern Utah                   0-6-0    0.5694
817        Franklin & Marshall             3-2-0    0.5683
818        East Stroudsburg                4-2-0    0.5396
819        Northern Colorado               2-2-0    0.4584
820        Butler                          2-2-0    0.3977
821        Stonehill                       4-1-0    0.3373
822        Humboldt St                     3-2-0    0.3187
823        Robert Morris IL                4-2-0    0.234
824        Bethel MN                       3-1-0    0.1938
825        Southern Arkansas               4-1-0    0.1489
826        Alfred                          3-2-0    0.1254
827        Gannon                          3-1-0    0.0307
828        Virginia Tech                   0-1-0    0.0201
829        Savannah St                     0-3-0    0.0077
830        James Madison                   0-1-0    -0.0264
831        Florida A&M                     0-2-0    -0.0317
832        Mississippi College             0-1-0    -0.1467
833        Morrisville St                  5-0-0    -0.156
834        Utica                           4-2-0    -0.1802
835        RPI                             4-1-0    -0.2802
836        Livingstone                     3-1-0    -0.3238
837        Robert Morris PA                1-2-0    -0.3703
838        Furman                          1-3-0    -0.3764
839        Jacksonville FL                 0-1-0    -0.3852
840        Georgetown DC                   1-2-0    -0.4287
841        Delaware Valley                 5-0-0    -0.4544
842        Lamar                           5-2-0    -0.5038
843        UC-Davis                        1-3-0    -0.5047
844        Walsh                           1-3-0    -0.5369
845        Bowie St                        2-2-0    -0.5459
846        Adams St                        3-2-0    -0.5643
847        Langston                        4-0-0    -0.6087
848        New Mexico Highlands            2-3-0    -0.7023
849        OK Panhandle St                 4-1-0    -0.7708
850        Shippensburg                    3-3-0    -0.7992
851        Ohio Northern                   2-1-0    -0.9714
852        MidAmerica Nazarene             6-0-0    -1.0286
853        Linfield                        3-1-0    -1.0516
854        Morehead St                     3-2-0    -1.0569
855        Saginaw Valley St               0-1-0    -1.0997
856        Delaware Valley                 4-1-0    -1.114
857        UW-La Crosse                    1-3-0    -1.1348
858        Hendrix                         4-1-0    -1.1403
859        Arkansas Tech                   3-0-0    -1.1512
860        Colorado Mesa                   3-2-0    -1.1817
861        New Haven                       4-1-0    -1.2514
862        Dakota Wesleyan                 6-0-0    -1.2971
863        Fairmont St                     2-3-0    -1.3058
864        Elizabeth City St               3-1-0    -1.3161
865        Adrian                          3-1-0    -1.3619
866        Muhlenberg                      5-0-0    -1.3864
867        UW-Stout                        2-0-0    -1.4273
868        Fordham                         0-1-0    -1.6217
869        Cumberland TN                   3-2-0    -1.631
870        Incarnate Word                  1-3-0    -1.6312
871        Florida Atlantic                0-4-0    -1.6588
872        Tiffin                          3-2-0    -1.7363
873        Guilford                        5-0-0    -1.7376
874        Fayetteville St                 0-1-0    -1.7528
875        Drake                           2-2-0    -1.7556
876        Miles                           4-1-0    -1.7605
877        Montana St-Northern             2-4-0    -1.7877
878        Nicholls St                     0-3-0    -1.8728
879        Western New Mexico              3-1-0    -1.9868
880        Robert Morris IL                4-1-0    -2.0056
881        Concordia-Moorhead              5-0-0    -2.0152
882        Truman St                       3-2-0    -2.0255
883        VMI                             0-4-0    -2.0565
884        Hardin-Simmons                  4-1-0    -2.1423
885        Hillsdale                       1-4-0    -2.1859
886        Albany St GA                    4-3-0    -2.1875
887        Occidental                      4-0-0    -2.2276
888        New Mexico St                   1-3-0    -2.2309
889        UW-Platteville                  0-1-0    -2.234
890        Black Hills St                  3-2-0    -2.2429
891        Savannah St                     0-3-0    -2.3384
892        Murray St                       0-6-0    -2.3412
893        Shippensburg                    3-2-0    -2.371
894        Miles                           2-1-0    -2.3772
895        Johnson C. Smith                3-1-0    -2.4253
896        Hobart                          5-0-0    -2.4753
897        Grambling St                    5-2-0    -2.5484
898        MIT                             5-0-0    -2.6547
899        Pennsylvania                    0-5-0    -2.6794
900        Western Oregon                  2-5-0    -2.7157
901        Hampden-Sydney                  4-1-0    -2.8378
902        Elon                            0-1-0    -2.8686
903        Cornell                         0-2-0    -2.9883
904        Houston                         0-1-0    -3.1856
905        North Central                   3-2-0    -3.1904
906        Florida A&M                     1-2-0    -3.193
907        Rowan                           3-1-0    -3.2124
908        Montana-Western                 0-2-0    -3.2485
909        Mars Hill                       3-2-0    -3.29
910        Wash & Jeff                     4-1-0    -3.2942
911        St Ambrose                      4-2-0    -3.3074
912        Western New England             3-1-0    -3.3488
913        Loras                           2-1-0    -3.4167
914        Wingate                         3-2-0    -3.5497
915        Southern Conn St                2-1-0    -3.5908
916        Wesley                          4-1-0    -3.6276
917        Arkansas-Pine Bluff             2-2-0    -3.6336
918        Stevenson                       1-0-0    -3.6554
919        Brockport St                    3-2-0    -3.7022
920        Concordia-Moorhead              3-2-0    -3.7051
921        Gardner-Webb                    0-3-0    -3.7226
922        Lewis & Clark                   0-1-0    -3.7402
923        Virginia St                     0-1-0    -3.818
924        Missouri S&T                    2-3-0    -3.8353
925        Central IA                      4-2-0    -3.8553
926        Colgate                         0-6-0    -3.9501
927        Morrisville St                  3-1-0    -4.0332
928        Mars Hill                       1-3-0    -4.1277
929        Arkansas-Pine Bluff             1-2-0    -4.14
930        Urbana                          3-2-0    -4.1917
931        Western Carolina                0-1-0    -4.2321
932        Kentucky Wesleyan               3-0-0    -4.3368
933        Quincy                          3-3-0    -4.4357
934        Delaware                        0-1-0    -4.4363
935        Stonehill                       1-3-0    -4.4659
936        Texas Lutheran                  4-1-0    -4.476
937        Augsburg                        4-1-0    -4.4849
938        Eastern Michigan                0-4-0    -4.5064
939        Grambling St                    0-1-0    -4.5236
940        Monmouth NJ                     0-1-0    -4.6437
941        Macalester                      4-0-0    -4.6963
942        Geneva                          3-0-0    -4.7006
943        Simon Fraser                    1-3-0    -4.7119
944        Rocky Mountain                  0-1-0    -4.7772
945        Elon                            0-3-0    -4.7875
946        Alderson-Broaddus               0-1-0    -4.818
947        Virginia Union                  3-3-0    -4.8583
948        Juniata                         3-2-0    -4.8903
949        Northern Arizona                0-1-0    -4.937
950        Bentley                         2-3-0    -4.9377
951        Maine                           0-1-0    -4.9532
952        Maine                           0-1-0    -5.0053
953        Randolph-Macon                  2-2-0    -5.0171
954        Montana St-Northern             1-4-0    -5.0549
955        Wittenberg                      5-0-0    -5.0571
956        North Carolina A&T              0-1-0    -5.1335
957        Webber Int'l                    3-1-0    -5.1846
958        Taylor                          2-2-0    -5.1925
959        Missouri Valley                 4-1-0    -5.2527
960        New Mexico Highlands            1-5-0    -5.3649
961        Florida A&M                     2-2-0    -5.42
962        Delaware St                     1-2-0    -5.7391
963        East Texas Baptist              4-2-0    -5.835
964        Rhode Island                    0-4-0    -5.8753
965        Austin Peay                     0-2-0    -5.9515
966        NW Oklahoma St                  2-1-0    -6.028
967        Princeton                       0-1-0    -6.0824
968        Prairie View A&M                1-3-0    -6.1613
969        Wheaton                         5-0-0    -6.1661
970        Saginaw Valley St               0-1-0    -6.197
971        Sul Ross St                     2-1-0    -6.2171
972        Hardin-Simmons                  2-2-0    -6.2826
973        UW-La Crosse                    2-2-0    -6.4421
974        Missouri S&T                    2-4-0    -6.4525
975        Albion                          4-1-0    -6.5002
976        Missouri Valley                 4-1-0    -6.5193
977        West Virginia St                0-1-0    -6.5276
978        Waynesburg                      5-1-0    -6.5447
979        St Francis IN                   3-2-0    -6.6355
980        Adrian                          5-0-0    -6.6471
981        William Penn                    4-2-0    -6.681
982        Stillman                        3-2-0    -6.7373
983        Elizabeth City St               0-1-0    -6.8096
984        Dickinson St                    4-2-0    -6.8513
985        UW-Stevens Point                0-1-0    -6.8531
986        Ohio Northern                   5-1-0    -6.897
987        Montana Tech                    0-4-0    -6.9227
988        Faulkner                        3-2-0    -6.9525
989        Waldorf                         0-1-0    -6.9895
990        Southern Conn St                0-3-0    -7.1346
991        Edinboro                        2-1-0    -7.139
992        Incarnate Word                  0-3-0    -7.151
993        LIU Post                        4-1-0    -7.1682
994        Florida A&M                     0-2-0    -7.2299
995        Norfolk St                      0-2-0    -7.2585
996        Worcester St                    4-1-0    -7.3608
997        Gardner-Webb                    1-2-0    -7.3782
998        Miles                           0-1-0    -7.3786
999        Georgetown KY                   3-2-0    -7.4114
1000        Illinois Wesleyan               2-1-0    -7.4149
1001        Washington and Lee              2-2-0    -7.4667
1002        Stonehill                       0-1-0    -7.4895
1003        Northwestern IA                 4-1-0    -7.5229
1004        Tusculum                        2-2-0    -7.5289
1005        Moravian                        2-2-0    -7.5614
1006        Montclair St                    4-0-0    -7.6825
1007        Kentucky Christian              3-1-0    -7.725
1008        MIT                             4-0-0    -7.736
1009        Eastern Oregon                  0-1-0    -7.7772
1010        Tennessee Tech                  0-2-0    -7.7788
1011        Jackson St                      2-5-0    -7.8937
1012        Menlo                           1-4-0    -7.9576
1013        Denison                         3-2-0    -8.019
1014        Willamette                      3-1-0    -8.0209
1015        Campbell                        1-3-0    -8.0314
1016        Shaw                            1-1-0    -8.0417
1017        DePauw                          4-1-0    -8.0535
1018        Chicago                         5-0-0    -8.0963
1019        Merrimack                       2-3-0    -8.0996
1020        Kutztown                        3-3-0    -8.253
1021        Gustavus Adolphus               3-2-0    -8.3241
1022        Western New Mexico              2-4-0    -8.4129
1023        Delaware St                     0-3-0    -8.4968
1024        RPI                             2-2-0    -8.574
1025        Furman                          0-1-0    -8.6258
1026        Rhode Island                    0-3-0    -8.6381
1027        Fort Lewis                      1-4-0    -8.6627
1028        Heidelberg                      3-2-0    -8.7773
1029        Stetson                         4-2-0    -8.9069
1030        Gettysburg                      2-2-0    -9.0164
1031        Stetson                         1-2-0    -9.0363
1032        Virginia-Wise                   1-2-0    -9.0497
1033        Incarnate Word                  1-2-0    -9.0508
1034        Thomas More                     4-2-0    -9.0535
1035        SW Oklahoma St                  2-2-0    -9.0774
1036        Olivet Nazarene                 1-1-0    -9.0839
1037        Alfred                          2-2-0    -9.1762
1038        Ursinus                         3-2-0    -9.2126
1039        Franklin                        4-1-0    -9.2229
1040        North Dakota                    0-3-0    -9.2587
1041        Ohio Wesleyan                   4-1-0    -9.2991
1042        South Dakota Tech               0-1-0    -9.3033
1043        Washington U.                   4-1-0    -9.3411
1044        Glenville St                    1-5-0    -9.3912
1045        Urbana                          0-5-0    -9.4695
1046        Adams St                        1-4-0    -9.4698
1047        Dickinson                       0-1-0    -9.4913
1048        East Stroudsburg                2-3-0    -9.4948
1049        Luther                          3-1-0    -9.5954
1050        Wingate                         0-1-0    -9.61
1051        Indiana PA                      2-2-0    -9.7097
1052        Ave Maria                       4-0-0    -9.7205
1053        Carroll WI                      5-0-0    -9.7529
1054        Alabama St                      0-1-0    -9.7559
1055        St Anselm                       2-3-0    -9.7804
1056        Fort Valley St                  4-2-0    -9.8628
1057        Hartwick                        1-4-0    -9.8752
1058        Fayetteville St                 2-1-0    -9.9027
1059        UNC-Pembroke                    1-2-0    -9.9145
1060        American Int'l                  0-1-0    -9.9532
1061        Louisiana College               2-3-0    -9.9879
1062        Concordia MI                    2-1-0    -9.9934
1063        SUNY-Maritime                   0-1-0    -10.0
1064        Salve Regina                    0-1-0    -10.0
1065        Luther                          2-2-0    -10.0351
1066        St John's MN                    4-1-0    -10.0355
1067        Columbia                        0-4-0    -10.059
1068        McMurry                         0-1-0    -10.1151
1069        Rhodes                          4-0-0    -10.1359
1070        Claremont-Mudd-Scripps          4-1-0    -10.1552
1071        Newberry                        2-4-0    -10.174
1072        Houston Baptist                 1-3-0    -10.1789
1073        Western New England             5-0-0    -10.1876
1074        Gettysburg                      3-2-0    -10.2072
1075        VMI                             0-3-0    -10.2194
1076        Valparaiso                      0-1-0    -10.2368
1077        Campbell                        4-1-0    -10.239
1078        Nicholls St                     0-4-0    -10.2537
1079        Alabama A&M                     0-5-0    -10.2692
1080        Tiffin                          0-1-0    -10.3272
1081        Mt St Joseph                    4-2-0    -10.3302
1082        Hastings                        4-1-0    -10.3335
1083        East Central OK                 2-3-0    -10.4339
1084        Central Conn St                 0-2-0    -10.5601
1085        Moravian                        3-1-0    -10.5779
1086        Alderson-Broaddus               0-1-0    -10.6244
1087        WPI                             2-2-0    -10.6291
1088        Brockport St                    2-3-0    -10.6538
1089        Frostburg St                    2-2-0    -10.6618
1090        Georgetown DC                   0-2-0    -10.6639
1091        Baker                           5-1-0    -10.7084
1092        Randolph-Macon                  3-1-0    -10.779
1093        Bethel TN                       3-1-0    -10.7814
1094        Augustana IL                    3-1-0    -10.853
1095        North Dakota                    0-2-0    -10.8567
1096        Austin Peay                     0-6-0    -10.8585
1097        Stevenson                       3-1-0    -10.9174
1098        Columbia                        0-1-0    -10.9535
1099        Bethany WV                      4-1-0    -10.9758
1100        Central Conn St                 0-1-0    -11.0053
1101        Assumption                      3-3-0    -11.0142
1102        Emory & Henry                   3-1-0    -11.1228
1103        WPI                             0-1-0    -11.1703
1104        Bridgewater VA                  4-1-0    -11.2702
1105        Edinboro                        1-4-0    -11.3295
1106        DePauw                          3-1-0    -11.3649
1107        Coe                             0-1-0    -11.3884
1108        Salve Regina                    4-0-0    -11.3921
1109        Nebraska Wesleyan               2-1-0    -11.4823
1110        UW-River Falls                  1-2-0    -11.5834
1111        Augsburg                        0-2-0    -11.6404
1112        SE Oklahoma St                  2-2-0    -11.6972
1113        Chicago                         3-1-0    -11.7128
1114        Trinity Int'l                   1-2-0    -11.7479
1115        Shorter                         2-3-0    -11.7533
1116        McMurry                         1-5-0    -11.8367
1117        Cumberlands KY                  2-2-0    -11.8727
1118        Marist                          1-1-0    -11.8912
1119        Cortland St                     3-2-0    -11.9172
1120        Shenandoah                      2-3-0    -11.9508
1121        West Virginia St                1-3-0    -11.9671
1122        SW Assem of God                 3-2-0    -11.9723
1123        Illinois Wesleyan               0-1-0    -12.0
1124        Seton Hill                      2-4-0    -12.0209
1125        Otterbein                       3-2-0    -12.0229
1126        Springfield                     3-2-0    -12.0465
1127        UNC-Pembroke                    1-1-0    -12.0742
1128        Cortland St                     2-3-0    -12.1386
1129        Colorado Mesa                   0-1-0    -12.1606
1130        Western New Mexico              0-1-0    -12.1606
1131        Northern Michigan               0-1-0    -12.1753
1132        Southeastern U.                 2-3-0    -12.2363
1133        Rhodes                          4-2-0    -12.2587
1134        Hampton                         1-4-0    -12.2934
1135        Western St CO                   2-2-0    -12.317
1136        Cal Lutheran                    3-2-0    -12.4073
1137        Webber Int'l                    4-1-0    -12.4224
1138        Baldwin Wallace                 2-1-0    -12.4237
1139        Huntingdon AL                   4-1-0    -12.5092
1140        Willamette                      2-3-0    -12.5838
1141        Northwestern IA                 3-1-0    -12.6691
1142        Montclair St                    3-2-0    -12.6914
1143        Franklin                        4-1-0    -12.7243
1144        Dickinson                       2-2-0    -12.7518
1145        Presbyterian                    0-1-0    -12.7793
1146        Houston Baptist                 0-3-0    -12.7946
1147        UW-Eau Claire                   1-1-0    -12.8435
1148        St Francis IL                   0-3-0    -12.8752
1149        Tabor                           5-0-0    -12.9713
1150        Hillsdale                       0-1-0    -13.0
1151        Cornell                         0-1-0    -13.0068
1152        Menlo                           2-1-0    -13.068
1153        Chowan                          2-3-0    -13.1008
1154        Lycoming                        4-1-0    -13.1027
1155        East Central OK                 4-1-0    -13.1324
1156        Bowie St                        0-1-0    -13.1436
1157        Pikeville                       4-2-0    -13.1485
1158        Stony Brook                     0-1-0    -13.208
1159        Robert Morris PA                0-2-0    -13.23
1160        Graceland                       4-1-0    -13.3278
1161        Cornell                         0-3-0    -13.3383
1162        SW Baptist                      0-1-0    -13.3627
1163        Stevenson                       3-2-0    -13.365
1164        Mississippi Valley St           1-4-0    -13.39
1165        Urbana                          0-1-0    -13.3959
1166        Langston                        3-2-0    -13.4331
1167        Simon Fraser                    0-1-0    -13.4549
1168        Concordia NE                    3-2-0    -13.4891
1169        Brevard                         0-6-0    -13.4927
1170        Baldwin Wallace                 3-1-0    -13.5662
1171        WPI                             2-1-0    -13.6502
1172        Puget Sound                     2-2-0    -13.691
1173        Union NY                        0-3-0    -13.7422
1174        Millsaps                        0-1-0    -13.7734
1175        Olivet Nazarene                 1-4-0    -13.7766
1176        Malone                          0-6-0    -13.7776
1177        Virginia-Wise                   1-4-0    -13.8293
1178        Redlands                        0-1-0    -13.8641
1179        Morehouse                       2-1-0    -13.8734
1180        Western Conn St                 4-2-0    -13.8826
1181        Georgetown DC                   0-2-0    -13.8935
1182        Merrimack                       2-3-0    -13.9022
1183        Bentley                         3-3-0    -13.9146
1184        Benedict                        3-2-0    -13.9559
1185        Nicholls St                     0-4-0    -13.9591
1186        Luther                          0-1-0    -13.9941
1187        Gardner-Webb                    0-1-0    -14.0
1188        Susquehanna                     0-4-0    -14.0191
1189        Huntingdon AL                   3-2-0    -14.0775
1190        Clarion                         2-2-0    -14.1154
1191        Rhode Island                    0-4-0    -14.1379
1192        Illinois College                5-1-0    -14.1516
1193        Case Western Reserve            3-2-0    -14.2301
1194        Warner U.                       3-1-0    -14.2758
1195        Guilford                        3-2-0    -14.2918
1196        New Jersey                      1-1-0    -14.4631
1197        Briar Cliff                     2-1-0    -14.4887
1198        Arkansas Tech                   0-4-0    -14.5828
1199        Otterbein                       2-2-0    -14.699
1200        Fayetteville St                 3-3-0    -14.6994
1201        King's PA                       0-2-0    -14.7328
1202        FDU-Florham                     0-1-0    -14.7328
1203        Lebanon Valley                  0-1-0    -14.7328
1204        Puget Sound                     2-3-0    -14.7612
1205        Fort Lewis                      2-4-0    -14.7978
1206        Southern Arkansas               1-4-0    -14.8699
1207        Langston                        0-1-0    -14.8995
1208        SW Baptist                      1-3-0    -14.9142
1209        Wilmington                      0-1-0    -14.9565
1210        Shorter                         0-2-0    -14.9677
1211        Nebraska Wesleyan               0-1-0    -15.0
1212        Hope                            2-3-0    -15.0278
1213        West Georgia                    0-1-0    -15.036
1214        American Int'l                  3-2-0    -15.0383
1215        East Texas Baptist              0-4-0    -15.0456
1216        Ithaca                          3-2-0    -15.074
1217        Morehead St                     1-4-0    -15.1089
1218        Emory & Henry                   5-1-0    -15.1439
1219        Framingham St                   4-0-0    -15.1634
1220        Evangel                         3-2-0    -15.1765
1221        Bacone                          1-3-0    -15.1833
1222        Lincoln MO                      2-4-0    -15.2016
1223        Hastings                        2-2-0    -15.2309
1224        Oklahoma Baptist                5-1-0    -15.235
1225        Valley City St                  4-1-0    -15.2972
1226        Berry                           2-1-0    -15.3229
1227        Austin                          3-2-0    -15.3406
1228        Maryville                       4-0-0    -15.3408
1229        Muskingum                       2-2-0    -15.4225
1230        Houston Baptist                 0-1-0    -15.4413
1231        Coll of Idaho                   0-1-0    -15.4422
1232        Fort Valley St                  2-2-0    -15.4534
1233        Simon Fraser                    1-4-0    -15.585
1234        Lakeland                        3-1-0    -15.5955
1235        Dixie St                        0-5-0    -15.7497
1236        Kutztown                        0-1-0    -15.8119
1237        Valparaiso                      2-1-0    -15.8419
1238        Marist                          0-2-0    -15.9422
1239        St Augustine's                  1-5-0    -16.0037
1240        Millsaps                        2-2-0    -16.0797
1241        Simpson                         2-4-0    -16.0994
1242        Montana Tech                    0-1-0    -16.1089
1243        Stillman                        0-1-0    -16.1379
1244        Valparaiso                      1-4-0    -16.1966
1245        Arkansas-Monticello             1-3-0    -16.207
1246        Christopher Newport             4-1-0    -16.5068
1247        Dakota St                       4-2-0    -16.5118
1248        Lebanon Valley                  1-3-0    -16.5887
1249        Southern U.                     0-1-0    -16.6113
1250        Maryville                       3-3-0    -16.615
1251        Hartwick                        1-3-0    -16.7552
1252        Webber Int'l                    0-1-0    -16.8221
1253        Tusculum                        0-1-0    -16.8529
1254        Arkansas-Pine Bluff             0-3-0    -16.8804
1255        Reinhardt                       1-3-0    -16.8922
1256        Westminster PA                  2-1-0    -16.8952
1257        TAMU-Kingsville                 1-4-0    -16.9082
1258        Monmouth IL                     3-2-0    -16.9522
1259        Tennessee St                    0-1-0    -17.0502
1260        Howard                          0-1-0    -17.0582
1261        Gustavus Adolphus               3-2-0    -17.1471
1262        SW Oklahoma St                  0-1-0    -17.1951
1263        SE Oklahoma St                  0-1-0    -17.1951
1264        Malone                          0-2-0    -17.3542
1265        Millersville                    0-3-0    -17.3834
1266        Cornell                         1-2-0    -17.4293
1267        UW-La Crosse                    0-2-0    -17.4427
1268        Cumberlands KY                  1-4-0    -17.4633
1269        Marist                          0-2-0    -17.4824
1270        SW Baptist                      3-3-0    -17.5218
1271        Endicott                        2-2-0    -17.5642
1272        Sterling                        5-1-0    -17.5761
1273        Western Conn St                 3-1-0    -17.5958
1274        West Virginia St                1-4-0    -17.5973
1275        Cumberland TN                   3-2-0    -17.6186
1276        Carleton                        1-1-0    -17.6189
1277        Siena Heights                   1-1-0    -17.6915
1278        UW-Eau Claire                   0-3-0    -17.7803
1279        Davidson                        0-3-0    -17.8199
1280        Paine                           2-3-0    -17.835
1281        Rockford                        1-0-0    -17.8423
1282        Stillman                        2-2-0    -17.8547
1283        Black Hills St                  0-5-0    -17.8771
1284        UW-Stout                        0-2-0    -17.8772
1285        Albright                        3-0-0    -17.9014
1286        Springfield                     2-1-0    -18.0301
1287        UW-Stout                        0-4-0    -18.09
1288        Benedict                        0-1-0    -18.1381
1289        Whittier                        0-1-0    -18.1502
1290        Olivet                          2-2-0    -18.1965
1291        King's PA                       2-1-0    -18.2769
1292        Westfield St                    3-1-0    -18.4424
1293        Lock Haven                      0-1-0    -18.4895
1294        Trinity Int'l                   2-4-0    -18.4949
1295        Baldwin Wallace                 0-1-0    -18.5026
1296        Capital                         0-1-0    -18.5026
1297        Morgan St                       0-1-0    -18.5852
1298        Austin                          2-2-0    -18.7077
1299        Concordia NE                    2-4-0    -18.7495
1300        Lincoln MO                      0-1-0    -18.7579
1301        Benedictine IL                  0-2-0    -18.8593
1302        Central St OH                   0-2-0    -18.8626
1303        Lebanon Valley                  2-2-0    -18.9087
1304        Alfred St                       0-1-0    -18.915
1305        Frostburg St                    0-1-0    -18.915
1306        Utica                           0-1-0    -18.915
1307        Wooster                         3-1-0    -18.9276
1308        Endicott                        3-3-0    -18.9494
1309        Lock Haven                      1-4-0    -19.0465
1310        Albright                        3-2-0    -19.0949
1311        Oklahoma Baptist                3-2-0    -19.0991
1312        Doane                           2-2-0    -19.1331
1313        Illinois Wesleyan               2-2-0    -19.1724
1314        St Scholastica                  5-0-0    -19.2143
1315        Wagner                          0-1-0    -19.2852
1316        Claremont-Mudd-Scripps          1-2-0    -19.2896
1317        Union NY                        2-3-0    -19.2925
1318        Mississippi Valley St           0-1-0    -19.3044
1319        Kentucky Christian              2-3-0    -19.3063
1320        Benedictine KS                  3-2-0    -19.3307
1321        Albion                          2-3-0    -19.3376
1322        Redlands                        0-1-0    -19.3651
1323        Hiram                           3-2-0    -19.3712
1324        Morehouse                       4-2-0    -19.386
1325        Dixie St                        1-4-0    -19.4195
1326        Fairmont St                     1-3-0    -19.4733
1327        Dubuque                         1-2-0    -19.506
