Rank     Team                            W-L-T    Rating
1329        SW Oklahoma St                  3-3-0    -17.6196
1330        Union NY                        3-2-0    -17.6678
1331        Montana Tech                    0-1-0    -17.707
1332        Webber Int'l                    1-4-0    -17.7867
1333        Birmingham-Southern             4-1-0    -17.8383
1334        SE Oklahoma St                  1-3-0    -17.9042
1335        UW-Stout                        2-3-0    -17.9945
1336        Franklin & Marshall             2-2-0    -17.9963
1337        Manchester                      2-1-0    -18.0179
1338        Pacific Lutheran                2-1-0    -18.0622
1339        Belhaven                        0-1-0    -18.1595
1340        Kansas Wesleyan                 3-1-0    -18.1943
1341        McPherson                       3-3-0    -18.2247
1342        Benedict                        2-3-0    -18.2421
1343        SE Louisiana St                 0-5-0    -18.2605
1344        Glenville St                    3-3-0    -18.2913
1345        Wooster                         3-2-0    -18.31
1346        Iowa Wesleyan                   1-4-0    -18.3115
1347        Alcorn St                       0-4-0    -18.329
1348        San Diego                       0-1-0    -18.3916
1349        Franklin                        0-1-0    -18.4229
1350        Gettysburg                      4-1-0    -18.4601
1351        SE Missouri St                  0-2-0    -18.5433
1352        Western New Mexico              0-1-0    -18.5779
1353        NW Oklahoma St                  0-1-0    -18.5779
1354        Southern Oregon                 1-3-0    -18.603
1355        Fort Lewis                      1-1-0    -18.715
1356        Gannon                          1-3-0    -18.7581
1357        Minn St-Moorhead                1-4-0    -18.7704
1358        Dixie St                        1-5-0    -18.8223
1359        Minot St                        1-2-0    -18.8404
1360        Virginia-Wise                   0-1-0    -18.882
1361        Central IA                      2-3-0    -18.8872
1362        Millsaps                        0-1-0    -18.9051
1363        Columbia                        0-1-0    -18.9073
1364        Chapman                         3-2-0    -18.9222
1365        Davidson                        0-3-0    -18.9269
1366        Oberlin                         2-2-0    -18.936
1367        American Int'l                  3-3-0    -18.9381
1368        St Mary KS                      3-2-0    -18.9542
1369        Mount Ida                       3-1-0    -18.9772
1370        Dickinson                       0-1-0    -19.0593
1371        Lincoln PA                      2-3-0    -19.0677
1372        Curry                           3-1-0    -19.0973
1373        Marietta                        2-2-0    -19.1827
1374        Bethany KS                      5-1-0    -19.1931
1375        SW Minnesota St                 1-5-0    -19.2424
1376        Sewanee                         2-2-0    -19.2822
1377        Fitchburg St                    0-1-0    -19.3283
1378        Augsburg                        0-2-0    -19.3535
1379        Lebanon Valley                  0-1-0    -19.4226
1380        Friends                         3-2-0    -19.4737
1381        Albright                        0-1-0    -19.4848
1382        SW Minnesota St                 0-1-0    -19.4856
1383        Black Hills St                  2-2-0    -19.5943
1384        Shenandoah                      3-2-0    -19.6061
1385        Huntingdon AL                   0-1-0    -19.6154
1386        Dickinson St                    0-1-0    -19.707
1387        Delaware St                     0-4-0    -19.819
1388        SE Oklahoma St                  0-1-0    -19.8698
1389        Cornell IA                      2-1-0    -19.8804
1390        Tusculum                        0-5-0    -19.9776
1391        Indiana PA                      0-1-0    -20.0068
1392        California PA                   0-1-0    -20.0068
1393        Gustavus Adolphus               2-2-0    -20.0727
1394        Lewis & Clark                   3-1-0    -20.1155
1395        Fort Lewis                      0-3-0    -20.1177
1396        Arkansas-Pine Bluff             1-0-0    -20.131
1397        Lincoln MO                      1-3-0    -20.2252
1398        Mt St Joseph                    3-2-0    -20.4033
1399        Valparaiso                      1-4-0    -20.4114
1400        Ripon                           4-1-0    -20.4442
1401        Morrisville St                  1-4-0    -20.46
1402        Trinity Int'l                   1-2-0    -20.4905
1403        Bethany WV                      2-2-0    -20.4986
1404        Montana St-Northern             2-3-0    -20.5053
1405        Arkansas-Monticello             0-2-0    -20.5586
1406        Whitworth                       2-4-0    -20.5862
1407        Tiffin                          0-4-0    -20.6143
1408        Sewanee                         0-1-0    -20.6154
1409        Buena Vista                     0-1-0    -20.6633
1410        Hartwick                        1-4-0    -20.7156
1411        Otterbein                       1-4-0    -20.756
1412        Catholic                        3-3-0    -20.7743
1413        Hampden-Sydney                  3-3-0    -20.8047
1414        Minnesota-Crookston             1-4-0    -20.8323
1415        Concordia NE                    1-2-0    -20.9171
1416        Frostburg St                    1-3-0    -20.9576
1417        Cheyney                         0-4-0    -21.0115
1418        Valparaiso                      0-4-0    -21.0276
1419        DePauw                          0-1-0    -21.072
1420        Waynesburg                      2-3-0    -21.1402
1421        Avila                           2-2-0    -21.146
1422        Malone                          1-4-0    -21.2053
1423        WPI                             1-3-0    -21.2444
1424        Central St OH                   0-2-0    -21.3316
1425        Loras                           1-2-0    -21.4245
1426        Grand View                      0-1-0    -21.5159
1427        Millikin                        1-4-0    -21.5481
1428        Illinois College                5-1-0    -21.5774
1429        UW-La Crosse                    0-2-0    -21.6309
1430        Texas College                   0-1-0    -21.7368
1431        King's PA                       1-1-0    -21.8138
1432        Incarnate Word                  1-3-0    -21.8237
1433        Western St CO                   0-2-0    -21.882
1434        Hardin-Simmons                  2-3-0    -21.886
1435        Virginia-Wise                   1-3-0    -21.9387
1436        Carthage                        0-3-0    -21.9712
1437        Henderson St                    0-1-0    -22.097
1438        Chapman                         0-1-0    -22.1014
1439        LaGrange                        2-2-0    -22.1171
1440        Graceland                       1-3-0    -22.1441
1441        Methodist                       2-3-0    -22.1668
1442        Bridgewater St MA               4-1-0    -22.2447
1443        St Mary KS                      2-4-0    -22.2852
1444        Alma                            1-1-0    -22.4038
1445        Northwood                       0-2-0    -22.4048
1446        Salve Regina                    3-1-0    -22.4404
1447        Maryville                       3-0-0    -22.5014
1448        UC-Davis                        0-1-0    -22.5325
1449        Benedict                        0-3-0    -22.5907
1450        Chowan                          1-5-0    -22.6462
1451        Central Oklahoma                0-4-0    -22.7061
1452        Denison                         3-1-0    -22.7917
1453        East Stroudsburg                1-4-0    -22.7951
1454        Concord                         0-1-0    -22.8139
1455        Rochester                       3-1-0    -22.821
1456        Wingate                         0-1-0    -22.8596
1457        Brevard                         0-1-0    -22.8596
1458        Western New England             4-2-0    -22.9
1459        Webber Int'l                    0-1-0    -22.9003
1460        Sterling                        3-1-0    -22.9503
1461        TAMU-Commerce                   0-4-0    -23.0367
1462        Howard Payne                    0-3-0    -23.0638
1463        Ithaca                          0-1-0    -23.145
1464        Notre Dame OH                   0-2-0    -23.2294
1465        Fort Valley St                  0-1-0    -23.2785
1466        Southern Conn St                2-2-0    -23.2786
1467        UW-Platteville                  0-1-0    -23.3328
1468        St Augustine's                  0-1-0    -23.4006
1469        Willamette                      2-3-0    -23.4014
1470        DePauw                          3-2-0    -23.4673
1471        Gettysburg                      2-3-0    -23.5041
1472        Pacific OR                      1-3-0    -23.5328
1473        Assumption                      1-2-0    -23.5562
1474        Morrisville St                  0-5-0    -23.5788
1475        South Dakota Tech               1-3-0    -23.5814
1476        DePauw                          1-1-0    -23.5999
1477        Whittier                        2-2-0    -23.6341
1478        Otterbein                       0-1-0    -23.6374
1479        Benedictine IL                  0-1-0    -23.6374
1480        John Carroll                    0-1-0    -23.6374
1481        Marietta                        0-1-0    -23.6374
1482        Texas Lutheran                  2-3-0    -23.6651
1483        Lock Haven                      0-3-0    -23.6735
1484        Arkansas Tech                   1-4-0    -23.6747
1485        Edward Waters                   2-2-0    -23.6866
1486        Gustavus Adolphus               0-4-0    -23.7004
1487        St Vincent                      2-4-0    -23.7305
1488        Black Hills St                  1-4-0    -23.7565
1489        West Virginia St                0-3-0    -23.83
1490        St Augustine's                  0-4-0    -23.8313
1491        Puget Sound                     0-2-0    -23.8499
1492        Fairmont St                     0-1-0    -23.8914
1493        St Lawrence                     0-1-0    -23.9771
1494        Occidental                      1-4-0    -24.0254
1495        North Park                      0-2-0    -24.049
1496        Utica                           2-3-0    -24.1217
1497        Morgan St                       0-1-0    -24.1852
1498        Friends                         3-1-0    -24.2321
1499        Wooster                         1-2-0    -24.2413
1500        NW Oklahoma St                  1-3-0    -24.2444
1501        Simpson                         2-3-0    -24.2847
1502        Taylor                          0-1-0    -24.3114
1503        Albright                        4-1-0    -24.3221
1504        Earlham                         0-1-0    -24.3272
1505        Faulkner                        0-5-0    -24.3436
1506        Claremont-Mudd-Scripps          2-2-0    -24.3744
1507        West Virginia St                1-4-0    -24.3962
1508        Menlo                           0-1-0    -24.4583
1509        Denison                         0-1-0    -24.5536
1510        Huntingdon AL                   2-2-0    -24.559
1511        West Virginia Tech              0-2-0    -24.6107
1512        McKendree                       0-4-0    -24.6234
1513        Evangel                         1-2-0    -24.6324
1514        RPI                             3-2-0    -24.6359
1515        Ripon                           2-3-0    -24.7382
1516        Eastern New Mexico              0-1-0    -24.8143
1517        Union KY                        0-5-0    -24.8397
1518        Hanover                         3-2-0    -24.8505
1519        Concordia WI                    0-1-0    -24.9011
1520        Mayville St                     3-2-0    -24.9016
1521        Clarion                         1-5-0    -24.9334
1522        SUNY-Maritime                   4-0-0    -24.9336
1523        Chicago                         2-2-0    -24.9544
1524        Capital                         2-1-0    -25.024
1525        Mississippi Valley St           0-1-0    -25.097
1526        Defiance                        3-1-0    -25.1362
1527        Belhaven                        0-4-0    -25.1402
1528        Susquehanna                     4-1-0    -25.2036
1529        Jacksonville FL                 0-1-0    -25.2403
1530        RPI                             1-3-0    -25.2643
1531        Baker                           0-1-0    -25.2803
1532        Assumption                      3-2-0    -25.3767
1533        Alfred                          0-1-0    -25.4029
1534        Grinnell                        2-3-0    -25.4378
1535        Washington U.                   3-1-0    -25.5137
1536        Geneva                          3-2-0    -25.5374
1537        UMass-Dartmouth                 2-1-0    -25.591
1538        Virginia St                     0-3-0    -25.6016
1539        Concordia AL                    0-3-0    -25.6342
1540        Alabama A&M                     0-1-0    -25.668
1541        Edward Waters                   1-3-0    -25.6914
1542        Minot St                        0-5-0    -25.6983
1543        St Lawrence                     1-2-0    -25.6997
1544        Waldorf                         2-2-0    -25.7018
1545        Alfred                          0-1-0    -25.7231
1546        Mississippi Valley St           0-4-0    -25.7359
1547        Missouri S and T                0-1-0    -25.7538
1548        St Joseph's IN                  0-1-0    -25.7538
1549        Virginia St                     2-2-0    -25.8129
1550        Olivet                          0-4-0    -25.8563
1551        Lake Forest                     0-4-0    -25.8838
1552        Dordt                           1-4-0    -25.8954
1553        McKendree                       0-2-0    -25.9138
1554        Springfield                     0-1-0    -25.9268
1555        Southern Nazarene               3-2-0    -25.9802
1556        Wooster                         0-2-0    -26.0349
1557        Central Oklahoma                0-2-0    -26.0647
1558        Albion                          0-1-0    -26.0749
1559        Nebraska Wesleyan               0-1-0    -26.0854
1560        St Francis PA                   0-5-0    -26.1156
1561        Muhlenberg                      3-2-0    -26.1187
1562        Carson-Newman                   0-1-0    -26.1645
1563        Elizabeth City St               0-1-0    -26.2031
1564        Grand View                      0-1-0    -26.2041
1565        Quincy                          0-1-0    -26.2041
1566        St Francis IL                   0-1-0    -26.2041
1567        Central St OH                   0-2-0    -26.486
1568        Rose-Hulman                     2-3-0    -26.4962
1569        St Norbert                      3-1-0    -26.5193
1570        Benedictine IL                  4-1-0    -26.5552
1571        Peru St                         0-1-0    -26.5576
1572        McDaniel                        2-4-0    -26.6647
1573        Kentucky St                     3-1-0    -26.7608
1574        Quincy                          2-3-0    -26.7987
1575        Buena Vista                     2-3-0    -26.8727
1576        Apprentice                      1-1-0    -26.911
1577        Rochester                       0-1-0    -26.9268
1578        Kentucky Wesleyan               0-2-0    -26.9415
1579        Cheyney                         1-1-0    -26.9819
1580        Worcester St                    4-1-0    -26.9858
1581        McMurry                         0-1-0    -26.996
1582        Miles                           0-1-0    -27.0254
1583        Ferrum                          4-1-0    -27.0586
1584        West Georgia                    0-1-0    -27.1027
1585        Walsh                           0-1-0    -27.1743
1586        Dordt                           0-2-0    -27.2073
1587        Westminster PA                  2-3-0    -27.2146
1588        Gallaudet                       2-3-0    -27.2243
1589        West Liberty St                 0-1-0    -27.2346
1590        Midland U.                      0-1-0    -27.236
1591        West Liberty St                 1-4-0    -27.2421
1592        C.W. Post                       0-1-0    -27.2474
1593        Macalester                      3-2-0    -27.2954
1594        Concordia MI                    0-6-0    -27.3783
1595        Trinity Int'l                   0-2-0    -27.3863
1596        Pacific OR                      0-1-0    -27.4583
1597        Ohio Wesleyan                   2-1-0    -27.4607
1598        Robert Morris IL                1-2-0    -27.4796
1599        Princeton                       0-2-0    -27.5019
1600        Graceland                       0-2-0    -27.5172
1601        Washington U.                   0-1-0    -27.6358
1602        Augustana IL                    0-2-0    -27.6867
1603        Westminster PA                  0-1-0    -27.6897
1604        Carthage                        0-1-0    -27.6944
1605        Lakeland                        0-1-0    -27.7757
1606        SW Baptist                      0-1-0    -27.838
1607        Assumption                      0-2-0    -27.8411
1608        Mt St Joseph                    3-2-0    -27.8956
1609        OK Panhandle St                 0-1-0    -27.9309
1610        Marietta                        1-2-0    -27.9469
1611        Western St CO                   0-4-0    -28.0003
1612        Alma                            0-1-0    -28.0732
1613        Westfield St                    4-1-0    -28.1065
1614        Westminster MO                  5-0-0    -28.1427
1615        Norwich                         4-1-0    -28.1483
1616        Marietta                        0-2-0    -28.1601
1617        Salve Regina                    0-1-0    -28.2093
1618        Concordia WI                    0-1-0    -28.2366
1619        Sul Ross St                     0-4-0    -28.2601
1620        Illinois Wesleyan               0-1-0    -28.2631
1621        Olivet Nazarene                 0-2-0    -28.2983
1622        Christopher Newport             4-2-0    -28.421
1623        Albion                          0-2-0    -28.4336
1624        Upper Iowa                      0-2-0    -28.4344
1625        Concordia WI                    2-2-0    -28.4395
1626        Evangel                         0-2-0    -28.4777
1627        Pikeville                       1-4-0    -28.5364
1628        Bridgewater St MA               3-1-0    -28.6164
1629        La Verne                        2-2-0    -28.6216
1630        Taylor                          0-2-0    -28.6395
1631        Trine                           0-1-0    -28.7067
1632        Norwich                         3-3-0    -28.7325
1633        FDU-Florham                     1-1-0    -28.7431
1634        Denison                         2-3-0    -28.7679
1635        Arkansas-Monticello             0-2-0    -28.8621
1636        Alma                            0-2-0    -28.98
1637        William Paterson                0-2-0    -29.031
1638        Waldorf                         0-1-0    -29.087
1639        Ferrum                          3-2-0    -29.1977
1640        West Virginia Tech              0-2-0    -29.2102
1641        Coast Guard                     0-1-0    -29.2315
1642        Southern U.                     0-1-0    -29.2697
1643        Whitworth                       2-2-0    -29.2977
1644        Frostburg St                    0-2-0    -29.3369
1645        UW-Stevens Point                1-1-0    -29.4972
1646        St Joseph's IN                  0-2-0    -29.5242
1647        SW Assem of God                 3-3-0    -29.5744
1648        Muskingum                       2-3-0    -29.6011
1649        Hamline                         0-2-0    -29.6188
1650        Manchester                      2-4-0    -29.6495
1651        Guilford                        0-1-0    -29.6671
1652        Bacone                          0-3-0    -29.7783
1653        Whittier                        0-3-0    -29.8367
1654        Susquehanna                     2-2-0    -29.8406
1655        Southern Arkansas               0-1-0    -29.8532
1656        Dickinson                       2-1-0    -29.8799
1657        OK Panhandle St                 1-3-0    -29.8992
1658        Apprentice                      0-3-0    -29.9052
1659        North Park                      2-2-0    -29.9719
1660        Eureka                          2-1-0    -29.975
1661        Stillman                        0-2-0    -30.0427
1662        West Chester                    0-2-0    -30.1018
1663        Averett                         0-1-0    -30.2743
1664        Nebraska Wesleyan               0-1-0    -30.363
1665        Cheyney                         0-2-0    -30.423
1666        Minn St-Moorhead                0-1-0    -30.4425
1667        North Carolina Wesleyan         2-4-0    -30.5788
1668        Carleton                        0-3-0    -30.5879
1669        MIT                             1-2-0    -30.6188
1670        Ohio Wesleyan                   2-3-0    -30.6282
1671        Bemidji St                      0-1-0    -30.6711
1672        Alabama A&M                     0-1-0    -30.6773
1673        Central St OH                   0-3-0    -30.7774
1674        Montana-Western                 0-4-0    -30.7889
1675        Valparaiso                      0-2-0    -30.79
1676        Catawba                         0-1-0    -30.8139
1677        Rhodes                          0-3-0    -30.8866
1678        Southern Virginia               0-1-0    -30.9468
1679        Coast Guard                     1-3-0    -30.9827
1680        Cheyney                         0-3-0    -30.9884
1681        Tiffin                          0-4-0    -31.0186
1682        Grove City                      1-2-0    -31.0875
1683        Willamette                      0-2-0    -31.0889
1684        Union KY                        0-1-0    -31.1724
1685        Tuskegee                        0-2-0    -31.184
1686        Ohio Northern                   0-2-0    -31.2061
1687        Merchant Marine                 2-2-0    -31.2287
1688        Texas Southern                  0-2-0    -31.2327
1689        FDU-Florham                     0-1-0    -31.3487
1690        Millersville                    0-3-0    -31.3705
1691        St Anselm                       1-2-0    -31.4012
1692        WPI                             1-3-0    -31.4238
1693        Wisconsin Lutheran              3-1-0    -31.4645
1694        Seton Hill                      1-1-0    -31.5099
1695        Concordia AL                    2-1-0    -31.5099
1696        Lakeland                        3-1-0    -31.5403
1697        Wisconsin Lutheran              3-2-0    -31.6027
1698        Lincoln PA                      0-4-0    -31.6085
1699        Oberlin                         0-1-0    -31.6193
1700        Moravian                        1-1-0    -31.6427
1701        Edinboro                        0-1-0    -31.6597
1702        St Anselm                       0-4-0    -31.7091
1703        Valdosta St                     0-1-0    -31.7501
1704        Claremont-Mudd-Scripps          2-1-0    -31.8145
1705        Framingham St                   2-4-0    -31.8318
1706        Allegheny                       0-1-0    -31.9323
1707        Juniata                         1-1-0    -31.9596
1708        Tabor                           1-3-0    -32.0278
1709        Pomona-Pitzer                   0-3-0    -32.1478
1710        St Joseph's IN                  0-4-0    -32.28
1711        Cornell IA                      0-1-0    -32.2803
1712        Carleton                        0-2-0    -32.3326
1713        Culver-Stockton                 1-3-0    -32.3363
1714        Aurora                          3-1-0    -32.3419
1715        Northeastern St OK              0-1-0    -32.453
1716        Dickinson St                    1-3-0    -32.4892
1717        Charleston WV                   0-1-0    -32.5103
1718        Western Conn St                 0-1-0    -32.5772
1719        St Anselm                       0-2-0    -32.5951
1720        South Dakota Tech               0-4-0    -32.6892
1721        Kutztown                        0-1-0    -32.7205
1722        Dakota St                       1-4-0    -32.7775
1723        William Jewell                  0-3-0    -32.8122
1724        North Park                      0-2-0    -32.8253
1725        William Paterson                0-2-0    -32.9045
1726        Gannon                          0-2-0    -32.9314
1727        Plymouth St                     2-0-0    -32.9452
1728        Menlo                           0-2-0    -33.0736
1729        Dakota Wesleyan                 0-1-0    -33.0854
1730        UW-River Falls                  1-3-0    -33.0971
1731        Greenville                      5-0-0    -33.1004
1732        Maine Maritime                  2-1-0    -33.3588
1733        Bridgewater St MA               0-1-0    -33.4157
1734        Montana-Western                 0-2-0    -33.5002
1735        Bluffton                        3-2-0    -33.5004
1736        Miles                           1-0-0    -33.5099
1737        Iowa Wesleyan                   0-1-0    -33.5159
1738        Central St OH                   1-3-0    -33.5239
1739        Guilford                        0-2-0    -33.5266
1740        Austin Peay                     0-2-0    -33.575
1741        Western Conn St                 0-4-0    -33.6021
1742        Kalamazoo                       1-4-0    -33.6356
1743        Ohio Wesleyan                   0-2-0    -33.784
1744        Sterling                        0-2-0    -33.8339
1745        Sewanee                         3-2-0    -33.8556
1746        Ursinus                         3-2-0    -33.9179
1747        Puget Sound                     0-4-0    -33.9888
1748        UW-Stevens Point                0-1-0    -34.006
1749        Stonehill                       1-3-0    -34.1909
1750        Johnson C. Smith                0-1-0    -34.2017
1751        SUNY-Maritime                   4-0-0    -34.2082
1752        Central Methodist               0-2-0    -34.2304
1753        Guilford                        2-2-0    -34.2388
1754        Loras                           0-4-0    -34.3028
1755        Bluffton                        2-2-0    -34.3481
1756        Averett                         0-2-0    -34.3915
1757        Sul Ross St                     2-3-0    -34.4079
1758        Trinity Int'l                   0-3-0    -34.4459
1759        Chicago                         0-1-0    -34.457
1760        Sterling                        1-2-0    -34.5076
1761        North Carolina Wesleyan         0-1-0    -34.5094
1762        Fitchburg St                    2-0-0    -34.5162
1763        Millersville                    0-2-0    -34.5208
1764        Oberlin                         1-4-0    -34.5882
1765        Seton Hill                      0-7-0    -34.5893
1766        Millsaps                        2-2-0    -34.7631
1767        Clark Atlanta                   0-5-0    -34.8217
1768        Carnegie Mellon                 0-1-0    -34.8229
1769        West Liberty St                 0-5-0    -34.8231
1770        UMass-Dartmouth                 3-2-0    -34.8378
1771        Claremont-Mudd-Scripps          0-2-0    -34.8714
1772        Clarion                         0-1-0    -34.8791
1773        Menlo                           0-1-0    -34.9123
1774        Concordia NE                    0-2-0    -34.9515
1775        McPherson                       1-4-0    -34.9711
1776        Iowa Wesleyan                   0-1-0    -34.9826
1777        Capital                         0-1-0    -35.0333
1778        Case Western Reserve            1-1-0    -35.1302
1779        Merrimack                       2-3-0    -35.2162
1780        St Scholastica                  5-0-0    -35.2733
1781        Pomona-Pitzer                   0-2-0    -35.2849
1782        Nichols                         0-5-0    -35.2979
1783        Mississippi College             0-5-0    -35.3005
1784        Minn St-Moorhead                1-4-0    -35.3262
1785        Virginia Union                  1-3-0    -35.3666
1786        Gallaudet                       3-1-0    -35.3847
1787        Hastings                        0-2-0    -35.4601
1788        Maryville                       1-3-0    -35.6166
1789        North Carolina Central          0-2-0    -35.6223
1790        Southern Virginia               1-3-0    -35.6779
1791        Hope                            0-1-0    -35.7101
1792        Tiffin                          0-2-0    -35.7963
1793        Olivet                          0-2-0    -35.8538
1794        Macalester                      1-2-0    -35.875
1795        Montana Tech                    0-5-0    -35.9694
1796        Concordia WI                    2-2-0    -36.0737
1797        Westfield St                    1-4-0    -36.1131
1798        Millersville                    0-3-0    -36.1139
1799        Averett                         1-2-0    -36.2368
1800        Anderson                        0-1-0    -36.2693
1801        Southern Virginia               1-2-0    -36.4292
1802        Kenyon                          0-3-0    -36.4296
1803        Geneva                          1-2-0    -36.5367
1804        Olivet                          1-1-0    -36.5585
1805        Bethel KS                       0-2-0    -36.636
1806        Sterling                        0-2-0    -36.7651
1807        Greenville                      0-1-0    -36.8068
1808        Austin                          0-1-0    -36.8432
1809        Westminster MO                  3-2-0    -37.2311
1810        Carroll WI                      0-1-0    -37.2399
1811        Western Conn St                 0-4-0    -37.2556
1812        Moravian                        0-3-0    -37.353
1813        Central Oklahoma                0-1-0    -37.5119
1814        Maryville                       0-1-0    -37.667
1815        Beloit                          1-5-0    -37.7432
1816        Kansas Wesleyan                 2-4-0    -37.828
1817        Lock Haven                      0-4-0    -37.8697
1818        Fayetteville St                 0-1-0    -37.8925
1819        Millsaps                        0-2-0    -37.9675
1820        Dickinson                       2-2-0    -37.9877
1821        SUNY-Maritime                   0-1-0    -38.0417
1822        Dixie St                        0-1-0    -38.046
1823        Merchant Marine                 1-4-0    -38.055
1824        Haskell                         0-2-0    -38.0903
1825        Greenville                      2-3-0    -38.2269
1826        Central Methodist               0-2-0    -38.2733
1827        Chapman                         1-2-0    -38.289
1828        Briar Cliff                     0-3-0    -38.3209
1829        Gannon                          0-1-0    -38.3642
1830        Lock Haven                      0-2-0    -38.4261
1831        Northwestern MN                 3-1-0    -38.4791
1832        Livingstone                     0-3-0    -38.515
1833        Worcester St                    0-1-0    -38.5347
1834        Tabor                           2-3-0    -38.576
1835        MacMurray                       1-1-0    -38.6925
1836        Stevenson                       1-4-0    -38.7425
1837        Stillman                        0-2-0    -38.8192
1838        Benedict                        0-1-0    -39.0491
1839        Hiram                           1-1-0    -39.0617
1840        Plymouth St                     0-3-0    -39.0679
1841        Friends                         0-1-0    -39.0773
1842        Waldorf                         0-4-0    -39.2243
1843        Lakeland                        0-2-0    -39.2366
1844        Mayville St                     0-4-0    -39.2602
1845        LaGrange                        0-1-0    -39.3247
1846        Rocky Mountain                  0-2-0    -39.3999
1847        Bacone                          2-1-0    -39.416
1848        Georgetown KY                   0-1-0    -39.4665
1849        Valley City St                  0-1-0    -39.4665
1850        Buena Vista                     0-4-0    -39.6945
1851        Wilmington                      0-2-0    -39.7554
1852        Hamline                         0-6-0    -39.7752
1853        Concordia MI                    0-3-0    -39.779
1854        West Virginia Tech              0-2-0    -39.8048
1855        Grove City                      0-1-0    -39.8126
1856        Culver-Stockton                 0-6-0    -39.9231
1857        Kentucky Christian              0-2-0    -40.0201
1858        Lane                            0-1-0    -40.0701
1859        Carleton                        1-2-0    -40.1445
1860        Concord                         0-1-0    -40.1805
1861        Wilkes                          0-1-0    -40.2342
1862        Hanover                         2-3-0    -40.3352
1863        FDU-Florham                     0-4-0    -40.3409
1864        Lane                            0-2-0    -40.4745
1865        Southwestern KS                 1-3-0    -40.5023
1866        Benedictine IL                  3-2-0    -40.5649
1867        Loras                           0-2-0    -40.6545
1868        King's PA                       0-3-0    -40.7436
1869        Cornell IA                      0-2-0    -40.7444
1870        Northwestern MN                 3-1-0    -40.803
1871        Rose-Hulman                     3-2-0    -40.8162
1872        Franklin & Marshall             1-4-0    -40.8597
1873        Dickinson                       0-2-0    -40.9428
1874        LaGrange                        0-1-0    -41.1475
1875        Wilkes                          2-2-0    -41.3054
1876        Lawrence                        0-1-0    -41.3467
1877        Stevenson                       1-4-0    -41.4025
1878        Moravian                        1-1-0    -41.517
1879        Knox                            0-3-0    -41.5367
1880        Avila                           0-1-0    -41.5576
1881        Minnesota-Crookston             0-3-0    -41.6764
1882        Olivet                          0-2-0    -41.6851
1883        Black Hills St                  0-1-0    -41.6852
1884        UW-Stout                        0-1-0    -41.7391
1885        UW-River Falls                  0-1-0    -41.7391
1886        Pacific OR                      0-1-0    -41.8131
1887        Nichols                         0-2-0    -41.8246
1888        SUNY-Maritime                   0-1-0    -41.9653
1889        Defiance                        0-3-0    -41.9814
1890        Wilmington                      0-3-0    -42.1666
1891        Peru St                         0-2-0    -42.2486
1892        Southern Oregon                 0-2-0    -42.2951
1893        Husson                          0-3-0    -42.3076
1894        Luther                          0-2-0    -42.5151
1895        Howard Payne                    1-1-0    -42.6091
1896        Trinity Bible                   2-1-0    -42.624
1897        Merchant Marine                 0-1-0    -42.6243
1898        Stonehill                       0-2-0    -42.6335
1899        Austin                          0-4-0    -42.72
1900        Gallaudet                       0-1-0    -42.8391
1901        Texas College                   0-1-0    -42.8836
1902        Averett                         2-2-0    -42.9443
1903        Apprentice                      1-3-0    -42.9513
1904        Anderson                        1-3-0    -43.2095
1905        Waldorf                         0-2-0    -43.2535
1906        Bethany WV                      0-1-0    -43.2687
1907        Mount Ida                       2-4-0    -43.4187
1908        Geneva                          0-2-0    -43.5129
1909        Texas College                   0-7-0    -43.7106
1910        Minnesota-Crookston             0-1-0    -43.7551
1911        Evangel                         0-3-0    -43.7602
1912        King's PA                       0-3-0    -43.7798
1913        Lock Haven                      0-1-0    -43.8064
1914        Allegheny                       0-1-0    -43.8079
1915        Susquehanna                     0-1-0    -43.9188
1916        Ursinus                         0-1-0    -43.9188
1917        Wilmington                      0-2-0    -43.9962
1918        Ave Maria                       0-1-0    -44.1704
1919        Thiel                           0-3-0    -44.2118
1920        Rhodes                          0-2-0    -44.2483
1921        St Lawrence                     0-2-0    -44.2946
1922        Southern Virginia               0-1-0    -44.3247
1923        Jamestown                       0-2-0    -44.339
1924        Aurora                          0-2-0    -44.4202
1925        Westminster PA                  0-1-0    -44.4226
1926        Pace                            0-2-0    -44.5093
1927        Hamline                         0-2-0    -44.5225
1928        Lake Forest                     3-2-0    -44.6039
1929        Howard Payne                    0-1-0    -44.95
1930        Livingstone                     0-4-0    -44.9605
1931        Pace                            1-2-0    -44.9655
1932        Grinnell                        3-2-0    -45.3054
1933        Kenyon                          0-2-0    -45.3726
1934        WPI                             0-1-0    -45.4202
1935        Presentation                    2-2-0    -45.4689
1936        Castleton St                    2-2-0    -45.615
1937        SW Assem of God                 1-3-0    -45.6283
1938        Dakota St                       0-5-0    -45.674
1939        Hiram                           0-2-0    -45.7559
1940        Methodist                       0-1-0    -45.8132
1941        Apprentice                      0-1-0    -45.8324
1942        Methodist                       1-3-0    -46.1614
1943        Pace                            0-1-0    -46.1617
1944        North Carolina Wesleyan         0-3-0    -46.1822
1945        Knox                            0-2-0    -46.2382
1946        Coast Guard                     1-3-0    -46.2606
1947        Kansas Wesleyan                 0-1-0    -46.5024
1948        UMass-Dartmouth                 0-1-0    -46.5347
1949        Thiel                           0-3-0    -46.5387
1950        Ave Maria                       0-2-0    -46.5879
