Rank     Team                            W-L-T    Rating
692        Colorado Mines                  4-1-0    4.1573
693        Bethel TN                       5-0-0    4.026
694        Hampton                         0-1-0    4.0056
695        Georgia St                      3-3-0    3.9997
696        Illinois Wesleyan               4-1-0    3.9807
697        Missouri St                     0-3-0    3.9183
698        Nebraska Wesleyan               3-1-0    3.8889
699        Sacred Heart                    2-2-0    3.8461
700        Cal Lutheran                    4-2-0    3.8166
701        St Norbert                      0-1-0    3.8131
702        Gustavus Adolphus               0-1-0    3.8131
703        South Dakota St                 0-1-0    3.7871
704        Alabama-Birmingham              1-5-0    3.7611
705        SE Louisiana St                 0-1-0    3.7424
706        Tarleton St                     3-2-0    3.7315
707        Prairie View A&M                2-2-0    3.7169
708        Morehead St                     2-3-0    3.7146
709        Florida Atlantic                1-2-0    3.6821
710        Alabama A&M                     4-2-0    3.6404
711        Cornell NY                      2-3-0    3.6356
712        Langston                        4-1-0    3.611
713        Alabama-Birmingham              0-1-0    3.6041
714        Tennessee-Martin                1-5-0    3.4177
715        St John Fisher                  6-2-0    3.3825
716        Ouachita Baptist                2-2-0    3.2867
717        Morehouse                       5-2-0    3.2838
718        Memphis                         1-4-0    3.2078
719        Cortland St                     4-1-0    3.1643
720        Angelo St                       0-1-0    2.985
721        New Mexico Highlands            2-2-0    2.8596
722        Centre                          5-0-0    2.8476
723        Wayne St NE                     1-0-0    2.8249
724        Pennsylvania                    3-3-0    2.7295
725        Fort Hays St                    0-1-0    2.717
726        Colorado Mines                  4-1-0    2.7116
727        Tulane                          0-2-0    2.6678
728        Widener                         6-0-0    2.6617
729        Winona St                       3-2-0    2.6462
730        Virginia St                     3-0-0    2.6231
731        Walsh                           3-2-0    2.6159
732        Lycoming                        1-0-0    2.5686
733        West Chester                    3-3-0    2.5102
734        Georgia Southern                0-1-0    2.4195
735        St Francis PA                   0-1-0    2.4195
736        Lafayette                       0-1-0    2.4195
737        Dakota Wesleyan                 3-2-0    2.4178
738        Randolph-Macon                  5-0-0    2.4142
739        Grambling St                    4-1-0    2.409
740        Arkansas-Pine Bluff             3-3-0    2.3546
741        Franklin                        5-0-0    2.3271
742        William Jewell                  2-0-0    2.3123
743        Wagner                          2-2-0    2.2726
744        Tuskegee                        2-1-0    2.1937
745        Northwood                       1-3-0    2.1902
746        Florida Atlantic                0-2-0    2.1565
747        Western Carolina                1-4-0    2.0451
748        Bethel TN                       3-3-0    2.0269
749        Tennessee Tech                  3-3-0    2.0238
750        St Joseph's IN                  2-1-0    2.0103
751        New Jersey                      1-1-0    2.0
752        Findlay                         3-2-0    1.9941
753        Cumberlands KY                  3-2-0    1.9004
754        West Alabama                    2-3-0    1.877
755        Mars Hill                       4-1-0    1.8641
756        Wake Forest                     0-1-0    1.8566
757        Carson-Newman                   4-1-0    1.7983
758        Wayne St NE                     3-2-0    1.7561
759        Wheaton                         3-1-0    1.7243
760        Emporia St                      2-3-0    1.6566
761        Walsh                           2-3-0    1.6563
762        Richmond                        0-1-0    1.6503
763        St Francis IL                   6-1-0    1.6236
764        Simon Fraser                    2-1-0    1.5582
765        Midland U.                      3-2-0    1.5418
766        Christopher Newport             4-1-0    1.4884
767        Dubuque                         5-1-0    1.4641
768        Hastings                        5-0-0    1.4547
769        Memphis                         0-4-0    1.4467
770        Prairie View A&M                3-3-0    1.4236
771        Ottawa                          4-1-0    1.4014
772        Springfield                     3-0-0    1.3584
773        UCLA                            0-2-0    1.3521
774        Eastern Illinois                1-5-0    1.3516
775        William Penn                    3-2-0    1.2758
776        Fordham                         1-2-0    1.2345
777        Ohio Northern                   4-0-0    1.2305
778        Grand View                      4-1-0    1.2223
779        Shepherd                        3-2-0    1.141
780        Northern Colorado               0-5-0    1.0639
781        Lincoln MO                      0-2-0    1.0272
782        Presbyterian                    0-5-0    0.9409
783        Central Conn St                 2-3-0    0.8149
784        Virginia Tech                   0-1-0    0.7694
785        Southern Nazarene               6-1-0    0.7396
786        Wagner                          2-2-0    0.7311
787        South Carolina St               0-1-0    0.6666
788        Dayton                          4-2-0    0.6639
789        Stillman                        4-0-0    0.6416
790        William Jewell                  0-1-0    0.5008
791        Carthage                        2-0-0    0.4542
792        Gardner-Webb                    0-2-0    0.3307
793        Dubuque                         4-1-0    0.3239
794        Virginia Union                  4-2-0    0.2902
795        St John Fisher                  4-1-0    0.2879
796        Carroll MT                      7-1-0    0.2243
797        Bucknell                        0-1-0    0.2235
798        Baldwin-Wallace                 4-1-0    0.2121
799        Wesley                          5-2-0    0.135
800        New Haven                       4-1-0    0.1265
801        Kutztown                        5-1-0    -0.0153
802        UW-Oshkosh                      4-1-0    -0.0236
803        Winona St                       0-2-0    -0.027
804        Marist                          0-1-0    -0.0597
805        Frostburg St                    3-1-0    -0.0796
806        South Dakota                    0-1-0    -0.2129
807        UW-La Crosse                    1-2-0    -0.2164
808        Chattanooga                     0-1-0    -0.2533
809        SW Minnesota St                 2-2-0    -0.2595
810        Central Conn St                 2-3-0    -0.2697
811        Tarleton St                     3-3-0    -0.2728
812        Louisiana College               5-1-0    -0.2849
813        Gardner-Webb                    1-3-0    -0.2911
814        Quincy                          2-1-0    -0.302
815        Adams St                        4-2-0    -0.3189
816        Tulane                          0-2-0    -0.342
817        West Chester                    2-1-0    -0.3628
818        Adrian                          3-1-0    -0.3825
819        Ouachita Baptist                5-1-0    -0.3888
820        Villanova                       0-1-0    -0.4109
821        Lenoir-Rhyne                    3-3-0    -0.5046
822        Lycoming                        3-1-0    -0.5434
823        Sacramento St                   2-4-0    -0.5766
824        Bryant                          4-2-0    -0.6069
825        Akron                           0-2-0    -0.6403
826        Concordia-St Paul               4-1-0    -0.6503
827        Truman St                       0-1-0    -0.6626
828        Lake Erie                       2-4-0    -0.6716
829        North Carolina Central          2-3-0    -0.7087
830        Coastal Carolina                0-2-0    -0.7139
831        Lebanon Valley                  5-0-0    -0.72
832        Kean                            4-2-0    -0.8184
833        Mars Hill                       4-2-0    -0.8196
834        North Carolina A&T              1-4-0    -0.8759
835        NW Oklahoma St                  3-2-0    -0.9606
836        Indiana PA                      3-2-0    -0.9689
837        Delta St                        4-3-0    -0.9693
838        Princeton                       1-2-0    -0.9716
839        UNC-Pembroke                    4-1-0    -0.9935
840        Delaware Valley                 5-0-0    -1.0394
841        Harding                         2-3-0    -1.1791
842        Edinboro                        5-1-0    -1.3758
843        Bucknell                        0-2-0    -1.4786
844        Clark Atlanta                   0-1-0    -1.4886
845        Heidelberg                      4-1-0    -1.5203
846        Monmouth IL                     4-1-0    -1.6559
847        UNLV                            0-4-0    -1.7068
848        Washington U.                   3-1-0    -1.8012
849        Davidson                        0-1-0    -1.8174
850        Tennessee St                    2-4-0    -1.8879
851        Albion                          3-2-0    -1.897
852        Belhaven                        5-0-0    -1.8989
853        North Central                   3-2-0    -1.9538
854        Missouri St                     0-1-0    -1.9559
855        UW-Oshkosh                      3-2-0    -2.0483
856        Fort Hays St                    2-3-0    -2.0581
857        Rowan                           2-2-0    -2.0927
858        Western Carolina                0-4-0    -2.1041
859        North Carolina A&T              0-1-0    -2.1805
860        Bentley                         4-2-0    -2.2745
861        TAMU-Kingsville                 2-3-0    -2.2869
862        Stillman                        3-0-0    -2.3178
863        Stony Brook                     0-1-0    -2.3212
864        Fordham                         0-2-0    -2.3401
865        Charleston Southern             0-4-0    -2.3847
866        Harding                         1-4-0    -2.444
867        Bethune-Cookman                 2-1-0    -2.4523
868        Western New Mexico              2-3-0    -2.4661
869        Yale                            2-2-0    -2.5508
870        Northern Michigan               1-3-0    -2.5584
871        Central Missouri                0-2-0    -2.5605
872        Case Western Reserve            2-0-0    -2.5686
873        Taylor                          3-1-0    -2.5785
874        John Carroll                    3-2-0    -2.5916
875        Boston College                  0-1-0    -2.6303
876        Virginia-Wise                   4-1-0    -2.6391
877        Colorado Mesa                   1-3-0    -2.7803
878        Delaware St                     1-1-0    -2.8339
879        William Paterson                2-1-0    -2.8549
880        Newberry                        2-3-0    -2.8553
881        Missouri Southern               1-4-0    -2.8695
882        Alcorn St                       2-2-0    -2.947
883        Brockport St                    2-3-0    -2.9986
884        MidAmerica Nazarene             6-1-0    -3.0184
885        Western Oregon                  0-2-0    -3.0844
886        Ball St                         0-1-0    -3.0884
887        Maryland                        0-1-0    -3.0884
888        SW Baptist                      5-1-0    -3.0932
889        West Georgia                    4-2-0    -3.1802
890        Newberry                        2-3-0    -3.2316
891        The Citadel                     0-1-0    -3.2533
892        Colorado Mesa                   3-2-0    -3.2954
893        Miles                           4-2-0    -3.3196
894        Wartburg                        5-0-0    -3.3685
895        Catawba                         1-3-0    -3.3805
896        Montclair St                    3-1-0    -3.4189
897        Bemidji St                      3-1-0    -3.5033
898        Tuskegee                        2-2-0    -3.6059
899        Chowan                          2-1-0    -3.6327
900        Robert Morris PA                1-4-0    -3.646
901        Missouri S and T                2-3-0    -3.6936
902        Fairmont St                     3-2-0    -3.701
903        Northwestern IA                 0-1-0    -3.7271
904        Western New Mexico              3-2-0    -3.79
905        Pikeville                       3-2-0    -3.9356
906        Arkansas-Pine Bluff             2-2-0    -3.9862
907        Southern U.                     2-3-0    -3.9865
908        St Vincent                      4-1-0    -3.999
909        Nicholls St                     1-3-0    -3.9992
910        Concordia AL                    1-0-0    -4.0198
911        Chadron St                      2-3-0    -4.0311
912        Doane                           4-2-0    -4.0538
913        Rocky Mountain                  2-1-0    -4.0544
914        Fairmont St                     4-1-0    -4.1352
915        Wabash                          5-0-0    -4.1478
916        Benedictine KS                  0-2-0    -4.1541
917        Johns Hopkins                   5-1-0    -4.2281
918        Case Western Reserve            6-0-0    -4.2444
919        Carson-Newman                   1-3-0    -4.2633
920        Brevard                         2-2-0    -4.2975
921        Montana Tech                    3-2-0    -4.3217
922        UW-Eau Claire                   4-2-0    -4.3897
923        Charleston Southern             0-4-0    -4.4043
924        Muhlenberg                      0-1-0    -4.5343
925        St Norbert                      4-0-0    -4.5491
926        Monmouth NJ                     0-1-0    -4.5596
927        Indiana PA                      4-0-0    -4.5698
928        Webber Int'l                    3-1-0    -4.634
929        Ithaca                          2-2-0    -4.6972
930        Alfred                          3-1-0    -4.7136
931        Sioux Falls                     1-3-0    -4.7152
932        Centre                          4-2-0    -4.7627
933        St Norbert                      0-1-0    -4.7671
934        Pacific Lutheran                4-1-0    -4.7675
935        Rhodes                          3-0-0    -4.781
936        Southern U.                     2-3-0    -4.7962
937        William & Mary                  0-2-0    -4.8038
938        Nebraska Wesleyan               2-2-0    -4.8305
939        Central Washington              1-3-0    -4.8431
940        Northern St SD                  4-2-0    -4.9804
941        Richmond                        0-1-0    -4.9916
942        Albany St GA                    3-3-0    -4.9985
943        Butler                          2-4-0    -5.0022
944        Buffalo                         0-1-0    -5.0114
945        Villanova                       0-1-0    -5.0114
946        New Mexico                      0-1-0    -5.0183
947        Azusa Pacific                   2-2-0    -5.0249
948        UC-Davis                        0-1-0    -5.0286
949        Austin Peay                     0-4-0    -5.1477
950        Muskingum                       2-1-0    -5.2428
951        Concordia-St Paul               0-1-0    -5.2872
952        Presbyterian                    0-1-0    -5.3337
953        Fayetteville St                 2-2-0    -5.336
954        Union KY                        2-2-0    -5.3732
955        Allegheny                       2-0-0    -5.4677
956        Millikin                        3-2-0    -5.5076
957        Central Methodist               2-1-0    -5.5397
958        Savannah St                     0-2-0    -5.5941
959        Georgia St                      0-4-0    -5.6219
960        Merrimack                       4-1-0    -5.7294
961        Concordia NE                    0-2-0    -5.8042
962        Lane                            1-2-0    -5.8162
963        Capital                         0-1-0    -5.8296
964        Thomas More                     4-1-0    -5.8873
965        Lamar                           0-2-0    -5.8922
966        Central IA                      5-0-0    -5.9725
967        Central Oklahoma                2-2-0    -5.9771
968        Arkansas-Monticello             5-2-0    -6.0593
969        Lindenwood                      0-1-0    -6.0628
970        Randolph-Macon                  3-2-0    -6.1225
971        Campbell                        2-4-0    -6.1318
972        Bridgewater VA                  4-1-0    -6.1416
973        Taylor                          2-1-0    -6.1689
974        Idaho St                        0-1-0    -6.2708
975        Ithaca                          0-1-0    -6.2709
976        Angelo St                       1-4-0    -6.3522
977        Incarnate Word                  1-4-0    -6.3883
978        C.W. Post                       3-1-0    -6.4317
979        East Stroudsburg                2-4-0    -6.4709
980        Wagner                          0-1-0    -6.4873
981        SE Missouri St                  0-3-0    -6.5033
982        Hope                            4-0-0    -6.5041
983        Florida Atlantic                0-4-0    -6.5241
984        New Mexico St                   0-2-0    -6.6139
985        Western New England             6-0-0    -6.7269
986        Shippensburg                    3-3-0    -6.7368
987        Illinois Wesleyan               5-0-0    -6.7564
988        Concordia-Moorhead              2-3-0    -6.7661
989        Salve Regina                    5-0-0    -6.844
990        Upper Iowa                      2-2-0    -7.0855
991        Campbellsville                  2-2-0    -7.1264
992        Howard                          0-2-0    -7.1364
993        Morehead St                     1-5-0    -7.143
994        Bethel MN                       3-2-0    -7.1846
995        Northeastern St OK              3-2-0    -7.2026
996        Illinois College                4-1-0    -7.2194
997        Bowie St                        2-1-0    -7.2266
998        Fayetteville St                 2-3-0    -7.2763
999        Baker                           2-1-0    -7.2894
1000        Nicholls St                     0-4-0    -7.3017
1001        Fordham                         0-1-0    -7.359
1002        Idaho St                        0-3-0    -7.3656
1003        Adrian                          5-1-0    -7.3975
1004        UW-Stout                        3-1-0    -7.4448
1005        Trine                           3-1-0    -7.4555
1006        Southern Arkansas               2-3-0    -7.5264
1007        Charleston Southern             0-2-0    -7.5348
1008        Western Carolina                0-1-0    -7.5772
1009        Colorado Mines                  0-1-0    -7.5779
1010        Menlo                           4-1-0    -7.5911
1011        Kentucky St                     3-3-0    -7.627
1012        North Carolina Central          0-3-0    -7.6275
1013        Lindsey Wilson                  3-2-0    -7.6285
1014        Wabash                          0-1-0    -7.6374
1015        Catawba                         2-1-0    -7.6441
1016        TAMU-Commerce                   1-4-0    -7.6565
1017        Carleton                        1-1-0    -7.6643
1018        Ashland                         1-3-0    -7.6647
1019        New Haven                       0-1-0    -7.6869
1020        Western Oregon                  2-3-0    -7.7368
1021        Northwood                       1-4-0    -7.8256
1022        Iowa Wesleyan                   2-1-0    -7.8555
1023        Lamar                           2-4-0    -7.8639
1024        Shorter                         2-2-0    -7.9101
1025        UNC-Pembroke                    0-1-0    -7.9394
1026        Holy Cross                      0-1-0    -7.9978
1027        St Ambrose                      0-1-0    -8.0334
1028        Dickinson St                    3-1-0    -8.0964
1029        Franklin                        5-1-0    -8.1005
1030        Kentucky Christian              2-3-0    -8.1119
1031        Gannon                          3-1-0    -8.1156
1032        VMI                             0-1-0    -8.1371
1033        Hastings                        1-2-0    -8.1649
1034        Morgan St                       2-3-0    -8.1737
1035        Valley City St                  4-1-0    -8.1872
1036        Johnson C. Smith                2-3-0    -8.1956
1037        Western Carolina                0-1-0    -8.1999
1038        Colgate                         1-4-0    -8.2368
1039        SW Baptist                      1-3-0    -8.2461
1040        Clark Atlanta                   2-1-0    -8.2479
1041        Carson-Newman                   0-1-0    -8.2918
1042        Baldwin-Wallace                 4-1-0    -8.3036
1043        Mass Maritime                   4-0-0    -8.306
1044        St John's MN                    3-0-0    -8.3537
1045        Washington and Lee              2-2-0    -8.3991
1046        UW-Eau Claire                   1-3-0    -8.5592
1047        Hope                            3-1-0    -8.5606
1048        Slippery Rock                   3-3-0    -8.5683
1049        Valley City St                  5-0-0    -8.5704
1050        Concord                         3-2-0    -8.5822
1051        Towson                          0-1-0    -8.6121
1052        Tuskegee                        0-1-0    -8.627
1053        Montana St-Northern             3-2-0    -8.6426
1054        Ottawa                          5-2-0    -8.6914
1055        UW-Platteville                  3-1-0    -8.6967
1056        Cumberland TN                   4-2-0    -8.7537
1057        WV Wesleyan                     4-2-0    -8.7766
1058        Howard                          0-3-0    -8.7978
1059        Henderson St                    2-2-0    -8.8053
1060        Johns Hopkins                   5-0-0    -8.9321
1061        Sacred Heart                    0-2-0    -8.9331
1062        Kalamazoo                       3-2-0    -8.9537
1063        Robert Morris PA                1-4-0    -9.0008
1064        Bacone                          3-2-0    -9.0189
1065        Springfield                     3-3-0    -9.0474
1066        Edinboro                        2-2-0    -9.0549
1067        Olivet Nazarene                 2-2-0    -9.0965
1068        Faulkner                        3-2-0    -9.1165
1069        Ferris St                       1-4-0    -9.1203
1070        Marist                          1-3-0    -9.1426
1071        Fort Valley St                  1-3-0    -9.2002
1072        Ithaca                          2-2-0    -9.2205
1073        Concordia-Moorhead              4-1-0    -9.2665
1074        Southern Conn St                5-1-0    -9.3338
1075        Shaw                            2-2-0    -9.3562
1076        Northern St SD                  1-3-0    -9.3664
1077        Western Illinois                0-3-0    -9.3903
1078        UW-La Crosse                    0-1-0    -9.4229
1079        Bentley                         2-2-0    -9.462
1080        Evangel                         2-0-0    -9.506
1081        Truman St                       2-3-0    -9.5287
1082        St Thomas                       0-1-0    -9.5766
1083        Trinity TX                      4-0-0    -9.5959
1084        Olivet Nazarene                 3-2-0    -9.6407
1085        Eastern Oregon                  3-2-0    -9.6524
1086        Willamette                      2-1-0    -9.6613
1087        Bridgewater VA                  2-2-0    -9.726
1088        Augustana IL                    2-4-0    -9.7304
1089        Lewis & Clark                   4-1-0    -9.7496
1090        Akron                           0-2-0    -9.8293
1091        UW-Stevens Point                1-2-0    -9.8311
1092        Kentucky Wesleyan               1-2-0    -9.9232
1093        Carthage                        3-1-0    -9.9348
1094        Lincoln MO                      0-2-0    -9.937
1095        Missouri S and T                0-1-0    -9.9454
1096        Nicholls St                     0-1-0    -9.9642
1097        Endicott                        6-0-0    -9.9894
1098        VMI                             0-1-0    -9.9908
1099        South Florida                   0-1-0    -10.0
1100        Alabama                         0-1-0    -10.0
1101        Gustavus Adolphus               0-1-0    -10.0
1102        Austin                          0-1-0    -10.0
1103        Thomas More                     5-1-0    -10.0081
1104        Westminster PA                  3-0-0    -10.181
1105        Union KY                        0-1-0    -10.3079
1106        Wartburg                        3-2-0    -10.3185
1107        Western Illinois                0-1-0    -10.4044
1108        Monmouth NJ                     0-5-0    -10.4313
1109        Mississippi Valley St           1-2-0    -10.4384
1110        Union NY                        3-2-0    -10.4504
1111        New Mexico Highlands            0-2-0    -10.4556
1112        Malone                          0-1-0    -10.4589
1113        Savannah St                     1-2-0    -10.4779
1114        Framingham St                   5-0-0    -10.5408
1115        Campbellsville                  0-1-0    -10.5567
1116        Hobart                          2-1-0    -10.5718
1117        Colorado Mesa                   0-1-0    -10.5779
1118        Clarion                         2-2-0    -10.5815
1119        Millsaps                        2-1-0    -10.6339
1120        Wingate                         2-4-0    -10.683
1121        Augustana IL                    0-2-0    -10.8287
1122        Grambling St                    0-1-0    -10.8359
1123        Yale                            0-1-0    -10.8611
1124        American Int'l                  3-1-0    -10.8912
1125        Hartwick                        0-1-0    -11.0
1126        Eastern New Mexico              0-4-0    -11.09
1127        Campbellsville                  5-2-0    -11.1161
1128        St Scholastica                  0-1-0    -11.1869
1129        St John's MN                    0-1-0    -11.1869
1130        Shenandoah                      3-2-0    -11.2002
1131        Charleston Southern             0-1-0    -11.2017
1132        St Ambrose                      4-1-0    -11.2067
1133        Missouri Valley                 4-1-0    -11.2484
1134        Texas-San Antonio               0-3-0    -11.3015
1135        Utica                           3-2-0    -11.3112
1136        Wilkes                          0-1-0    -11.3487
1137        Shaw                            1-5-0    -11.3797
1138        Wheaton                         0-1-0    -11.4037
1139        Millersville                    3-0-0    -11.4094
1140        Idaho St                        0-3-0    -11.4593
1141        Concordia IL                    3-1-0    -11.4664
1142        East Central OK                 3-3-0    -11.4816
1143        Linfield                        4-1-0    -11.5039
1144        McKendree                       2-2-0    -11.5334
1145        Yale                            0-1-0    -11.5985
1146        Lafayette                       0-1-0    -11.5985
1147        Northern Colorado               0-5-0    -11.6263
1148        Mercyhurst                      2-3-0    -11.6639
1149        Benedictine KS                  3-1-0    -11.6797
1150        Simpson                         3-1-0    -11.8034
1151        Wittenberg                      3-2-0    -11.8168
1152        Central Methodist               3-0-0    -11.8621
1153        Fort Lewis                      1-1-0    -11.8621
1154        Upper Iowa                      1-4-0    -11.8728
1155        Savannah St                     0-3-0    -12.0936
1156        Simon Fraser                    1-4-0    -12.1019
1157        Arkansas Tech                   1-4-0    -12.1057
1158        Truman St                       0-1-0    -12.1061
1159        Concordia-St Paul               2-3-0    -12.1218
1160        Rowan                           0-2-0    -12.1221
1161        Jamestown                       1-1-0    -12.1617
1162        Morgan St                       0-1-0    -12.2427
1163        Tusculum                        0-1-0    -12.2548
1164        Tiffin                          0-1-0    -12.2593
1165        Miles                           2-2-0    -12.2598
1166        Northern Michigan               0-1-0    -12.2975
1167        Louisiana College               2-2-0    -12.2998
1168        SE Oklahoma St                  1-4-0    -12.3287
1169        Capital                         3-2-0    -12.3982
1170        Trine                           4-1-0    -12.585
1171        Seton Hill                      0-2-0    -12.6278
1172        Redlands                        4-2-0    -12.7494
1173        Wash & Jeff                     3-2-0    -12.7571
1174        Norfolk St                      0-1-0    -12.7616
1175        UW-Stevens Point                2-2-0    -12.7656
1176        Fordham                         0-5-0    -12.7755
1177        Savannah St                     0-3-0    -12.7933
1178        New Mexico Highlands            2-3-0    -12.8239
1179        Emory & Henry                   3-2-0    -12.8489
1180        St Olaf                         3-2-0    -12.897
1181        Augustana SD                    0-1-0    -12.9226
1182        Chicago                         3-1-0    -12.9467
1183        Southern Illinois               0-1-0    -13.0
1184        Pennsylvania                    0-1-0    -13.0
1185        Dakota St                       0-1-0    -13.0
1186        Incarnate Word                  0-1-0    -13.015
1187        TAMU-Commerce                   0-1-0    -13.015
1188        North Park                      1-1-0    -13.0335
1189        Fort Valley St                  1-4-0    -13.0816
1190        Montana-Western                 2-3-0    -13.1167
1191        Carnegie Mellon                 2-2-0    -13.1243
1192        Rocky Mountain                  3-3-0    -13.2059
1193        Hope                            0-1-0    -13.2063
1194        East Texas Baptist              4-1-0    -13.2593
1195        Livingstone                     0-2-0    -13.2923
1196        Wilkes                          2-1-0    -13.3232
1197        Southwestern KS                 3-3-0    -13.4166
1198        Mary                            2-3-0    -13.4459
1199        Minnesota-Crookston             0-2-0    -13.497
1200        Princeton                       0-2-0    -13.5163
1201        Johnson C. Smith                4-1-0    -13.5828
1202        Western St CO                   1-3-0    -13.629
1203        Otterbein                       2-2-0    -13.6478
1204        OK Panhandle St                 2-2-0    -13.6841
1205        Northern St SD                  0-1-0    -13.7524
1206        La Verne                        2-2-0    -13.768
1207        Dixie St                        0-4-0    -13.8178
1208        Heidelberg                      0-1-0    -13.8296
1209        Muskingum                       0-2-0    -13.8296
1210        Dartmouth                       0-1-0    -13.8936
1211        Emory & Henry                   2-3-0    -13.9751
1212        Texas Southern                  0-3-0    -13.9809
1213        Rowan                           0-1-0    -14.0
1214        Prairie View A&M                0-1-0    -14.021
1215        California PA                   0-1-0    -14.0445
1216        Grove City                      2-2-0    -14.05
1217        Stonehill                       3-2-0    -14.0966
1218        Drake                           0-1-0    -14.1038
1219        Mercyhurst                      2-4-0    -14.1093
1220        Lycoming                        4-1-0    -14.1134
1221        Bethany WV                      3-2-0    -14.2089
1222        Lake Erie                       1-4-0    -14.2269
1223        Muhlenberg                      4-0-0    -14.2761
1224        Augsburg                        2-1-0    -14.2814
1225        Catholic                        2-2-0    -14.3358
1226        Brevard                         1-5-0    -14.337
1227        Western St CO                   0-1-0    -14.3404
1228        New Jersey                      1-2-0    -14.3721
1229        Carnegie Mellon                 3-2-0    -14.4327
1230        Northwestern St                 0-1-0    -14.4765
1231        Chowan                          0-1-0    -14.5095
1232        Charleston WV                   3-3-0    -14.5111
1233        Carroll WI                      4-1-0    -14.5458
1234        Kentucky Wesleyan               0-2-0    -14.5689
1235        Mississippi Valley St           0-3-0    -14.619
1236        Clark Atlanta                   0-1-0    -14.627
1237        Kentucky Christian              2-2-0    -14.6375
1238        John Carroll                    2-2-0    -14.6674
1239        Charleston WV                   2-2-0    -14.6852
1240        Notre Dame OH                   2-2-0    -14.7719
1241        Texas Lutheran                  3-2-0    -14.7826
1242        St John's MN                    3-3-0    -14.7844
1243        Widener                         3-2-0    -14.7961
1244        Briar Cliff                     2-4-0    -14.8337
1245        Lindsey Wilson                  4-1-0    -14.8632
1246        Luther                          2-3-0    -14.8879
1247        Endicott                        4-1-0    -14.9708
1248        Trinity Int'l                   1-1-0    -15.0004
1249        Jamestown                       2-2-0    -15.0877
1250        Malone                          3-2-0    -15.1233
1251        Waynesburg                      0-1-0    -15.2024
1252        Ursinus                         3-1-0    -15.2029
1253        Plymouth St                     2-1-0    -15.3283
1254        Dordt                           1-3-0    -15.3514
1255        Colorado Mesa                   0-1-0    -15.3921
1256        West Virginia Tech              1-2-0    -15.451
1257        Occidental                      4-0-0    -15.477
1258        St Lawrence                     2-1-0    -15.4975
1259        Quincy                          0-1-0    -15.5394
1260        Salve Regina                    0-1-0    -15.5772
1261        Waynesburg                      3-1-0    -15.5779
1262        Buffalo St                      1-4-0    -15.6237
1263        Colgate                         0-1-0    -15.6525
1264        Hartwick                        1-3-0    -15.6603
1265        Edward Waters                   0-1-0    -15.6869
1266        Rochester                       1-3-0    -15.698
1267        VMI                             0-5-0    -15.8217
1268        Alcorn St                       0-2-0    -15.8269
1269        Concordia IL                    5-1-0    -15.8336
1270        Eastern New Mexico              2-4-0    -15.8507
1271        Minnesota-Duluth                0-2-0    -15.8659
1272        Langston                        0-2-0    -15.9476
1273        Columbia                        0-3-0    -15.9692
1274        Southern Arkansas               1-3-0    -15.9792
1275        Birmingham-Southern             3-1-0    -16.0042
1276        Wagner                          0-2-0    -16.009
1277        Worcester St                    4-1-0    -16.0532
1278        Trinity Bible                   2-1-0    -16.0972
1279        Lane                            2-1-0    -16.1214
1280        Avila                           2-1-0    -16.1236
1281        UW-River Falls                  0-5-0    -16.1376
1282        Concordia NE                    3-1-0    -16.1441
1283        Elmhurst                        1-3-0    -16.179
1284        Bowie St                        2-5-0    -16.1901
1285        St Xavier                       0-1-0    -16.2041
1286        Delaware St                     0-2-0    -16.2505
1287        Davidson                        0-2-0    -16.2955
1288        Robert Morris PA                0-1-0    -16.334
1289        Buffalo St                      0-1-0    -16.4029
1290        Northern Michigan               0-1-0    -16.4074
1291        St Scholastica                  5-0-0    -16.4992
1292        Washington U.                   0-1-0    -16.5536
1293        Alma                            1-4-0    -16.5566
1294        William Jewell                  2-2-0    -16.5709
1295        Notre Dame OH                   2-2-0    -16.6024
1296        Mississippi College             3-2-0    -16.7097
1297        Albright                        2-3-0    -16.7454
1298        SW Oklahoma St                  2-3-0    -16.7553
1299        UW-La Crosse                    2-2-0    -16.7795
1300        Belhaven                        0-1-0    -16.882
1301        Northern Colorado               0-1-0    -16.8858
1302        Peru St                         2-2-0    -16.8989
1303        Wash & Jeff                     3-2-0    -16.9112
1304        Bethune-Cookman                 0-1-0    -17.0223
1305        Robert Morris IL                3-2-0    -17.0251
1306        East Texas Baptist              1-4-0    -17.1081
1307        Fort Lewis                      1-3-0    -17.1228
1308        Urbana                          4-2-0    -17.1273
1309        Minot St                        1-1-0    -17.2075
1310        Ashland                         1-1-0    -17.2147
1311        Gardner-Webb                    0-1-0    -17.2281
1312        Pacific Lutheran                0-1-0    -17.2416
1313        La Verne                        0-1-0    -17.2416
1314        William Paterson                2-1-0    -17.2545
1315        Allegheny                       3-3-0    -17.2572
1316        Brockport St                    1-4-0    -17.2629
1317        Catawba                         0-3-0    -17.278
1318        Lincoln MO                      0-3-0    -17.3155
1319        Augsburg                        4-1-0    -17.3526
1320        Bethany KS                      3-2-0    -17.3865
1321        Simon Fraser                    0-1-0    -17.3921
1322        LaGrange                        2-2-0    -17.4033
1323        Ohio Northern                   2-1-0    -17.4784
1324        Glenville St                    2-3-0    -17.4897
1325        Luther                          1-2-0    -17.5017
1326        Lebanon Valley                  3-2-0    -17.5034
1327        Carroll WI                      3-1-0    -17.525
1328        Coe                             3-3-0    -17.5885
