Rank   Team                            W-L-T     Rating
 607   Bluefield                       3-8-0   -34.3937
 608   Trine                           6-4-0    -34.454
 609   Kean                            2-8-0   -34.5372
 610   Fitchburg St                    6-4-0   -34.6577
 611   Westfield St                    5-5-0   -34.9632
 612   Concordia AL                    1-9-0   -35.1036
 613   Marietta                        2-8-0   -35.4387
 614   Southern Virginia               1-9-0   -35.5665
 615   Lakeland                        6-4-0   -35.8119
 616   Carnegie Mellon                 4-6-0   -36.0063
 617   Dakota St                       6-5-0   -36.0887
 618   Loras                           3-7-0   -36.1337
 619   Sul Ross St                     2-8-0   -36.3599
 620   Wisconsin Lutheran              7-3-0   -36.4059
 621   Capital                         3-7-0   -36.5277
 622   Birmingham-Southern             3-7-0   -36.6001
 623   Point U.                        0-9-0   -37.1547
 624   Bridgewater St MA               4-6-0   -37.6902
 625   McPherson                       4-7-0   -37.7884
 626   Concordia MI                    3-8-0   -37.9046
 627   Berry                           2-8-0   -37.9085
 628   Austin                          5-5-0   -38.4482
 629   Carthage                        3-7-0   -38.6769
 630   Defiance                        3-7-0   -38.7583
 631   Hanover                         2-8-0   -39.1421
 632   UMass-Dartmouth                 4-6-0   -39.2657
 633   Peru St                         2-9-0   -39.4302
 634   Midland U.                      2-8-0   -39.4927
 635   Presentation                    6-4-0    -39.947
