Rank     Team                            W-L-T    Schedule Factor
689        Lewis & Clark                   0-1-0    9.2598
690        Dixie St                        0-5-0    9.2503
691        Findlay                         3-3-0    9.2058
692        Fort Lewis                      1-4-0    9.1373
693        Howard                          2-4-0    9.1105
694        Robert Morris PA                0-2-0    9.0676
695        Central Conn St                 1-4-0    9.0526
696        Dartmouth                       4-1-0    9.0462
697        Johnson C. Smith                0-3-0    9.0166
698        Shorter                         1-2-0    9.0118
699        Southern Oregon                 5-1-0    8.9843
700        Eastern Washington              6-0-0    8.958
701        Taylor                          0-3-0    8.9471
702        Southern Conn St                0-3-0    8.8654
703        WPI                             0-1-0    8.8297
704        Rochester                       0-1-0    8.8297
705        Dartmouth                       3-1-0    8.8206
706        Weber St                        1-3-0    8.8196
707        St Vincent                      0-2-0    8.8166
708        Yale                            5-1-0    8.8133
709        VA-Lynchburg                    0-4-0    8.7452
710        San Diego St                    4-0-0    8.7355
711        Colorado St-Pueblo              5-0-0    8.6941
712        Abilene Christian               3-3-0    8.6691
713        Benedictine IL                  0-2-0    8.6407
714        Lamar                           2-1-0    8.64
715        UW-Stevens Point                2-2-0    8.6393
716        Miles                           0-1-0    8.6152
717        Simon Fraser                    0-1-0    8.5451
718        McNeese St                      4-1-0    8.5208
719        UW-Platteville                  0-1-0    8.4687
720        St Francis IL                   0-3-0    8.4581
721        Siena Heights                   2-0-0    8.4084
722        Lincoln PA                      0-1-0    8.3546
723        TAMU-Commerce                   6-1-0    8.3205
724        Davidson                        0-2-0    8.2305
725        Marian IN                       4-0-0    8.1823
726        Notre Dame OH                   4-2-0    8.1703
727        Gettysburg                      0-1-0    8.1412
728        Franklin & Marshall             0-1-0    8.1412
729        Simon Fraser                    1-3-0    8.0381
730        Montana St                      6-1-0    8.0299
731        Findlay                         2-3-0    8.0259
732        William Jewell                  0-1-0    8.0078
733        Campbell                        1-3-0    7.9686
734        Bethel TN                       0-2-0    7.8944
735        Gardner-Webb                    3-1-0    7.8714
736        Tennessee St                    1-2-0    7.7637
737        Brevard                         0-4-0    7.7095
738        WV Wesleyan                     2-3-0    7.6934
739        Kean                            0-2-0    7.6752
740        Montana-Western                 4-1-0    7.6136
741        RPI                             0-1-0    7.5816
742        Marist                          0-2-0    7.5176
743        Sacramento St                   4-2-0    7.4468
744        Mercer                          2-2-0    7.3999
745        Campbell                        0-1-0    7.3814
746        Chadron St                      4-2-0    7.3745
747        Stony Brook                     3-2-0    7.3694
748        Clarion                         0-2-0    7.3236
749        Virginia-Wise                   1-2-0    7.2836
750        West Virginia St                1-3-0    7.2829
751        Delaware St                     1-2-0    7.2609
752        Morgan St                       2-4-0    7.2211
753        Elizabeth City St               0-1-0    7.1904
754        Houston Baptist                 1-3-0    7.0711
755        Georgia St                      0-1-0    7.0007
756        Campbell                        0-1-0    7.0007
757        Villanova                       6-0-0    6.9676
758        Morehead St                     0-1-0    6.9533
759        New Mexico Highlands            1-5-0    6.8018
760        McKendree                       0-1-0    6.7413
761        Central Conn St                 1-2-0    6.6917
762        Edinboro                        0-1-0    6.6876
763        Claremont-Mudd-Scripps          0-1-0    6.63
764        Miles                           0-1-0    6.6214
765        West Alabama                    3-2-0    6.5308
766        Clarion                         0-2-0    6.333
767        Charleston WV                   4-2-0    6.3288
768        Defiance                        0-1-0    6.3189
769        Sewanee                         0-1-0    6.3189
770        Marietta                        0-3-0    6.3064
771        Morgan St                       4-0-0    6.279
772        Mississippi College             0-2-0    6.2357
773        Eastern Kentucky                4-0-0    6.1858
774        Western St CO                   0-2-0    6.1714
775        UW-La Crosse                    1-3-0    6.1152
776        Kentucky Christian              0-1-0    6.1035
777        Norfolk St                      3-1-0    6.0438
778        Grambling St                    2-1-0    6.0175
779        Hillsdale                       1-4-0    6.0141
780        Black Hills St                  0-5-0    5.9229
781        Prairie View A&M                1-3-0    5.8387
782        Brown                           2-2-0    5.7897
783        Mississippi Valley St           0-3-0    5.7769
784        Taylor                          3-1-0    5.731
785        Richmond                        4-2-0    5.5832
786        Eastern Kentucky                5-1-0    5.5732
787        Hartwick                        0-1-0    5.5028
788        Salisbury                       0-1-0    5.5028
789        UNC-Pembroke                    0-3-0    5.4562
790        Wayne St MI                     3-1-0    5.3799
791        Bucknell                        5-1-0    5.3659
792        Bethune-Cookman                 5-0-0    5.3629
793        Arkansas-Monticello             0-1-0    5.3411
794        Concord                         6-0-0    5.3108
795        San Diego                       3-1-0    5.304
796        Delta St                        4-1-0    5.2867
797        Northern Arizona                3-3-0    5.2637
798        Drake                           2-2-0    5.2444
799        East Texas Baptist              0-4-0    5.2044
800        Lane                            0-2-0    5.1765
801        Eastern New Mexico              4-2-0    5.1582
802        Texas College                   0-1-0    5.1518
803        Newberry                        3-2-0    5.1344
804        Buena Vista                     2-2-0    5.0415
805        UNC-Pembroke                    0-2-0    5.0346
806        Norfolk St                      1-2-0    4.9786
807        Northern Colorado               2-2-0    4.9584
808        Morehead St                     1-4-0    4.8911
809        Sam Houston St                  3-2-0    4.8361
810        Limestone                       0-1-0    4.8064
811        South Carolina St               4-1-0    4.7891
812        New Mexico Highlands            2-3-0    4.6977
813        Butler                          2-2-0    4.6477
814        Concordia AL                    0-5-0    4.6254
815        Georgetown DC                   1-2-0    4.6231
816        Pennsylvania                    1-2-0    4.6109
817        Carleton                        0-2-0    4.5974
818        TAMU-Kingsville                 0-2-0    4.546
819        Jackson St                      2-1-0    4.511
820        Walsh                           0-1-0    4.4499
821        Valdosta St                     4-1-0    4.2866
822        Florida Tech                    4-2-0    4.2834
823        Cumberland TN                   0-1-0    4.2103
824        Notre Dame OH                   3-2-0    4.2067
825        Pomona-Pitzer                   0-1-0    4.1005
826        Whittier                        0-1-0    4.1005
827        Siena Heights                   0-3-0    4.0422
828        Carson-Newman                   3-2-0    4.0118
829        Wagner                          3-0-0    3.9648
830        SE Louisiana                    2-3-0    3.9585
831        Hampton                         1-4-0    3.9066
832        Western Oregon                  2-5-0    3.8558
833        Stony Brook                     0-1-0    3.792
834        Virginia-Wise                   1-4-0    3.7707
835        Muskingum                       0-1-0    3.764
836        Ohio Northern                   0-1-0    3.764
837        Otterbein                       0-1-0    3.764
838        Capital                         0-1-0    3.764
839        Morehouse                       0-1-0    3.7315
840        Murray St                       3-2-0    3.7286
841        Carson-Newman                   4-1-0    3.7126
842        St Olaf                         0-3-0    3.6911
843        Utica                           3-0-0    3.664
844        UW-Eau Claire                   0-2-0    3.6204
845        UW-Eau Claire                   0-3-0    3.553
846        Sacred Heart                    5-2-0    3.5276
847        Moravian                        0-1-0    3.4991
848        Fordham                         4-0-0    3.4876
849        Mississippi Valley St           1-4-0    3.41
850        Appalachian St                  3-2-0    3.3233
851        Dubuque                         0-2-0    3.268
852        Menlo                           1-4-0    3.2424
853        Dixie St                        0-1-0    3.2413
854        Eastern Oregon                  3-1-0    3.2304
855        New Haven                       2-3-0    3.1959
856        Webber Int'l                    0-1-0    3.1779
857        DePauw                          0-1-0    3.1767
858        Glenville St                    4-1-0    3.1311
859        Edinboro                        1-4-0    3.0705
860        Michigan Tech                   5-0-0    3.0206
861        Alabama A&M                     4-2-0    3.0158
862        Dayton                          3-2-0    2.9885
863        Virginia St                     4-1-0    2.9833
864        Western St CO                   2-3-0    2.9801
865        Austin Peay                     1-1-0    2.9672
866        Carroll MT                      4-1-0    2.9002
867        North Dakota                    4-2-0    2.8813
868        Truman St                       0-2-0    2.8231
869        Mercyhurst                      3-2-0    2.8133
870        Adams St                        1-4-0    2.7302
871        Catawba                         3-3-0    2.73
872        LIU Post                        4-2-0    2.6474
873        Norwich                         0-1-0    2.6424
874        Stetson                         1-2-0    2.6303
875        Ashland                         5-0-0    2.6229
876        Bloomsburg                      5-0-0    2.5307
877        Hartwick                        1-4-0    2.5248
878        NW Oklahoma St                  0-1-0    2.5029
879        Florida A&M                     1-2-0    2.4737
880        Hiram                           0-1-0    2.4264
881        Savannah St                     0-3-0    2.4201
882        Coe                             2-2-0    2.3356
883        NW Oklahoma St                  0-2-0    2.2045
884        UNC-Charlotte                   2-3-0    2.0589
885        Warner U.                       0-2-0    2.0106
886        Fordham                         6-1-0    1.9963
887        Harvard                         5-0-0    1.995
888        Southern U.                     5-1-0    1.9225
889        South Dakota Tech               0-6-0    1.8496
890        Towson                          2-1-0    1.8376
891        Princeton                       2-3-0    1.8335
892        Northern Michigan               0-1-0    1.8247
893        Mercyhurst                      0-1-0    1.807
894        Glenville St                    1-5-0    1.7755
895        Delaware St                     1-1-0    1.7656
896        Jacksonville FL                 4-0-0    1.757
897        Bethany WV                      0-2-0    1.6962
898        West Georgia                    6-0-0    1.5684
899        Austin Peay                     0-1-0    1.5576
900        Missouri S&T                    2-4-0    1.5475
901        Wilkes                          0-1-0    1.5362
902        Moravian                        0-1-0    1.5362
903        Olivet Nazarene                 1-1-0    1.4161
904        Louisiana College               2-3-0    1.4121
905        Hartwick                        1-3-0    1.2448
906        Davidson                        0-1-0    1.2367
907        Westminster PA                  0-1-0    1.1359
908        Howard                          2-2-0    1.1028
909        Arkansas Tech                   0-2-0    1.0834
910        Simon Fraser                    0-1-0    1.0418
911        Midwestern St                   2-2-0    0.9799
912        Samford                         5-1-0    0.9514
913        Alfred                          3-2-0    0.9254
914        Lafayette                       3-1-0    0.798
915        Dubuque                         3-1-0    0.7808
916        St Francis PA                   3-1-0    0.7767
917        West Alabama                    2-4-0    0.7738
918        Paine                           0-1-0    0.7351
919        William Penn                    3-2-0    0.703
920        Lindenwood-Belleville           0-3-0    0.6754
921        St Francis IL                   4-2-0    0.635
922        Berry                           0-1-0    0.6242
923        Millsaps                        0-1-0    0.6242
924        St Xavier                       3-2-0    0.5885
925        St Augustine's                  1-5-0    0.4963
926        Susquehanna                     0-4-0    0.4809
927        Savannah St                     0-3-0    0.4771
928        Central Washington              3-3-0    0.4631
929        West Texas A&M                  5-1-0    0.4569
930        Southern Nazarene               0-3-0    0.4307
931        Davidson                        0-4-0    0.4241
932        Texas Southern                  0-1-0    0.3742
933        William Jewell                  3-1-0    0.3057
934        UW-River Falls                  2-2-0    0.3001
935        Incarnate Word                  1-2-0    0.2826
936        Colorado St-Pueblo              5-1-0    0.2502
937        Charleston WV                   4-1-0    0.1926
938        UW-Stout                        0-2-0    0.185
939        Missouri S&T                    2-3-0    0.1647
940        Wofford                         4-0-0    0.1622
941        Bryant                          5-0-0    0.1257
942        St John Fisher                  3-1-0    0.1107
943        TAMU-Kingsville                 1-4-0    0.0918
944        Wake Forest                     0-1-0    0.0
945        Ohio Dominican                  1-0-0    0.0
946        Gardner-Webb                    0-1-0    0.0
947        SUNY-Maritime                   0-1-0    0.0
948        Hillsdale                       0-1-0    0.0
949        Nebraska Wesleyan               0-1-0    0.0
950        Illinois Wesleyan               0-1-0    0.0
951        Augustana IL                    1-0-0    0.0
952        Mount Ida                       1-0-0    0.0
953        Northwestern IA                 1-0-0    0.0
954        Central Michigan                0-1-0    0.0
955        Presbyterian                    1-0-0    0.0
956        Syracuse                        2-0-0    0.0
957        Salve Regina                    0-1-0    0.0
958        Montclair St                    1-0-0    0.0
959        Lock Haven                      0-1-0    -0.0404
960        Indiana PA                      0-1-0    -0.0404
961        Sul Ross St                     0-2-0    -0.0777
962        Angelo St                       4-2-0    -0.1133
963        Union KY                        0-6-0    -0.1173
964        Shepherd                        4-1-0    -0.1185
965        Eastern Illinois                3-1-0    -0.1276
966        Tusculum                        2-2-0    -0.2789
967        Morrisville St                  0-1-0    -0.2845
968        Brown                           0-1-0    -0.2994
969        Monmouth NJ                     3-0-0    -0.3642
970        North Alabama                   5-0-0    -0.3769
971        Stonehill                       1-3-0    -0.4659
972        Pace                            0-3-0    -0.4681
973        Catawba                         3-1-0    -0.4904
974        Limestone                       0-4-0    -0.4923
975        Colorado Mesa                   3-2-0    -0.4927
976        Ave Maria                       0-1-0    -0.5757
977        UW-Stout                        0-4-0    -0.59
978        St Augustine's                  0-1-0    -0.6271
979        Southern Virginia               0-3-0    -0.6348
980        Florida Tech                    2-3-0    -0.6532
981        Westfield St                    0-1-0    -0.6807
982        Concordia AL                    0-1-0    -0.705
983        Menlo                           0-1-0    -0.705
984        Salisbury                       0-1-0    -0.705
985        VA-Lynchburg                    0-1-0    -0.705
986        Georgetown DC                   1-2-0    -0.762
987        Wagner                          3-2-0    -0.7679
988        Missouri Baptist                0-2-0    -0.7772
989        Humboldt St                     5-0-0    -0.7807
990        Tuskegee                        3-1-0    -0.7958
991        Kentucky St                     0-2-0    -0.8082
992        Colgate                         4-1-0    -0.824
993        Harvard                         4-0-0    -0.8778
994        Lenoir-Rhyne                    6-0-0    -0.9073
995        Mars Hill                       0-1-0    -1.0012
996        Tennessee-Martin                3-2-0    -1.0672
997        Merrimack                       2-3-0    -1.0996
998        California PA                   5-0-0    -1.1398
999        Western Oregon                  4-0-0    -1.2057
1000        Mercyhurst                      4-1-0    -1.2373
1001        UW-Whitewater                   4-0-0    -1.3169
1002        Ouachita Baptist                5-0-0    -1.3325
1003        Union NY                        0-3-0    -1.4089
1004        Tiffin                          3-2-0    -1.5363
1005        UW-Platteville                  3-1-0    -1.5714
1006        Briar Cliff                     0-3-0    -1.5971
1007        North Carolina A&T              5-0-0    -1.734
1008        Southern Conn St                0-2-0    -1.7712
1009        St Ambrose                      1-3-0    -1.7984
1010        Clarion                         0-3-0    -1.7989
1011        Buffalo St                      3-2-0    -1.8029
1012        Assumption                      4-1-0    -1.8093
1013        South Carolina St               3-1-0    -1.8107
1014        Springfield                     0-2-0    -1.8154
1015        Pomona-Pitzer                   0-1-0    -1.8274
1016        Frostburg St                    2-1-0    -1.8655
1017        Edinboro                        0-2-0    -1.9169
1018        East Stroudsburg                4-2-0    -1.9604
1019        Cheyney                         0-4-0    -1.9632
1020        California PA                   3-2-0    -1.9821
1021        Pace                            0-3-0    -2.0162
1022        VA-Lynchburg                    0-3-0    -2.0265
1023        Marist                          3-2-0    -2.0407
1024        SE Missouri St                  4-1-0    -2.0682
1025        Brockport St                    3-2-0    -2.1022
1026        Ohio Wesleyan                   0-1-0    -2.1345
1027        Wooster                         0-1-0    -2.1345
1028        Jackson St                      2-5-0    -2.1794
1029        Salisbury                       3-1-0    -2.2055
1030        Bethune-Cookman                 3-2-0    -2.2603
1031        Wingate                         3-2-0    -2.2786
1032        Moravian                        2-2-0    -2.3114
1033        New Jersey                      0-4-0    -2.3213
1034        Howard Payne                    1-3-0    -2.3436
1035        Delaware St                     0-3-0    -2.3694
1036        Texas Southern                  4-2-0    -2.4256
1037        Cornell                         1-2-0    -2.4293
1038        UW-Oshkosh                      3-0-0    -2.4423
1039        Southern U.                     3-1-0    -2.462
1040        Slippery Rock                   5-1-0    -2.5565
1041        West Chester                    5-1-0    -2.5678
1042        St Anselm                       4-1-0    -2.5966
1043        Alcorn St                       3-2-0    -2.6269
1044        Colorado Mines                  5-1-0    -2.6445
1045        Concord                         5-0-0    -2.6502
1046        North Carolina A&T              4-1-0    -2.6627
1047        Baldwin Wallace                 0-2-0    -2.6682
1048        Tusculum                        3-2-0    -2.7517
1049        Wilkes                          0-3-0    -2.7674
1050        Indianapolis                    5-1-0    -2.8108
1051        Concordia MI                    0-2-0    -2.8344
1052        VMI                             2-2-0    -2.9351
1053        Adams St                        3-2-0    -2.9643
1054        Delaware                        4-1-0    -2.9844
1055        Willamette                      2-3-0    -3.1838
1056        Arkansas-Monticello             1-4-0    -3.2382
1057        Carthage                        0-1-0    -3.2435
1058        UNC-Pembroke                    1-2-0    -3.2478
1059        Millersville                    0-5-0    -3.2639
1060        Point U.                        0-5-0    -3.272
1061        Shippensburg                    3-3-0    -3.2992
1062        Knox                            0-2-0    -3.3476
1063        Seton Hill                      2-4-0    -3.3542
1064        Central St OH                   0-2-0    -3.3626
1065        Olivet Nazarene                 1-4-0    -3.3766
1066        Drake                           4-2-0    -3.4568
1067        Alabama St                      5-1-0    -3.4734
1068        OK Panhandle St                 0-1-0    -3.4869
1069        Dubuque                         0-1-0    -3.5196
1070        Wayland Baptist                 0-1-0    -3.5312
1071        Menlo                           0-2-0    -3.5482
1072        Sul Ross St                     0-1-0    -3.6934
1073        SW Assem of God                 0-1-0    -3.6934
1074        George Fox                      0-4-0    -3.7149
1075        Trine                           0-1-0    -3.7246
1076        Kalamazoo                       0-1-0    -3.7246
1077        Gettysburg                      2-2-0    -3.7664
1078        Simon Fraser                    1-4-0    -3.785
1079        Bethel TN                       2-1-0    -3.8181
1080        Millikin                        0-2-0    -3.8679
1081        Allegheny                       0-2-0    -3.8824
1082        Valparaiso                      0-2-0    -3.9008
1083        Clark Atlanta                   0-2-0    -3.9241
1084        Clark Atlanta                   0-4-0    -3.9336
1085        Pacific OR                      0-1-0    -3.9742
1086        Johns Hopkins                   5-0-0    -4.0139
1087        Fort Lewis                      2-4-0    -4.1311
1088        Davidson                        0-3-0    -4.1532
1089        Frostburg St                    2-2-0    -4.1618
1090        Azusa Pacific                   6-0-0    -4.1651
1091        Colorado Mesa                   3-2-0    -4.1817
1092        Prairie View A&M                4-2-0    -4.2377
1093        San Diego                       6-0-0    -4.2446
1094        NW Oklahoma St                  2-1-0    -4.3613
1095        Western New Mexico              2-4-0    -4.4129
1096        Bowie St                        2-2-0    -4.5459
1097        Shorter                         2-3-0    -4.5533
1098        Belhaven                        0-1-0    -4.5535
1099        Salisbury                       3-1-0    -4.6503
1100        Greensboro                      0-1-0    -4.6601
1101        Chowan                          2-3-0    -4.7008
1102        Butler                          2-2-0    -4.7198
1103        Seton Hill                      1-4-0    -4.7408
1104        William Paterson                0-1-0    -4.7599
1105        Mercer                          4-3-0    -4.8056
1106        Mississippi College             0-4-0    -4.8312
1107        Marian IN                       0-1-0    -4.9282
1108        Henderson St                    3-2-0    -4.9363
1109        Buena Vista                     0-1-0    -4.9378
1110        Hamline                         0-1-0    -4.9378
1111        Loras                           1-5-0    -4.9498
1112        Pacific OR                      3-1-0    -5.0004
1113        Beloit                          0-2-0    -5.0476
1114        Morehead St                     3-2-0    -5.0569
1115        Olivet Nazarene                 0-4-0    -5.0633
1116        Merrimack                       2-3-0    -5.1022
1117        Stillman                        3-2-0    -5.1373
1118        Whittier                        0-1-0    -5.1502
1119        McKendree                       3-2-0    -5.1684
1120        Lane                            0-2-0    -5.2439
1121        Bethel MN                       4-1-0    -5.2642
1122        St Xavier                       5-0-0    -5.2659
1123        Harding                         4-1-0    -5.2725
1124        Millersville                    0-1-0    -5.3305
1125        Arkansas-Pine Bluff             2-2-0    -5.3836
1126        Merchant Marine                 0-1-0    -5.3979
1127        Truman St                       3-2-0    -5.4255
1128        Bacone                          1-3-0    -5.4333
1129        Siena Heights                   3-0-0    -5.4522
1130        Washington and Lee              2-2-0    -5.4667
1131        Limestone                       1-3-0    -5.4812
1132        Puget Sound                     2-3-0    -5.5612
1133        Valparaiso                      1-4-0    -5.5966
1134        Truman St                       3-0-0    -5.6186
1135        East Central OK                 2-3-0    -5.6339
1136        St Thomas                       5-1-0    -5.6399
1137        Lincoln PA                      0-2-0    -5.6501
1138        Yale                            3-0-0    -5.6515
1139        Cumberlands KY                  1-4-0    -5.6633
1140        Dakota Wesleyan                 0-2-0    -5.6658
1141        SE Oklahoma St                  2-2-0    -5.6972
1142        Grand View                      4-1-0    -5.7463
1143        Alderson-Broaddus               3-2-0    -5.8129
1144        Southern Arkansas               1-4-0    -5.8699
1145        Newberry                        2-4-0    -6.0073
1146        Cumberland TN                   3-2-0    -6.031
1147        Marian IN                       4-1-0    -6.1011
1148        Lenoir-Rhyne                    5-0-0    -6.1304
1149        Chadron St                      4-1-0    -6.1655
1150        Catawba                         0-1-0    -6.2126
1151        Bluefield                       0-5-0    -6.2332
1152        Lincoln MO                      0-4-0    -6.2399
1153        Lock Haven                      1-4-0    -6.2465
1154        Shepherd                        4-1-0    -6.2484
1155        Humboldt St                     3-2-0    -6.2813
1156        Reinhardt                       5-1-0    -6.2881
1157        SW Oklahoma St                  2-2-0    -6.3274
1158        Alcorn St                       6-0-0    -6.3333
1159        Cumberlands KY                  2-2-0    -6.3727
1160        Valdosta St                     4-1-0    -6.4073
1161        Louisiana College               4-1-0    -6.423
1162        Black Hills St                  3-2-0    -6.4429
1163        Western New Mexico              3-1-0    -6.4868
1164        Southern Nazarene               0-2-0    -6.5122
1165        John Carroll                    3-1-0    -6.5652
1166        Buffalo St                      4-1-0    -6.5691
1167        St Francis IN                   3-2-0    -6.6355
1168        West Liberty                    4-1-0    -6.6494
1169        Avila                           0-2-0    -6.6965
1170        Indianapolis                    4-1-0    -6.7361
1171        Lincoln MO                      0-1-0    -6.7579
1172        Quincy                          3-3-0    -6.769
1173        Maranatha Baptist               0-1-0    -6.7779
1174        Simpson                         0-1-0    -6.7779
1175        Mount Union                     4-0-0    -6.7839
1176        Grand View                      5-0-0    -6.8926
1177        Robert Morris IL                4-2-0    -6.9326
1178        St Anselm                       2-3-0    -6.9804
1179        Point U.                        0-2-0    -7.0014
1180        Princeton                       3-0-0    -7.066
1181        Maranatha Baptist               0-1-0    -7.0708
1182        SW Baptist                      1-3-0    -7.1642
1183        Florida A&M                     2-2-0    -7.17
1184        Azusa Pacific                   4-1-0    -7.1775
1185        Fairmont St                     1-3-0    -7.2233
1186        Eastern New Mexico              3-2-0    -7.2331
1187        UW-River Falls                  1-2-0    -7.2501
1188        Lindenwood-Belleville           0-1-0    -7.2594
1189        Albany St GA                    4-3-0    -7.3303
1190        Arkansas Tech                   0-2-0    -7.3868
1191        Franklin & Marshall             3-2-0    -7.4317
1192        Buena Vista                     3-1-0    -7.4542
1193        Colorado Mines                  5-0-0    -7.4694
1194        Bowie St                        3-2-0    -7.5137
1195        Dixie St                        1-4-0    -7.6195
1196        Bentley                         2-3-0    -7.7377
1197        Mayville St                     0-2-0    -7.7448
1198        Loras                           2-1-0    -7.7501
1199        Gannon                          5-1-0    -7.7644
1200        West Chester                    5-0-0    -7.7743
1201        Avila                           0-1-0    -7.7858
1202        St Lawrence                     3-1-0    -7.8104
1203        North Alabama                   4-1-0    -7.818
1204        Bacone                          0-2-0    -7.8273
1205        Winston-Salem St                5-1-0    -7.8404
1206        UW-Oshkosh                      3-2-0    -7.8501
1207        St Olaf                         0-2-0    -7.8934
1208        Alma                            0-2-0    -7.9149
1209        North Carolina Central          4-1-0    -7.9445
1210        St Joseph's IN                  3-1-0    -7.9685
1211        West Virginia St                1-4-0    -7.9973
1212        Shaw                            1-1-0    -8.0417
1213        Illinois Wesleyan               0-2-0    -8.0467
1214        McMurry                         1-2-0    -8.0939
1215        Campbellsville                  4-1-0    -8.0995
1216        American Int'l                  5-0-0    -8.1655
1217        Utica                           4-2-0    -8.1802
1218        East Stroudsburg                2-3-0    -8.2948
1219        Charleston Southern             5-0-0    -8.3446
1220        Shenandoah                      2-3-0    -8.3508
1221        Virginia Union                  3-3-0    -8.3583
1222        Bloomsburg                      5-1-0    -8.4121
1223        Belhaven                        1-5-0    -8.4459
1224        Case Western Reserve            0-5-0    -8.4851
1225        Ithaca                          4-1-0    -8.5746
1226        Cal Lutheran                    1-3-0    -8.5871
1227        Urbana                          3-2-0    -8.5917
1228        Trinity TX                      0-1-0    -8.7903
1229        Indiana PA                      2-2-0    -8.9597
1230        Shippensburg                    3-2-0    -8.971
1231        Limestone                       0-1-0    -9.1517
1232        Lycoming                        4-1-0    -9.1704
1233        St Francis IN                   3-2-0    -9.173
1234        Ursinus                         4-1-0    -9.1784
1235        UW-River Falls                  0-3-0    -9.1842
1236        Allegheny                       0-3-0    -9.3188
1237        Berry                           0-2-0    -9.3249
1238        UW-Eau Claire                   1-1-0    -9.3435
1239        Ave Maria                       1-4-0    -9.4242
1240        Simpson                         2-4-0    -9.4328
1241        Union NY                        0-2-0    -9.4748
1242        Apprentice                      0-1-0    -9.4998
1243        Muhlenberg                      4-1-0    -9.5362
1244        Cortland St                     2-3-0    -9.5386
1245        Elizabeth City St               1-2-0    -9.6105
1246        Brockport St                    2-3-0    -9.6538
1247        McDaniel                        0-3-0    -9.6615
1248        Central IA                      4-0-0    -9.6666
1249        Winston-Salem St                4-1-0    -9.6754
1250        Chapman                         5-0-0    -9.7003
1251        Carleton                        0-3-0    -9.7142
1252        Kentucky St                     3-2-0    -9.7196
1253        Hastings                        0-1-0    -9.7466
1254        Dakota Wesleyan                 0-1-0    -9.7466
1255        Curry                           1-2-0    -9.8365
1256        Southern Conn St                2-1-0    -9.9241
1257        Alfred                          2-2-0    -9.9262
1258        Juniata                         2-3-0    -9.9499
1259        Central St OH                   4-2-0    -9.9881
1260        Geneva                          0-2-0    -10.0518
1261        Bethel TN                       0-2-0    -10.2068
1262        Cumberlands KY                  0-1-0    -10.2259
1263        Coe                             3-2-0    -10.2386
1264        Albright                        0-2-0    -10.3113
1265        RPI                             2-2-0    -10.324
1266        Dayton                          4-1-0    -10.3242
1267        Muskingum                       2-2-0    -10.4225
1268        UW-La Crosse                    2-2-0    -10.4421
1269        Midland U.                      0-1-0    -10.4455
1270        Edinboro                        2-1-0    -10.4723
1271        Hastings                        2-2-0    -10.4809
1272        Grove City                      0-3-0    -10.5239
1273        Faulkner                        3-2-0    -10.5525
1274        Campbellsville                  0-1-0    -10.6475
1275        Trinity Int'l                   2-4-0    -10.6615
1276        Grambling St                    5-2-0    -10.6912
1277        Benedict                        1-3-0    -10.7978
1278        Reinhardt                       1-3-0    -10.8922
1279        Pace                            0-2-0    -10.8985
1280        Pacific OR                      3-1-0    -10.9127
1281        Carnegie Mellon                 0-2-0    -10.9153
1282        Indiana PA                      4-2-0    -10.9371
1283        Mary Hardin-Baylor              4-0-0    -10.9425
1284        Arkansas-Monticello             1-3-0    -10.957
1285        Virginia Union                  4-0-0    -10.9822
1286        Merrimack                       0-1-0    -10.9921
1287        Dickinson                       2-2-0    -11.0018
1288        William Penn                    4-2-0    -11.0143
1289        Delta St                        5-0-0    -11.0304
1290        Millsaps                        2-2-0    -11.0797
1291        Wartburg                        5-0-0    -11.111
1292        Birmingham-Southern             1-4-0    -11.1403
1293        Nebraska Wesleyan               2-1-0    -11.149
1294        Livingstone                     2-4-0    -11.1809
1295        Siena Heights                   1-1-0    -11.1915
1296        Wilmington                      0-4-0    -11.1918
1297        Randolph-Macon                  2-2-0    -11.2671
1298        Mars Hill                       3-2-0    -11.29
1299        Thiel                           1-4-0    -11.2996
1300        North Park                      0-4-0    -11.3014
1301        Lamar                           5-2-0    -11.3609
1302        Randolph-Macon                  0-1-0    -11.3692
1303        McDaniel                        0-4-0    -11.3705
1304        WPI                             2-2-0    -11.3791
1305        Oberlin                         0-4-0    -11.3991
1306        Central Washington              4-1-0    -11.4356
1307        Tuskegee                        6-1-0    -11.4888
1308        UW-Stevens Point                5-0-0    -11.5654
1309        Livingstone                     3-1-0    -11.5738
1310        Lane                            1-3-0    -11.661
1311        Taylor                          2-2-0    -11.6925
1312        Fort Valley St                  4-2-0    -11.6961
1313        Pikeville                       1-4-0    -11.746
1314        Trinity Int'l                   1-2-0    -11.7479
1315        North Greenville                5-1-0    -11.7711
1316        Hardin-Simmons                  2-2-0    -11.7826
1317        Slippery Rock                   4-1-0    -11.8098
1318        Pacific Lutheran                4-1-0    -11.8367
1319        Hendrix                         4-1-0    -11.9403
1320        Hardin-Simmons                  4-1-0    -11.9423
1321        Shaw                            0-4-0    -11.9464
1322        Hamline                         2-2-0    -12.0442
1323        Morningside                     3-1-0    -12.0493
1324        St John Fisher                  0-1-0    -12.1514
1325        Alfred                          0-1-0    -12.1514
1326        Johnson C. Smith                3-1-0    -12.1753
1327        Washington and Lee              0-1-0    -12.2214
1328        Virginia-Wise                   0-2-0    -12.239
1329        Mass Maritime                   0-1-0    -12.2408
1330        Kutztown                        3-3-0    -12.253
1331        McDaniel                        1-2-0    -12.267
1332        Dickinson                       1-4-0    -12.351
