Rank     Team                            W-L-T    Schedule Factor
685        Presbyterian                    1-5-0    10.5813
686        Middle Tennessee St             3-3-0    10.4601
687        Sam Houston St                  3-2-0    10.4237
688        Florida A&M                     0-1-0    10.4104
689        North Carolina A&T              0-1-0    10.4104
690        Indianapolis                    3-2-0    10.4084
691        West Texas A&M                  4-3-0    10.3986
692        Midland                         0-3-0    10.387
693        Central Missouri                6-2-0    10.3153
694        Lindsey Wilson                  0-1-0    10.2845
695        Belhaven                        0-1-0    10.2845
696        Quincy                          0-3-0    10.2534
697        Lewis & Clark                   0-1-0    10.1934
698        SW Minnesota St                 2-4-0    10.1848
699        West Georgia                    0-1-0    10.1426
700        Frostburg St                    0-2-0    10.0948
701        Minn St-Moorhead                0-3-0    10.023
702        Sacramento St                   4-1-0    10.0006
703        Cornell NY                      0-3-0    9.9418
704        Lock Haven                      0-3-0    9.9043
705        Menlo                           0-1-0    9.8479
706        Willamette                      0-1-0    9.8479
707        Furman                          4-2-0    9.6948
708        Lincoln MO                      0-1-0    9.69
709        Western Kentucky                0-4-0    9.5854
710        North Dakota St                 6-1-0    9.5718
711        Montana St                      0-1-0    9.557
712        Michigan Tech                   3-2-0    9.5425
713        Bluffton                        0-1-0    9.4866
714        Louisiana-Monroe                1-3-0    9.4282
715        Arkansas Tech                   3-1-0    9.4205
716        Juniata                         0-4-0    9.3949
717        Webber Int'l                    0-1-0    9.3663
718        Ouachita Baptist                3-2-0    9.3446
719        Fort Hays St                    0-1-0    9.0708
720        Hampton                         0-2-0    9.0287
721        Monmouth NJ                     1-4-0    8.841
722        Arkansas-Pine Bluff             2-3-0    8.8374
723        Shippensburg                    0-1-0    8.8302
724        Millersville                    0-1-0    8.8302
725        Dakota Wesleyan                 0-1-0    8.8256
726        Missouri Southern               1-3-0    8.8157
727        Eastern Michigan                0-1-0    8.7641
728        Tennessee Tech                  2-2-0    8.6869
729        Ohio Northern                   0-2-0    8.6636
730        Concordia AL                    0-2-0    8.6402
731        Ohio Dominican                  1-4-0    8.5794
732        Chapman                         0-1-0    8.5533
733        Pomona-Pitzer                   0-1-0    8.5533
734        Cornell NY                      0-1-0    8.5365
735        Alabama-Birmingham              3-3-0    8.5129
736        Montclair St                    0-2-0    8.4757
737        West Alabama                    5-1-0    8.4212
738        Winona St                       3-1-0    8.4155
739        Muhlenberg                      0-2-0    8.4152
740        Tennessee Tech                  3-2-0    8.3956
741        Waldorf                         0-1-0    8.3874
742        Indianapolis                    2-3-0    8.3113
743        Howard Payne                    0-2-0    8.2658
744        Arkansas-Monticello             1-3-0    8.2256
745        Alcorn St                       2-4-0    8.2089
746        Bucknell                        0-1-0    8.1913
747        St Francis PA                   0-3-0    8.1526
748        Rhode Island                    1-2-0    8.0909
749        Lake Erie                       2-3-0    8.0626
750        Central Arkansas                4-2-0    8.0537
751        Tiffin                          0-4-0    8.0326
752        SE Oklahoma St                  1-5-0    7.9982
753        Montana-Western                 0-2-0    7.9345
754        St Anselm                       0-1-0    7.8784
755        Valparaiso                      0-4-0    7.8487
756        Jackson St                      2-3-0    7.8156
757        Brevard                         0-2-0    7.7544
758        McDaniel                        0-1-0    7.6775
759        Ashland                         5-1-0    7.6386
760        Wilkes                          0-1-0    7.5593
761        Stony Brook                     4-1-0    7.5579
762        Edward Waters                   0-3-0    7.4707
763        Taylor                          0-1-0    7.4474
764        Grand View                      0-1-0    7.4474
765        Malone                          0-1-0    7.4474
766        Utica                           0-1-0    7.3794
767        Charleston Southern             3-3-0    7.1472
768        Union KY                        2-3-0    7.0096
769        Old Dominion                    4-3-0    6.9985
770        Pacific OR                      0-2-0    6.9403
771        Chadron St                      0-1-0    6.9087
772        Concordia-St Paul               0-1-0    6.9087
773        Northwestern St                 2-0-0    6.7925
774        Simon Fraser                    0-1-0    6.7698
775        Gustavus Adolphus               0-2-0    6.6675
776        North Alabama                   4-0-0    6.6252
777        Southern U.                     0-3-0    6.5942
778        Northern Michigan               2-1-0    6.5656
779        Indiana St                      5-1-0    6.5323
780        Midwestern St                   3-3-0    6.5157
781        Otterbein                       2-2-0    6.4978
782        St Francis PA                   0-4-0    6.4788
783        Salisbury                       3-2-0    6.4381
784        Stephen F. Austin               5-2-0    6.4363
785        Central Washington              6-2-0    6.4341
786        Missouri Southern               3-2-0    6.3143
787        Northeastern St OK              3-2-0    6.288
788        Minn St-Mankato                 3-2-0    6.1987
789        Faulkner                        0-1-0    6.1693
790        Cheyney                         0-4-0    6.1402
791        West Texas A&M                  4-1-0    6.13
792        Columbia                        0-3-0    6.1041
793        Briar Cliff                     0-4-0    6.0223
794        Colorado Mines                  5-1-0    6.0071
795        Mercyhurst                      6-1-0    5.9369
796        Butler                          0-3-0    5.9318
797        Central Conn St                 3-2-0    5.9292
798        Minot St                        0-2-0    5.7728
799        Mississippi College             2-3-0    5.7712
800        Lehigh                          6-2-0    5.7469
801        Edinboro                        0-2-0    5.7358
802        Incarnate Word                  2-3-0    5.6426
803        Bluffton                        0-1-0    5.5995
804        Minnesota-Duluth                7-0-0    5.5917
805        Fort Hays St                    3-4-0    5.5579
806        West Georgia                    3-2-0    5.5258
807        Norfolk St                      0-3-0    5.5188
808        Montana St                      6-1-0    5.509
809        Thiel                           0-2-0    5.4953
810        Northern St SD                  0-1-0    5.4788
811        Arkansas-Monticello             3-3-0    5.3996
812        Nebraska-Kearney                5-1-0    5.3128
813        Coastal Carolina                3-3-0    5.258
814        Morehead St                     0-2-0    5.1883
815        St Anselm                       0-2-0    5.1053
816        St Thomas                       0-1-0    5.1035
817        Hamline                         0-1-0    5.1035
818        Princeton                       1-4-0    5.0389
819        Texas Southern                  5-1-0    5.0117
820        Christopher Newport             0-2-0    4.952
821        VMI                             1-1-0    4.9342
822        UTEP                            0-1-0    4.9219
823        Dordt                           0-4-0    4.8907
824        Ferris St                       2-4-0    4.8465
825        New Mexico Highlands            1-3-0    4.8064
826        UW-River Falls                  0-4-0    4.7971
827        Southern Oregon                 0-4-0    4.7667
828        Newberry                        2-4-0    4.7437
829        Wingate                         5-1-0    4.6832
830        Hardin-Simmons                  5-0-0    4.6477
831        The Citadel                     2-3-0    4.6373
832        Capital                         0-2-0    4.6261
833        Western St CO                   0-2-0    4.5928
834        Dartmouth                       2-3-0    4.4718
835        Catawba                         2-3-0    4.3931
836        Briar Cliff                     0-1-0    4.3319
837        Notre Dame OH                   0-3-0    4.3161
838        Juniata                         0-2-0    4.2766
839        Frostburg St                    0-3-0    4.2175
840        Robert Morris                   5-0-0    4.1168
841        Ouachita Baptist                3-2-0    4.0979
842        Austin Peay                     1-2-0    4.0827
843        Westminster PA                  0-1-0    4.01
844        Henderson St                    5-0-0    3.9645
845        SW Oklahoma St                  2-3-0    3.9608
846        American Int'l                  0-1-0    3.9552
847        Nicholls St                     2-1-0    3.8698
848        Gustavus Adolphus               0-1-0    3.861
849        Augsburg                        0-1-0    3.861
850        McDaniel                        1-3-0    3.8209
851        Edward Waters                   0-1-0    3.7402
852        Georgia St                      1-2-0    3.6753
853        Northern Michigan               3-1-0    3.5328
854        Gettysburg                      3-2-0    3.5318
855        Montana-Western                 0-2-0    3.4301
856        VMI                             0-2-0    3.3317
857        Carson-Newman                   3-3-0    3.3276
858        Lafayette                       1-4-0    3.3174
859        Hastings                        2-3-0    3.298
860        Northeastern St OK              0-1-0    3.2279
861        Clark Atlanta                   0-1-0    3.1836
862        Tuskegee                        0-1-0    3.1345
863        St Norbert                      0-1-0    3.1332
864        Millikin                        0-1-0    3.1332
865        Carthage                        0-1-0    3.1332
866        UW-Eau Claire                   0-1-0    3.1332
867        Illinois Wesleyan               0-1-0    3.1332
868        Pacific Lutheran                3-1-0    3.1304
869        Hampton                         1-2-0    3.068
870        Glenville St                    1-3-0    3.0071
871        Howard                          0-4-0    2.9932
872        Ursinus                         3-2-0    2.9039
873        Emporia St                      4-1-0    2.8952
874        Dickinson                       0-4-0    2.8497
875        Harding                         5-1-0    2.8408
876        Mars Hill                       3-2-0    2.8102
877        Greenville                      0-1-0    2.8005
878        Adrian                          0-1-0    2.8005
879        Whittier                        0-1-0    2.7705
880        Stony Brook                     2-4-0    2.7338
881        Concordia-St Paul               5-0-0    2.6786
882        Simon Fraser                    0-3-0    2.6487
883        Chadron St                      4-1-0    2.5892
884        St Xavier                       8-0-0    2.5397
885        New Hampshire                   4-0-0    2.4914
886        West Georgia                    0-2-0    2.4028
887        Dakota St                       0-3-0    2.3679
888        Southern Utah                   4-1-0    2.3545
889        Black Hills St                  0-2-0    2.3365
890        Georgia St                      5-2-0    2.3282
891        Tarleton St                     1-4-0    2.3126
892        Ashland                         3-2-0    2.25
893        Austin Peay                     1-4-0    2.2281
894        Northern Arizona                3-2-0    2.1813
895        Missouri Southern               0-1-0    2.1125
896        Hillsdale                       6-0-0    2.0936
897        Johnson C. Smith                0-1-0    2.083
898        Moravian                        4-0-0    2.0792
899        Angelo St                       3-2-0    2.0692
900        Bacone                          0-1-0    2.0111
901        Cornell IA                      0-3-0    1.9533
902        Dordt                           0-5-0    1.9461
903        Jackson St                      6-0-0    1.9287
904        Bucknell                        0-5-0    1.927
905        Albany NY                       2-2-0    1.6858
906        Trinity Int'l                   0-4-0    1.6582
907        SW Oklahoma St                  0-1-0    1.6444
908        Shaw                            0-1-0    1.5207
909        Alcorn St                       3-2-0    1.4986
910        Truman St                       2-1-0    1.4897
911        Monmouth NJ                     2-4-0    1.4374
912        Tusculum                        3-2-0    1.3936
913        Eastern New Mexico              4-2-0    1.3673
914        Georgetown DC                   0-1-0    1.3575
915        UW-Oshkosh                      2-2-0    1.2241
916        Susquehanna                     1-4-0    1.1905
917        Brown                           4-1-0    1.1778
918        Dixie St                        1-3-0    1.171
919        Cornell NY                      1-3-0    1.1522
920        Western New Mexico              1-4-0    1.1189
921        Minnesota-Crookston             0-1-0    1.1109
922        Princeton                       0-4-0    1.1051
923        Ferris St                       3-1-0    1.0733
924        Olivet                          0-3-0    0.9715
925        Cheyney                         0-1-0    0.9489
926        Grand View                      0-1-0    0.9316
927        St Francis IL                   0-1-0    0.9316
928        Peru St                         0-1-0    0.9316
929        Colorado St-Pueblo              4-1-0    0.8944
930        Frostburg St                    0-2-0    0.7946
931        St Francis IL                   2-2-0    0.7856
932        Presbyterian                    0-2-0    0.7652
933        Walsh                           2-3-0    0.7363
934        Lock Haven                      0-3-0    0.6933
935        Upper Iowa                      0-4-0    0.6882
936        North Park                      0-3-0    0.6838
937        Bucknell                        1-2-0    0.6574
938        West Chester                    1-4-0    0.6233
939        Holy Cross                      0-3-0    0.6048
940        Seton Hill                      2-4-0    0.5606
941        Webber Int'l                    4-1-0    0.5385
942        Alabama St                      5-1-0    0.5337
943        West Liberty St                 2-3-0    0.5217
944        Brown                           2-2-0    0.4357
945        Defiance                        0-1-0    0.4229
946        OK Panhandle St                 0-2-0    0.3889
947        Ohio Northern                   3-0-0    0.328
948        McDaniel                        3-1-0    0.2927
949        Cornell NY                      1-1-0    0.2628
950        South Alabama                   8-0-0    0.1507
951        Butler                          1-4-0    0.1486
952        Kean                            0-1-0    0.1332
953        William Paterson                0-1-0    0.1332
954        Delta St                        6-1-0    0.1056
955        Yale                            1-0-0    0.0
956        Rockford                        0-1-0    0.0
957        Valdosta St                     1-0-0    0.0
958        Loras                           1-0-0    0.0
959        Methodist                       0-1-0    0.0
960        North Alabama                   0-1-0    0.0
961        Northern Michigan               0-1-0    0.0
962        Indianapolis                    1-0-0    0.0
963        Averett                         1-0-0    0.0
964        Fordham                         0-1-0    0.0
965        Northwestern IA                 3-2-0    -0.0642
966        SW Oklahoma St                  0-2-0    -0.0809
967        Brevard                         1-2-0    -0.1724
968        Juniata                         0-1-0    -0.1791
969        Washington and Lee              0-1-0    -0.1791
970        Quincy                          0-4-0    -0.1917
971        Prairie View A&M                2-2-0    -0.2192
972        Pennsylvania                    5-0-0    -0.2512
973        Wilmington                      0-3-0    -0.2644
974        Bethany WV                      2-2-0    -0.3077
975        Gannon                          3-2-0    -0.3078
976        Stillman                        0-3-0    -0.377
977        Elmhurst                        2-2-0    -0.3935
978        Wingate                         4-2-0    -0.4484
979        Albion                          0-1-0    -0.459
980        Millikin                        0-1-0    -0.459
981        Davidson                        0-4-0    -0.4921
982        Shepherd                        7-1-0    -0.5215
983        Grambling St                    4-0-0    -0.5319
984        Alabama A&M                     1-4-0    -0.558
985        Abilene Christian               5-1-0    -0.5642
986        West Virginia St                0-1-0    -0.5719
987        Willamette                      3-2-0    -0.5904
988        Mesa St                         0-3-0    -0.6342
989        Occidental                      0-2-0    -0.6804
990        Marietta                        0-3-0    -0.7749
991        Albany NY                       1-2-0    -0.7768
992        Wash & Jeff                     0-1-0    -0.8209
993        Lycoming                        0-1-0    -0.8209
994        Lebanon Valley                  0-1-0    -0.8209
995        Simon Fraser                    0-4-0    -0.8259
996        Tarleton St                     2-3-0    -0.8737
997        Duquesne                        5-1-0    -0.8976
998        Gardner-Webb                    2-3-0    -0.9575
999        Central Oklahoma                2-4-0    -0.9949
1000        Livingstone                     0-5-0    -1.0695
1001        Geneva                          1-4-0    -1.0948
1002        Morgan St                       1-2-0    -1.1984
1003        Wilmington                      0-1-0    -1.2508
1004        Mississippi Valley St           0-2-0    -1.3169
1005        Adams St                        2-3-0    -1.3245
1006        Mars Hill                       2-4-0    -1.352
1007        North Alabama                   5-3-0    -1.3582
1008        Clarion                         3-2-0    -1.4189
1009        Prairie View A&M                5-1-0    -1.4441
1010        La Verne                        0-3-0    -1.4533
1011        Alabama A&M                     2-3-0    -1.4718
1012        Sul Ross St                     1-4-0    -1.4927
1013        Wagner                          3-1-0    -1.5392
1014        Harvard                         4-1-0    -1.5445
1015        Yale                            3-1-0    -1.5626
1016        Tennessee St                    3-4-0    -1.5858
1017        Clark Atlanta                   1-3-0    -1.6169
1018        Dickinson                       3-2-0    -1.6359
1019        Shorter                         3-2-0    -1.6528
1020        Lincoln MO                      0-5-0    -1.6563
1021        Central Methodist               0-2-0    -1.6882
1022        Westfield St                    0-1-0    -1.7053
1023        Rowan                           0-1-0    -1.7053
1024        Dakota Wesleyan                 3-1-0    -1.7097
1025        St Augustine's                  0-1-0    -1.7166
1026        Kentucky St                     1-2-0    -1.7313
1027        Central Oklahoma                0-5-0    -1.7321
1028        Lenoir-Rhyne                    3-2-0    -1.739
1029        SUNY-Maritime                   0-1-0    -1.8531
1030        Virginia St                     0-1-0    -1.9163
1031        Nebraska Wesleyan               0-2-0    -1.9377
1032        Humboldt St                     4-2-0    -1.9404
1033        Lock Haven                      0-2-0    -1.9412
1034        UW-River Falls                  1-3-0    -1.9593
1035        Langston                        0-1-0    -1.9759
1036        Harvard                         3-2-0    -1.9934
1037        Wayne St MI                     4-0-0    -2.0307
1038        Brockport St                    0-1-0    -2.0958
1039        Buffalo St                      0-1-0    -2.0958
1040        Tusculum                        3-3-0    -2.1021
1041        East Central OK                 2-3-0    -2.1049
1042        Southern U.                     2-4-0    -2.2264
1043        Doane                           1-3-0    -2.241
1044        Augustana IL                    1-3-0    -2.2428
1045        Valdosta St                     3-1-0    -2.3779
1046        Southern Virginia               0-2-0    -2.3966
1047        Muhlenberg                      4-2-0    -2.4136
1048        Montana Tech                    0-1-0    -2.4444
1049        Miles                           0-3-0    -2.4451
1050        John Carroll                    3-1-0    -2.5764
1051        Iowa Wesleyan                   0-3-0    -2.5943
1052        Cumberlands KY                  3-3-0    -2.6193
1053        Azusa Pacific                   4-3-0    -2.6311
1054        Johns Hopkins                   4-1-0    -2.6536
1055        Hope                            0-1-0    -2.6594
1056        Texas Southern                  4-1-0    -2.6608
1057        Muhlenberg                      3-0-0    -2.7626
1058        SW Baptist                      3-3-0    -2.779
1059        Albright                        2-2-0    -2.8589
1060        Alabama St                      2-1-0    -2.8733
1061        Lebanon Valley                  2-1-0    -2.8897
1062        Fordham                         3-2-0    -2.9033
1063        North Greenville                2-1-0    -2.9154
1064        C.W. Post                       2-3-0    -2.9178
1065        Slippery Rock                   0-2-0    -2.9537
1066        Bemidji St                      4-0-0    -2.9567
1067        Indiana PA                      2-3-0    -2.99
1068        North Carolina A&T              0-1-0    -3.0102
1069        Johns Hopkins                   4-2-0    -3.0157
1070        Grand Valley St                 4-1-0    -3.0264
1071        Lawrence                        0-1-0    -3.0268
1072        New Mexico Highlands            0-4-0    -3.1032
1073        Graceland                       0-3-0    -3.1499
1074        Ursinus                         5-0-0    -3.1638
1075        Lindsey Wilson                  1-1-0    -3.2173
1076        Faulkner                        0-3-0    -3.2525
1077        Columbia                        4-1-0    -3.2543
1078        Central Conn St                 5-0-0    -3.2835
1079        Olivet Nazarene                 0-4-0    -3.3681
1080        Lehigh                          4-0-0    -3.3992
1081        Eastern New Mexico              1-4-0    -3.4086
1082        Incarnate Word                  1-4-0    -3.4137
1083        Ohio Dominican                  1-2-0    -3.4333
1084        Notre Dame OH                   0-2-0    -3.4679
1085        East Texas Baptist              3-2-0    -3.474
1086        LaGrange                        2-2-0    -3.4976
1087        Valley City St                  0-1-0    -3.5184
1088        Northeastern St OK              3-2-0    -3.5559
1089        Lincoln MO                      2-3-0    -3.5876
1090        Albany NY                       3-1-0    -3.6016
1091        Columbia                        0-1-0    -3.6495
1092        Montana Tech                    3-2-0    -3.685
1093        East Texas Baptist              2-3-0    -3.787
1094        Concord                         4-1-0    -3.7997
1095        Lane                            0-2-0    -3.8056
1096        San Diego                       3-3-0    -3.8741
1097        Hartwick                        1-4-0    -3.9147
1098        Dixie St                        1-2-0    -3.9346
1099        Lenoir-Rhyne                    4-2-0    -3.988
1100        Montana St-Northern             1-4-0    -3.9928
1101        Charleston WV                   2-4-0    -4.0095
1102        Catholic                        1-4-0    -4.0467
1103        Benedict                        2-4-0    -4.0524
1104        Georgetown KY                   4-3-0    -4.069
1105        Grambling St                    5-1-0    -4.0868
1106        Huntingdon AL                   4-2-0    -4.0917
1107        Bloomsburg                      5-0-0    -4.1318
1108        Sewanee                         0-3-0    -4.2467
1109        Marian IN                       5-1-0    -4.2471
1110        Earlham                         0-2-0    -4.2985
1111        Carson-Newman                   4-0-0    -4.3098
1112        Bloomsburg                      5-3-0    -4.3442
1113        Mary Hardin-Baylor              6-0-0    -4.3783
1114        Liberty                         3-2-0    -4.3999
1115        Fitchburg St                    1-3-0    -4.4245
1116        Liberty                         5-0-0    -4.5049
1117        Doane                           0-1-0    -4.5141
1118        Husson                          0-4-0    -4.517
1119        Cumberlands KY                  4-1-0    -4.6063
1120        Angelo St                       2-3-0    -4.6063
1121        TAMU-Commerce                   1-2-0    -4.6416
1122        Western Oregon                  4-2-0    -4.6546
1123        Franklin & Marshall             3-3-0    -4.6659
1124        Valparaiso                      0-1-0    -4.673
1125        Quincy                          0-4-0    -4.6931
1126        Yale                            3-2-0    -4.7413
1127        Wilkes                          4-2-0    -4.7612
1128        Fort Lewis                      1-3-0    -4.7687
1129        Mass Maritime                   0-1-0    -4.7798
1130        North Carolina A&T              1-3-0    -4.888
1131        Western Conn St                 0-3-0    -4.8921
1132        Lafayette                       1-5-0    -4.9012
1133        West Virginia Tech              0-2-0    -4.9286
1134        Marietta                        0-1-0    -4.9417
1135        Sacred Heart                    2-3-0    -4.9585
1136        Sacred Heart                    2-3-0    -4.9661
1137        Kutztown                        6-1-0    -4.983
1138        UW-Whitewater                   7-0-0    -5.0041
1139        Capital                         3-2-0    -5.0237
1140        Eastern Oregon                  2-4-0    -5.0717
1141        Taylor                          3-3-0    -5.1013
1142        Waldorf                         0-3-0    -5.1352
1143        UW-Eau Claire                   4-1-0    -5.1661
1144        California PA                   5-1-0    -5.1871
1145        Wagner                          0-1-0    -5.2116
1146        American Int'l                  0-1-0    -5.2302
1147        SW Oklahoma St                  1-2-0    -5.2538
1148        Graceland                       0-2-0    -5.2559
1149        Arkansas-Pine Bluff             3-2-0    -5.2614
1150        Shenandoah                      0-1-0    -5.3268
1151        Campbell                        1-5-0    -5.3384
1152        Holy Cross                      2-1-0    -5.3673
1153        St Francis IN                   5-0-0    -5.4206
1154        Kentucky Christian              0-3-0    -5.4238
1155        Olivet Nazarene                 0-3-0    -5.4255
1156        Bryant                          1-3-0    -5.4337
1157        Rocky Mountain                  3-2-0    -5.4615
1158        Missouri Western                6-0-0    -5.4633
1159        UW-River Falls                  0-1-0    -5.482
1160        Mary                            3-2-0    -5.4968
1161        Widener                         0-2-0    -5.5042
1162        Wesley                          7-0-0    -5.5285
1163        Mesa St                         3-2-0    -5.5376
1164        Colorado Mines                  4-2-0    -5.5719
1165        Curry                           0-1-0    -5.6918
1166        South Carolina St               5-2-0    -5.7282
1167        Fordham                         2-3-0    -5.8739
1168        Frostburg St                    2-1-0    -5.9012
1169        Catawba                         4-1-0    -5.9284
1170        Pace                            0-3-0    -5.982
1171        New Mexico Highlands            0-2-0    -5.9825
1172        Newberry                        2-2-0    -6.0009
1173        Morehead St                     2-2-0    -6.0047
1174        Belhaven                        3-2-0    -6.0264
1175        Drake                           3-3-0    -6.0973
1176        North Park                      0-1-0    -6.1143
1177        Elmhurst                        0-1-0    -6.1143
1178        Missouri S&T                    1-3-0    -6.1175
1179        Union NY                        1-3-0    -6.1395
1180        St Francis IN                   5-1-0    -6.1724
1181        Colgate                         3-1-0    -6.2181
1182        Hardin-Simmons                  3-2-0    -6.2431
1183        Fort Lewis                      2-3-0    -6.2744
1184        Avila                           0-2-0    -6.3821
1185        Florida A&M                     3-0-0    -6.4411
1186        Fairmont St                     1-4-0    -6.4427
1187        Baldwin-Wallace                 2-2-0    -6.455
1188        Concordia NE                    1-2-0    -6.5074
1189        Tuskegee                        6-0-0    -6.5183
1190        Morehouse                       5-2-0    -6.5265
1191        Notre Dame OH                   0-2-0    -6.6019
1192        Concordia-Moorhead              1-3-0    -6.7308
1193        Lamar                           4-1-0    -6.7515
1194        Dickinson                       0-1-0    -6.8378
1195        North Carolina A&T              0-5-0    -6.8642
1196        Western Oregon                  3-0-0    -6.9284
1197        Texas Lutheran                  4-1-0    -6.9864
1198        Waynesburg                      3-2-0    -7.0501
1199        Humboldt St                     4-1-0    -7.1235
1200        Findlay                         1-3-0    -7.1792
1201        West Liberty St                 5-0-0    -7.1816
1202        UW-La Crosse                    2-2-0    -7.202
1203        Colgate                         4-2-0    -7.2331
1204        Merrimack                       2-2-0    -7.255
1205        Seton Hill                      0-5-0    -7.313
1206        Howard                          0-2-0    -7.314
1207        Pacific OR                      0-1-0    -7.317
1208        Nebraska Wesleyan               3-1-0    -7.3241
1209        Texas College                   0-3-0    -7.325
1210        Benedictine KS                  0-1-0    -7.3326
1211        Azusa Pacific                   2-1-0    -7.3427
1212        Chadron St                      4-1-0    -7.3808
1213        Delaware Valley                 4-1-0    -7.4191
1214        South Alabama                   2-0-0    -7.4617
1215        UW-Stevens Point                2-2-0    -7.4695
1216        North Carolina Central          3-4-0    -7.4906
1217        King's PA                       0-3-0    -7.5136
1218        Jacksonville FL                 5-1-0    -7.5296
1219        Marist                          0-2-0    -7.5309
1220        Tuskegee                        3-0-0    -7.5771
1221        North Park                      0-4-0    -7.5911
1222        Grand View                      2-2-0    -7.6087
1223        Denison                         0-2-0    -7.6122
1224        Albany St GA                    6-0-0    -7.6583
1225        WPI                             0-1-0    -7.6682
1226        Carleton                        1-2-0    -7.6861
1227        Menlo                           2-3-0    -7.7095
1228        Stillman                        2-3-0    -7.7583
1229        Hartwick                        3-1-0    -7.7617
1230        Brockport St                    0-4-0    -7.7648
1231        TAMU-Kingsville                 6-0-0    -7.7722
1232        SE Oklahoma St                  2-3-0    -7.8292
1233        Dartmouth                       4-1-0    -7.8783
1234        C.W. Post                       5-1-0    -7.9005
1235        Alfred                          5-1-0    -7.9514
1236        Concord                         4-2-0    -7.9654
1237        WPI                             1-1-0    -8.0031
1238        Morehouse                       3-1-0    -8.0391
1239        Louisiana College               3-2-0    -8.0428
1240        Southern Conn St                0-1-0    -8.0673
1241        William Jewell                  0-2-0    -8.113
1242        Dakota St                       0-3-0    -8.183
1243        DePauw                          0-1-0    -8.1864
1244        Allegheny                       0-1-0    -8.1864
1245        MidAmerica Nazarene             7-0-0    -8.187
1246        Jacksonville FL                 5-0-0    -8.2093
1247        Juniata                         0-3-0    -8.2213
1248        Shippensburg                    2-3-0    -8.2337
1249        UW-Whitewater                   8-0-0    -8.3226
1250        FDU-Florham                     2-4-0    -8.3238
1251        Bentley                         3-3-0    -8.3599
1252        Millersville                    0-5-0    -8.3652
1253        Southern Conn St                3-2-0    -8.4058
1254        Cal Lutheran                    3-2-0    -8.4538
1255        Pomona-Pitzer                   0-3-0    -8.4738
1256        Olivet Nazarene                 0-3-0    -8.4902
1257        Montana St-Northern             2-3-0    -8.4946
1258        East Stroudsburg                1-4-0    -8.5087
1259        Mississippi College             2-3-0    -8.5235
1260        Montana-Western                 0-3-0    -8.5251
1261        Bryant                          6-1-0    -8.5741
1262        St Vincent                      2-3-0    -8.5927
1263        Tabor                           0-1-0    -8.6045
1264        Cumberland TN                   6-0-0    -8.6245
1265        Bentley                         2-1-0    -8.6532
1266        Kentucky St                     2-4-0    -8.6885
1267        Central St OH                   0-3-0    -8.6918
1268        Valparaiso                      0-4-0    -8.711
1269        Drake                           4-1-0    -8.7387
1270        Iowa Wesleyan                   1-3-0    -8.7713
1271        Edward Waters                   0-3-0    -8.7819
1272        Utica                           3-2-0    -8.8955
1273        Salve Regina                    0-2-0    -8.9448
1274        Muskingum                       1-2-0    -8.9954
1275        Morningside                     4-1-0    -8.9988
1276        Puget Sound                     0-3-0    -9.0064
1277        Delaware St                     2-3-0    -9.0221
1278        Pacific OR                      0-2-0    -9.0315
1279        Thiel                           0-4-0    -9.0369
1280        Colorado St-Pueblo              5-1-0    -9.0403
1281        Mississippi Valley St           0-2-0    -9.0682
1282        Wash & Jeff                     3-1-0    -9.0821
1283        Marian IN                       5-1-0    -9.1436
1284        Davidson                        3-2-0    -9.1508
1285        Clarion                         1-4-0    -9.1535
1286        Union NY                        0-1-0    -9.1684
1287        Western St CO                   1-3-0    -9.1777
1288        Sul Ross St                     0-3-0    -9.19
1289        Buena Vista                     0-3-0    -9.2795
1290        Maryville                       1-2-0    -9.2866
1291        Wagner                          2-3-0    -9.3599
1292        Morrisville St                  0-4-0    -9.3997
1293        Chowan                          1-4-0    -9.409
1294        Grove City                      2-3-0    -9.4356
1295        Delaware St                     1-5-0    -9.4359
1296        Johnson C. Smith                0-2-0    -9.4688
1297        Anderson                        0-1-0    -9.5244
1298        Carroll MT                      8-0-0    -9.5465
1299        Kutztown                        4-1-0    -9.5873
1300        Holy Cross                      4-1-0    -9.5876
1301        Husson                          0-1-0    -9.5948
1302        Western New England             0-1-0    -9.5948
1303        Mount Union                     8-1-0    -9.6039
1304        Robert Morris                   3-3-0    -9.636
1305        San Diego                       2-2-0    -9.6621
1306        Briar Cliff                     2-4-0    -9.6807
1307        Washington U.                   0-1-0    -9.6914
1308        Howard                          0-2-0    -9.7199
1309        RPI                             3-1-0    -9.744
1310        Charleston WV                   4-1-0    -9.7475
1311        Central St OH                   0-3-0    -9.7527
1312        Benedict                        3-2-0    -9.7662
1313        TAMU-Commerce                   2-4-0    -9.795
1314        Carnegie Mellon                 0-1-0    -9.8101
1315        Millsaps                        3-2-0    -9.8204
1316        Marist                          1-5-0    -9.8275
1317        Washington and Lee              3-1-0    -9.84
1318        Gettysburg                      3-2-0    -9.8597
1319        Eastern Oregon                  3-2-0    -9.8632
1320        Millikin                        2-2-0    -9.8735
1321        Gannon                          0-1-0    -9.8822
1322        Mercyhurst                      4-2-0    -9.8896
1323        Whitworth                       0-1-0    -9.9141
1324        Claremont-Mudd-Scripps          0-1-0    -9.9141
1325        John Carroll                    2-3-0    -9.9143
1326        LaGrange                        0-2-0    -9.9228
1327        Augsburg                        0-3-0    -9.9409
