Rank     Team                            W-L-T    Schedule Factor
1328        Nebraska-Kearney                4-1-0    -9.9475
1329        Nebraska Wesleyan               1-2-0    -10.0236
1330        Susquehanna                     1-1-0    -10.0926
1331        Lane                            0-3-0    -10.105
1332        American Int'l                  3-1-0    -10.1115
1333        Malone                          1-3-0    -10.1186
1334        NW Oklahoma St                  4-3-0    -10.1635
1335        Christopher Newport             3-2-0    -10.1732
1336        Pennsylvania                    4-1-0    -10.2021
1337        Midland                         5-0-0    -10.2542
1338        Southern Virginia               0-1-0    -10.2642
1339        Campbell                        2-3-0    -10.2735
1340        West Chester                    3-2-0    -10.3019
1341        Morehead St                     3-2-0    -10.3062
1342        Union NY                        1-3-0    -10.307
1343        Rochester                       3-2-0    -10.3078
1344        Avila                           0-2-0    -10.3177
1345        King's PA                       0-3-0    -10.4514
1346        UNC-Pembroke                    2-2-0    -10.4844
1347        William Paterson                0-3-0    -10.5155
1348        Manchester                      0-2-0    -10.5476
1349        WV Wesleyan                     6-0-0    -10.5745
1350        Widener                         2-1-0    -10.627
1351        Guilford                        0-3-0    -10.6274
1352        Rhodes                          2-3-0    -10.6292
1353        Pace                            0-2-0    -10.6831
1354        Morgan St                       3-3-0    -10.7035
1355        Waldorf                         0-2-0    -10.7424
1356        Bridgewater St MA               0-2-0    -10.7908
1357        UW-Eau Claire                   0-3-0    -10.8391
1358        Evangel                         0-2-0    -10.8478
1359        Missouri S&T                    2-3-0    -10.8551
1360        Campbellsville                  4-3-0    -10.8652
1361        Becker                          0-1-0    -10.8804
1362        Moravian                        3-2-0    -10.8927
1363        Ithaca                          1-4-0    -10.8969
1364        Linfield                        4-2-0    -10.8977
1365        Slippery Rock                   4-2-0    -10.9476
1366        Eureka                          0-1-0    -10.9486
1367        Simpson                         1-4-0    -10.9906
1368        Hobart                          3-2-0    -11.0135
1369        Anna Maria                      0-2-0    -11.0171
1370        American Int'l                  3-1-0    -11.0331
1371        Hampden-Sydney                  4-1-0    -11.0389
1372        Old Dominion                    4-0-0    -11.1243
1373        UW-La Crosse                    1-3-0    -11.1589
1374        Trinity TX                      0-1-0    -11.1672
1375        Lewis & Clark                   1-3-0    -11.1862
1376        Bucknell                        0-2-0    -11.1985
1377        Bethel TN                       3-2-0    -11.2367
1378        Norwich                         0-1-0    -11.2547
1379        Florida A&M                     5-1-0    -11.2863
1380        Rocky Mountain                  3-3-0    -11.3179
1381        Adams St                        3-1-0    -11.3888
1382        Ithaca                          5-0-0    -11.3963
1383        McMurry                         3-2-0    -11.4132
1384        Wilmington                      0-4-0    -11.4305
1385        King's PA                       1-3-0    -11.4614
1386        St John Fisher                  3-1-0    -11.5509
1387        Coastal Carolina                3-2-0    -11.5854
1388        Huntingdon AL                   2-2-0    -11.5963
1389        Norfolk St                      4-1-0    -11.6097
1390        Monmouth IL                     0-1-0    -11.6231
1391        La Verne                        1-4-0    -11.6288
1392        Heidelberg                      3-2-0    -11.6692
1393        Bethune-Cookman                 4-0-0    -11.6807
1394        VMI                             2-0-0    -11.7496
1395        St Thomas                       7-0-0    -11.7572
1396        St Joseph's IN                  2-2-0    -11.836
1397        Faulkner                        3-3-0    -11.853
1398        Edward Waters                   0-1-0    -11.8782
1399        Montana-Western                 1-3-0    -11.9938
1400        Bethune-Cookman                 6-2-0    -12.0017
1401        Manchester                      0-2-0    -12.0144
1402        Mary Hardin-Baylor              6-0-0    -12.0164
1403        St Paul's                       1-3-0    -12.0506
1404        Shepherd                        5-1-0    -12.055
1405        St Anselm                       1-4-0    -12.0559
1406        Hampton                         1-0-0    -12.0568
1407        UW-Platteville                  3-2-0    -12.0634
1408        Edinboro                        2-1-0    -12.1245
1409        Carroll MT                      6-0-0    -12.1605
1410        East Central OK                 3-1-0    -12.2154
1411        Hampton                         4-1-0    -12.2216
1412        Minnesota-Morris                0-1-0    -12.4084
1413        Centre                          3-3-0    -12.4095
1414        Shippensburg                    3-2-0    -12.418
1415        Louisiana College               4-1-0    -12.4192
1416        Montana Tech                    2-3-0    -12.4339
1417        Western Conn St                 0-2-0    -12.4443
1418        Southern Oregon                 3-2-0    -12.4589
1419        St John's MN                    3-2-0    -12.4697
1420        Shaw                            4-2-0    -12.4743
1421        UNC-Pembroke                    0-1-0    -12.501
1422        Chowan                          0-1-0    -12.501
1423        Wesley                          5-0-0    -12.5414
1424        East Stroudsburg                2-4-0    -12.5414
1425        Central Washington              2-1-0    -12.5672
1426        Malone                          0-2-0    -12.589
1427        Kentucky St                     0-1-0    -12.6067
1428        Mount Union                     6-0-0    -12.6247
1429        Bethel TN                       2-3-0    -12.681
1430        Maine                           0-1-0    -12.6858
1431        Sioux Falls                     8-0-0    -12.686
1432        Urbana                          2-4-0    -12.7283
1433        McKendree                       5-0-0    -12.7648
1434        St Ambrose                      2-3-0    -12.8013
1435        SW Baptist                      4-1-0    -12.8148
1436        Thiel                           0-3-0    -12.8334
1437        Hamline                         0-2-0    -12.8736
1438        Carthage                        4-1-0    -12.8899
1439        DePauw                          3-0-0    -12.9237
1440        UW-Oshkosh                      2-4-0    -12.9339
1441        Wilmington                      0-2-0    -13.0022
1442        Chapman                         3-1-0    -13.0156
1443        UW-Stevens Point                5-1-0    -13.0451
1444        Concordia AL                    2-2-0    -13.0483
1445        Haskell                         0-1-0    -13.0648
1446        Lock Haven                      0-3-0    -13.0976
1447        Lebanon Valley                  4-3-0    -13.1427
1448        WV Wesleyan                     3-2-0    -13.1599
1449        Plymouth St                     0-1-0    -13.1848
1450        Averett                         2-2-0    -13.2533
1451        Maryville                       0-1-0    -13.2706
1452        Geneva                          4-0-0    -13.2759
1453        Thomas More                     6-0-0    -13.3148
1454        Moravian                        0-1-0    -13.4242
1455        Dayton                          4-1-0    -13.4362
1456        Slippery Rock                   2-1-0    -13.4755
1457        Wheaton                         5-1-0    -13.482
1458        Buffalo St                      0-1-0    -13.5102
1459        Thomas More                     5-0-0    -13.5828
1460        Springfield                     3-1-0    -13.615
1461        Dickinson St                    5-1-0    -13.6234
1462        Guilford                        0-5-0    -13.641
1463        Muskingum                       1-3-0    -13.7187
1464        Westminster PA                  1-4-0    -13.7725
1465        Howard Payne                    0-4-0    -13.7781
1466        Wilkes                          2-2-0    -13.7862
1467        Presbyterian                    1-2-0    -13.8177
1468        Shorter                         2-2-0    -13.8421
1469        Texas College                   0-2-0    -13.8444
1470        Dubuque                         0-2-0    -13.9371
1471        Texas Lutheran                  0-4-0    -14.0732
1472        Midwestern St                   5-0-0    -14.1477
1473        Ohio Northern                   7-0-0    -14.201
1474        Albion                          3-2-0    -14.2265
1475        Trinity Int'l                   1-1-0    -14.2568
1476        Marist                          2-1-0    -14.2685
1477        McKendree                       4-2-0    -14.2745
1478        St John Fisher                  6-1-0    -14.2873
1479        Cheyney                         0-3-0    -14.3325
1480        Shenandoah                      2-2-0    -14.3704
1481        Georgetown DC                   2-3-0    -14.3715
1482        Bethel MN                       7-1-0    -14.4458
1483        Loras                           0-4-0    -14.4551
1484        Edinboro                        5-1-0    -14.4879
1485        St Vincent                      1-3-0    -14.5106
1486        Carroll WI                      0-1-0    -14.5106
1487        Monmouth IL                     0-1-0    -14.5106
1488        Brevard                         3-3-0    -14.5219
1489        Heidelberg                      2-2-0    -14.5312
1490        Hamline                         1-4-0    -14.558
1491        Morningside                     6-0-0    -14.611
1492        Bethel KS                       0-2-0    -14.6164
1493        Rochester                       1-2-0    -14.6232
1494        North Carolina Central          0-1-0    -14.6465
1495        Widener                         0-1-0    -14.6725
1496        Bacone                          1-5-0    -14.7066
1497        Bethel MN                       5-0-0    -14.7146
1498        Miles                           2-1-0    -14.7779
1499        Baldwin-Wallace                 5-1-0    -14.8507
1500        SW Assem of God                 0-2-0    -14.869
1501        Black Hills St                  3-1-0    -14.9006
1502        St Olaf                         3-3-0    -14.9396
1503        Concordia WI                    0-1-0    -14.9827
1504        Anderson                        2-3-0    -15.0059
1505        Capital                         2-1-0    -15.077
1506        Albright                        3-2-0    -15.0992
1507        Eureka                          0-1-0    -15.1531
1508        Springfield                     6-1-0    -15.1627
1509        Hiram                           0-2-0    -15.164
1510        Cumberland TN                   0-1-0    -15.1963
1511        Cal Lutheran                    5-0-0    -15.2224
1512        Endicott                        5-1-0    -15.2245
1513        North Greenville                5-2-0    -15.2556
1514        Minot St                        3-1-0    -15.2558
1515        Randolph-Macon                  5-1-0    -15.3001
1516        Bridgewater VA                  4-2-0    -15.3681
1517        Haskell                         0-3-0    -15.4139
1518        Rose-Hulman                     1-4-0    -15.4514
1519        Assumption                      3-2-0    -15.4566
1520        St Mary KS                      0-4-0    -15.5254
1521        Cortland St                     6-1-0    -15.5286
1522        Wash & Jeff                     6-0-0    -15.5657
1523        Methodist                       0-2-0    -15.609
1524        Campbellsville                  3-1-0    -15.6133
1525        Adams St                        0-1-0    -15.65
1526        Kentucky Wesleyan               4-2-0    -15.6811
1527        Virginia Union                  0-1-0    -15.7279
1528        Washington U.                   2-2-0    -15.7287
1529        California PA                   5-1-0    -15.7491
1530        Birmingham-Southern             3-2-0    -15.8195
1531        Pomona-Pitzer                   0-1-0    -15.8763
1532        Menlo                           0-1-0    -15.8763
1533        Albany St GA                    5-0-0    -15.8979
1534        Buffalo St                      1-3-0    -15.9186
1535        Mayville St                     0-2-0    -15.9248
1536        Salve Regina                    2-1-0    -15.9341
1537        Hanover                         4-1-0    -15.9688
1538        Sewanee                         0-3-0    -16.0204
1539        Fort Valley St                  4-1-0    -16.0411
1540        Framingham St                   3-2-0    -16.0854
1541        Gustavus Adolphus               1-2-0    -16.1083
1542        Randolph-Macon                  2-2-0    -16.1702
1543        Kentucky Christian              0-1-0    -16.2023
1544        Millikin                        2-2-0    -16.2174
1545        Indiana PA                      4-2-0    -16.3096
1546        Trinity TX                      2-3-0    -16.3347
1547        Cheyney                         1-2-0    -16.3598
1548        Hiram                           0-2-0    -16.3834
1549        Minn St-Moorhead                1-2-0    -16.4821
1550        Bridgewater VA                  4-0-0    -16.5278
1551        Concordia WI                    0-3-0    -16.6165
1552        Fairmont St                     4-1-0    -16.6691
1553        South Carolina St               4-0-0    -16.7183
1554        Kenyon                          0-3-0    -16.748
1555        Pacific OR                      0-4-0    -16.7518
1556        Concordia NE                    2-0-0    -16.804
1557        Georgetown DC                   2-2-0    -16.8745
1558        Kalamazoo                       2-3-0    -16.8772
1559        Lambuth                         2-2-0    -16.8985
1560        St Scholastica                  0-1-0    -16.9338
1561        Dayton                          6-0-0    -16.9614
1562        Menlo                           2-2-0    -16.9706
1563        Southwestern KS                 0-4-0    -17.0155
1564        Catholic                        3-2-0    -17.2375
1565        Texas College                   0-2-0    -17.2935
1566        Whitworth                       2-1-0    -17.3033
1567        Urbana                          3-2-0    -17.3495
1568        Illinois Wesleyan               5-0-0    -17.4179
1569        Puget Sound                     2-4-0    -17.4307
1570        West Virginia Tech              2-3-0    -17.4315
1571        North Central                   7-1-0    -17.4424
1572        Johnson C. Smith                0-2-0    -17.4434
1573        Walsh                           5-1-0    -17.4668
1574        Midland                         2-0-0    -17.5008
1575        Central Methodist               0-2-0    -17.5229
1576        Claremont-Mudd-Scripps          4-1-0    -17.5308
1577        Winston-Salem St                4-1-0    -17.5413
1578        Virginia-Wise                   1-4-0    -17.5842
1579        Ohio Wesleyan                   0-3-0    -17.6144
1580        Fayetteville St                 1-2-0    -17.6731
1581        Whittier                        0-3-0    -17.7273
1582        Linfield                        5-0-0    -17.7277
1583        Glenville St                    4-3-0    -17.7361
1584        Olivet                          0-3-0    -17.7406
1585        SW Assem of God                 0-1-0    -17.776
1586        Shaw                            5-0-0    -17.8919
1587        Hampden-Sydney                  5-1-0    -17.9754
1588        Kean                            2-2-0    -18.0772
1589        Alfred                          5-1-0    -18.0954
1590        Whittier                        2-3-0    -18.0987
1591        Southern Virginia               2-2-0    -18.1268
1592        McMurry                         3-2-0    -18.1447
1593        DePauw                          6-1-0    -18.2379
1594        Merchant Marine                 0-2-0    -18.2406
1595        Virginia Union                  0-6-0    -18.2416
1596        Tiffin                          0-1-0    -18.2549
1597        Western New Mexico              3-0-0    -18.3082
1598        Luther                          2-3-0    -18.3737
1599        Simpson                         0-2-0    -18.3921
1600        Millersville                    2-3-0    -18.3959
1601        Trine                           6-1-0    -18.3963
1602        OK Panhandle St                 4-2-0    -18.4501
1603        Augustana IL                    5-1-0    -18.4572
1604        Knox                            1-1-0    -18.4958
1605        Lindenwood                      4-1-0    -18.5074
1606        Lycoming                        4-1-0    -18.531
1607        UW-Stout                        2-1-0    -18.573
1608        Merrimack                       2-4-0    -18.59
1609        Hastings                        3-1-0    -18.5925
1610        UMass-Dartmouth                 0-2-0    -18.604
1611        Pikeville                       0-4-0    -18.6631
1612        Apprentice                      1-3-0    -18.6775
1613        Jamestown                       0-1-0    -18.6906
1614        St Joseph's IN                  3-1-0    -18.6914
1615        Dubuque                         0-3-0    -18.7029
1616        Millsaps                        4-1-0    -18.7347
1617        Savannah St                     0-1-0    -18.7662
1618        Methodist                       1-3-0    -18.7725
1619        St Lawrence                     3-2-0    -18.7985
1620        Butler                          3-0-0    -18.8132
1621        Howard                          1-2-0    -18.8193
1622        Southern Nazarene               3-3-0    -18.8397
1623        MacMurray                       0-2-0    -18.86
1624        Westminster MO                  0-1-0    -18.8827
1625        Oberlin                         0-1-0    -18.8827
1626        Carson-Newman                   0-1-0    -18.9081
1627        Fairmont St                     0-1-0    -18.9081
1628        Fayetteville St                 0-1-0    -18.9081
1629        Lincoln PA                      1-2-0    -19.0082
1630        West Virginia St                0-5-0    -19.011
1631        MIT                             0-2-0    -19.0279
1632        Iowa Wesleyan                   2-0-0    -19.029
1633        South Dakota Tech               3-2-0    -19.0662
1634        Albright                        0-1-0    -19.0888
1635        RPI                             2-2-0    -19.1335
1636        Sioux Falls                     5-0-0    -19.1399
1637        Manchester                      1-1-0    -19.1593
1638        Fitchburg St                    0-1-0    -19.2077
1639        Waynesburg                      3-2-0    -19.209
1640        William Penn                    5-0-0    -19.2441
1641        Union KY                        5-1-0    -19.2515
1642        Midland                         1-0-0    -19.2651
1643        Alma                            0-2-0    -19.349
1644        Hamline                         0-2-0    -19.3505
1645        Worcester St                    1-3-0    -19.4455
1646        Westfield St                    1-3-0    -19.4691
1647        Adrian                          3-1-0    -19.485
1648        St Francis IL                   5-1-0    -19.5163
1649        Illinois Wesleyan               2-2-0    -19.6398
1650        Westminster PA                  1-3-0    -19.6478
1651        Dakota Wesleyan                 2-2-0    -19.6884
1652        William Jewell                  0-1-0    -19.6931
1653        Virginia-Wise                   2-4-0    -19.7482
1654        Franklin                        4-2-0    -19.8348
1655        Olivet                          0-2-0    -19.8555
1656        St Ambrose                      3-2-0    -19.857
1657        Culver-Stockton                 0-5-0    -19.8799
1658        Central St OH                   1-4-0    -19.8892
1659        Kentucky Wesleyan               1-3-0    -19.8924
1660        Franklin                        5-0-0    -20.0891
1661        Nichols                         1-3-0    -20.1016
1662        Bethany KS                      1-4-0    -20.1375
1663        Trinity TX                      2-2-0    -20.151
1664        Castleton St                    2-3-0    -20.157
1665        Lindsey Wilson                  2-2-0    -20.166
1666        Knox                            0-3-0    -20.1844
1667        Husson                          0-2-0    -20.2172
1668        Ferrum                          1-4-0    -20.2183
1669        Davidson                        0-1-0    -20.2421
1670        MIT                             0-2-0    -20.2757
1671        Wittenberg                      4-1-0    -20.3802
1672        Bluffton                        2-2-0    -20.425
1673        Otterbein                       4-2-0    -20.4779
1674        UW-Platteville                  2-3-0    -20.4867
1675        Adrian                          2-2-0    -20.5512
1676        UW-Stout                        4-2-0    -20.5621
1677        Austin                          1-4-0    -20.5662
1678        Becker                          0-4-0    -20.5925
1679        Elmhurst                        4-1-0    -20.6552
1680        Bowie St                        0-2-0    -20.7284
1681        Utica                           2-2-0    -20.7505
1682        Texas College                   1-2-0    -20.7755
1683        St Paul's                       1-4-0    -20.7926
1684        Wooster                         2-3-0    -20.8016
1685        Assumption                      3-2-0    -20.807
1686        LaGrange                        1-3-0    -20.8586
1687        Notre Dame OH                   2-2-0    -20.8612
1688        Montclair St                    5-0-0    -20.881
1689        SW Assem of God                 0-4-0    -20.8948
1690        Delaware Valley                 5-1-0    -20.8966
1691        Emory & Henry                   2-3-0    -20.9951
1692        Benedictine KS                  2-2-0    -21.0188
1693        Occidental                      3-2-0    -21.0602
1694        Willamette                      4-0-0    -21.0659
1695        NW Oklahoma St                  4-0-0    -21.072
1696        Widener                         3-1-0    -21.1281
1697        Apprentice                      1-2-0    -21.1747
1698        Ottawa                          5-1-0    -21.1802
1699        MIT                             0-3-0    -21.221
1700        Lane                            0-2-0    -21.2226
1701        St John's MN                    4-1-0    -21.2678
1702        Albion                          2-2-0    -21.2963
1703        Livingstone                     0-5-0    -21.297
1704        North Carolina Wesleyan         4-1-0    -21.3074
1705        Bethany WV                      0-1-0    -21.3195
1706        Taylor                          3-1-0    -21.3279
1707        Gannon                          3-1-0    -21.4123
1708        Redlands                        4-1-0    -21.4898
1709        Lincoln PA                      0-1-0    -21.5308
1710        Belhaven                        1-4-0    -21.5764
1711        Alma                            1-2-0    -21.6487
1712        Langston                        3-2-0    -21.6594
1713        Merchant Marine                 2-1-0    -21.7057
1714        Marietta                        2-3-0    -21.7087
1715        Lewis & Clark                   3-1-0    -21.8927
1716        Grand View                      4-0-0    -21.9382
1717        Rochester                       0-1-0    -21.9591
1718        Johnson C. Smith                2-3-0    -21.9607
1719        Western Conn St                 0-2-0    -21.9784
1720        Coe                             4-1-0    -22.0013
1721        Baker                           3-2-0    -22.0719
1722        Hanover                         3-2-0    -22.0812
1723        Langston                        3-1-0    -22.1035
1724        Cumberland TN                   2-2-0    -22.1267
1725        Trinity Bible                   0-1-0    -22.1807
1726        Bethel KS                       0-1-0    -22.1989
1727        Mass Maritime                   2-3-0    -22.2058
1728        Maranatha Baptist               0-2-0    -22.2286
1729        Western Conn St                 0-3-0    -22.2314
1730        Stillman                        1-2-0    -22.2854
1731        Pomona-Pitzer                   1-3-0    -22.3805
1732        Southwestern KS                 0-1-0    -22.4205
1733        Franklin & Marshall             3-0-0    -22.4214
1734        Clark Atlanta                   3-2-0    -22.6311
1735        Stonehill                       2-3-0    -22.6377
1736        St Augustine's                  7-0-0    -22.6408
1737        Kentucky Christian              0-3-0    -22.6572
1738        St Thomas                       5-0-0    -22.6822
1739        Shenandoah                      1-3-0    -22.7497
1740        Methodist                       1-2-0    -22.7649
1741        Lindenwood                      5-1-0    -22.775
1742        Coast Guard                     2-3-0    -22.8413
1743        New Haven                       3-2-0    -22.8515
1744        UMass-Dartmouth                 1-2-0    -22.8638
1745        Bethany WV                      3-1-0    -22.9056
1746        Lindsey Wilson                  2-2-0    -23.0363
1747        St Francis PA                   1-3-0    -23.1022
1748        Dickinson St                    4-1-0    -23.1428
1749        Augsburg                        4-2-0    -23.1534
1750        Anna Maria                      0-3-0    -23.1634
1751        Hope                            2-3-0    -23.1953
1752        Elizabeth City St               4-1-0    -23.2211
1753        Sewanee                         0-1-0    -23.2266
1754        Miles                           1-2-0    -23.2627
1755        UMass-Dartmouth                 1-1-0    -23.3792
1756        Bacone                          2-2-0    -23.4051
1757        Baker                           4-2-0    -23.4843
1758        Maine Maritime                  4-1-0    -23.4882
1759        Norwich                         5-1-0    -23.5038
1760        Brockport St                    2-3-0    -23.5994
1761        Alma                            2-3-0    -23.6146
1762        Greensboro                      0-2-0    -23.6185
1763        Pace                            0-1-0    -23.6313
1764        Wagner                          0-1-0    -23.6313
1765        Carthage                        2-2-0    -23.6571
1766        Chapman                         1-3-0    -23.6581
1767        Southern Virginia               1-2-0    -23.667
1768        Whitworth                       3-2-0    -23.7006
1769        Lake Forest                     0-3-0    -23.7078
1770        Occidental                      1-1-0    -23.7838
1771        Dordt                           0-1-0    -23.8558
1772        Pace                            0-3-0    -23.8959
1773        Missouri Valley                 3-1-0    -23.9183
1774        Earlham                         0-3-0    -23.9533
1775        Birmingham-Southern             3-2-0    -24.0472
1776        North Central                   5-0-0    -24.0522
1777        UW-La Crosse                    0-1-0    -24.0623
1778        South Dakota Tech               4-0-0    -24.1188
1779        Hobart                          2-2-0    -24.1339
1780        Northwestern IA                 5-0-0    -24.1733
1781        Western New England             6-0-0    -24.1888
1782        Stonehill                       3-2-0    -24.2069
1783        New Haven                       5-0-0    -24.2691
1784        Lincoln PA                      0-4-0    -24.3567
1785        Hope                            1-3-0    -24.5042
1786        Lincoln PA                      0-2-0    -24.5165
1787        Case Western Reserve            5-1-0    -24.5524
1788        Elizabeth City St               2-3-0    -24.5552
1789        Washington and Lee              5-1-0    -24.5653
1790        Fort Valley St                  4-0-0    -24.5865
1791        Kentucky Christian              0-4-0    -24.5969
1792        WPI                             2-2-0    -24.6595
1793        Black Hills St                  3-1-0    -24.6616
1794        Trinity Int'l                   2-1-0    -24.7001
1795        Benedictine IL                  4-2-0    -24.7063
1796        Mount Ida                       3-3-0    -24.728
1797        Beloit                          4-2-0    -24.8019
1798        Wartburg                        5-0-0    -24.8316
1799        Morrisville St                  0-3-0    -24.8499
1800        Chowan                          2-2-0    -24.853
1801        St Augustine's                  2-1-0    -24.9215
1802        Cornell IA                      0-5-0    -24.9367
1803        Grinnell                        0-1-0    -24.9516
1804        Oberlin                         2-3-0    -25.0448
1805        Greensboro                      0-2-0    -25.0815
1806        William Penn                    5-1-0    -25.1334
1807        Coast Guard                     0-2-0    -25.1352
1808        Illinois College                1-3-0    -25.1782
1809        Valley City St                  0-2-0    -25.2255
1810        Evangel                         3-2-0    -25.2618
1811        FDU-Florham                     1-3-0    -25.2875
1812        Anna Maria                      0-2-0    -25.2911
1813        Loras                           4-1-0    -25.293
1814        Webber Int'l                    3-2-0    -25.3025
1815        Central IA                      4-1-0    -25.3324
1816        Chicago                         5-0-0    -25.39
1817        Culver-Stockton                 1-2-0    -25.3923
1818        Mayville St                     1-2-0    -25.5576
1819        St Xavier                       5-0-0    -25.6417
1820        Mt St Joseph                    3-1-0    -25.6928
1821        Nichols                         0-3-0    -25.7596
1822        Coe                             5-1-0    -25.7677
1823        Buffalo St                      3-1-0    -25.7908
1824        Haskell                         0-3-0    -25.882
1825        Doane                           2-2-0    -25.9315
1826        Merchant Marine                 2-2-0    -26.0231
1827        Mount Ida                       3-2-0    -26.0258
1828        Martin Luther                   0-2-0    -26.0906
1829        Ohio Wesleyan                   0-2-0    -26.0926
1830        Evangel                         1-2-0    -26.1966
1831        Jamestown                       2-2-0    -26.1976
1832        Malone                          2-1-0    -26.2617
1833        Lycoming                        2-2-0    -26.2632
1834        Concordia AL                    2-0-0    -26.2782
1835        Earlham                         0-3-0    -26.2861
1836        St Paul's                       0-1-0    -26.3459
1837        Howard Payne                    2-1-0    -26.3517
1838        Gallaudet                       1-3-0    -26.3884
1839        Rhodes                          2-3-0    -26.4759
1840        North Carolina Wesleyan         3-1-0    -26.5011
1841        St Olaf                         3-1-0    -26.5397
1842        Western New England             3-1-0    -26.6091
1843        Bridgewater St MA               3-0-0    -26.6549
1844        Greensboro                      2-1-0    -26.6647
1845        UNC-Pembroke                    3-2-0    -26.6838
1846        St Anselm                       1-1-0    -26.6937
1847        St Lawrence                     2-2-0    -26.7607
1848        Olivet                          0-2-0    -26.7759
1849        McPherson                       6-1-0    -26.9602
1850        Pacific Lutheran                5-0-0    -27.0111
1851        Northwestern MN                 0-2-0    -27.0752
1852        Wheaton                         5-0-0    -27.0833
1853        Kean                            3-1-0    -27.087
1854        Chicago                         3-2-0    -27.1122
1855        New Jersey                      4-2-0    -27.3938
1856        Wartburg                        5-1-0    -27.532
1857        Bowie St                        3-1-0    -27.6062
1858        Bethel KS                       0-4-0    -27.7105
1859        Carleton                        2-4-0    -27.778
1860        Merchant Marine                 0-1-0    -27.8364
1861        Lakeland                        0-3-0    -27.8961
1862        Southern Conn St                3-1-0    -27.9934
1863        Rowan                           6-0-0    -28.0148
1864        Graceland                       1-3-0    -28.1169
1865        Wabash                          5-0-0    -28.162
1866        Sterling                        3-1-0    -28.1859
1867        Central IA                      4-1-0    -28.1931
1868        Maine Maritime                  4-2-0    -28.2447
1869        Knox                            0-2-0    -28.2906
1870        Morrisville St                  2-1-0    -28.3015
1871        Salisbury                       4-1-0    -28.3178
1872        Case Western Reserve            3-1-0    -28.343
1873        Maranatha Baptist               0-3-0    -28.4142
1874        Kalamazoo                       1-4-0    -28.4492
1875        Montclair St                    5-0-0    -28.4912
1876        Claremont-Mudd-Scripps          3-0-0    -28.6445
1877        Guilford                        0-2-0    -28.6833
1878        Greenville                      3-2-0    -28.7582
1879        Livingstone                     0-1-0    -28.785
1880        Kenyon                          0-2-0    -28.8061
1881        Norfolk St                      2-1-0    -28.8572
1882        Peru St                         3-0-0    -28.9179
1883        Ferrum                          3-2-0    -29.012
1884        Rockford                        0-1-0    -29.039
1885        New Jersey                      1-3-0    -29.0711
1886        Greensboro                      0-3-0    -29.1103
1887        South Dakota Tech               0-1-0    -29.1959
1888        SUNY-Maritime                   5-0-0    -29.2304
1889        Becker                          2-2-0    -29.2445
1890        Pikeville                       2-3-0    -29.2725
1891        William Jewell                  2-1-0    -29.39
1892        Northwestern MN                 0-3-0    -29.5658
1893        Averett                         2-3-0    -29.656
1894        Knox                            0-3-0    -29.6962
1895        Anna Maria                      0-3-0    -29.7718
1896        Kansas Wesleyan                 4-1-0    -29.8605
1897        Wooster                         3-2-0    -30.0122
1898        Gallaudet                       2-2-0    -30.0381
1899        North Park                      2-0-0    -30.1921
1900        Virginia Union                  3-0-0    -30.201
1901        Defiance                        3-3-0    -30.2094
1902        Concordia-Moorhead              4-1-0    -30.2306
1903        Ripon                           4-1-0    -30.2512
1904        Jamestown                       3-2-0    -30.3682
1905        Gustavus Adolphus               3-1-0    -30.449
1906        Aurora                          3-2-0    -30.5085
1907        OK Panhandle St                 2-1-0    -30.6387
1908        WPI                             0-3-0    -30.6512
1909        Friends                         3-2-0    -30.6646
1910        Tabor                           2-3-0    -30.6882
1911        Valley City St                  1-2-0    -30.7556
1912        Defiance                        3-0-0    -30.7667
1913        Framingham St                   6-0-0    -30.7713
1914        Central Methodist               1-2-0    -30.7866
1915        Emory & Henry                   3-2-0    -30.862
1916        Winston-Salem St                4-1-0    -30.8767
1917        Denison                         2-3-0    -30.9133
1918        Mt St Joseph                    2-2-0    -30.9474
1919        Allegheny                       3-1-0    -30.9918
1920        Dakota St                       0-3-0    -31.0033
1921        Peru St                         0-3-0    -31.0609
1922        Avila                           1-2-0    -31.1579
1923        Bethany KS                      0-1-0    -31.2841
1924        Luther                          3-2-0    -31.2997
1925        Ripon                           3-2-0    -31.3122
1926        Virginia St                     4-1-0    -31.3522
1927        Fayetteville St                 4-2-0    -31.4046
1928        Southern Nazarene               4-1-0    -31.4892
1929        William Jewell                  2-3-0    -31.602
1930        Tabor                           2-2-0    -31.6232
1931        Carnegie Mellon                 2-2-0    -31.627
1932        Maryville                       0-2-0    -31.802
1933        Castleton St                    3-1-0    -32.055
1934        Carnegie Mellon                 2-3-0    -32.1724
1935        Lawrence                        2-2-0    -32.2592
1936        Redlands                        4-0-0    -32.368
1937        Endicott                        0-1-0    -32.3985
1938        Hiram                           0-3-0    -32.4007
1939        Bowie St                        3-1-0    -32.4421
1940        Manchester                      1-3-0    -32.4551
1941        Austin                          3-1-0    -32.5063
1942        West Virginia Tech              0-4-0    -32.5627
1943        Illinois College                4-1-0    -32.6233
1944        Northwestern MN                 0-2-0    -32.6723
1945        RPI                             1-1-0    -32.8228
1946        Assumption                      0-1-0    -32.8621
1947        Buena Vista                     2-3-0    -32.9581
1948        SUNY-Maritime                   5-0-0    -32.9768
1949        Muskingum                       1-0-0    -33.0061
1950        Fitchburg St                    0-3-0    -33.0832
1951        Lawrence                        0-5-0    -33.1045
1952        Friends                         3-2-0    -33.2667
1953        Buena Vista                     1-1-0    -33.3219
