Rank     Team                            W-L-T    Schedule Factor
67        Oregon                          6-0-0    46.5261
68        Stanford                        8-0-0    46.4838
69        Wisconsin                       2-3-0    46.4741
70        Washington St                   0-4-0    46.4739
71        San Diego St                    0-1-0    46.4564
72        Alabama                         5-0-0    46.3184
73        Tulane                          0-1-0    46.0273
74        Northwestern St                 0-1-0    45.9477
75        Notre Dame                      5-1-0    45.8052
76        Auburn                          0-3-0    45.6913
77        Kansas                          1-4-0    45.6693
78        Navy                            0-1-0    45.6566
79        Iowa St                         2-2-0    45.4671
80        Colorado St                     0-2-0    45.3375
81        UTEP                            0-2-0    45.2569
82        California                      2-4-0    44.9726
83        Mississippi                     5-3-0    44.9541
84        Missouri                        3-4-0    44.788
85        Kansas                          0-1-0    44.5774
86        Idaho                           0-4-0    44.5577
87        Baylor                          6-1-0    44.3069
88        Kansas St                       4-1-0    44.305
89        Texas A&M                       5-2-0    44.1863
90        West Virginia                   4-3-0    44.1851
91        Ohio U.                         0-1-0    44.0602
92        Kentucky                        0-2-0    44.0212
93        Oklahoma St                     7-1-0    43.775
94        Northwestern                    4-2-0    43.5377
95        Mississippi St                  2-2-0    43.4973
96        Fort Hays St                    0-1-0    43.3418
97        Jackson St                      0-1-0    43.3016
98        West Virginia                   3-3-0    43.1898
99        Auburn                          3-3-0    43.1461
100        Auburn                          0-2-0    42.9689
101        Colorado                        1-3-0    42.9188
102        Colorado                        0-2-0    42.9059
103        Texas St-San Marcos             0-1-0    42.863
104        Southern Utah                   0-1-0    42.863
105        Southern Cal                    4-2-0    42.7521
106        New Mexico St                   0-2-0    42.7178
107        Northern Colorado               0-1-0    42.6919
108        Kansas St                       7-1-0    42.6768
109        Alabama A&M                     0-1-0    42.5725
110        Southern Cal                    0-1-0    42.3912
111        Purdue                          0-1-0    42.1051
112        Arkansas                        1-3-0    42.1046
113        California                      1-3-0    42.029
114        Florida Int'l                   0-1-0    41.7438
115        Hawai`i                         0-4-0    41.5624
116        UNLV                            0-1-0    41.4896
117        Kentucky                        0-3-0    41.3864
118        South Dakota                    0-2-0    41.3683
119        Nebraska                        3-4-0    41.2302
120        Iowa                            2-3-0    41.0922
121        Houston                         0-1-0    41.0822
122        Bowling Green                   0-1-0    41.064
123        Austin Peay                     0-1-0    41.064
124        West Georgia                    0-1-0    40.9833
125        Shorter                         0-1-0    40.9833
126        Tennessee-Martin                0-1-0    40.7953
127        Ohio State                      4-0-0    40.7696
128        Harding                         0-1-0    40.7293
129        East Central OK                 0-1-0    40.7293
130        Northeastern St OK              0-1-0    40.7293
131        Washington                      5-1-0    40.6285
132        TCU                             2-5-0    40.5916
133        Kentucky                        2-4-0    40.5576
134        Oklahoma                        6-1-0    40.4772
135        SE Missouri St                  0-1-0    40.4624
136        Troy                            2-4-0    40.0825
137        Syracuse                        5-2-0    40.0702
138        Florida Int'l                   1-4-0    39.9313
139        Utah St                         4-1-0    39.8151
140        Purdue                          2-4-0    39.7613
141        Minnesota                       4-3-0    39.6042
142        UCLA                            5-3-0    39.5309
143        Michigan St                     2-4-0    39.4963
144        South Florida                   2-3-0    39.461
145        Baylor                          2-4-0    39.4562
146        Iowa St                         3-4-0    39.4443
147        LSU                             7-1-0    39.3978
148        Washington St                   2-4-0    39.3199
149        Wofford                         0-3-0    39.2945
150        Penn State                      5-2-0    39.1588
151        Arkansas St                     4-2-0    39.0067
152        Temple                          2-4-0    38.9598
153        Memphis                         0-1-0    38.9203
154        Hawai`i                         0-2-0    38.8942
155        Washington St                   1-1-0    38.8749
156        Oklahoma                        4-2-0    38.8177
157        Lamar                           0-1-0    38.7004
158        Nicholls St                     0-1-0    38.7004
159        Middle Tennessee St             0-2-0    38.6734
160        Arizona St                      3-3-0    38.5699
161        Tiffin                          0-1-0    38.4237
162        Louisiana Tech                  4-2-0    38.3565
163        Massachusetts                   0-3-0    38.3267
164        Wisconsin                       6-2-0    38.2847
165        Georgia                         8-1-0    38.1287
166        Clemson                         7-1-0    38.1188
167        Duke                            1-3-0    38.0103
168        Arkansas                        3-4-0    37.8815
169        Texas Tech                      5-2-0    37.8785
170        Texas                           5-3-0    37.8135
171        Nicholls St                     0-2-0    37.7512
172        Oregon St                       6-1-0    37.5391
173        Arizona                         7-2-0    37.4986
174        Georgia Tech                    3-3-0    37.4842
175        Hampton                         0-1-0    37.4221
176        Savannah St                     0-4-0    37.4088
177        Gardner-Webb                    0-1-0    37.3878
178        Ball St                         5-3-0    37.3664
179        Navy                            3-2-0    37.279
180        Stanford                        4-2-0    37.2318
181        UTEP                            1-5-0    37.2157
182        Arizona St                      5-2-0    37.2074
183        Tennessee                       5-3-0    37.1671
184        Michigan St                     5-1-0    37.0303
185        South Florida                   1-4-0    37.0111
186        UNLV                            0-5-0    36.94
187        Syracuse                        3-3-0    36.9219
188        South Florida                   0-1-0    36.8676
189        Maryland                        1-4-0    36.8508
190        Southern Miss                   0-5-0    36.7983
191        Buffalo                         0-2-0    36.5825
192        Samford                         0-1-0    36.484
193        Nebraska                        7-0-0    36.1556
194        Western Michigan                1-4-0    36.1353
195        Virginia Tech                   1-4-0    36.0898
196        Florida                         7-1-0    36.0582
197        Cincinnati                      4-2-0    36.0062
198        SMU                             2-4-0    35.7226
199        Clemson                         4-1-0    35.7214
200        Florida St                      7-1-0    35.5767
201        Louisiana-Lafayette             3-3-0    35.5482
202        Eastern Kentucky                0-1-0    35.4991
203        Florida St                      5-1-0    35.4889
204        Fresno St                       3-3-0    35.4609
205        Washington                      2-4-0    35.4327
206        Maryland                        2-4-0    35.1626
207        Miami FL                        3-2-0    35.1064
208        South Alabama                   0-2-0    35.0317
209        Akron                           0-6-0    35.0097
210        Air Force                       0-1-0    35.0046
211        Notre Dame                      7-0-0    34.9959
212        Temple                          2-3-0    34.9919
213        Buffalo                         0-2-0    34.8894
214        Wayne St MI                     0-2-0    34.7369
215        Houston                         1-3-0    34.6618
216        Virginia                        0-1-0    34.6608
217        Grambling St                    0-1-0    34.6608
218        Tulane                          2-4-0    34.6126
219        Connecticut                     2-2-0    34.5527
220        North Carolina St               2-5-0    34.4897
221        Army                            0-2-0    34.4595
222        Utah                            1-3-0    34.3788
223        UCLA                            4-2-0    34.3618
224        Utah                            4-2-0    34.2655
225        Austin Peay                     0-5-0    34.2314
226        San Diego St                    3-2-0    34.2062
227        North Texas                     1-6-0    34.1655
228        Connecticut                     0-2-0    34.1509
229        Illinois                        0-2-0    34.117
230        Vanderbilt                      4-1-0    34.0396
231        Montana                         0-1-0    33.9859
232        Howard                          0-1-0    33.9144
233        Pittsburgh                      2-5-0    33.9043
234        Boston College                  0-5-0    33.8602
235        New Hampshire                   0-2-0    33.6453
236        South Carolina                  8-0-0    33.6113
237        Virginia                        3-4-0    33.5985
238        Ball St                         4-1-0    33.5807
239        South Alabama                   0-5-0    33.4654
240        West Alabama                    0-1-0    33.3859
241        The Citadel                     0-1-0    33.3859
242        Elon                            0-1-0    33.3491
243        East Carolina                   0-1-0    33.3491
244        Eastern Michigan                1-3-0    33.3315
245        Minnesota                       2-4-0    33.2219
246        Walsh                           0-1-0    33.1808
247        Notre Dame OH                   0-1-0    33.1808
248        Oregon                          6-1-0    33.103
249        Louisville                      5-1-0    33.0693
250        San Jose St                     5-1-0    32.9593
251        Houston                         0-1-0    32.9436
252        Army                            2-4-0    32.8958
253        Brigham Young                   3-3-0    32.8828
254        Rice                            3-3-0    32.8287
255        Vanderbilt                      5-2-0    32.8048
256        North Carolina                  2-3-0    32.7801
257        Southern Nazarene               0-1-0    32.7436
258        SE Oklahoma St                  0-1-0    32.7436
259        Miami OH                        1-6-0    32.6869
260        Saginaw Valley St               5-1-0    32.6439
261        Idaho                           0-3-0    32.6381
262        Buffalo                         1-3-0    32.568
263        Rutgers                         5-1-0    32.4702
264        Kent St                         5-1-0    32.4672
265        Tulsa                           8-0-0    32.4594
266        Mississippi St                  6-2-0    32.2502
267        Nevada                          2-4-0    32.143
268        South Florida                   0-1-0    32.1209
269        Michigan                        6-0-0    32.1062
270        Virginia Tech                   6-2-0    32.0126
271        Rutgers                         0-1-0    32.0087
272        Louisville                      6-1-0    31.9966
273        Bemidji St                      0-2-0    31.9868
274        Ohio State                      8-0-0    31.8756
275        Jacksonville FL                 0-1-0    31.8495
276        Tulane                          0-5-0    31.7858
277        Southern Illinois               0-1-0    31.6786
278        Western Kentucky                4-2-0    31.6702
279        New Mexico St                   1-4-0    31.6453
280        Eastern Michigan                0-2-0    31.6198
281        Southern Miss                   0-6-0    31.587
282        South Carolina St               0-2-0    31.4306
283        Purdue                          4-2-0    31.4061
284        Toledo                          5-1-0    31.338
285        SW Baptist                      0-1-0    31.2087
286        Truman St                       0-1-0    31.2087
287        East Carolina                   3-3-0    31.1537
288        Miami OH                        3-2-0    31.106
289        Alabama-Birmingham              1-4-0    31.0452
290        Youngstown St                   0-1-0    30.9964
291        Georgia                         4-0-0    30.936
292        Iowa                            2-3-0    30.8635
293        New Mexico                      0-2-0    30.7897
294        Louisiana-Monroe                5-2-0    30.6706
295        Massachusetts                   0-3-0    30.6569
296        Toledo                          4-3-0    30.6406
297        Jacksonville St                 1-4-0    30.5639
298        Georgia Tech                    4-4-0    30.4721
299        Virginia Union                  0-1-0    30.4383
300        New Mexico                      2-4-0    30.3155
301        Western Illinois                0-4-0    30.3121
302        Central Florida                 4-3-0    30.2894
303        New Mexico                      2-3-0    30.2333
304        Central Michigan                4-3-0    30.1266
305        Nevada                          5-2-0    30.0491
306        Wake Forest                     4-3-0    30.046
307        Central Arkansas                3-3-0    29.9299
308        Northern Illinois               6-1-0    29.8175
309        Walsh                           0-2-0    29.7573
310        Air Force                       1-5-0    29.6916
311        Marshall                        2-4-0    29.6219
312        Western Illinois                0-3-0    29.522
313        Connecticut                     3-2-0    29.4417
314        Humboldt St                     0-1-0    29.4256
315        Colorado St                     3-1-0    29.4239
316        SMU                             5-1-0    29.3395
317        Memphis                         3-3-0    29.2674
318        Eastern Michigan                1-4-0    29.181
319        Duke                            5-3-0    29.1331
320        Florida Atlantic                1-5-0    29.1203
321        Notre Dame OH                   0-1-0    29.1104
322        Texas St-San Marcos             1-4-0    29.0916
323        Northern Michigan               3-3-0    28.9564
324        Nicholls St                     0-5-0    28.9134
325        Clarion                         0-1-0    28.907
326        Florida Int'l                   2-4-0    28.8183
327        Colorado                        0-5-0    28.7889
328        Central Florida                 6-1-0    28.711
329        Northwestern                    6-1-0    28.7044
330        Wyoming                         1-5-0    28.691
331        Pennsylvania                    0-1-0    28.6849
332        Chadron St                      0-1-0    28.6686
333        East Carolina                   5-1-0    28.6607
334        Colorado St                     1-5-0    28.6517
335        Ohio U.                         4-2-0    28.647
336        Boston College                  2-3-0    28.5771
337        Austin Peay                     0-1-0    28.4021
338        Incarnate Word                  0-1-0    28.3497
339        Louisiana-Monroe                3-3-0    28.2868
340        Connecticut                     0-1-0    28.2777
341        South Alabama                   1-4-0    28.2563
342        Massachusetts                   0-2-0    28.1356
343        Towson                          3-3-0    27.971
344        San Jose St                     6-1-0    27.967
345        Western Illinois                1-1-0    27.9535
346        Miami FL                        4-2-0    27.9412
347        North Texas                     0-1-0    27.7505
348        UC-Davis                        0-2-0    27.693
349        North Carolina St               5-0-0    27.6879
350        Iowa                            0-2-0    27.4261
351        Wyoming                         3-3-0    27.3812
352        Sioux Falls                     0-1-0    27.3611
353        Rice                            4-3-0    27.207
354        Florida Atlantic                1-3-0    27.2033
355        Minot St                        0-1-0    27.0794
356        Presbyterian                    0-3-0    27.0259
357        South Dakota St                 3-2-0    26.7432
358        Ferris St                       2-3-0    26.5705
359        Massachusetts                   1-3-0    26.5608
360        Iowa St                         1-1-0    26.5461
361        Appalachian St                  4-1-0    26.49
362        South Dakota St                 0-2-0    26.4311
363        Lamar                           0-3-0    26.4188
364        UNLV                            2-5-0    26.4133
365        Cheyney                         0-2-0    26.3985
366        Johnson C. Smith                0-1-0    26.3838
367        Bowie St                        0-1-0    26.3838
368        Fayetteville St                 0-1-0    26.3838
369        Tulsa                           3-3-0    26.37
370        Lamar                           0-3-0    26.3294
371        Rutgers                         4-2-0    26.3214
372        Cincinnati                      6-0-0    26.1962
373        Murray St                       2-3-0    26.1596
374        Western Michigan                3-3-0    26.1497
375        Kent St                         6-2-0    25.9706
376        Minn St-Moorhead                0-3-0    25.8972
377        Boise St                        5-1-0    25.8966
378        Georgia St                      0-5-0    25.7199
379        Portland St                     1-5-0    25.6904
380        Northwestern St                 0-5-0    25.6487
381        Idaho                           1-3-0    25.3372
382        Central Michigan                3-2-0    25.3347
383        Muskingum                       0-1-0    25.3314
384        Ohio Northern                   0-1-0    25.3314
385        Appalachian St                  4-3-0    25.1592
386        South Dakota                    1-3-0    25.1248
387        Middle Tennessee St             3-2-0    25.1246
388        St Cloud St                     2-3-0    25.0562
389        Marshall                        3-3-0    24.9965
390        Army                            0-1-0    24.9743
391        Abilene Christian               0-1-0    24.9371
392        Indiana                         2-4-0    24.9359
393        SE Missouri St                  1-5-0    24.8222
394        Elon                            0-4-0    24.7928
395        Central Oklahoma                0-1-0    24.6452
396        Washburn                        0-1-0    24.6452
397        Arkansas-Monticello             0-2-0    24.6441
398        Grand Valley St                 4-1-0    24.6169
399        Florida A&M                     1-4-0    24.5736
400        North Dakota                    1-4-0    24.4208
401        Middle Tennessee St             5-0-0    24.1891
402        Western Kentucky                3-3-0    24.1616
403        Buffalo                         3-1-0    24.1351
404        Texas-San Antonio               4-2-0    24.1278
405        Louisiana Tech                  5-1-0    23.8529
406        Prairie View A&M                0-2-0    23.8447
407        Texas St-San Marcos             3-3-0    23.7757
408        Morehead St                     0-5-0    23.774
409        Brigham Young                   4-1-0    23.764
410        Penn State                      3-2-0    23.6314
411        Georgia Southern                4-3-0    23.5207
412        Quincy                          0-1-0    23.5029
413        Tennessee Tech                  0-5-0    23.4731
414        SE Louisiana St                 0-3-0    23.3999
415        Grand Valley St                 4-2-0    23.35
416        Maine                           0-1-0    23.3034
417        Stephen F. Austin               0-5-0    23.2292
418        Louisiana-Lafayette             6-1-0    23.1668
419        Fresno St                       6-1-0    23.1354
420        The Citadel                     3-2-0    23.0153
421        Western Carolina                1-4-0    22.9717
422        Hawai`i                         3-3-0    22.8562
423        Alabama-Birmingham              2-3-0    22.8515
424        Sam Houston St                  6-3-0    22.849
425        Wake Forest                     1-1-0    22.8224
426        Missouri St                     0-1-0    22.8156
427        Illinois St                     0-1-0    22.8156
428        UC-Davis                        1-3-0    22.5863
429        Memphis                         1-4-0    22.5629
430        Houston                         4-2-0    22.5403
431        SE Louisiana St                 3-2-0    22.531
432        Bowling Green                   3-2-0    22.4547
433        Doane                           0-1-0    22.4287
434        Briar Cliff                     0-1-0    22.4287
435        Northern Iowa                   2-4-0    22.4002
436        Azusa Pacific                   0-1-0    22.3555
437        Air Force                       5-1-0    22.305
438        Northern Illinois               6-1-0    22.2975
439        Eastern Washington              7-1-0    22.2643
440        Pittsburgh                      4-2-0    21.9157
441        Campbell                        0-1-0    21.8949
442        Grand View                      0-1-0    21.8895
443        Youngstown St                   2-2-0    21.8447
444        Idaho                           0-1-0    21.6991
445        UTEP                            2-2-0    21.5657
446        Arkansas St                     6-1-0    21.5474
447        Missouri St                     1-2-0    21.4648
448        Chattanooga                     3-3-0    21.4047
449        Murray St                       3-2-0    21.3487
450        Furman                          1-4-0    21.1961
451        Rhode Island                    0-1-0    21.1188
452        Michigan Tech                   4-1-0    21.0308
453        Boise St                        5-1-0    20.9412
454        Adams St                        0-1-0    20.7033
455        Indianapolis                    0-1-0    20.7033
456        Samford                         4-1-0    20.6595
457        Jacksonville St                 5-0-0    20.6083
458        Louisiana College               0-1-0    20.5678
459        Tennessee St                    2-3-0    20.4885
460        Augustana SD                    2-3-0    20.4203
461        New Mexico St                   0-4-0    20.3212
462        Angelo St                       0-2-0    20.2188
463        Troy                            3-3-0    20.1769
464        Virginia                        1-3-0    20.1739
465        Western St CO                   0-1-0    20.0824
466        Chattanooga                     3-2-0    20.0698
467        Findlay                         3-2-0    20.0668
468        Navy                            5-1-0    20.05
469        Lake Erie                       1-4-0    20.0493
470        Missouri St                     2-2-0    20.0339
471        North Texas                     3-1-0    20.0336
472        Army                            0-3-0    19.9536
473        South Dakota                    0-4-0    19.9427
474        Northwood                       3-2-0    19.9401
475        Wayne St NE                     2-3-0    19.9245
476        SW Minnesota St                 1-4-0    19.8959
477        Livingstone                     0-2-0    19.887
478        North Carolina                  6-1-0    19.8513
479        Assumption                      0-1-0    19.8367
480        St Francis PA                   0-1-0    19.829
481        Ashland                         1-0-0    19.8106
482        South Dakota St                 6-0-0    19.6795
483        Idaho St                        0-5-0    19.6332
484        Stillman                        0-2-0    19.6173
485        Bethel TN                       0-1-0    19.4963
486        St Joseph's IN                  0-1-0    19.4306
487        Menlo                           0-2-0    19.3577
488        Eastern Kentucky                4-1-0    19.1888
489        Illinois St                     3-2-0    19.0997
490        Weber St                        0-5-0    19.0104
491        Eastern Illinois                5-0-0    18.9908
492        Eastern Illinois                2-5-0    18.9817
493        Southern Illinois               3-3-0    18.9087
494        North Dakota St                 6-0-0    18.9001
495        Texas Southern                  0-3-0    18.8598
496        Southern Utah                   3-2-0    18.8399
497        Missouri Western                6-1-0    18.8396
498        NW Missouri St                  6-1-0    18.803
499        Northern Michigan               0-2-0    18.8017
500        Sacramento St                   3-2-0    18.792
501        Bemidji St                      2-1-0    18.7634
502        Southern Illinois               3-1-0    18.7372
503        Holy Cross                      0-1-0    18.6719
504        Robert Morris PA                0-2-0    18.6714
505        Weber St                        2-4-0    18.6661
506        Minn St-Moorhead                0-2-0    18.6539
507        Wayne St MI                     3-2-0    18.6421
508        Bowling Green                   5-2-0    18.6286
509        Arkansas-Monticello             0-1-0    18.5919
510        Ouachita Baptist                0-1-0    18.5919
511        Kean                            0-1-0    18.5873
512        Furman                          2-3-0    18.5534
513        Ithaca                          0-1-0    18.5337
514        Illinois St                     6-1-0    18.5325
515        American Int'l                  0-1-0    18.413
516        Concord                         0-1-0    18.413
517        WV Wesleyan                     0-1-0    18.413
518        Northwood                       0-1-0    18.3108
519        Michigan Tech                   3-2-0    18.3004
520        Incarnate Word                  0-2-0    18.2722
521        Gardner-Webb                    0-4-0    18.2311
522        Texas-San Antonio               4-2-0    18.0753
523        Ferris St                       5-1-0    18.0578
524        Winston-Salem St                0-1-0    18.047
525        Minnesota-Crookston             0-3-0    18.0085
526        Clark Atlanta                   0-2-0    17.9267
527        Georgia Southern                6-1-0    17.9232
528        South Alabama                   1-0-0    17.8248
529        San Diego St                    6-1-0    17.7926
530        Rhode Island                    0-3-0    17.6737
531        William & Mary                  1-4-0    17.6007
532        Tennessee-Martin                4-1-0    17.5773
533        Concordia-St Paul               1-5-0    17.534
534        Minn St-Mankato                 8-1-0    17.5222
535        Alcorn St                       0-3-0    17.4268
536        Indiana St                      0-1-0    17.422
537        Southern Utah                   2-3-0    17.4108
538        Eastern Kentucky                4-0-0    17.3059
539        SE Louisiana St                 2-1-0    17.2948
540        Valparaiso                      0-2-0    17.2249
541        North Carolina A&T              1-2-0    17.1371
542        Cal Poly SLO                    4-3-0    17.1344
543        Stony Brook                     3-3-0    17.0673
544        California PA                   0-1-0    16.9852
545        Lock Haven                      0-1-0    16.9852
546        Ohio U.                         5-1-0    16.984
547        Coastal Carolina                3-2-0    16.9814
548        Alcorn St                       0-1-0    16.9766
549        Tennessee St                    6-0-0    16.9421
550        Upper Iowa                      1-4-0    16.8511
551        Western Carolina                0-5-0    16.7633
552        TAMU-Commerce                   0-2-0    16.6223
553        Montana St                      6-2-0    16.6172
554        James Madison                   5-2-0    16.4741
555        Tiffin                          3-2-0    16.4221
556        Montana                         2-3-0    16.2967
557        North Carolina Wesleyan         0-1-0    16.279
558        Ashland                         5-0-0    16.2409
559        Northeastern St OK              2-3-0    16.2177
560        Mary                            2-3-0    16.1551
561        Dixie St                        1-4-0    16.1189
562        Gardner-Webb                    0-1-0    16.1121
563        Savannah St                     0-2-0    16.0812
564        Utah St                         7-0-0    16.0796
565        Wofford                         3-1-0    16.0642
566        American Int'l                  0-1-0    15.9785
567        Pace                            0-2-0    15.9672
568        Indiana St                      3-1-0    15.8549
569        Charleston Southern             0-2-0    15.7794
570        Sioux Falls                     3-1-0    15.773
571        Valdosta St                     5-1-0    15.7429
572        North Dakota St                 8-1-0    15.7368
573        Montana St                      5-0-0    15.7122
574        McMurry                         0-2-0    15.7059
575        Southern Conn St                0-3-0    15.6688
576        Norfolk St                      1-2-0    15.4605
577        Northern Colorado               2-3-0    15.3868
578        Glenville St                    0-2-0    15.357
579        VMI                             0-2-0    15.3272
580        Albany NY                       0-1-0    15.3117
581        Sacred Heart                    0-1-0    15.3117
582        Lincoln PA                      0-2-0    15.3064
583        Trinity Int'l                   0-1-0    15.2461
584        Slippery Rock                   2-3-0    15.2398
585        TAMU-Commerce                   1-4-0    15.1731
586        Minn St-Moorhead                0-2-0    15.1313
587        North Dakota                    4-2-0    15.1032
588        VMI                             0-3-0    15.0849
589        McDaniel                        0-1-0    14.9805
590        Apprentice                      0-1-0    14.9805
591        Millersville                    0-2-0    14.9207
592        Minn St-Mankato                 5-0-0    14.8155
593        Edinboro                        1-4-0    14.8112
594        Bacone                          0-2-0    14.7542
595        Alabama-Birmingham              0-1-0    14.6366
596        Sam Houston St                  5-1-0    14.6252
597        Western Oregon                  3-2-0    14.6125
598        Northern Iowa                   3-2-0    14.5393
599        Minnesota-Crookston             2-3-0    14.475
600        Lock Haven                      0-5-0    14.4395
601        Illinois                        2-3-0    14.431
602        Minot St                        0-2-0    14.2843
603        Indiana St                      4-2-0    14.2432
604        Delaware                        0-1-0    14.1555
605        Bryant                          0-1-0    14.1555
606        Central Conn St                 0-5-0    14.1394
607        Winona St                       5-1-0    14.1014
608        Minot St                        2-3-0    14.0099
609        McNeese St                      3-3-0    14.0022
610        Florida A&M                     0-1-0    13.8808
611        The Citadel                     4-1-0    13.828
612        Millersville                    0-2-0    13.7761
613        SW Oklahoma St                  0-4-0    13.7555
614        Northern St SD                  0-1-0    13.7178
615        Tennessee Tech                  3-3-0    13.6489
616        Brevard                         0-1-0    13.621
617        Clarion                         1-4-0    13.5488
618        Akron                           1-4-0    13.5427
619        Langston                        0-2-0    13.5109
620        North Carolina St               0-1-0    13.4976
621        Evangel                         0-1-0    13.4905
622        Presbyterian                    0-2-0    13.4389
623        NW Oklahoma St                  0-3-0    13.4172
624        Bethel MN                       0-1-0    13.4142
625        Hobart                          0-1-0    13.4142
626        Rhode Island                    0-3-0    13.4078
627        Azusa Pacific                   0-1-0    13.3039
628        SW Minnesota St                 3-3-0    13.2983
629        Delta St                        0-1-0    13.1634
630        Seton Hill                      0-2-0    13.1468
631        Samford                         3-2-0    13.0346
632        Bloomsburg                      5-0-0    13.0102
633        Hamline                         0-1-0    13.0001
634        Concordia-Moorhead              0-1-0    13.0001
635        New Hampshire                   4-1-0    12.9216
636        Wofford                         6-0-0    12.9051
637        Towson                          4-1-0    12.88
638        Dayton                          0-2-0    12.8111
639        Hillsdale                       4-1-0    12.7747
640        Old Dominion                    6-2-0    12.7736
641        Lindenwood MO                   0-1-0    12.7075
642        UW-Stevens Point                0-1-0    12.6956
643        Winona St                       5-1-0    12.6849
644        Hillsdale                       3-3-0    12.5705
645        Tiffin                          0-4-0    12.5418
646        Stephen F. Austin               5-0-0    12.5157
647        Olivet Nazarene                 0-2-0    12.4346
648        Charleston Southern             1-3-0    12.4045
649        Buffalo St                      0-1-0    12.3981
650        VMI                             2-2-0    12.361
651        Montana                         3-2-0    12.2594
652        Salisbury                       0-1-0    12.2275
653        Fordham                         2-4-0    12.1693
654        Seton Hill                      0-1-0    12.1407
655        UW-La Crosse                    0-3-0    12.0987
656        Ashland                         5-1-0    12.0878
657        South Carolina St               2-3-0    12.0853
658        Siena Heights                   0-2-0    12.084
659        Minnesota-Duluth                6-0-0    12.0507
660        SW Oklahoma St                  0-1-0    11.9847
661        SE Missouri St                  2-2-0    11.9598
662        American Int'l                  2-0-0    11.9461
663        Northern St SD                  2-3-0    11.8848
664        Notre Dame OH                   2-3-0    11.8284
665        Hartwick                        0-2-0    11.7915
666        Georgia St                      1-2-0    11.7373
667        Tennessee-Martin                4-1-0    11.7284
668        William Jewell                  0-3-0    11.7103
669        Notre Dame OH                   1-3-0    11.6998
670        Western Oregon                  3-2-0    11.6818
671        Nebraska-Kearney                1-3-0    11.6055
672        Upper Iowa                      0-2-0    11.5678
673        Central Arkansas                6-0-0    11.5152
674        Fort Valley St                  0-1-0    11.4852
675        Davidson                        0-1-0    11.4852
676        Ohio Dominican                  3-2-0    11.4367
677        Dixie St                        2-3-0    11.3814
678        Norfolk St                      0-3-0    11.3331
679        West Virginia St                0-2-0    11.2319
680        UC-Davis                        3-2-0    11.1776
681        Colgate                         4-4-0    10.9969
682        Holy Cross                      1-5-0    10.9799
683        Eastern Washington              4-2-0    10.9588
684        St Anselm                       0-2-0    10.7827
685        Cheyney                         0-3-0    10.7744
686        Villanova                       5-2-0    10.7541
687        Fort Lewis                      0-3-0    10.7136
688        Rowan                           0-2-0    10.6198
689        Central Washington              2-3-0    10.6153
690        Sacramento St                   3-3-0    10.6137
