Rank     Team                            W-L-T    Schedule Factor
691        Malone                          0-3-0    10.6012
692        Northern Arizona                3-2-0    10.5539
693        Yale                            0-1-0    10.5513
694        Columbia                        0-1-0    10.5513
695        Delaware                        1-3-0    10.5274
696        Eastern Kentucky                0-1-0    10.4839
697        Northwestern St                 4-1-0    10.3449
698        William Penn                    0-1-0    10.3288
699        Marian IN                       0-1-0    10.3288
700        Villanova                       3-2-0    10.3163
701        Delaware                        4-2-0    10.3124
702        Lewis & Clark                   0-1-0    10.1243
703        Puget Sound                     0-1-0    10.1243
704        Northern Arizona                5-0-0    9.9547
705        Columbia                        0-2-0    9.9425
706        Pittsburg St                    4-1-0    9.9351
707        West Liberty                    0-1-0    9.9178
708        Southern Arkansas               3-2-0    9.8822
709        Howard                          1-3-0    9.8054
710        West Chester                    3-3-0    9.7747
711        Elon                            3-3-0    9.759
712        Simon Fraser                    3-2-0    9.7512
713        Old Dominion                    5-0-0    9.7484
714        Morgan St                       2-2-0    9.7401
715        Pace                            0-2-0    9.5337
716        Marietta                        0-1-0    9.5075
717        Franklin                        0-1-0    9.5075
718        Otterbein                       0-1-0    9.5075
719        Baldwin-Wallace                 0-1-0    9.5075
720        North Carolina A&T              0-1-0    9.5016
721        Quincy                          0-2-0    9.4861
722        Monmouth NJ                     3-3-0    9.4206
723        North Alabama                   2-3-0    9.3917
724        Western St CO                   0-1-0    9.3787
725        Stonehill                       0-1-0    9.3329
726        Midland U.                      0-1-0    9.1891
727        Valley City St                  0-1-0    9.1891
728        Northwestern IA                 0-1-0    9.1891
729        Mary                            2-4-0    9.1552
730        Drake                           5-1-0    9.1298
731        Rhode Island                    0-4-0    9.113
732        Campbell                        0-4-0    9.077
733        TAMU-Kingsville                 2-4-0    9.0676
734        Lock Haven                      0-2-0    9.0049
735        Shippensburg                    4-2-0    8.987
736        Salisbury                       0-1-0    8.9857
737        Western Michigan                0-1-0    8.9574
738        Augustana SD                    3-3-0    8.9201
739        Upper Iowa                      1-3-0    8.9186
740        Glenville St                    2-3-0    8.7903
741        Avila                           0-1-0    8.6846
742        Bethel TN                       0-1-0    8.6846
743        Central Methodist               0-1-0    8.6846
744        Youngstown St                   5-1-0    8.6623
745        Azusa Pacific                   2-2-0    8.6597
746        Yale                            1-3-0    8.6419
747        Fairmont St                     0-5-0    8.6357
748        Liberty                         2-3-0    8.608
749        Humboldt St                     2-2-0    8.5401
750        VMI                             0-2-0    8.518
751        East Central OK                 0-1-0    8.5124
752        Nicholls St                     1-2-0    8.5031
753        Bethune-Cookman                 5-2-0    8.4952
754        Malone                          1-3-0    8.4542
755        Northern Michigan               1-2-0    8.4222
756        Sioux Falls                     6-0-0    8.4036
757        Lake Erie                       2-4-0    8.3914
758        Concordia-St Paul               1-4-0    8.3829
759        Denison                         0-1-0    8.3634
760        Ohio Wesleyan                   0-1-0    8.3634
761        Winston-Salem St                9-0-0    8.2897
762        Presbyterian                    1-2-0    8.2335
763        Kentucky Christian              0-2-0    8.2306
764        UW-La Crosse                    0-2-0    8.1948
765        Augustana IL                    0-2-0    8.1895
766        Virginia U-Lynchburg            0-1-0    8.1277
767        Howard Payne                    0-2-0    7.9733
768        St Francis PA                   2-4-0    7.9604
769        Simon Fraser                    2-4-0    7.9365
770        Frostburg St                    0-3-0    7.769
771        Rhodes                          0-1-0    7.7612
772        St John Fisher                  0-1-0    7.7115
773        MidAmerica Nazarene             0-1-0    7.6996
774        Central Conn St                 2-3-0    7.6878
775        Hampton                         1-5-0    7.6293
776        East Stroudsburg                3-2-0    7.601
777        Bucknell                        0-4-0    7.5836
778        Western New Mexico              0-1-0    7.5594
779        Georgia St                      0-1-0    7.559
780        Edward Waters                   0-1-0    7.5345
781        Valparaiso                      0-1-0    7.4928
782        McKendree                       0-1-0    7.4763
783        West Texas A&M                  8-2-0    7.476
784        McNeese St                      4-1-0    7.4735
785        Maine                           1-3-0    7.4683
786        Georgetown DC                   2-3-0    7.4244
787        Texas Southern                  0-3-0    7.4192
788        Central Oklahoma                1-4-0    7.4139
789        Arkansas Tech                   1-3-0    7.3831
790        Colorado St-Pueblo              6-1-0    7.3484
791        Pittsburg St                    3-2-0    7.2835
792        Kutztown                        4-1-0    7.2284
793        Alma                            0-1-0    7.1957
794        Carthage                        0-1-0    7.1957
795        Wilkes                          0-1-0    7.0203
796        Liberty                         4-2-0    7.02
797        Humboldt St                     5-1-0    6.9901
798        Wayne St MI                     2-1-0    6.8983
799        Yale                            1-2-0    6.8863
800        SE Oklahoma St                  1-2-0    6.7954
801        Coastal Carolina                5-3-0    6.7725
802        West Liberty                    3-2-0    6.7153
803        Albany NY                       4-0-0    6.4072
804        Midwestern St                   5-2-0    6.337
805        Portland St                     2-3-0    6.3121
806        Washington U.                   0-1-0    6.3068
807        UW-Stout                        0-1-0    6.3068
808        Angelo St                       4-1-0    6.2307
809        Western Illinois                2-0-0    6.1243
810        Illinois Wesleyan               0-1-0    6.0663
811        Campbell                        0-2-0    6.0381
812        Azusa Pacific                   2-3-0    6.0318
813        Gannon                          0-2-0    6.0256
814        Cortland St                     0-1-0    5.9669
815        Lindenwood MO                   4-3-0    5.921
816        Shorter                         0-2-0    5.8911
817        Austin Peay                     2-2-0    5.8776
818        Mississippi College             0-3-0    5.8496
819        Southern U.                     2-3-0    5.846
820        Western St CO                   0-4-0    5.7827
821        St Francis IL                   0-2-0    5.7655
822        Concordia MI                    0-2-0    5.7462
823        Howard                          6-0-0    5.6678
824        Emporia St                      5-1-0    5.6518
825        Gannon                          1-4-0    5.6421
826        Columbia                        0-2-0    5.6305
827        Chadron St                      4-1-0    5.5561
828        Northern Colorado               3-2-0    5.5455
829        East Stroudsburg                2-3-0    5.5352
830        Grambling St                    1-4-0    5.5248
831        Albany St GA                    0-1-0    5.5209
832        Saginaw Valley St               3-2-0    5.4489
833        Cal Poly SLO                    5-0-0    5.4456
834        Concordia MI                    0-3-0    5.4363
835        Central Missouri                2-3-0    5.4064
836        Mississippi Valley St           0-1-0    5.3229
837        South Dakota Tech               0-2-0    5.2897
838        Davidson                        0-5-0    5.2262
839        Lehigh                          5-1-0    5.2048
840        Idaho St                        1-4-0    5.1872
841        California PA                   4-2-0    5.1822
842        Millersville                    0-3-0    5.1721
843        Dayton                          4-1-0    5.1015
844        North Carolina Central          2-4-0    5.0894
845        Lafayette                       2-3-0    4.9674
846        Columbia                        3-2-0    4.9099
847        Pace                            0-3-0    4.8455
848        West Texas A&M                  4-1-0    4.8108
849        Delaware St                     2-3-0    4.7517
850        Marist                          0-1-0    4.6363
851        Kutztown                        3-3-0    4.6358
852        East Central OK                 1-3-0    4.6224
853        Missouri Southern               3-3-0    4.6055
854        Incarnate Word                  0-2-0    4.5854
855        Marian IN                       7-0-0    4.5454
856        Concord                         4-2-0    4.4915
857        Maine                           0-1-0    4.4884
858        Wilmington                      0-2-0    4.4556
859        Bloomsburg                      5-2-0    4.434
860        UW-Eau Claire                   1-3-0    4.4191
861        Alabama St                      3-3-0    4.3878
862        Moravian                        0-2-0    4.3587
863        UW-Stevens Point                1-2-0    4.2222
864        Hastings                        0-1-0    4.211
865        Carson-Newman                   5-1-0    4.2029
866        Minnesota-Duluth                4-2-0    4.1724
867        Central Washington              5-0-0    4.0993
868        Indiana PA                      5-2-0    4.0785
869        Arkansas-Monticello             0-4-0    4.0415
870        Pennsylvania                    3-1-0    3.9941
871        Richmond                        4-1-0    3.9858
872        Clark Atlanta                   0-3-0    3.9185
873        Cornell NY                      1-4-0    3.8961
874        Robert Morris PA                3-2-0    3.824
875        Slippery Rock                   4-2-0    3.8225
876        Findlay                         4-1-0    3.8007
877        Sacred Heart                    0-1-0    3.7272
878        Indiana PA                      7-0-0    3.6949
879        OK Panhandle St                 0-1-0    3.6607
880        C.W. Post                       0-2-0    3.5729
881        Culver-Stockton                 0-2-0    3.4943
882        Virginia U-Lynchburg            0-6-0    3.4933
883        UW-River Falls                  0-4-0    3.4834
884        Miles                           0-1-0    3.4641
885        Jacksonville FL                 4-1-0    3.4287
886        Eastern New Mexico              1-2-0    3.4267
887        Missouri Southern               3-2-0    3.4181
888        Northern St SD                  4-1-0    3.3677
889        Shippensburg                    7-0-0    3.3256
890        Lincoln MO                      1-4-0    3.3186
891        Bucknell                        2-3-0    3.3175
892        C.W. Post                       2-3-0    3.1918
893        Catawba                         0-1-0    3.1806
894        Emporia St                      5-1-0    3.1144
895        NW Missouri St                  4-2-0    3.0715
896        Malone                          0-2-0    3.0209
897        Stonehill                       3-3-0    3.0032
898        Edinboro                        3-2-0    3.0024
899        Sacred Heart                    1-2-0    2.9709
900        Robert Morris PA                1-3-0    2.852
901        Newberry                        4-2-0    2.7755
902        Central Missouri                4-1-0    2.7699
903        Shepherd                        3-3-0    2.7337
904        Ouachita Baptist                3-2-0    2.6566
905        St Cloud St                     5-1-0    2.6492
906        Northwood                       2-3-0    2.6449
907        Howard Payne                    0-2-0    2.6232
908        Wagner                          5-1-0    2.6136
909        Washburn                        4-1-0    2.5797
910        Florida A&M                     3-2-0    2.5188
911        Charleston WV                   4-1-0    2.439
912        Hampton                         2-1-0    2.4317
913        Virginia-Wise                   0-1-0    2.417
914        North Greenville                1-5-0    2.3308
915        Texas College                   0-2-0    2.1969
916        Susquehanna                     0-1-0    2.1849
917        Dickinson                       0-1-0    2.1849
918        Bluefield                       0-1-0    2.1635
919        Richmond                        4-2-0    2.1513
920        Wayne St NE                     4-2-0    2.0639
921        Jackson St                      3-2-0    2.021
922        Seton Hill                      0-4-0    2.003
923        Wayland Baptist                 0-2-0    1.9971
924        Springfield                     0-1-0    1.9807
925        Henderson St                    5-0-0    1.9484
926        Jackson St                      4-2-0    1.9408
927        Graceland                       0-3-0    1.8699
928        Cornell NY                      3-2-0    1.8485
929        Minn St-Moorhead                1-3-0    1.8092
930        Missouri Western                6-1-0    1.7991
931        Southern Conn St                0-2-0    1.7578
932        Gardner-Webb                    3-2-0    1.7173
933        South Dakota Tech               0-2-0    1.6985
934        Taylor                          0-1-0    1.6739
935        Siena Heights                   0-1-0    1.6739
936        Cheyney                         0-3-0    1.5503
937        C.W. Post                       1-2-0    1.5287
938        Bryant                          2-3-0    1.5168
939        Central Oklahoma                1-3-0    1.486
940        Southern Nazarene               1-7-0    1.4107
941        Fort Lewis                      0-3-0    1.4051
942        Lenoir-Rhyne                    3-3-0    1.3807
943        Bethune-Cookman                 4-1-0    1.375
944        Virginia St                     2-2-0    1.355
945        Harding                         6-0-0    1.3367
946        Harding                         3-1-0    1.3083
947        Gannon                          2-2-0    1.2799
948        SW Oklahoma St                  3-2-0    1.2299
949        Olivet Nazarene                 0-1-0    1.2022
950        Alcorn St                       2-2-0    1.1327
951        WV Wesleyan                     2-4-0    1.0989
952        West Alabama                    3-2-0    1.0898
953        Abilene Christian               3-2-0    1.0856
954        St Olaf                         2-2-0    1.0613
955        SW Baptist                      2-3-0    1.0416
956        Wingate                         3-2-0    1.0048
957        Fort Hays St                    1-3-0    0.9648
958        SW Assem of God                 0-2-0    0.9471
959        Tarleton St                     3-3-0    0.9427
960        Jacksonville FL                 0-1-0    0.9365
961        Wartburg                        0-1-0    0.8551
962        Central St OH                   0-2-0    0.7617
963        Wagner                          4-2-0    0.738
964        Albany NY                       5-1-0    0.7169
965        Mercyhurst                      5-0-0    0.6588
966        Minnesota-Crookston             0-3-0    0.5553
967        San Diego                       3-3-0    0.5295
968        St Augustine's                  4-2-0    0.492
969        Elizabeth City St               5-3-0    0.4786
970        William & Mary                  1-4-0    0.4233
971        SW Baptist                      1-4-0    0.3436
972        Western New Mexico              3-2-0    0.3155
973        West Virginia St                1-3-0    0.2408
974        Duquesne                        3-2-0    0.2009
975        Pacific Lutheran                2-2-0    0.18
976        St Francis IN                   4-2-0    0.0365
977        Maryland                        1-0-0    0.0
978        King's PA                       0-1-0    0.0
979        Brigham Young                   1-0-0    0.0
980        Clarion                         1-0-0    0.0
981        Benedictine IL                  0-1-0    0.0
982        Alabama A&M                     1-0-0    0.0
983        Florida Atlantic                1-0-0    0.0
984        Wagner                          0-1-0    0.0
985        Utah St                         0-1-0    0.0
986        UW-Whitewater                   0-1-0    0.0
987        Tuskegee                        0-1-0    0.0
988        Brigham Young                   0-1-0    0.0
989        Fairmont St                     0-1-0    0.0
990        William Paterson                1-0-0    0.0
991        William & Mary                  0-1-0    0.0
992        Concordia WI                    1-0-0    0.0
993        Boise St                        1-0-0    0.0
994        Buffalo St                      1-0-0    0.0
995        Delta St                        2-3-0    -0.036
996        Colorado Mesa                   0-3-0    -0.0796
997        Minot St                        1-2-0    -0.0977
998        Georgetown DC                   3-2-0    -0.1182
999        Chicago                         0-1-0    -0.1292
1000        Lafayette                       3-3-0    -0.1344
1001        Linfield                        7-1-0    -0.1647
1002        West Georgia                    0-4-0    -0.1859
1003        Fordham                         4-1-0    -0.187
1004        Lamar                           4-1-0    -0.2333
1005        Western Conn St                 0-2-0    -0.3062
1006        RPI                             0-1-0    -0.3272
1007        Lincoln MO                      0-6-0    -0.3746
1008        North Carolina Central          4-1-0    -0.4158
1009        Lehigh                          5-0-0    -0.4444
1010        Truman St                       2-3-0    -0.449
1011        Bryant                          2-3-0    -0.4589
1012        Morgan St                       1-4-0    -0.4769
1013        Eastern New Mexico              1-5-0    -0.4975
1014        Grand View                      3-2-0    -0.5008
1015        Western St CO                   1-4-0    -0.5022
1016        Tusculum                        0-2-0    -0.541
1017        Ohio Northern                   0-1-0    -0.5964
1018        Delaware St                     4-1-0    -0.6248
1019        Arkansas-Pine Bluff             4-1-0    -0.6522
1020        Arkansas-Pine Bluff             6-1-0    -0.6685
1021        Pacific OR                      0-4-0    -0.6821
1022        William Paterson                0-1-0    -0.6877
1023        Northeastern St OK              2-2-0    -0.7075
1024        Bemidji St                      5-1-0    -0.7085
1025        St Lawrence                     0-2-0    -0.7395
1026        New Hampshire                   4-1-0    -0.7549
1027        UW-River Falls                  1-2-0    -0.7611
1028        Savannah St                     0-3-0    -0.828
1029        St Francis PA                   3-1-0    -0.8299
1030        Dakota Wesleyan                 0-2-0    -0.848
1031        Tarleton St                     3-1-0    -0.861
1032        Nebraska-Kearney                2-4-0    -0.8735
1033        Graceland                       0-2-0    -0.8815
1034        Shaw                            2-4-0    -0.8905
1035        West Virginia St                1-4-0    -0.9461
1036        Butler                          5-0-0    -1.0509
1037        Merrimack                       1-3-0    -1.1156
1038        Hartwick                        0-1-0    -1.1744
1039        Ithaca                          4-1-0    -1.2223
1040        Princeton                       2-3-0    -1.2954
1041        Henderson St                    5-1-0    -1.3345
1042        Concordia NE                    0-3-0    -1.3977
1043        Walsh                           1-4-0    -1.4344
1044        Alcorn St                       2-1-0    -1.4548
1045        Fort Hays St                    4-2-0    -1.4711
1046        King's PA                       0-2-0    -1.6226
1047        Valdosta St                     7-1-0    -1.6293
1048        Mississippi Valley St           1-3-0    -1.6603
1049        Truman St                       2-3-0    -1.6966
1050        Castleton St                    0-1-0    -1.701
1051        Thomas More                     0-1-0    -1.701
1052        Fort Valley St                  2-2-0    -1.741
1053        St Augustine's                  2-2-0    -1.7424
1054        Elizabeth City St               0-1-0    -1.7623
1055        Mount Union                     9-0-0    -1.8172
1056        San Diego                       5-0-0    -1.8314
1057        Wayland Baptist                 0-2-0    -1.8344
1058        Greensboro                      0-1-0    -1.874
1059        St Anselm                       1-3-0    -1.8774
1060        Kentucky St                     0-4-0    -1.8795
1061        Benedict                        0-2-0    -1.8998
1062        Millersville                    2-2-0    -1.9654
1063        Moravian                        0-2-0    -2.0175
1064        Loras                           0-2-0    -2.1764
1065        Stony Brook                     7-0-0    -2.182
1066        Central Washington              0-1-0    -2.1862
1067        UW-Stout                        2-3-0    -2.2361
1068        Lindsey Wilson                  0-2-0    -2.3168
1069        Virginia St                     0-1-0    -2.3264
1070        Dartmouth                       5-0-0    -2.34
1071        Fayetteville St                 0-4-0    -2.3507
1072        Bentley                         4-1-0    -2.3934
1073        Buena Vista                     0-2-0    -2.3944
1074        Prairie View A&M                2-1-0    -2.5622
1075        Tuskegee                        5-0-0    -2.5836
1076        Black Hills St                  2-3-0    -2.585
1077        Bentley                         4-1-0    -2.6322
1078        Southern Conn St                1-2-0    -2.6347
1079        McKendree                       1-4-0    -2.6465
1080        Texas Southern                  2-2-0    -2.6981
1081        Simpson                         0-1-0    -2.8457
1082        Western Oregon                  0-1-0    -2.8945
1083        New Haven                       5-1-0    -2.923
1084        Ohio Dominican                  5-1-0    -2.924
1085        UW-La Crosse                    1-1-0    -2.9574
1086        Washburn                        3-2-0    -3.0029
1087        Yale                            0-2-0    -3.018
1088        Mercyhurst                      4-2-0    -3.0272
1089        Angelo St                       1-3-0    -3.0345
1090        East Texas Baptist              1-4-0    -3.0388
1091        Bowie St                        2-2-0    -3.04
1092        Indianapolis                    4-2-0    -3.0778
1093        Fort Lewis                      0-2-0    -3.1099
1094        UW-Stevens Point                0-1-0    -3.1128
1095        Prairie View A&M                1-5-0    -3.1178
1096        Mississippi Valley St           1-1-0    -3.1713
1097        Charleston Southern             4-1-0    -3.1918
1098        Olivet                          0-1-0    -3.2408
1099        Mars Hill                       2-4-0    -3.2452
1100        Alabama St                      4-1-0    -3.2598
1101        Ouachita Baptist                3-1-0    -3.2791
1102        Colorado Mesa                   2-1-0    -3.2859
1103        Bucknell                        1-1-0    -3.3035
1104        Buffalo St                      2-2-0    -3.3298
1105        Morehouse                       2-4-0    -3.4056
1106        Elizabeth City St               3-0-0    -3.4113
1107        Drake                           3-2-0    -3.4903
1108        Colorado Mesa                   2-3-0    -3.5076
1109        North Alabama                   3-2-0    -3.5288
1110        UW-La Crosse                    3-0-0    -3.5399
1111        UW-Stevens Point                1-4-0    -3.5575
1112        FDU-Florham                     0-2-0    -3.6805
1113        Hardin-Simmons                  2-3-0    -3.6916
1114        Sul Ross St                     2-3-0    -3.706
1115        Buffalo St                      3-1-0    -3.8622
1116        Duquesne                        2-4-0    -3.9575
1117        New Mexico Highlands            4-2-0    -3.9648
1118        Knox                            0-1-0    -3.9794
1119        Lawrence                        0-1-0    -3.9794
1120        Hastings                        2-2-0    -4.0549
1121        North Central                   3-2-0    -4.06
1122        Luther                          0-3-0    -4.1573
1123        Delta St                        1-3-0    -4.1852
1124        Western New Mexico              1-4-0    -4.2168
1125        Colgate                         4-0-0    -4.2341
1126        UW-River Falls                  0-2-0    -4.2638
1127        Colorado Mines                  3-3-0    -4.3556
1128        Presbyterian                    1-2-0    -4.4231
1129        Chadron St                      5-1-0    -4.4858
1130        Rocky Mountain                  0-1-0    -4.5272
1131        Eastern Oregon                  0-1-0    -4.5272
1132        South Carolina St               3-1-0    -4.5508
1133        Southern U.                     2-3-0    -4.576
1134        Capital                         0-2-0    -4.6181
1135        Cheyney                         1-2-0    -4.6596
1136        WV Wesleyan                     1-3-0    -4.7423
1137        WPI                             0-2-0    -4.8696
1138        Morrisville St                  0-2-0    -4.882
1139        Point U.                        0-1-0    -4.888
1140        McKendree                       2-2-0    -4.8906
1141        Sacred Heart                    1-5-0    -4.8982
1142        North Carolina A&T              6-1-0    -4.9027
1143        Ave Maria                       0-1-0    -5.0239
1144        Arkansas Tech                   4-3-0    -5.055
1145        Lock Haven                      1-2-0    -5.0597
1146        Misericordia                    0-3-0    -5.0598
1147        Morgan St                       0-2-0    -5.0826
1148        Davidson                        0-1-0    -5.083
1149        Johnson C. Smith                4-0-0    -5.0907
1150        UNC-Pembroke                    3-2-0    -5.146
1151        Union KY                        0-2-0    -5.1527
1152        Nebraska-Kearney                0-1-0    -5.1753
1153        UW-Eau Claire                   3-3-0    -5.2239
1154        Rocky Mountain                  0-1-0    -5.2303
1155        Holy Cross                      1-3-0    -5.2803
1156        NW Oklahoma St                  2-1-0    -5.3122
1157        Grambling St                    0-5-0    -5.3262
1158        William Penn                    4-2-0    -5.3908
1159        Alfred                          3-0-0    -5.3927
1160        Virginia St                     2-2-0    -5.4443
1161        Stonehill                       2-1-0    -5.6228
1162        Salisbury                       5-0-0    -5.6474
1163        Dickinson                       2-2-0    -5.6478
1164        Alma                            0-4-0    -5.6741
1165        Chowan                          3-2-0    -5.6998
1166        Shepherd                        5-0-0    -5.7133
1167        Loras                           0-2-0    -5.7295
1168        Alabama A&M                     3-2-0    -5.7507
1169        Dixie St                        0-1-0    -5.7813
1170        Alabama A&M                     3-1-0    -5.7895
1171        Western Conn St                 0-3-0    -5.8076
1172        Lincoln PA                      1-3-0    -5.8221
1173        Clarion                         2-2-0    -5.8695
1174        Faulkner                        2-2-0    -5.9993
1175        Benedict                        1-4-0    -6.051
1176        North Park                      0-3-0    -6.0758
1177        East Central OK                 5-0-0    -6.145
1178        Assumption                      1-4-0    -6.1746
1179        Louisiana College               3-1-0    -6.2391
1180        Montclair St                    0-2-0    -6.2583
1181        Mary Hardin-Baylor              7-0-0    -6.339
1182        Morningside                     4-1-0    -6.445
1183        Tiffin                          0-1-0    -6.4605
1184        Mary Hardin-Baylor              6-1-0    -6.5058
1185        Butler                          3-2-0    -6.5209
1186        James Madison                   2-2-0    -6.5853
1187        Puget Sound                     0-2-0    -6.5887
1188        Cumberlands KY                  4-2-0    -6.6053
1189        St Francis IL                   4-2-0    -6.6201
1190        New Jersey                      0-1-0    -6.6404
1191        Briar Cliff                     0-1-0    -6.7227
1192        Nichols                         0-2-0    -6.7446
1193        Brown                           0-1-0    -6.7691
1194        Faulkner                        0-1-0    -6.7971
1195        Monmouth NJ                     2-2-0    -6.7986
1196        Black Hills St                  2-3-0    -6.8098
1197        Northwestern MN                 0-1-0    -6.8521
1198        New Mexico Highlands            4-1-0    -6.9669
1199        Valparaiso                      1-2-0    -6.9876
1200        West Georgia                    3-2-0    -7.0143
1201        SUNY-Maritime                   0-1-0    -7.046
1202        Valparaiso                      0-5-0    -7.0523
1203        Montana-Western                 0-1-0    -7.0598
1204        Harvard                         6-0-0    -7.0878
1205        FDU-Florham                     0-2-0    -7.1629
1206        Virginia-Wise                   0-4-0    -7.173
1207        Waldorf                         0-1-0    -7.2092
1208        Iowa Wesleyan                   0-1-0    -7.2092
1209        North Park                      0-1-0    -7.2358
1210        UNC-Pembroke                    3-2-0    -7.2606
1211        Brockport St                    0-2-0    -7.2738
1212        Glenville St                    4-0-0    -7.2983
1213        Merrimack                       5-1-0    -7.2991
1214        Quincy                          2-1-0    -7.3296
1215        Morrisville St                  1-1-0    -7.408
1216        TAMU-Kingsville                 4-2-0    -7.4459
1217        Apprentice                      0-2-0    -7.475
1218        California PA                   4-0-0    -7.4767
1219        Indianapolis                    6-0-0    -7.4957
1220        Willamette                      4-2-0    -7.504
1221        St Anselm                       1-4-0    -7.5503
1222        Seton Hill                      0-4-0    -7.5747
1223        Georgia St                      0-2-0    -7.6278
1224        Dayton                          2-2-0    -7.6567
1225        North Greenville                0-1-0    -7.6716
1226        Gustavus Adolphus               2-3-0    -7.6993
1227        Georgetown DC                   0-1-0    -7.7066
1228        Princeton                       3-2-0    -7.7223
1229        St Thomas                       5-1-0    -7.7402
1230        Wesley                          5-1-0    -7.7546
1231        Dickinson                       0-2-0    -7.8381
1232        Concordia-Moorhead              4-1-0    -7.8965
1233        Lindenwood-Belleville           0-3-0    -7.8994
1234        UW-River Falls                  1-0-0    -7.9097
1235        Jamestown                       0-1-0    -7.9097
1236        Charleston WV                   5-1-0    -8.0099
1237        Carthage                        0-1-0    -8.06
1238        Randolph-Macon                  3-2-0    -8.0752
1239        Marist                          1-4-0    -8.0977
1240        Georgetown KY                   5-1-0    -8.1165
1241        Fairmont St                     4-0-0    -8.1284
1242        St John's MN                    2-3-0    -8.182
1243        Lawrence                        0-1-0    -8.2225
1244        Abilene Christian               4-1-0    -8.2297
1245        Bethel MN                       4-2-0    -8.3852
1246        Harvard                         2-2-0    -8.4019
1247        Macalester                      0-1-0    -8.4089
1248        Nebraska Wesleyan               3-2-0    -8.4115
1249        Albany St GA                    3-2-0    -8.46
1250        New Haven                       5-0-0    -8.4952
1251        Augsburg                        3-2-0    -8.5349
1252        UW-Oshkosh                      7-0-0    -8.5726
1253        Texas College                   2-1-0    -8.5893
1254        Pace                            0-2-0    -8.592
1255        Avila                           0-1-0    -8.6603
1256        Pennsylvania                    3-2-0    -8.6661
1257        Winston-Salem St                5-0-0    -8.6898
1258        Carleton                        1-4-0    -8.7282
1259        Rochester                       1-3-0    -8.7962
1260        Eureka                          0-1-0    -8.8663
1261        Trinity TX                      4-1-0    -8.8671
1262        Tusculum                        0-4-0    -8.8762
1263        Concordia AL                    3-4-0    -8.929
1264        Lindenwood MO                   4-0-0    -8.9311
1265        West Chester                    4-1-0    -8.9368
1266        Marist                          3-2-0    -8.9809
1267        Fayetteville St                 2-2-0    -8.9864
1268        New Jersey                      1-3-0    -8.9984
1269        Jacksonville FL                 3-1-0    -9.0469
1270        Wartburg                        0-1-0    -9.0966
1271        Miles                           4-2-0    -9.1178
1272        Brevard                         0-4-0    -9.1744
1273        St Thomas                       9-0-0    -9.1788
1274        UW-Stout                        1-3-0    -9.1841
1275        Nichols                         0-1-0    -9.2022
1276        Coast Guard                     0-1-0    -9.2022
1277        Tusculum                        2-3-0    -9.2154
1278        Elmhurst                        4-2-0    -9.2203
1279        Virginia Union                  1-3-0    -9.2452
1280        Stevenson                       0-1-0    -9.2722
1281        Tuskegee                        5-1-0    -9.2845
1282        Albright                        4-2-0    -9.2867
1283        St Xavier                       6-1-0    -9.3118
1284        Southern U.                     0-1-0    -9.3367
1285        Central St OH                   1-3-0    -9.3688
1286        Franklin & Marshall             0-1-0    -9.3947
1287        Luther                          0-2-0    -9.4295
1288        Wisconsin Lutheran              0-1-0    -9.4324
1289        Occidental                      0-1-0    -9.435
1290        Southern Oregon                 4-3-0    -9.4676
1291        Southern Conn St                2-1-0    -9.5571
1292        UW-Platteville                  4-1-0    -9.5781
1293        Virginia St                     0-1-0    -9.6342
1294        Shenandoah                      1-3-0    -9.641
1295        Salisbury                       4-1-0    -9.6755
1296        Livingstone                     1-2-0    -9.7173
1297        North Park                      0-4-0    -9.777
1298        American Int'l                  5-1-0    -9.7904
1299        Taylor                          2-2-0    -9.7915
1300        Brown                           4-1-0    -9.8096
1301        Kentucky Wesleyan               1-4-0    -9.8236
1302        Olivet                          0-1-0    -9.8365
1303        Capital                         0-1-0    -9.926
1304        Pikeville                       1-4-0    -10.0189
1305        Hampden-Sydney                  3-2-0    -10.0311
1306        Utica                           3-2-0    -10.0481
1307        Christopher Newport             2-2-0    -10.0935
1308        Assumption                      2-2-0    -10.1593
1309        Hamline                         0-4-0    -10.2256
1310        Wilkes                          1-2-0    -10.2526
1311        Misericordia                    0-4-0    -10.2729
1312        Brevard                         2-3-0    -10.3503
1313        Carleton                        2-3-0    -10.3689
1314        Kentucky St                     0-2-0    -10.3706
1315        Gustavus Adolphus               1-3-0    -10.3764
1316        Wooster                         0-1-0    -10.4229
1317        Lane                            3-2-0    -10.4285
1318        Dickinson St                    0-3-0    -10.4719
1319        Stillman                        3-3-0    -10.5024
1320        Lincoln PA                      0-1-0    -10.5037
1321        Juniata                         0-2-0    -10.547
1322        Millikin                        2-3-0    -10.58
1323        Buena Vista                     3-2-0    -10.5875
1324        John Carroll                    0-1-0    -10.6262
1325        Gallaudet                       0-1-0    -10.6262
1326        Shaw                            2-2-0    -10.6501
1327        Adams St                        3-2-0    -10.7076
1328        Puget Sound                     0-4-0    -10.7113
1329        MacMurray                       0-1-0    -10.7227
1330        Frostburg St                    2-1-0    -10.723
1331        West Liberty                    3-1-0    -10.8097
1332        Montana St-Northern             0-1-0    -10.8193
1333        Missouri Valley                 7-1-0    -10.8667
1334        Carson-Newman                   4-2-0    -10.893
1335        Millikin                        3-2-0    -10.9451
1336        Arkansas-Monticello             0-3-0    -10.9584
1337        Campbellsville                  1-4-0    -10.9872
