Rank     Team                            W-L-T    Rating
1328        Benedictine IL                  3-0-0    -18.403
1329        Lock Haven                      1-4-0    -18.4159
1330        Arkansas-Monticello             1-4-0    -18.4289
1331        UW-Platteville                  0-1-0    -18.4435
1332        Methodist                       3-2-0    -18.465
1333        Marietta                        1-2-0    -18.4826
1334        Benedict                        1-3-0    -18.5462
1335        UW-Eau Claire                   0-3-0    -18.6198
1336        Dakota Wesleyan                 1-1-0    -18.6227
1337        South Dakota Tech               0-6-0    -18.6481
1338        Arkansas Tech                   0-2-0    -18.6995
1339        Belhaven                        1-5-0    -18.7511
1340        Kean                            0-2-0    -18.7728
1341        Stetson                         0-2-0    -18.7946
1342        Morehouse                       4-2-0    -18.812
1343        UNC-Pembroke                    0-3-0    -18.8461
1344        Fairmont St                     1-3-0    -18.8589
1345        Millikin                        2-1-0    -18.864
1346        Robert Morris PA                0-3-0    -18.9042
1347        Brevard                         0-4-0    -18.9067
1348        West Virginia St                0-1-0    -18.9278
1349        Cal Lutheran                    1-3-0    -19.007
1350        Truman St                       0-2-0    -19.075
1351        Trine                           3-1-0    -19.0776
1352        Hamline                         2-2-0    -19.1053
1353        St Vincent                      3-1-0    -19.1084
1354        Robert Morris PA                0-2-0    -19.1136
1355        Concordia MI                    0-2-0    -19.1168
1356        Simpson                         1-2-0    -19.1455
1357        Benedictine KS                  4-2-0    -19.1627
1358        Alma                            0-1-0    -19.2336
1359        Wilmington                      0-1-0    -19.2782
1360        North Carolina Wesleyan         4-1-0    -19.3021
1361        Texas Southern                  0-1-0    -19.3362
1362        William Paterson                3-2-0    -19.3982
1363        North Park                      2-2-0    -19.4145
1364        Quincy                          3-2-0    -19.4208
1365        Ottawa                          6-0-0    -19.4678
1366        Southern Nazarene               0-2-0    -19.4755
1367        Clark Atlanta                   2-1-0    -19.5048
1368        Virginia-Wise                   0-1-0    -19.7111
1369        Fairmont St                     0-1-0    -19.7111
1370        Bethany WV                      2-1-0    -19.7823
1371        Baker                           3-2-0    -19.9772
1372        Randolph-Macon                  0-1-0    -19.9793
1373        Ohio Wesleyan                   2-2-0    -20.0327
1374        Carnegie Mellon                 4-1-0    -20.045
1375        South Dakota Tech               2-2-0    -20.1415
1376        Lewis & Clark                   0-2-0    -20.2225
1377        Clark Atlanta                   0-4-0    -20.2329
1378        Mt St Joseph                    4-0-0    -20.2483
1379        Westminster PA                  2-4-0    -20.3074
1380        WV Wesleyan                     2-1-0    -20.3088
1381        Rowan                           0-1-0    -20.5286
1382        Shaw                            2-2-0    -20.5312
1383        Husson                          4-1-0    -20.5469
1384        Luther                          0-1-0    -20.5602
1385        William Jewell                  0-1-0    -20.5748
1386        Buena Vista                     0-1-0    -20.5828
1387        Columbia                        0-3-0    -20.63
1388        WV Wesleyan                     0-2-0    -20.6565
1389        Ottawa                          3-2-0    -20.6656
1390        Brown                           0-1-0    -20.6845
1391        Whitworth                       2-3-0    -20.7841
1392        Gallaudet                       1-0-0    -20.8255
1393        Christopher Newport             3-2-0    -20.8796
1394        Millsaps                        1-2-0    -20.8798
1395        Trinity TX                      0-1-0    -20.8837
1396        Franklin & Marshall             2-2-0    -20.9037
1397        Elizabeth City St               1-2-0    -20.9505
1398        Juniata                         2-3-0    -20.971
1399        Muskingum                       1-2-0    -21.0581
1400        Dordt                           1-2-0    -21.2858
1401        Kentucky Christian              0-1-0    -21.2876
1402        Manchester                      3-3-0    -21.3242
1403        Central St OH                   0-1-0    -21.3341
1404        Thiel                           3-2-0    -21.3455
1405        Howard Payne                    1-3-0    -21.3641
1406        Rochester                       0-1-0    -21.3731
1407        Waynesburg                      3-1-0    -21.3903
1408        Mississippi Valley St           0-3-0    -21.3954
1409        Bridgewater VA                  4-1-0    -21.4433
1410        Jamestown                       3-1-0    -21.5163
1411        MidAmerica Nazarene             3-1-0    -21.5465
1412        Bluffton                        3-2-0    -21.5487
1413        Bluefield                       3-3-0    -21.5518
1414        Pikeville                       1-4-0    -21.6491
1415        Carroll WI                      3-2-0    -21.6496
1416        Edinboro                        0-1-0    -21.6561
1417        Mississippi College             0-2-0    -21.6647
1418        Siena Heights                   0-3-0    -21.6771
1419        Misericordia                    0-2-0    -21.6924
1420        Columbia                        0-1-0    -21.6989
1421        Paine                           0-1-0    -21.7543
1422        Curry                           1-0-0    -21.7546
1423        Kean                            1-2-0    -21.8774
1424        Arkansas Tech                   0-2-0    -21.8913
1425        Illinois Wesleyan               0-2-0    -21.9384
1426        Limestone                       0-4-0    -21.9431
1427        Wilkes                          2-3-0    -21.9674
1428        TAMU-Kingsville                 0-1-0    -21.9916
1429        Bethany KS                      3-3-0    -22.0113
1430        Dickinson                       1-4-0    -22.1832
1431        Clarion                         0-3-0    -22.3454
1432        Susquehanna                     2-3-0    -22.4533
1433        Pace                            0-3-0    -22.4964
1434        Whittier                        2-3-0    -22.5086
1435        Incarnate Word                  0-1-0    -22.5147
1436        Norwich                         0-1-0    -22.5634
1437        Rose-Hulman                     4-1-0    -22.6499
1438        Miles                           0-1-0    -22.6576
1439        Seton Hill                      1-4-0    -22.676
1440        Livingstone                     2-4-0    -22.7312
1441        Campbell                        0-1-0    -22.7333
1442        Campbellsville                  0-1-0    -22.7495
1443        William Jewell                  2-3-0    -22.8012
1444        Wisconsin Lutheran              4-1-0    -22.8879
1445        William Paterson                0-1-0    -22.955
1446        Cheyney                         0-2-0    -23.019
1447        St Olaf                         0-3-0    -23.0329
1448        Presentation                    3-2-0    -23.0783
1449        St Olaf                         0-1-0    -23.0839
1450        Sul Ross St                     0-2-0    -23.1183
1451        Cornell IA                      2-2-0    -23.121
1452        Edward Waters                   3-2-0    -23.1537
1453        Kentucky Christian              0-1-0    -23.1649
1454        Trinity TX                      2-3-0    -23.1799
1455        Claremont-Mudd-Scripps          0-1-0    -23.2896
1456        King's PA                       2-3-0    -23.4697
1457        Presentation                    3-2-0    -23.4993
1458        Lindenwood-Belleville           2-4-0    -23.5939
1459        Lincoln MO                      0-4-0    -23.7312
1460        George Fox                      0-1-0    -23.8043
1461        Macalester                      5-1-0    -23.832
1462        Marian IN                       0-1-0    -23.8655
1463        Howard Payne                    3-3-0    -23.9711
1464        St Francis IL                   0-2-0    -24.0053
1465        Johnson C. Smith                0-3-0    -24.0172
1466        McMurry                         1-2-0    -24.0561
1467        Methodist                       3-2-0    -24.0614
1468        Coast Guard                     1-1-0    -24.167
1469        Elizabeth City St               0-2-0    -24.1801
1470        Butler                          0-1-0    -24.2696
1471        UW-Eau Claire                   0-2-0    -24.2756
1472        Limestone                       1-3-0    -24.2765
1473        Central Methodist               2-3-0    -24.2773
1474        Concordia AL                    1-1-0    -24.2777
1475        St Norbert                      3-2-0    -24.2807
1476        Union KY                        1-3-0    -24.2883
1477        Bridgewater St MA               3-2-0    -24.3132
1478        St Vincent                      1-3-0    -24.3417
1479        Graceland                       2-3-0    -24.4303
1480        Olivet                          4-2-0    -24.4987
1481        Houston Baptist                 1-2-0    -24.5092
1482        UNC-Pembroke                    0-2-0    -24.5531
1483        Dubuque                         0-1-0    -24.5702
1484        Trinity Int'l                   0-1-0    -24.5822
1485        Chowan                          0-3-0    -24.5932
1486        Merchant Marine                 1-4-0    -24.6085
1487        Kentucky St                     0-2-0    -24.6741
1488        Elmhurst                        3-2-0    -24.6915
1489        OK Panhandle St                 0-1-0    -24.7715
1490        Mars Hill                       0-1-0    -24.7718
1491        Elmhurst                        2-3-0    -24.9594
1492        Loras                           1-5-0    -24.9778
1493        Marietta                        0-3-0    -24.9952
1494        Warner U.                       2-2-0    -25.052
1495        William Jewell                  0-1-0    -25.0664
1496        Taylor                          0-3-0    -25.1273
1497        Midland U.                      1-4-0    -25.1291
1498        St Vincent                      0-2-0    -25.156
1499        UW-Stout                        0-2-0    -25.2025
1500        Lock Haven                      1-3-0    -25.205
1501        Fitchburg St                    2-3-0    -25.211
1502        Central Methodist               3-3-0    -25.36
1503        Lock Haven                      0-1-0    -25.3952
1504        Belhaven                        1-3-0    -25.4828
1505        Carthage                        2-3-0    -25.4884
1506        Salisbury                       0-1-0    -25.513
1507        Concordia AL                    0-2-0    -25.5699
1508        RPI                             0-1-0    -25.6193
1509        Nebraska Wesleyan               2-3-0    -25.621
1510        Southern Virginia               0-1-0    -25.6443
1511        Davidson                        0-2-0    -25.6735
1512        Dickinson St                    3-2-0    -25.7046
1513        Misericordia                    1-2-0    -25.7364
1514        VA-Lynchburg                    0-4-0    -25.7493
1515        Kean                            1-4-0    -25.7735
1516        Jamestown                       2-3-0    -25.7891
1517        Defiance                        0-1-0    -25.8413
1518        Savannah St                     0-3-0    -25.8523
1519        Gettysburg                      0-1-0    -25.8822
1520        Franklin & Marshall             0-1-0    -25.8822
1521        Ave Maria                       1-4-0    -25.9392
1522        St Olaf                         0-2-0    -25.9504
1523        McPherson                       1-3-0    -25.9644
1524        Concordia WI                    2-2-0    -25.9791
1525        Lincoln PA                      0-1-0    -25.9992
1526        Wayland Baptist                 3-2-0    -26.0938
1527        Mississippi College             0-2-0    -26.1089
1528        Bethel TN                       0-2-0    -26.1881
1529        Clarion                         0-2-0    -26.1882
1530        Lane                            1-3-0    -26.2068
1531        William Paterson                1-3-0    -26.3689
1532        Midland U.                      1-3-0    -26.3955
1533        Edinboro                        0-2-0    -26.4329
1534        Millikin                        1-2-0    -26.4955
1535        Moravian                        0-1-0    -26.5309
1536        Rose-Hulman                     3-2-0    -26.5511
1537        Concordia WI                    3-2-0    -26.6697
1538        Southern Virginia               1-3-0    -26.7687
1539        Hamline                         0-1-0    -26.7717
1540        Lawrence                        2-0-0    -26.7829
1541        Birmingham-Southern             1-4-0    -26.8145
1542        DePauw                          0-1-0    -26.8246
1543        Sewanee                         0-1-0    -26.8413
1544        Kentucky Wesleyan               2-4-0    -26.9622
1545        Clarion                         0-2-0    -27.0319
1546        Morehead St                     0-1-0    -27.0374
1547        Valparaiso                      0-2-0    -27.0626
1548        Cornell IA                      3-2-0    -27.0811
1549        McKendree                       0-1-0    -27.1527
1550        Trinity TX                      2-2-0    -27.1534
1551        Davidson                        0-4-0    -27.1999
1552        Baldwin Wallace                 0-2-0    -27.315
1553        Carthage                        0-1-0    -27.3252
1554        Southern Nazarene               0-2-0    -27.3386
1555        Trine                           3-2-0    -27.3462
1556        Curry                           1-2-0    -27.3682
1557        Concordia MI                    0-2-0    -27.4337
1558        Western St CO                   0-2-0    -27.5191
1559        Friends                         4-1-0    -27.5768
1560        Dakota St                       2-3-0    -27.6827
1561        Westfield St                    0-1-0    -27.711
1562        Coast Guard                     2-3-0    -27.7374
1563        Concordia MI                    1-3-0    -27.8045
1564        Hiram                           2-2-0    -27.9139
1565        Savannah St                     0-3-0    -28.0737
1566        Georgia St                      0-1-0    -28.0859
1567        Campbell                        0-1-0    -28.0859
1568        St Norbert                      3-1-0    -28.1169
1569        Sterling                        2-2-0    -28.173
1570        Rochester                       2-3-0    -28.199
1571        Mayville St                     0-2-0    -28.2736
1572        Alfred                          0-1-0    -28.3251
1573        St John Fisher                  0-1-0    -28.3251
1574        Southern Nazarene               0-4-0    -28.3681
1575        TAMU-Kingsville                 0-2-0    -28.398
1576        Carleton                        0-2-0    -28.4603
1577        Arkansas-Monticello             0-1-0    -28.4792
1578        St Mary KS                      1-2-0    -28.5042
1579        Hartwick                        0-1-0    -28.513
1580        Lake Forest                     2-1-0    -28.6233
1581        St Augustine's                  2-1-0    -28.6279
1582        Westfield St                    2-3-0    -28.6418
1583        New Jersey                      0-4-0    -28.7364
1584        Hastings                        0-1-0    -28.7541
1585        Springfield                     0-2-0    -28.8531
1586        Case Western Reserve            0-5-0    -28.8591
1587        Waldorf                         1-3-0    -28.8593
1588        Whittier                        0-1-0    -28.9925
1589        Pomona-Pitzer                   0-1-0    -28.9925
1590        La Verne                        1-3-0    -28.9925
1591        Occidental                      1-4-0    -29.0393
1592        Thiel                           1-4-0    -29.0409
1593        Delaware St                     0-3-0    -29.0742
1594        Texas College                   0-1-0    -29.1195
1595        Union KY                        0-6-0    -29.1198
1596        New Haven                       0-1-0    -29.1369
1597        Susquehanna                     0-1-0    -29.1497
1598        Lane                            0-2-0    -29.1704
1599        Husson                          4-0-0    -29.2455
1600        Concordia AL                    0-5-0    -29.2535
1601        Dixie St                        0-1-0    -29.3011
1602        Lincoln PA                      1-2-0    -29.3283
1603        Salve Regina                    2-3-0    -29.3595
1604        Ohio Northern                   0-1-0    -29.383
1605        Capital                         0-1-0    -29.383
1606        Otterbein                       0-1-0    -29.383
1607        Muskingum                       0-1-0    -29.383
1608        Denison                         3-2-0    -29.3839
1609        Carnegie Mellon                 0-2-0    -29.3908
1610        Cumberland TN                   0-1-0    -29.393
1611        Marietta                        1-3-0    -29.4012
1612        Walsh                           0-1-0    -29.533
1613        Simpson                         0-1-0    -29.6564
1614        Point U.                        0-5-0    -29.6663
1615        Evangel                         2-2-0    -29.7044
1616        Geneva                          0-5-0    -29.7709
1617        Beloit                          2-2-0    -29.8509
1618        Clark Atlanta                   0-2-0    -29.8579
1619        Capital                         1-3-0    -29.9007
1620        Limestone                       0-1-0    -29.9023
1621        Lindenwood-Belleville           0-3-0    -29.9235
1622        North Carolina Wesleyan         1-4-0    -29.9318
1623        Wake Forest                     0-1-0    -30.0
1624        Southern Conn St                0-2-0    -30.005
1625        St Scholastica                  5-0-0    -30.1197
1626        Ripon                           1-3-0    -30.1647
1627        Briar Cliff                     0-4-0    -30.1796
1628        North Park                      0-4-0    -30.2251
1629        Southwestern TX                 1-2-0    -30.2355
1630        Lebanon Valley                  0-1-0    -30.2512
1631        Culver-Stockton                 4-2-0    -30.3078
1632        McDaniel                        1-2-0    -30.3081
1633        OK Panhandle St                 3-1-0    -30.347
1634        Cumberlands KY                  0-1-0    -30.5407
1635        Greensboro                      2-1-0    -30.5513
1636        Wooster                         1-4-0    -30.5532
1637        Tabor                           2-3-0    -30.5824
1638        Millersville                    0-5-0    -30.5929
1639        Warner U.                       0-2-0    -30.608
1640        Arizona Christian               2-2-0    -30.6083
1641        Dubuque                         0-2-0    -30.6083
1642        Morehouse                       0-1-0    -30.6392
1643        Mass Maritime                   1-3-0    -30.6752
1644        NW Oklahoma St                  0-2-0    -30.7813
1645        Wilkes                          0-3-0    -30.8098
1646        Illinois College                2-2-0    -30.9045
1647        Maine Maritime                  1-3-0    -30.9081
1648        Hendrix                         2-3-0    -30.9269
1649        Kentucky St                     0-3-0    -31.0359
1650        Southern Nazarene               0-3-0    -31.0657
1651        Bacone                          2-2-0    -31.2128
1652        Castleton St                    4-1-0    -31.2966
1653        NW Oklahoma St                  1-3-0    -31.3217
1654        NW Oklahoma St                  0-1-0    -31.3394
1655        Bethany WV                      0-2-0    -31.4509
1656        Edward Waters                   1-2-0    -31.4698
1657        Hiram                           0-1-0    -31.5652
1658        Southern Virginia               0-3-0    -31.6234
1659        Moravian                        0-1-0    -31.6607
1660        Wilkes                          0-1-0    -31.6607
1661        Northwestern MN                 5-0-0    -31.6779
1662        Peru St                         1-5-0    -31.7455
1663        Capital                         2-2-0    -31.747
1664        Buena Vista                     0-1-0    -31.8263
1665        Albright                        0-2-0    -32.0164
1666        Shenandoah                      2-3-0    -32.1928
1667        McPherson                       0-1-0    -32.2573
1668        Olivet Nazarene                 0-4-0    -32.2577
1669        Mount Ida                       2-2-0    -32.3288
1670        Millsaps                        0-1-0    -32.3436
1671        Simon Fraser                    0-1-0    -32.4187
1672        Mercyhurst                      0-1-0    -32.5342
1673        Mississippi College             0-4-0    -32.6236
1674        UMass-Dartmouth                 3-2-0    -32.6289
1675        St Joseph's IN                  0-1-0    -32.6669
1676        Briar Cliff                     0-3-0    -32.7649
1677        Westminster PA                  0-1-0    -32.8378
1678        Texas Southern                  0-1-0    -32.8999
1679        Davidson                        0-1-0    -32.9571
1680        Oberlin                         2-3-0    -33.0588
1681        Fitchburg St                    4-1-0    -33.0853
1682        Pomona-Pitzer                   1-2-0    -33.2289
1683        Austin Peay                     0-1-0    -33.3157
1684        Berry                           0-1-0    -33.3436
1685        LaGrange                        2-3-0    -33.4364
1686        Millikin                        0-2-0    -33.4497
1687        Birmingham-Southern             2-3-0    -33.6238
1688        Benedictine IL                  3-0-0    -33.7236
1689        Ferrum                          0-4-0    -33.7263
1690        Cheyney                         0-4-0    -33.7508
1691        St Mary KS                      3-3-0    -33.7785
1692        McDaniel                        0-4-0    -33.8175
1693        Menlo                           0-2-0    -33.9079
1694        Wayland Baptist                 0-4-0    -33.9363
1695        SUNY-Maritime                   2-1-0    -33.9837
1696        Dakota Wesleyan                 0-2-0    -34.0033
1697        Hanover                         1-4-0    -34.1162
1698        Castleton St                    3-2-0    -34.1309
1699        Allegheny                       0-3-0    -34.1348
1700        Sul Ross St                     0-4-0    -34.2042
1701        Maine Maritime                  2-3-0    -34.2294
1702        Morrisville St                  0-1-0    -34.2648
1703        Indiana PA                      0-1-0    -34.3952
1704        St Augustine's                  0-1-0    -34.4171
1705        VA-Lynchburg                    0-1-0    -34.4512
1706        Menlo                           0-1-0    -34.4512
1707        Salisbury                       0-1-0    -34.4512
1708        Concordia AL                    0-1-0    -34.4512
1709        Chowan                          0-2-0    -34.5464
1710        Berry                           0-2-0    -34.5627
1711        UMass-Dartmouth                 1-4-0    -34.5998
1712        Bluffton                        3-2-0    -34.6812
1713        Missouri Baptist                0-2-0    -34.8022
1714        Ave Maria                       0-1-0    -34.8837
1715        Mass Maritime                   3-2-0    -34.9563
1716        Central Michigan                0-1-0    -35.0
1717        Lincoln PA                      0-2-0    -35.0
1718        Manchester                      1-3-0    -35.1659
1719        Ohio Wesleyan                   0-1-0    -35.2875
1720        Wooster                         0-1-0    -35.2875
1721        Pace                            0-3-0    -35.4215
1722        George Fox                      1-3-0    -35.4769
1723        Gallaudet                       1-0-0    -35.4972
1724        La Verne                        1-4-0    -35.4993
1725        Union NY                        0-2-0    -35.5104
1726        Becker                          0-2-0    -35.5794
1727        Washington U.                   0-5-0    -35.6784
1728        Pomona-Pitzer                   0-1-0    -35.7447
1729        Carleton                        1-2-0    -35.8338
1730        Bethel TN                       0-2-0    -35.9712
1731        Beloit                          0-2-0    -35.9845
1732        UW-River Falls                  0-3-0    -36.0764
1733        Bluefield                       0-5-0    -36.0983
1734        SW Oklahoma St                  1-3-0    -36.1863
1735        Midland U.                      0-1-0    -36.2752
1736        Paine                           0-3-0    -36.3011
1737        Norwich                         3-1-0    -36.3417
1738        George Fox                      0-4-0    -36.3763
1739        VA-Lynchburg                    0-3-0    -36.4158
1740        Pomona-Pitzer                   0-4-0    -36.4158
1741        Avila                           3-3-0    -36.4297
1742        Augustana IL                    1-4-0    -36.4621
1743        Defiance                        1-4-0    -36.5018
1744        Culver-Stockton                 1-3-0    -36.5265
1745        Carthage                        1-3-0    -36.5856
1746        LaGrange                        3-2-0    -36.6517
1747        Johnson C. Smith                0-2-0    -36.7324
1748        Worcester St                    3-2-0    -36.7504
1749        Trine                           0-1-0    -36.8081
1750        Kalamazoo                       0-1-0    -36.8081
1751        Bethany KS                      3-2-0    -36.9088
1752        Averett                         1-3-0    -37.0108
1753        Grove City                      0-3-0    -37.1092
1754        Kenyon                          1-4-0    -37.1445
1755        Ripon                           2-3-0    -37.1519
1756        St Olaf                         1-3-0    -37.1763
1757        Bacone                          0-2-0    -37.1808
1758        Knox                            0-2-0    -37.2582
1759        SW Assem of God                 0-1-0    -37.3199
1760        Sul Ross St                     0-1-0    -37.3199
1761        Wayland Baptist                 0-1-0    -37.347
1762        Shaw                            0-4-0    -37.5017
1763        Allegheny                       0-2-0    -37.8766
1764        Pacific OR                      0-1-0    -37.8846
1765        Curry                           1-1-0    -37.9342
1766        Augsburg                        0-3-0    -37.9366
1767        Kalamazoo                       1-3-0    -37.9649
1768        Ripon                           0-1-0    -37.9756
1769        Ave Maria                       0-1-0    -38.2981
1770        Catholic                        2-4-0    -38.3466
1771        Frostburg St                    0-2-0    -38.3483
1772        Butler                          0-2-0    -38.4034
1773        Hamline                         2-2-0    -38.4519
1774        Randolph-Macon                  0-1-0    -38.5697
1775        Peru St                         1-1-0    -38.6227
1776        Greensboro                      0-1-0    -38.6976
1777        Lane                            0-2-0    -38.7297
1778        Belhaven                        0-1-0    -38.7354
1779        Virginia-Wise                   0-2-0    -38.7448
1780        Catholic                        1-3-0    -38.7515
1781        Northwestern MN                 3-2-0    -38.8216
1782        Hamline                         0-1-0    -38.8263
1783        Millersville                    0-1-0    -38.8488
1784        Sewanee                         0-4-0    -38.8506
1785        Anderson                        1-3-0    -39.0171
1786        Merrimack                       0-1-0    -39.3677
1787        Briar Cliff                     0-1-0    -39.3956
1788        Merchant Marine                 0-1-0    -39.4364
1789        Allegheny                       1-2-0    -39.6742
1790        Apprentice                      0-1-0    -39.8272
1791        Evangel                         0-1-0    -39.9166
1792        Kalamazoo                       1-4-0    -39.9697
1793        New Jersey                      1-2-0    -39.9749
1794        Alma                            0-2-0    -39.9973
1795        McDaniel                        0-3-0    -40.0264
1796        Apprentice                      1-3-0    -40.1437
1797        Maranatha Baptist               0-1-0    -40.1743
1798        Southwestern TX                 0-4-0    -40.4936
1799        Avila                           0-2-0    -40.527
1800        Coast Guard                     0-3-0    -40.5301
1801        Point U.                        0-2-0    -40.5626
1802        Maranatha Baptist               0-1-0    -40.6564
1803        Lindenwood-Belleville           0-1-0    -40.6794
1804        Hanover                         1-4-0    -40.7508
1805        Avila                           0-1-0    -40.7758
1806        Kenyon                          0-1-0    -40.7866
1807        Greenville                      3-2-0    -40.9671
1808        Catawba                         0-1-0    -40.9887
1809        Bethel KS                       2-3-0    -41.0148
1810        Sewanee                         2-2-0    -41.0718
1811        Lakeland                        3-1-0    -41.0876
1812        Limestone                       0-1-0    -41.2228
1813        Dordt                           1-3-0    -41.3784
1814        Kenyon                          0-4-0    -41.4144
1815        Wisconsin Lutheran              3-1-0    -41.4173
1816        Greenville                      4-1-0    -41.4576
1817        Westminster MO                  2-3-0    -41.5469
1818        Defiance                        2-2-0    -41.7039
1819        Point U.                        0-2-0    -41.7781
1820        Bethel MN                       0-1-0    -41.846
1821        Southern Virginia               0-2-0    -41.8732
1822        Alma                            1-2-0    -42.1209
1823        Lincoln PA                      0-4-0    -42.3418
1824        Aurora                          1-2-0    -42.3425
1825        Arizona Christian               0-5-0    -42.4463
1826        SUNY-Maritime                   2-2-0    -42.4803
1827        St Norbert                      0-1-0    -42.5756
1828        New Jersey                      0-1-0    -42.7106
1829        Dakota Wesleyan                 0-1-0    -42.7541
1830        Millersville                    1-1-0    -42.9589
1831        Ferrum                          1-4-0    -43.1093
1832        Plymouth St                     1-1-0    -43.1577
1833        Alfred St                       1-2-0    -43.183
1834        Geneva                          0-2-0    -43.1916
1835        Carleton                        0-3-0    -43.2695
1836        Southern Conn St                0-3-0    -43.3103
1837        Nichols                         0-3-0    -43.3501
1838        Carnegie Mellon                 0-3-0    -43.8767
1839        St Anselm                       0-1-0    -44.1369
1840        Southwestern KS                 1-2-0    -44.2595
1841        WPI                             0-2-0    -44.3115
1842        Wilmington                      0-4-0    -44.33
1843        Grove City                      0-2-0    -44.3306
1844        Misericordia                    0-3-0    -44.3317
1845        Washington and Lee              0-1-0    -44.4185
1846        Grove City                      0-3-0    -44.4983
1847        Oberlin                         0-4-0    -44.5532
1848        Bridgewater St MA               1-4-0    -44.712
1849        Pace                            1-2-0    -44.7132
1850        Grinnell                        2-3-0    -44.7993
1851        Kansas Wesleyan                 1-4-0    -44.9766
1852        Nichols                         1-4-0    -45.0007
1853        Gallaudet                       0-3-0    -45.0363
1854        Pace                            0-2-0    -45.1243
1855        Lakeland                        0-1-0    -45.1569
1856        Cheyney                         0-4-0    -45.1988
1857        Anderson                        1-3-0    -45.2696
1858        Mayville St                     2-1-0    -45.3015
1859        Grove City                      0-2-0    -45.4148
1860        Lake Forest                     0-3-0    -45.4223
1861        Mass Maritime                   0-1-0    -45.4387
1862        FDU-Florham                     0-4-0    -45.5483
1863        Benedictine IL                  0-2-0    -45.6087
1864        SW Assem of God                 1-3-0    -45.7092
1865        Apprentice                      0-1-0    -45.8777
1866        Lewis & Clark                   0-4-0    -46.1999
1867        Norwich                         4-1-0    -46.2867
1868        Alfred St                       0-4-0    -46.3083
1869        Missouri Baptist                1-2-0    -46.3617
1870        Muskingum                       0-2-0    -46.3726
1871        Merchant Marine                 1-3-0    -46.4121
1872        Aurora                          0-3-0    -46.6739
1873        Grinnell                        1-3-0    -46.8579
1874        Dordt                           0-2-0    -46.912
1875        Grinnell                        0-1-0    -47.092
1876        Beloit                          1-3-0    -47.1787
1877        Dordt                           0-2-0    -47.3232
1878        Greensboro                      0-1-0    -47.5482
1879        Jamestown                       0-1-0    -48.0733
1880        McPherson                       3-1-0    -48.1951
1881        Lewis & Clark                   0-2-0    -48.2187
1882        Lane                            0-1-0    -48.4133
1883        Millikin                        0-2-0    -48.4223
1884        Wilmington                      0-4-0    -48.4798
1885        Loras                           0-1-0    -48.5802
1886        Averett                         1-3-0    -48.7219
1887        Greensboro                      1-4-0    -48.7645
1888        Missouri Baptist                0-6-0    -48.8586
1889        Waldorf                         2-3-0    -49.0339
1890        Misericordia                    0-2-0    -49.0691
1891        Iowa Wesleyan                   3-2-0    -49.3582
1892        Averett                         0-1-0    -49.4737
1893        Nichols                         0-2-0    -49.588
1894        Washington and Lee              0-5-0    -49.6594
1895        FDU-Florham                     0-3-0    -49.9303
1896        Culver-Stockton                 0-1-0    -50.0563
1897        Central St OH                   0-1-0    -50.0581
1898        Peru St                         0-2-0    -50.0956
1899        Iowa Wesleyan                   0-1-0    -50.3916
1900        Curry                           0-4-0    -50.5792
1901        Kansas Wesleyan                 1-5-0    -50.8552
1902        Lakeland                        0-1-0    -50.8957
1903        Avila                           0-2-0    -51.4177
1904        Plymouth St                     0-3-0    -51.5053
1905        Haskell                         0-3-0    -51.844
1906        Plymouth St                     0-1-0    -51.8848
1907        Texas College                   0-5-0    -51.9651
1908        Southwestern TX                 0-1-0    -52.0222
1909        Averett                         0-1-0    -52.1256
1910        Stonehill                       0-1-0    -52.1645
1911        Edward Waters                   0-1-0    -52.1853
1912        Wisconsin Lutheran              0-1-0    -52.428
1913        St Lawrence                     0-1-0    -52.5328
1914        Berry                           0-4-0    -52.5444
1915        Peru St                         0-1-0    -52.7926
1916        Evangel                         0-1-0    -52.7926
1917        FDU-Florham                     0-2-0    -52.7931
1918        Texas College                   0-4-0    -52.8331
1919        Knox                            0-1-0    -52.8694
1920        Allegheny                       0-2-0    -52.9527
1921        Bethel KS                       1-3-0    -53.0127
1922        Concordia IL                    0-2-0    -53.1154
1923        Southwestern KS                 0-4-0    -53.2111
1924        Mayville St                     0-3-0    -53.4134
1925        Crown                           2-3-0    -53.5642
1926        Alma                            1-3-0    -53.918
1927        SUNY-Maritime                   0-2-0    -54.1629
1928        Adrian                          0-1-0    -54.6633
1929        Lawrence                        0-4-0    -54.669
1930        Southwestern KS                 0-2-0    -54.7684
1931        Ferrum                          0-1-0    -55.3075
1932        Sewanee                         0-1-0    -55.3778
1933        Western New England             0-1-0    -55.6882
1934        Mount Ida                       2-3-0    -55.7379
1935        Wilkes                          0-1-0    -55.879
1936        Aurora                          0-3-0    -56.5246
1937        SW Oklahoma St                  0-1-0    -56.5678
1938        Knox                            2-3-0    -56.8136
1939        Doane                           0-1-0    -56.8229
1940        Becker                          1-2-0    -56.9794
1941        Concordia IL                    1-2-0    -57.0562
1942        Westminster MO                  4-1-0    -57.0719
1943        Hampden-Sydney                  0-1-0    -57.1973
1944        Rockford                        1-4-0    -57.2577
1945        Sterling                        0-1-0    -57.3363
1946        Whittier                        0-2-0    -57.4936
1947        Earlham                         0-3-0    -57.9981
1948        Trinity Bible                   0-1-0    -58.2082
1949        Paine                           0-1-0    -58.2587
1950        Lake Forest                     0-2-0    -58.4053
