Rank     Team                            W-L-T    Rating
686        Holy Cross                      1-5-0    6.4786
687        Prairie View A&M                4-2-0    6.4668
688        Pennsylvania                    1-2-0    6.415
689        Florida A&M                     0-2-0    6.3404
690        Central Washington              4-1-0    6.3352
691        Assumption                      4-1-0    6.2337
692        West Texas A&M                  1-3-0    6.2277
693        Indiana PA                      4-2-0    6.2198
694        St Joseph's IN                  5-1-0    6.1797
695        Elon                            1-4-0    6.0948
696        Colorado Mesa                   3-2-0    6.0894
697        Salisbury                       3-1-0    6.0884
698        California PA                   3-2-0    6.059
699        Southern Utah                   0-1-0    6.0293
700        Texas-San Antonio               0-1-0    5.9737
701        Idaho                           1-4-0    5.9536
702        Carson-Newman                   3-2-0    5.9385
703        Thomas More                     4-0-0    5.9161
704        Buffalo                         0-4-0    5.9071
705        Austin Peay                     1-1-0    5.9057
706        Coe                             2-2-0    5.8091
707        Marist                          3-2-0    5.7968
708        Bethune-Cookman                 3-2-0    5.7661
709        Monmouth IL                     5-0-0    5.7632
710        Saginaw Valley St               0-4-0    5.7403
711        Alabama A&M                     4-2-0    5.7391
712        South Alabama                   0-1-0    5.6592
713        Central Conn St                 1-4-0    5.6502
714        Hobart                          5-0-0    5.6268
715        Hampton                         2-4-0    5.5219
716        UTEP                            0-1-0    5.4555
717        Whitworth                       4-1-0    5.4523
718        Mercer                          4-3-0    5.4382
719        Weber St                        1-3-0    5.4304
720        Villanova                       0-1-0    5.4291
721        Texas-San Antonio               0-2-0    5.4227
722        Centre                          5-0-0    5.4104
723        Central Washington              3-3-0    5.3875
724        St Francis IN                   0-1-0    5.3445
725        Norfolk St                      0-2-0    5.1895
726        Drake                           4-2-0    5.1826
727        Wabash                          4-1-0    5.1073
728        Morgan St                       2-4-0    5.0411
729        Georgia St                      0-4-0    4.9538
730        Virginia Union                  4-0-0    4.9244
731        Buena Vista                     3-1-0    4.9211
732        Tennessee Tech                  0-3-0    4.8947
733        Jackson St                      2-1-0    4.8917
734        Bethel TN                       2-1-0    4.8345
735        Towson                          0-2-0    4.7952
736        Wayne St MI                     0-1-0    4.6212
737        Central St OH                   4-2-0    4.5458
738        UNC-Charlotte                   2-3-0    4.5128
739        Furman                          0-2-0    4.5081
740        Rowan                           4-0-0    4.4891
741        Howard                          2-4-0    4.4643
742        Centre                          5-0-0    4.4048
743        Kutztown                        3-1-0    4.3587
744        Western St CO                   2-3-0    4.2857
745        Pacific Lutheran                4-1-0    4.2827
746        St Thomas                       3-1-0    4.264
747        St Anselm                       4-1-0    4.2101
748        Buffalo St                      3-2-0    4.2073
749        Catawba                         3-3-0    4.1687
750        Rutgers                         0-1-0    4.1394
751        Lindsey Wilson                  4-1-0    4.0812
752        Georgetown DC                   1-2-0    4.0694
753        Portland St                     1-6-0    4.0505
754        Framingham St                   5-1-0    4.0429
755        Valley City St                  5-0-0    4.0231
756        UW-River Falls                  2-2-0    4.0045
757        Buena Vista                     2-2-0    3.9897
758        Northern Colorado               2-2-0    3.9549
759        Florida Tech                    2-3-0    3.8702
760        Bowie St                        3-2-0    3.7942
761        Northern Michigan               1-4-0    3.7623
762        Dayton                          3-2-0    3.6842
763        Midwestern St                   2-2-0    3.6561
764        Howard                          2-2-0    3.6196
765        West Liberty                    2-4-0    3.5795
766        Princeton                       2-3-0    3.5767
767        TAMU-Kingsville                 1-2-0    3.4099
768        Butler                          2-2-0    3.3719
769        Towson                          2-1-0    3.3278
770        Georgia St                      1-4-0    3.3252
771        SMU                             0-2-0    3.2706
772        South Florida                   0-1-0    3.2216
773        Tennessee St                    1-2-0    3.1968
774        Northern Colorado               1-4-0    3.1962
775        William Jewell                  3-1-0    3.1596
776        Norfolk St                      1-2-0    3.1488
777        UW-Stevens Point                2-2-0    3.0734
778        Rowan                           0-1-0    3.0673
779        Chapman                         3-1-0    3.0092
780        Wingate                         3-2-0    2.9822
781        Malone                          1-2-0    2.9757
782        Black Hills St                  0-1-0    2.9728
783        West Texas A&M                  0-1-0    2.9728
784        James Madison                   0-1-0    2.8641
785        Northern Colorado               0-1-0    2.7551
786        Pacific Lutheran                3-1-0    2.7427
787        Coe                             3-2-0    2.6755
788        Central Conn St                 1-2-0    2.6386
789        Bryant                          0-1-0    2.5588
790        Kentucky St                     3-2-0    2.4994
791        UC-Davis                        1-3-0    2.3998
792        Franklin & Marshall             3-2-0    2.3702
793        Southern Utah                   0-6-0    2.3556
794        Coll of Idaho                   1-4-0    2.3118
795        Florida Atlantic                0-4-0    2.2822
796        Redlands                        3-0-0    2.2536
797        WV Wesleyan                     2-3-0    2.191
798        Brown                           2-2-0    2.1903
799        Hampden-Sydney                  3-1-0    2.1902
800        Southern Arkansas               4-1-0    2.1662
801        West Alabama                    2-4-0    2.1559
802        Eastern New Mexico              3-2-0    2.04
803        Towson                          0-1-0    2.0266
804        Shorter                         1-2-0    1.993
805        Adams St                        3-2-0    1.9824
806        Campbellsville                  3-1-0    1.9797
807        Humboldt St                     3-2-0    1.945
808        McKendree                       3-2-0    1.8932
809        Mount Union                     6-0-0    1.8631
810        North Greenville                1-4-0    1.8469
811        Tulane                          0-1-0    1.8064
812        Tusculum                        3-2-0    1.7772
813        Alabama St                      1-3-0    1.7545
814        Robert Morris PA                1-2-0    1.6812
815        Morrisville St                  5-0-0    1.6539
816        Mississippi College             0-1-0    1.641
817        New Mexico Highlands            2-3-0    1.6183
818        Lamar                           5-2-0    1.6122
819        Incarnate Word                  1-3-0    1.5684
820        Southern U.                     3-1-0    1.5219
821        Northwestern                    0-1-0    1.4625
822        OK Panhandle St                 4-1-0    1.4341
823        Army                            0-1-0    1.4128
824        Langston                        4-0-0    1.4069
825        Jacksonville FL                 0-1-0    1.4009
826        Butler                          2-2-0    1.4009
827        Alderson-Broaddus               3-2-0    1.3738
828        Delaware Valley                 5-0-0    1.3371
829        Colorado Mesa                   3-2-0    1.336
830        Bethel MN                       3-1-0    1.3075
831        Robert Morris IL                4-2-0    1.3061
832        Army                            0-4-0    1.2409
833        East Stroudsburg                4-2-0    1.2178
834        Livingstone                     3-1-0    1.1178
835        Stonehill                       4-1-0    1.1118
836        Alfred                          3-2-0    1.099
837        Furman                          1-3-0    1.0147
838        Bowie St                        2-2-0    0.9838
839        MidAmerica Nazarene             6-0-0    0.9745
840        Ohio Northern                   2-1-0    0.8973
841        Linfield                        3-1-0    0.8693
842        Arkansas Tech                   3-0-0    0.8556
843        UW-La Crosse                    1-3-0    0.8265
844        Utica                           4-2-0    0.7938
845        Hendrix                         4-1-0    0.757
846        Dakota Wesleyan                 6-0-0    0.6876
847        RPI                             4-1-0    0.6826
848        Gannon                          3-1-0    0.6775
849        Georgetown DC                   1-2-0    0.6626
850        UW-Stout                        2-0-0    0.63
851        Morehead St                     3-2-0    0.5999
852        Adrian                          3-1-0    0.5585
853        Western New Mexico              3-1-0    0.4341
854        Walsh                           1-3-0    0.3701
855        Montana St-Northern             2-4-0    0.2123
856        Black Hills St                  3-2-0    0.2109
857        Fairmont St                     2-3-0    0.2004
858        Charleston Southern             0-1-0    0.1696
859        Nicholls St                     0-3-0    0.1526
860        Guilford                        5-0-0    0.0563
861        Elizabeth City St               3-1-0    0.0431
862        Tiffin                          3-2-0    0.0302
863        Cumberland TN                   3-2-0    0.0186
864        Truman St                       3-2-0    -0.0444
865        Concordia-Moorhead              5-0-0    -0.0724
866        Robert Morris IL                4-1-0    -0.1116
867        Shippensburg                    3-3-0    -0.1497
868        Hardin-Simmons                  4-1-0    -0.1685
869        Delaware Valley                 4-1-0    -0.1707
870        Saginaw Valley St               0-1-0    -0.1769
871        Fayetteville St                 0-1-0    -0.2148
872        Virginia Tech                   0-1-0    -0.2355
873        Miles                           4-1-0    -0.2396
874        UW-Platteville                  0-1-0    -0.3277
875        Occidental                      4-0-0    -0.3295
876        North Texas                     0-4-0    -0.3313
877        Fordham                         0-1-0    -0.3385
878        Pennsylvania                    0-5-0    -0.3415
879        Muhlenberg                      5-0-0    -0.4146
880        New Haven                       4-1-0    -0.4653
881        Savannah St                     0-3-0    -0.5221
882        Hobart                          5-0-0    -0.6825
883        Drake                           2-2-0    -0.742
884        MIT                             5-0-0    -0.8255
885        Shippensburg                    3-2-0    -0.9019
886        Johnson C. Smith                3-1-0    -0.9552
887        Hampden-Sydney                  4-1-0    -1.0364
888        Western Oregon                  2-5-0    -1.0572
889        Hillsdale                       1-4-0    -1.219
890        Houston                         0-1-0    -1.3516
891        Loras                           2-1-0    -1.4768
892        Albany St GA                    4-3-0    -1.5082
893        Cornell                         0-2-0    -1.5181
894        Montana-Western                 0-2-0    -1.6319
895        Grambling St                    5-2-0    -1.6538
896        Miles                           2-1-0    -1.6567
897        Lewis & Clark                   0-1-0    -1.8043
898        Murray St                       0-6-0    -1.8932
899        Central IA                      4-2-0    -1.9025
900        Elon                            0-3-0    -1.9224
901        Missouri S&T                    2-3-0    -1.9225
902        New Mexico St                   1-3-0    -1.9652
903        North Central                   3-2-0    -2.0935
904        Arkansas-Pine Bluff             2-2-0    -2.1152
905        Mars Hill                       3-2-0    -2.2348
906        Rowan                           3-1-0    -2.2472
907        St Ambrose                      4-2-0    -2.2472
908        Colgate                         0-6-0    -2.2572
909        Wash & Jeff                     4-1-0    -2.2728
910        Western New England             3-1-0    -2.3752
911        VMI                             0-4-0    -2.4771
912        Quincy                          3-3-0    -2.5025
913        Texas Lutheran                  4-1-0    -2.5139
914        Concordia-Moorhead              3-2-0    -2.5864
915        Stevenson                       1-0-0    -2.6866
916        Virginia St                     0-1-0    -2.6933
917        Brockport St                    3-2-0    -2.725
918        Urbana                          3-2-0    -2.7277
919        Western Carolina                0-1-0    -2.7414
920        Rocky Mountain                  0-1-0    -2.7418
921        Southern Conn St                2-1-0    -2.7672
922        Macalester                      4-0-0    -2.7717
923        Florida A&M                     1-2-0    -2.7888
924        Stonehill                       1-3-0    -2.789
925        Simon Fraser                    1-3-0    -2.8338
926        Geneva                          3-0-0    -2.8418
927        Kentucky Wesleyan               3-0-0    -2.9255
928        Eastern Michigan                0-4-0    -3.0183
929        Morrisville St                  3-1-0    -3.0829
930        Juniata                         3-2-0    -3.0904
931        Arkansas-Pine Bluff             1-2-0    -3.1139
932        Wingate                         3-2-0    -3.1711
933        Wesley                          4-1-0    -3.2051
934        Virginia Union                  3-3-0    -3.2795
935        Bentley                         2-3-0    -3.3578
936        Augsburg                        4-1-0    -3.3755
937        Webber Int'l                    3-1-0    -3.4946
938        New Mexico Highlands            1-5-0    -3.5624
939        Maine                           0-1-0    -3.6686
940        Alderson-Broaddus               0-1-0    -3.6933
941        Mars Hill                       1-3-0    -3.7085
942        Austin Peay                     0-2-0    -3.7855
943        Maine                           0-1-0    -3.8019
944        North Carolina A&T              0-1-0    -3.8104
945        Princeton                       0-1-0    -3.8232
946        East Texas Baptist              4-2-0    -3.8834
947        Montana St-Northern             1-4-0    -3.887
948        Elon                            0-1-0    -3.9734
949        NW Oklahoma St                  2-1-0    -4.025
950        Wittenberg                      5-0-0    -4.0415
951        Randolph-Macon                  2-2-0    -4.0457
952        Missouri Valley                 4-1-0    -4.0754
953        Taylor                          2-2-0    -4.1405
954        Monmouth NJ                     0-1-0    -4.1954
955        Rhode Island                    0-3-0    -4.2275
956        Sul Ross St                     2-1-0    -4.2478
957        Saginaw Valley St               0-1-0    -4.2494
958        Prairie View A&M                1-3-0    -4.3373
959        Missouri Valley                 4-1-0    -4.5207
960        Albion                          4-1-0    -4.5832
961        Waynesburg                      5-1-0    -4.6859
962        Florida A&M                     2-2-0    -4.7383
963        Rhode Island                    0-4-0    -4.84
964        UW-Stevens Point                0-1-0    -4.8518
965        Delaware St                     1-2-0    -4.8628
966        Dickinson St                    4-2-0    -4.8699
967        West Virginia St                0-1-0    -5.0341
968        Wheaton                         5-0-0    -5.0792
969        Hardin-Simmons                  2-2-0    -5.1294
970        Northern Arizona                0-1-0    -5.1418
971        Stillman                        3-2-0    -5.1663
972        Florida A&M                     0-2-0    -5.22
973        Missouri S&T                    2-4-0    -5.2975
974        Elizabeth City St               0-1-0    -5.3216
975        Norfolk St                      0-2-0    -5.3231
976        UW-La Crosse                    2-2-0    -5.3241
977        Savannah St                     0-2-0    -5.3303
978        Gardner-Webb                    0-3-0    -5.3509
979        Southern Conn St                0-3-0    -5.4127
980        San Jose St                     0-1-0    -5.4133
981        Northwestern IA                 4-1-0    -5.5212
982        Adrian                          5-0-0    -5.562
983        St Francis IN                   3-2-0    -5.5764
984        William Penn                    4-2-0    -5.5891
985        North Dakota                    0-3-0    -5.6092
986        Delaware St                     0-3-0    -5.6249
987        Edinboro                        2-1-0    -5.6392
988        Washington and Lee              2-2-0    -5.6569
989        Waldorf                         0-1-0    -5.728
990        Eastern Oregon                  0-1-0    -5.7418
991        Montana Tech                    0-4-0    -5.7581
992        Delaware                        0-1-0    -5.7668
993        Ohio Northern                   5-1-0    -5.862
994        Kentucky Christian              3-1-0    -5.9956
995        Stonehill                       0-1-0    -6.0175
996        Faulkner                        3-2-0    -6.0495
997        Incarnate Word                  0-3-0    -6.072
998        Menlo                           1-4-0    -6.0841
999        Willamette                      3-1-0    -6.0938
1000        Denison                         3-2-0    -6.1747
1001        DePauw                          4-1-0    -6.2144
1002        Chicago                         5-0-0    -6.2243
1003        Fort Lewis                      1-4-0    -6.2286
1004        Illinois Wesleyan               2-1-0    -6.3281
1005        LIU Post                        4-1-0    -6.3577
1006        Gustavus Adolphus               3-2-0    -6.3822
1007        Jackson St                      2-5-0    -6.3882
1008        Worcester St                    4-1-0    -6.3905
1009        Merrimack                       2-3-0    -6.4186
1010        Georgetown KY                   3-2-0    -6.4805
1011        Tennessee Tech                  0-2-0    -6.5573
1012        Moravian                        2-2-0    -6.5924
1013        Miles                           0-1-0    -6.7017
1014        Montclair St                    4-0-0    -6.7089
1015        MIT                             4-0-0    -6.7639
1016        RPI                             2-2-0    -6.7735
1017        Grambling St                    0-1-0    -6.9842
1018        Western New Mexico              2-4-0    -7.0419
1019        SW Oklahoma St                  2-2-0    -7.0574
1020        Gardner-Webb                    1-2-0    -7.0688
1021        Stetson                         1-2-0    -7.2119
1022        Tusculum                        2-2-0    -7.2553
1023        Nicholls St                     0-4-0    -7.294
1024        Franklin                        4-1-0    -7.3317
1025        Campbell                        1-3-0    -7.3507
1026        Alfred                          2-2-0    -7.3632
1027        Washington U.                   4-1-0    -7.4824
1028        Incarnate Word                  1-2-0    -7.5179
1029        Shaw                            1-1-0    -7.5675
1030        Virginia-Wise                   1-2-0    -7.5708
1031        Kutztown                        3-3-0    -7.6028
1032        Luther                          3-1-0    -7.6301
1033        South Dakota Tech               0-1-0    -7.639
1034        Dickinson                       0-1-0    -7.6873
1035        Heidelberg                      3-2-0    -7.7448
1036        Carroll WI                      5-0-0    -7.8217
1037        Stetson                         4-2-0    -7.9351
1038        Houston Baptist                 1-3-0    -7.9742
1039        Adams St                        1-4-0    -7.9795
1040        East Stroudsburg                2-3-0    -8.011
1041        Thomas More                     4-2-0    -8.0221
1042        Olivet Nazarene                 1-1-0    -8.0333
1043        Gettysburg                      2-2-0    -8.0456
1044        Hartwick                        1-4-0    -8.0746
1045        McMurry                         0-1-0    -8.0845
1046        St John's MN                    4-1-0    -8.0921
1047        Ave Maria                       4-0-0    -8.1238
1048        St Anselm                       2-3-0    -8.1571
1049        Ursinus                         3-2-0    -8.2344
1050        Claremont-Mudd-Scripps          4-1-0    -8.2505
1051        Ohio Wesleyan                   4-1-0    -8.2791
1052        Rhodes                          4-0-0    -8.3136
1053        Fort Valley St                  4-2-0    -8.3477
1054        Campbell                        4-1-0    -8.3587
1055        Western New England             5-0-0    -8.3841
1056        Gettysburg                      3-2-0    -8.4084
1057        East Central OK                 2-3-0    -8.4164
1058        Fayetteville St                 2-1-0    -8.4258
1059        Mt St Joseph                    4-2-0    -8.4321
1060        Georgetown DC                   0-2-0    -8.4522
1061        Georgetown DC                   0-2-0    -8.47
1062        Furman                          0-1-0    -8.5762
1063        Columbia                        0-4-0    -8.6125
1064        Glenville St                    1-5-0    -8.6887
1065        UNC-Pembroke                    1-2-0    -8.7448
1066        Moravian                        3-1-0    -8.7792
1067        American Int'l                  0-1-0    -8.8019
1068        Urbana                          0-5-0    -8.8118
1069        Brockport St                    2-3-0    -8.8255
1070        Frostburg St                    2-2-0    -8.8272
1071        WPI                             2-2-0    -8.8303
1072        Luther                          2-2-0    -8.9218
1073        Augustana IL                    3-1-0    -8.9222
1074        Alabama St                      0-1-0    -8.9238
1075        Concordia MI                    2-1-0    -8.9283
1076        Louisiana College               2-3-0    -8.9403
1077        Alderson-Broaddus               0-1-0    -8.9772
1078        Randolph-Macon                  3-1-0    -8.9788
1079        Alabama A&M                     0-5-0    -9.0014
1080        Indiana PA                      2-2-0    -9.0511
1081        Stevenson                       3-1-0    -9.1298
1082        Hastings                        4-1-0    -9.1686
1083        Wingate                         0-1-0    -9.2658
1084        Emory & Henry                   3-1-0    -9.3245
1085        WPI                             0-1-0    -9.3731
1086        Tiffin                          0-1-0    -9.3788
1087        Assumption                      3-3-0    -9.3829
1088        Coe                             0-1-0    -9.4396
1089        Valparaiso                      0-1-0    -9.4707
1090        Nebraska Wesleyan               2-1-0    -9.4893
1091        Baker                           5-1-0    -9.5297
1092        North Dakota                    0-2-0    -9.5696
1093        Salve Regina                    4-0-0    -9.59
1094        Central Conn St                 0-1-0    -9.6686
1095        Augsburg                        0-2-0    -9.6942
1096        Bethel TN                       3-1-0    -9.8218
1097        Central Conn St                 0-2-0    -9.8361
1098        Columbia                        0-1-0    -9.849
1099        VMI                             0-3-0    -9.8648
1100        Colorado Mesa                   0-1-0    -9.9196
1101        Western New Mexico              0-1-0    -9.9196
1102        Bethany WV                      4-1-0    -9.9473
1103        SW Assem of God                 3-2-0    -9.9592
1104        Newberry                        2-4-0    -9.9628
1105        SUNY-Maritime                   0-1-0    -10.0
1106        Salve Regina                    0-1-0    -10.0
1107        Shorter                         2-3-0    -10.0173
1108        Austin Peay                     0-6-0    -10.0805
1109        Shenandoah                      2-3-0    -10.1493
1110        Cumberlands KY                  2-2-0    -10.1893
1111        Springfield                     3-2-0    -10.2544
1112        UW-River Falls                  1-2-0    -10.27
1113        Bridgewater VA                  4-1-0    -10.3182
1114        Cortland St                     2-3-0    -10.3228
1115        DePauw                          3-1-0    -10.3546
1116        Cal Lutheran                    3-2-0    -10.5002
1117        SE Oklahoma St                  2-2-0    -10.5121
1118        Seton Hill                      2-4-0    -10.5381
1119        Baldwin Wallace                 2-1-0    -10.5513
1120        McMurry                         1-5-0    -10.6326
1121        Chicago                         3-1-0    -10.6376
1122        Houston Baptist                 0-3-0    -10.6612
1123        Trinity Int'l                   1-2-0    -10.6814
1124        Huntingdon AL                   4-1-0    -10.7198
1125        Edinboro                        1-4-0    -10.7544
1126        Western St CO                   2-2-0    -10.8066
1127        UW-Eau Claire                   1-1-0    -10.8893
1128        Marist                          1-1-0    -10.8912
1129        Cortland St                     3-2-0    -10.9412
1130        Dickinson                       2-2-0    -10.9504
1131        Montclair St                    3-2-0    -10.9567
1132        Stony Brook                     0-1-0    -10.9707
1133        Otterbein                       3-2-0    -11.001
1134        Simon Fraser                    0-1-0    -11.0247
1135        Hampton                         1-4-0    -11.0738
1136        Presbyterian                    0-1-0    -11.1662
1137        Menlo                           2-1-0    -11.1987
1138        Robert Morris PA                0-2-0    -11.206
1139        Northern Michigan               0-1-0    -11.2099
1140        Rhodes                          4-2-0    -11.2361
1141        Graceland                       4-1-0    -11.3024
1142        West Virginia St                1-3-0    -11.3484
1143        Southeastern U.                 2-3-0    -11.3971
1144        SW Baptist                      0-1-0    -11.4513
1145        Willamette                      2-3-0    -11.4935
1146        Concordia NE                    3-2-0    -11.4988
1147        Northwestern IA                 3-1-0    -11.5081
1148        Webber Int'l                    4-1-0    -11.5811
1149        Chowan                          2-3-0    -11.584
1150        Franklin                        4-1-0    -11.6615
1151        Tabor                           5-0-0    -11.7938
1152        Millsaps                        0-1-0    -11.8106
1153        St Francis IL                   0-3-0    -11.8303
1154        Nicholls St                     0-4-0    -11.8387
1155        Olivet Nazarene                 1-4-0    -11.874
1156        Cornell                         0-3-0    -11.8767
1157        Redlands                        0-1-0    -11.9416
1158        East Central OK                 4-1-0    -11.9511
1159        Urbana                          0-1-0    -11.9605
1160        UNC-Pembroke                    1-1-0    -11.9768
1161        Illinois Wesleyan               0-1-0    -12.0
1162        Luther                          0-1-0    -12.0421
1163        Western Conn St                 4-2-0    -12.0783
1164        Howard                          0-1-0    -12.1238
1165        Lycoming                        4-1-0    -12.1402
1166        Susquehanna                     0-4-0    -12.2142
1167        Illinois College                5-1-0    -12.2217
1168        Langston                        3-2-0    -12.2624
1169        Pikeville                       4-2-0    -12.2946
1170        Cornell                         0-1-0    -12.3077
1171        Morehouse                       2-1-0    -12.3318
1172        Southern U.                     0-1-0    -12.3408
1173        Case Western Reserve            3-2-0    -12.3617
1174        Stevenson                       3-2-0    -12.4004
1175        Bowie St                        0-1-0    -12.4203
1176        Warner U.                       3-1-0    -12.5081
1177        Baldwin Wallace                 3-1-0    -12.5318
1178        Mississippi Valley St           1-4-0    -12.5814
1179        Puget Sound                     2-2-0    -12.6159
1180        New Jersey                      1-1-0    -12.6554
1181        WPI                             2-1-0    -12.6882
1182        Houston Baptist                 0-1-0    -12.6997
1183        Union NY                        0-3-0    -12.7701
1184        Rhode Island                    0-4-0    -12.7735
1185        Otterbein                       2-2-0    -12.8333
1186        Puget Sound                     2-3-0    -12.8357
1187        Malone                          0-6-0    -12.899
1188        King's PA                       0-2-0    -12.9327
1189        Lebanon Valley                  0-1-0    -12.9327
1190        FDU-Florham                     0-1-0    -12.9327
1191        SW Baptist                      1-3-0    -12.996
1192        Hillsdale                       0-1-0    -13.0
1193        Simon Fraser                    1-4-0    -13.0591
1194        Huntingdon AL                   3-2-0    -13.0764
1195        Fort Lewis                      2-4-0    -13.1211
1196        Bentley                         3-3-0    -13.1217
1197        Evangel                         3-2-0    -13.1648
1198        Merrimack                       2-3-0    -13.1728
1199        Lincoln MO                      2-4-0    -13.228
1200        Hastings                        2-2-0    -13.2386
1201        Oklahoma Baptist                5-1-0    -13.2682
1202        Benedict                        3-2-0    -13.3106
1203        Valley City St                  4-1-0    -13.3194
1204        Guilford                        3-2-0    -13.3236
1205        Briar Cliff                     2-1-0    -13.3297
1206        Austin                          3-2-0    -13.4079
1207        American Int'l                  3-2-0    -13.4105
1208        Virginia-Wise                   1-4-0    -13.4316
1209        Berry                           2-1-0    -13.4498
1210        Arkansas Tech                   0-4-0    -13.4525
1211        Clarion                         2-2-0    -13.5092
1212        Muskingum                       2-2-0    -13.5617
1213        Lakeland                        3-1-0    -13.6741
1214        Southern Arkansas               1-4-0    -13.6942
1215        Brevard                         0-6-0    -13.7296
1216        Langston                        0-1-0    -13.8517
1217        East Texas Baptist              0-4-0    -13.8968
1218        Wilmington                      0-1-0    -13.924
1219        Valparaiso                      2-1-0    -13.9402
1220        Hope                            2-3-0    -13.9405
1221        Morehead St                     1-4-0    -13.9467
1222        Bacone                          1-3-0    -13.9847
1223        Gardner-Webb                    0-1-0    -14.0
1224        Shorter                         0-2-0    -14.0675
1225        Marist                          0-2-0    -14.0713
1226        Ithaca                          3-2-0    -14.0791
1227        Fayetteville St                 3-3-0    -14.0975
1228        Dixie St                        0-5-0    -14.1078
1229        Simpson                         2-4-0    -14.1515
1230        Emory & Henry                   5-1-0    -14.1724
1231        Framingham St                   4-0-0    -14.1927
1232        Coll of Idaho                   0-1-0    -14.2828
1233        West Georgia                    0-1-0    -14.2832
1234        Kutztown                        0-1-0    -14.2915
1235        Maryville                       4-0-0    -14.3701
1236        Christopher Newport             4-1-0    -14.7027
1237        Fort Valley St                  2-2-0    -14.7132
1238        Maryville                       3-3-0    -14.8146
1239        Montana Tech                    0-1-0    -14.9346
1240        Nebraska Wesleyan               0-1-0    -15.0
1241        Millsaps                        2-2-0    -15.006
1242        Arkansas-Monticello             1-3-0    -15.0347
1243        Reinhardt                       1-3-0    -15.1436
1244        Valparaiso                      1-4-0    -15.1661
1245        St Augustine's                  1-5-0    -15.3556
1246        Dakota St                       4-2-0    -15.3593
1247        Cornell                         1-2-0    -15.4529
1248        Sterling                        5-1-0    -15.5682
1249        Malone                          0-2-0    -15.5952
1250        Lebanon Valley                  1-3-0    -15.6241
1251        TAMU-Kingsville                 1-4-0    -15.735
1252        Endicott                        2-2-0    -15.7627
1253        Hartwick                        1-3-0    -15.773
1254        Siena Heights                   1-1-0    -15.7851
1255        Monmouth IL                     3-2-0    -15.846
1256        Westminster PA                  2-1-0    -15.8689
1257        Webber Int'l                    0-1-0    -15.9092
1258        Rockford                        1-0-0    -15.9151
1259        Arkansas-Pine Bluff             0-3-0    -15.9272
1260        UW-Stout                        0-2-0    -15.9553
1261        Davidson                        0-3-0    -15.9786
1262        Marist                          0-2-0    -16.0063
1263        Gustavus Adolphus               3-2-0    -16.0332
1264        SE Oklahoma St                  0-1-0    -16.0367
1265        SW Oklahoma St                  0-1-0    -16.0367
1266        Albright                        3-0-0    -16.1109
1267        West Virginia St                1-4-0    -16.192
1268        Wagner                          0-1-0    -16.2226
1269        UW-La Crosse                    0-2-0    -16.2483
1270        Stillman                        0-1-0    -16.2584
1271        Black Hills St                  0-5-0    -16.2682
1272        SW Baptist                      3-3-0    -16.316
1273        Paine                           2-3-0    -16.3522
1274        Tennessee St                    0-1-0    -16.3577
1275        King's PA                       2-1-0    -16.4972
1276        Carleton                        1-1-0    -16.5256
1277        Cumberlands KY                  1-4-0    -16.5768
1278        Trinity Int'l                   2-4-0    -16.5852
1279        Tusculum                        0-1-0    -16.5898
1280        Western Conn St                 3-1-0    -16.6252
1281        UW-Eau Claire                   0-3-0    -16.6652
1282        Millersville                    0-3-0    -16.7213
1283        Cumberland TN                   3-2-0    -16.7455
1284        Dixie St                        1-4-0    -16.9009
1285        Benedictine IL                  0-2-0    -16.9251
1286        UW-Stout                        0-4-0    -16.9624
1287        Benedict                        0-1-0    -16.9778
1288        Lock Haven                      0-1-0    -17.0175
1289        Springfield                     2-1-0    -17.063
1290        Whittier                        0-1-0    -17.0835
1291        Wooster                         3-1-0    -17.0853
1292        Utica                           0-1-0    -17.0943
1293        Frostburg St                    0-1-0    -17.0943
1294        Alfred St                       0-1-0    -17.0943
1295        Olivet                          2-2-0    -17.1098
1296        Lebanon Valley                  2-2-0    -17.1251
1297        Stillman                        2-2-0    -17.1673
1298        Mississippi Valley St           0-1-0    -17.2335
1299        Illinois Wesleyan               2-2-0    -17.2627
1300        St Scholastica                  5-0-0    -17.2834
1301        Edward Waters                   0-1-0    -17.3872
1302        Jackson St                      0-1-0    -17.3872
1303        Westfield St                    3-1-0    -17.4715
1304        Capital                         0-1-0    -17.4743
1305        Baldwin Wallace                 0-1-0    -17.4743
1306        Union NY                        2-3-0    -17.4972
1307        Hiram                           3-2-0    -17.5309
1308        Austin                          2-2-0    -17.5842
1309        Concordia NE                    2-4-0    -17.5852
1310        Lincoln MO                      0-1-0    -17.6765
1311        Friends                         4-1-0    -17.7739
1312        Morgan St                       0-1-0    -17.8485
1313        Oklahoma Baptist                3-2-0    -17.8538
1314        Hope                            4-1-0    -17.8742
1315        Doane                           2-2-0    -17.9726
1316        Endicott                        3-3-0    -17.979
1317        Central St OH                   0-2-0    -18.124
1318        Albright                        3-2-0    -18.1347
1319        Benedictine KS                  3-2-0    -18.1495
1320        Johnson C. Smith                0-1-0    -18.2148
1321        Claremont-Mudd-Scripps          1-2-0    -18.2186
1322        Lake Forest                     2-0-0    -18.2281
1323        Albion                          2-3-0    -18.2429
1324        Redlands                        0-1-0    -18.2809
1325        Dubuque                         1-2-0    -18.3341
1326        St Ambrose                      1-3-0    -18.3911
1327        Kentucky Christian              2-3-0    -18.4007
