Rank     Team                            W-L-T    Rating
1328        Concordia NE                    2-1-0    -19.2715
1329        McMurry                         0-2-0    -19.2941
1330        Virginia St                     0-1-0    -19.3264
1331        Trine                           2-2-0    -19.3291
1332        Castleton St                    4-1-0    -19.5016
1333        Sacred Heart                    1-5-0    -19.5648
1334        Franklin                        5-2-0    -19.596
1335        North Carolina Wesleyan         3-2-0    -19.6362
1336        Trine                           5-0-0    -19.6658
1337        Albany NY                       0-1-0    -19.6883
1338        Hartwick                        0-2-0    -19.7085
1339        Trinity Int'l                   0-1-0    -19.7539
1340        Urbana                          2-3-0    -19.7746
1341        Union NY                        3-2-0    -19.8483
1342        Minn St-Moorhead                0-2-0    -19.8687
1343        Union KY                        2-3-0    -19.881
1344        Morrisville St                  1-1-0    -19.908
1345        VMI                             0-3-0    -19.9151
1346        McDaniel                        0-1-0    -20.0195
1347        Illinois College                3-1-0    -20.0726
1348        Millersville                    0-2-0    -20.0793
1349        Birmingham-Southern             3-2-0    -20.1259
1350        Eastern Oregon                  2-2-0    -20.2109
1351        Alabama-Birmingham              0-1-0    -20.3634
1352        John Carroll                    4-2-0    -20.4406
1353        North Carolina St               0-1-0    -20.5024
1354        Buena Vista                     1-2-0    -20.5458
1355        Rochester                       1-3-0    -20.5462
1356        Lock Haven                      0-5-0    -20.5605
1357        Frostburg St                    0-3-0    -20.5644
1358        Rhode Island                    0-4-0    -20.637
1359        LaGrange                        1-2-0    -20.6549
1360        Webber Int'l                    1-1-0    -20.6836
1361        OK Panhandle St                 2-3-0    -20.7168
1362        St Francis IL                   0-2-0    -20.7345
1363        Dixie St                        0-1-0    -20.7813
1364        Bryant                          0-1-0    -20.8445
1365        Bridgewater VA                  3-2-0    -20.8657
1366        Pacific OR                      0-4-0    -20.9321
1367        Cumberland TN                   3-2-0    -21.0092
1368        Emory & Henry                   2-3-0    -21.11
1369        Ferrum                          4-1-0    -21.1123
1370        Nebraska-Kearney                0-1-0    -21.1753
1371        Denison                         3-1-0    -21.1782
1372        Kenyon                          4-1-0    -21.1835
1373        Millersville                    0-2-0    -21.2239
1374        Wash & Jeff                     4-1-0    -21.2601
1375        Dartmouth                       1-4-0    -21.2744
1376        Valparaiso                      1-2-0    -21.3209
1377        Cheyney                         1-2-0    -21.3263
1378        West Virginia St                1-4-0    -21.3461
1379        Northwestern MN                 5-1-0    -21.3467
1380        Brevard                         0-1-0    -21.379
1381        Lake Forest                     3-2-0    -21.3865
1382        Langston                        0-2-0    -21.4891
1383        North Carolina A&T              0-1-0    -21.4984
1384        Virginia U-Lynchburg            0-6-0    -21.5067
1385        Evangel                         0-1-0    -21.5095
1386        Augustana IL                    2-3-0    -21.5443
1387        Presbyterian                    0-2-0    -21.5611
1388        NW Oklahoma St                  0-3-0    -21.5828
1389        Bethel MN                       0-1-0    -21.5858
1390        Hobart                          0-1-0    -21.5858
1391        Rhode Island                    0-3-0    -21.5922
1392        Ohio Wesleyan                   5-0-0    -21.6888
1393        Azusa Pacific                   0-1-0    -21.6961
1394        Lincoln PA                      1-3-0    -21.8221
1395        Delta St                        0-1-0    -21.8366
1396        Curry                           3-0-0    -21.8532
1397        Seton Hill                      0-2-0    -21.8532
1398        Lindsey Wilson                  2-4-0    -21.8541
1399        Virginia U-Lynchburg            0-1-0    -21.8723
1400        Utica                           3-2-0    -21.9935
1401        Eastern New Mexico              1-5-0    -21.9975
1402        Hamline                         0-1-0    -21.9999
1403        Concordia WI                    2-2-0    -22.0178
1404        Moravian                        2-1-0    -22.0551
1405        Seton Hill                      0-4-0    -22.0747
1406        Millersville                    0-3-0    -22.1612
1407        Peru St                         3-2-0    -22.173
1408        Clark Atlanta                   1-1-0    -22.2474
1409        Newberry                        1-4-0    -22.2626
1410        Texas College                   0-2-0    -22.3031
1411        UW-Stevens Point                0-1-0    -22.3044
1412        Olivet Nazarene                 2-2-0    -22.3363
1413        Southern U.                     0-1-0    -22.3367
1414        Evangel                         2-2-0    -22.342
1415        Mount Ida                       3-3-0    -22.3653
1416        Benedictine IL                  3-1-0    -22.4564
1417        Hope                            2-2-0    -22.4703
1418        St Norbert                      4-1-0    -22.4812
1419        Catawba                         1-5-0    -22.6039
1420        Texas Lutheran                  1-3-0    -22.6272
1421        UW-Stout                        1-3-0    -22.6841
1422        Incarnate Word                  2-4-0    -22.7249
1423        Wisconsin Lutheran              4-1-0    -22.737
1424        UW-River Falls                  0-2-0    -22.7638
1425        Ottawa                          3-2-0    -22.7847
1426        SW Assem of God                 2-1-0    -22.8196
1427        Seton Hill                      0-1-0    -22.8593
1428        Montclair St                    2-1-0    -22.9006
1429        Siena Heights                   0-2-0    -22.916
1430        Grove City                      4-0-0    -22.9398
1431        Doane                           2-2-0    -22.9914
1432        SW Oklahoma St                  0-1-0    -23.0153
1433        Lindsey Wilson                  1-2-0    -23.044
1434        Jacksonville FL                 0-1-0    -23.0635
1435        Siena Heights                   2-1-0    -23.099
1436        Hastings                        4-1-0    -23.1151
1437        Western St CO                   0-4-0    -23.2173
1438        Hartwick                        1-2-0    -23.2457
1439        Kentucky Christian              0-2-0    -23.2694
1440        Fort Lewis                      0-3-0    -23.2864
1441        William Jewell                  0-3-0    -23.2897
1442        Wilkes                          3-1-0    -23.3359
1443        Fayetteville St                 0-4-0    -23.3507
1444        Columbia                        0-2-0    -23.3695
1445        Upper Iowa                      0-2-0    -23.4322
1446        Columbia                        0-1-0    -23.4487
1447        Campbellsville                  1-4-0    -23.5872
1448        Curry                           3-2-0    -23.6334
1449        Campbell                        0-4-0    -23.673
1450        Westminster PA                  3-2-0    -23.6992
1451        Mount Ida                       5-0-0    -23.7433
1452        West Virginia St                0-2-0    -23.7681
1453        Edward Waters                   3-2-0    -23.9163
1454        OK Panhandle St                 1-2-0    -23.9758
1455        Carroll WI                      3-1-0    -23.9762
1456        Western Conn St                 1-3-0    -23.9898
1457        Allegheny                       2-0-0    -24.0035
1458        Virginia-Wise                   3-2-0    -24.0326
1459        South Dakota Tech               1-2-0    -24.1008
1460        Eastern Oregon                  2-2-0    -24.1211
1461        Stevenson                       1-3-0    -24.1254
1462        St Anselm                       0-2-0    -24.2173
1463        Montana-Western                 1-3-0    -24.2606
1464        RPI                             2-2-0    -24.2784
1465        Hope                            3-2-0    -24.3112
1466        Clark Atlanta                   1-2-0    -24.3193
1467        Westminster MO                  1-2-0    -24.3788
1468        Concordia NE                    0-3-0    -24.3977
1469        Rocky Mountain                  0-1-0    -24.5272
1470        Case Western Reserve            2-2-0    -24.6276
1471        William Paterson                1-2-0    -24.6641
1472        William Penn                    0-1-0    -24.6712
1473        St Lawrence                     0-2-0    -24.7395
1474        Thiel                           2-1-0    -24.745
1475        Monmouth IL                     2-2-0    -24.7675
1476        UW-La Crosse                    0-2-0    -24.8052
1477        Northwestern IA                 0-1-0    -24.8109
1478        Lewis & Clark                   0-1-0    -24.8757
1479        Puget Sound                     0-1-0    -24.8757
1480        Wash & Jeff                     4-2-0    -24.9073
1481        Brockport St                    1-2-0    -24.9155
1482        Norwich                         3-1-0    -24.9239
1483        Point U.                        1-4-0    -24.9427
1484        Pikeville                       1-4-0    -25.0189
1485        Aurora                          2-3-0    -25.0285
1486        Maryville                       4-1-0    -25.0741
1487        Quincy                          1-4-0    -25.0789
1488        Baldwin-Wallace                 3-1-0    -25.123
1489        Hampden-Sydney                  3-2-0    -25.1452
1490        Guilford                        2-3-0    -25.172
1491        Waynesburg                      5-1-0    -25.2524
1492        Brockport St                    0-2-0    -25.2738
1493        Monmouth IL                     3-1-0    -25.2887
1494        Rhodes                          3-1-0    -25.358
1495        Trinity TX                      3-2-0    -25.3721
1496        Campbell                        0-2-0    -25.4619
1497        Pace                            0-2-0    -25.4663
1498        Marietta                        0-1-0    -25.4925
1499        Franklin                        0-1-0    -25.4925
1500        Otterbein                       0-1-0    -25.4925
1501        Baldwin-Wallace                 0-1-0    -25.4925
1502        RPI                             3-1-0    -25.5036
1503        Quincy                          0-2-0    -25.5139
1504        Tusculum                        0-2-0    -25.541
1505        St Francis IL                   2-1-0    -25.5561
1506        Virginia-Wise                   0-1-0    -25.583
1507        Western St CO                   0-1-0    -25.6213
1508        Muskingum                       0-1-0    -25.6233
1509        Trinity Int'l                   2-4-0    -25.7062
1510        Waldorf                         3-3-0    -25.7095
1511        Central St OH                   0-2-0    -25.7383
1512        St Anselm                       1-4-0    -25.7503
1513        Midland U.                      0-1-0    -25.8109
1514        Valley City St                  0-1-0    -25.8109
1515        Central St OH                   1-3-0    -25.8688
1516        Western Oregon                  0-1-0    -25.8945
1517        Central IA                      1-4-0    -25.9245
1518        Guilford                        3-2-0    -25.9961
1519        Springfield                     0-1-0    -26.0193
1520        Stevenson                       1-4-0    -26.0624
1521        Ferrum                          3-2-0    -26.0865
1522        Juniata                         2-3-0    -26.1657
1523        St Mary KS                      3-3-0    -26.1727
1524        Wilkes                          1-2-0    -26.2526
1525        Wisconsin Lutheran              3-1-0    -26.2645
1526        Arkansas-Monticello             0-3-0    -26.2918
1527        Avila                           0-1-0    -26.3154
1528        Taylor                          0-1-0    -26.3261
1529        Grambling St                    0-5-0    -26.3262
1530        Salve Regina                    4-2-0    -26.3276
1531        Sewanee                         2-2-0    -26.379
1532        Bacone                          2-2-0    -26.3806
1533        Livingstone                     1-2-0    -26.384
1534        Georgia St                      0-1-0    -26.441
1535        Maine                           0-1-0    -26.5116
1536        Graceland                       3-0-0    -26.5165
1537        Kansas Wesleyan                 3-2-0    -26.5202
1538        Westfield St                    2-3-0    -26.5398
1539        Sterling                        2-0-0    -26.5724
1540        Denison                         0-1-0    -26.6366
1541        Ohio Wesleyan                   0-1-0    -26.6366
1542        Kalamazoo                       3-2-0    -26.702
1543        Dickinson                       2-1-0    -26.7291
1544        Clark Atlanta                   0-3-0    -26.7481
1545        Cheyney                         0-3-0    -26.783
1546        Augustana IL                    0-2-0    -26.8105
1547        Howard Payne                    1-2-0    -26.8445
1548        Texas Southern                  0-3-0    -26.9141
1549        Virginia U-Lynchburg            1-0-0    -27.0067
1550        Howard Payne                    0-2-0    -27.0267
1551        SW Assem of God                 0-2-0    -27.0529
1552        Avila                           1-3-0    -27.1434
1553        Wartburg                        0-1-0    -27.1449
1554        Waynesburg                      5-0-0    -27.1776
1555        Wilkes                          1-1-0    -27.237
1556        MidAmerica Nazarene             0-1-0    -27.3004
1557        Campbellsville                  2-3-0    -27.346
1558        Wooster                         0-1-0    -27.4229
1559        Western New Mexico              0-1-0    -27.4406
1560        Edward Waters                   0-1-0    -27.4655
1561        Geneva                          2-2-0    -27.4658
1562        Valparaiso                      0-1-0    -27.5072
1563        McKendree                       0-1-0    -27.5237
1564        Peru St                         2-3-0    -27.5244
1565        Castleton St                    3-2-0    -27.6288
1566        Western New England             2-3-0    -27.6342
1567        Muskingum                       1-3-0    -27.708
1568        Lincoln MO                      0-6-0    -27.708
1569        Montclair St                    0-2-0    -27.7583
1570        Elizabeth City St               0-1-0    -27.7623
1571        Chapman                         2-3-0    -27.7675
1572        Alma                            0-1-0    -27.8043
1573        Carthage                        0-1-0    -27.8043
1574        Lakeland                        1-3-0    -27.8162
1575        Pace                            0-3-0    -27.8212
1576        Valley City St                  2-2-0    -27.8414
1577        William Jewell                  1-3-0    -27.8476
1578        Wilkes                          0-1-0    -27.9797
1579        Case Western Reserve            4-1-0    -28.058
1580        Endicott                        3-2-0    -28.0668
1581        MIT                             4-2-0    -28.0732
1582        Merchant Marine                 4-1-0    -28.1504
1583        Brevard                         0-4-0    -28.1744
1584        Wisconsin Lutheran              0-1-0    -28.4324
1585        East Texas Baptist              2-3-0    -28.4363
1586        Centre                          3-2-0    -28.4843
1587        Coast Guard                     2-2-0    -28.5266
1588        Ohio Northern                   1-3-0    -28.5445
1589        Livingstone                     1-4-0    -28.6281
1590        Moravian                        0-2-0    -28.6413
1591        Washington U.                   0-1-0    -28.6932
1592        UW-Stout                        0-1-0    -28.6932
1593        Pomona-Pitzer                   1-2-0    -28.7808
1594        Southern Nazarene               0-1-0    -28.7974
1595        Kean                            0-1-0    -28.827
1596        Aurora                          3-2-0    -28.8706
1597        Illinois Wesleyan               0-1-0    -28.9337
1598        William Jewell                  1-3-0    -29.0194
1599        Cortland St                     0-1-0    -29.0331
1600        Shorter                         0-2-0    -29.1089
1601        Capital                         0-2-0    -29.1181
1602        Mississippi College             0-3-0    -29.1504
1603        McPherson                       1-3-0    -29.1826
1604        Edward Waters                   2-3-0    -29.1981
1605        Cornell IA                      2-4-0    -29.2364
1606        Valparaiso                      0-5-0    -29.2523
1607        Concordia MI                    0-2-0    -29.2538
1608        Siena Heights                   0-1-0    -29.3261
1609        Ave Maria                       1-1-0    -29.3333
1610        Macalester                      0-1-0    -29.4089
1611        Albany St GA                    0-1-0    -29.4791
1612        Concordia MI                    0-3-0    -29.5637
1613        SW Assem of God                 2-3-0    -29.5932
1614        Loras                           0-2-0    -29.6764
1615        Mississippi Valley St           0-1-0    -29.6771
1616        Oberlin                         3-1-0    -29.7074
1617        South Dakota Tech               0-2-0    -29.7103
1618        UW-River Falls                  0-4-0    -29.7666
1619        Olivet Nazarene                 0-1-0    -29.7978
1620        Midland U.                      1-3-0    -29.8202
1621        SUNY-Maritime                   2-2-0    -29.8931
1622        Fort Lewis                      0-2-0    -30.1099
1623        Tusculum                        0-4-0    -30.1262
1624        Merchant Marine                 1-3-0    -30.1315
1625        St Scholastica                  5-1-0    -30.163
1626        Catholic                        3-3-0    -30.1861
1627        Montana St-Northern             0-5-0    -30.1862
1628        Springfield                     3-1-0    -30.1901
1629        Texas Southern                  0-1-0    -30.191
1630        Rocky Mountain                  0-1-0    -30.2303
1631        Olivet                          0-1-0    -30.2408
1632        Hamline                         1-3-0    -30.26
1633        Macalester                      2-2-0    -30.2724
1634        Dickinson St                    1-1-0    -30.324
1635        Kentucky Wesleyan               1-3-0    -30.3357
1636        Dakota Wesleyan                 0-2-0    -30.348
1637        FDU-Florham                     1-2-0    -30.3684
1638        Siena Heights                   2-2-0    -30.458
1639        Graceland                       0-3-0    -30.4634
1640        Muskingum                       2-2-0    -30.4938
1641        Wilmington                      0-2-0    -30.5444
1642        Rocky Mountain                  1-3-0    -30.6091
1643        Kalamazoo                       2-1-0    -30.7889
1644        Hastings                        0-1-0    -30.789
1645        Kentucky Wesleyan               1-4-0    -30.8236
1646        Maryville                       2-2-0    -30.8499
1647        Capital                         0-1-0    -30.926
1648        Luther                          0-2-0    -30.9295
1649        Minnesota-Crookston             0-3-0    -31.1114
1650        Dickinson St                    1-2-0    -31.135
1651        Southwestern KS                 3-2-0    -31.1494
1652        Chicago                         2-2-0    -31.1953
1653        Sacred Heart                    0-1-0    -31.2728
1654        OK Panhandle St                 0-1-0    -31.3393
1655        C.W. Post                       0-2-0    -31.4271
1656        Juniata                         1-2-0    -31.4569
1657        Malone                          0-2-0    -31.4791
1658        Culver-Stockton                 0-2-0    -31.5057
1659        Miles                           0-1-0    -31.5359
1660        Robert Morris IL                3-2-0    -31.5759
1661        John Carroll                    0-1-0    -31.6262
1662        Colorado Mesa                   0-3-0    -31.7462
1663        Susquehanna                     0-1-0    -31.8151
1664        Catawba                         0-1-0    -31.8194
1665        Luther                          0-2-0    -31.8423
1666        Fort Lewis                      0-3-0    -31.9282
1667        Davidson                        2-2-0    -31.9387
1668        Pikeville                       2-4-0    -31.975
1669        Central Methodist               2-3-0    -31.9916
1670        Wabash                          3-2-0    -32.0283
1671        Briar Cliff                     1-3-0    -32.0532
1672        Grove City                      2-3-0    -32.2276
1673        Greensboro                      2-2-0    -32.2399
1674        Minnesota-Morris                3-3-0    -32.2527
1675        Methodist                       1-3-0    -32.2634
1676        Bluffton                        0-1-0    -32.3689
1677        Howard Payne                    0-2-0    -32.3768
1678        McPherson                       3-2-0    -32.3903
1679        Eastern Oregon                  0-1-0    -32.5272
1680        Graceland                       2-1-0    -32.5985
1681        Gallaudet                       0-1-0    -32.6262
1682        Carleton                        1-4-0    -32.7282
1683        Webber Int'l                    3-3-0    -32.738
1684        Southern Conn St                0-2-0    -32.7422
1685        McDaniel                        0-3-0    -32.7456
1686        Brown                           0-1-0    -32.7691
1687        Dickinson                       0-1-0    -32.8151
1688        Bluefield                       0-1-0    -32.8365
1689        Mississippi College             1-2-0    -32.8433
1690        Rochester                       3-1-0    -32.8731
1691        Southern Virginia               3-2-0    -32.933
1692        Wayland Baptist                 0-2-0    -33.0029
1693        Albion                          3-2-0    -33.0159
1694        Eureka                          3-2-0    -33.1036
1695        Union KY                        0-2-0    -33.1527
1696        South Dakota Tech               0-2-0    -33.3015
1697        WPI                             0-2-0    -33.3696
1698        Benedict                        0-2-0    -33.3998
1699        Sterling                        1-3-0    -33.4331
1700        Shenandoah                      0-2-0    -33.4365
1701        Olivet Nazarene                 1-3-0    -33.5058
1702        Allegheny                       3-0-0    -33.5465
1703        Lewis & Clark                   2-2-0    -33.5757
1704        St Lawrence                     0-3-0    -33.6185
1705        Alma                            0-1-0    -33.6284
1706        NW Oklahoma St                  1-2-0    -33.7262
1707        Mississippi College             1-3-0    -33.7918
1708        Mass Maritime                   2-3-0    -33.8738
1709        Loras                           2-1-0    -33.9232
1710        Carthage                        1-3-0    -33.9939
1711        Moravian                        0-2-0    -34.0175
1712        Yale                            0-2-0    -34.018
1713        DePauw                          1-4-0    -34.0749
1714        Capital                         1-1-0    -34.08
1715        Denison                         1-3-0    -34.266
1716        Kentucky St                     0-4-0    -34.6295
1717        Kansas Wesleyan                 3-3-0    -34.6794
1718        Austin                          1-3-0    -34.6795
1719        FDU-Florham                     0-2-0    -34.6805
1720        Occidental                      2-1-0    -34.7142
1721        La Verne                        2-2-0    -34.8559
1722        Kentucky St                     0-2-0    -34.8706
1723        Greensboro                      0-1-0    -34.874
1724        Campbell                        1-3-0    -34.9372
1725        Frostburg St                    1-1-0    -34.9446
1726        Kenyon                          2-2-0    -34.9952
1727        SUNY-Maritime                   0-1-0    -35.046
1728        Montclair St                    1-1-0    -35.0926
1729        Virginia U-Lynchburg            0-1-0    -35.1244
1730        Chicago                         0-1-0    -35.1292
1731        Western Conn St                 0-2-0    -35.3062
1732        RPI                             0-1-0    -35.3272
1733        Shenandoah                      0-3-0    -35.3632
1734        Fitchburg St                    2-1-0    -35.4062
1735        Virginia-Wise                   0-4-0    -35.423
1736        Union KY                        2-2-0    -35.4687
1737        Gustavus Adolphus               0-1-0    -35.473
1738        Ohio Northern                   0-1-0    -35.5964
1739        William Paterson                0-1-0    -35.6877
1740        Cornell IA                      2-2-0    -35.8162
1741        Wayland Baptist                 0-2-0    -35.8344
1742        Mt St Joseph                    2-1-0    -35.8521
1743        Graceland                       0-2-0    -35.8815
1744        Jamestown                       2-2-0    -36.0511
1745        Hartwick                        0-1-0    -36.1744
1746        Averett                         0-1-0    -36.2159
1747        Bridgewater St MA               0-1-0    -36.2583
1748        Lindsey Wilson                  0-2-0    -36.3168
1749        Morrisville St                  0-3-0    -36.406
1750        Austin                          1-3-0    -36.4081
1751        South Dakota Tech               1-3-0    -36.521
1752        King's PA                       0-2-0    -36.6226
1753        Castleton St                    0-1-0    -36.701
1754        Central Methodist               0-4-0    -36.7133
1755        Manchester                      3-1-0    -36.8163
1756        Friends                         1-3-0    -36.9216
1757        Maryville                       0-1-0    -37.0364
1758        Rose-Hulman                     2-2-0    -37.0364
1759        Jamestown                       0-1-0    -37.0613
1760        Benedict                        0-3-0    -37.0824
1761        UW-Stevens Point                0-1-0    -37.1128
1762        Bethany WV                      1-4-0    -37.141
1763        Central Washington              0-1-0    -37.1862
1764        St Vincent                      0-2-0    -37.2317
1765        Bethany KS                      2-2-0    -37.2391
1766        Greensboro                      3-1-0    -37.2764
1767        Ripon                           0-1-0    -37.2941
1768        Morrisville St                  0-2-0    -37.382
1769        Buena Vista                     0-2-0    -37.3944
1770        Franklin & Marshall             0-1-0    -37.3947
1771        Occidental                      0-1-0    -37.435
1772        Tiffin                          0-1-0    -37.4605
1773        Avila                           1-4-0    -37.5071
1774        Becker                          3-2-0    -37.6428
1775        Eureka                          1-3-0    -37.6607
1776        Muhlenberg                      0-1-0    -37.6661
1777        Culver-Stockton                 1-1-0    -37.6821
1778        Knox                            2-2-0    -37.7726
1779        North Park                      0-4-0    -37.777
1780        Simpson                         0-1-0    -37.8457
1781        Alma                            0-4-0    -37.9241
1782        Washington U.                   3-2-0    -37.9733
1783        Iowa Wesleyan                   1-4-0    -37.9754
1784        Luther                          0-3-0    -38.0411
1785        DePauw                          1-3-0    -38.0772
1786        Minnesota-Morris                3-1-0    -38.1115
1787        Westfield St                    1-4-0    -38.1257
1788        MIT                             1-2-0    -38.2176
1789        Thomas More                     2-2-0    -38.2339
1790        Iowa Wesleyan                   2-3-0    -38.308
1791        Taylor                          2-3-0    -38.4364
1792        Plymouth St                     1-3-0    -38.4479
1793        Western Conn St                 0-3-0    -38.4743
1794        Juniata                         0-2-0    -38.547
1795        Point U.                        0-1-0    -38.6643
1796        La Verne                        2-3-0    -38.6777
1797        Georgetown DC                   0-1-0    -38.7066
1798        Dakota St                       1-3-0    -38.7165
1799        Chicago                         2-2-0    -38.74
1800        Bethany WV                      2-3-0    -38.7625
1801        Dakota St                       1-4-0    -38.89
1802        Benedictine IL                  2-1-0    -38.8975
1803        Texas College                   0-3-0    -38.8989
1804        Knox                            0-1-0    -38.9794
1805        Lawrence                        0-1-0    -38.9794
1806        Dordt                           1-1-0    -38.9796
1807        Geneva                          0-2-0    -39.0164
1808        Carthage                        0-1-0    -39.06
1809        Puget Sound                     0-2-0    -39.0887
1810        Luther                          0-3-0    -39.1573
1811        Thiel                           1-3-0    -39.2952
1812        Rose-Hulman                     2-2-0    -39.4684
1813        Illinois Wesleyan               0-1-0    -39.4707
1814        Ripon                           2-2-0    -39.553
1815        New Jersey                      0-1-0    -39.6404
1816        Oberlin                         1-3-0    -39.6741
1817        Howard Payne                    0-3-0    -39.6808
1818        Averett                         0-3-0    -39.6966
1819        Wooster                         1-3-0    -39.7007
1820        SUNY-Maritime                   1-3-0    -39.7673
1821        Whittier                        0-5-0    -39.8236
1822        Catholic                        0-4-0    -39.8608
1823        Point U.                        0-1-0    -39.888
1824        MacMurray                       1-3-0    -39.9558
1825        Ave Maria                       0-1-0    -40.0239
1826        Misericordia                    0-3-0    -40.0598
1827        North Park                      0-3-0    -40.0758
1828        Morgan St                       0-2-0    -40.0826
1829        Davidson                        0-1-0    -40.083
1830        Benedictine IL                  0-2-0    -40.1125
1831        Point U.                        1-2-0    -40.1403
1832        Eastern Oregon                  0-1-0    -40.1869
1833        Otterbein                       0-1-0    -40.193
1834        Bethany KS                      1-3-0    -40.2552
1835        Fort Lewis                      0-2-0    -40.3359
1836        Martin Luther                   3-2-0    -40.5234
1837        North Park                      1-1-0    -40.6314
1838        Virginia St                     0-1-0    -40.6342
1839        Husson                          1-1-0    -40.6462
1840        Eastern New Mexico              1-0-0    -40.7249
1841        Loras                           0-2-0    -40.7295
1842        Carnegie Mellon                 0-1-0    -40.8749
1843        Lincoln PA                      0-3-0    -41.0683
1844        Worcester St                    0-1-0    -41.1322
1845        Dickinson St                    0-3-0    -41.1386
1846        Presentation                    2-3-0    -41.2329
1847        Stevenson                       0-1-0    -41.2722
1848        Lindenwood-Belleville           2-3-0    -41.3384
1849        Webber Int'l                    0-1-0    -41.395
1850        Manchester                      3-3-0    -41.5907
1851        Pomona-Pitzer                   0-1-0    -41.6922
1852        Puget Sound                     0-4-0    -41.7113
1853        Briar Cliff                     0-1-0    -41.7227
1854        Nichols                         0-2-0    -41.7446
1855        Faulkner                        0-1-0    -41.7971
1856        Claremont-Mudd-Scripps          0-5-0    -41.8081
1857        Adrian                          4-2-0    -41.852
1858        Northwestern MN                 0-1-0    -41.8521
1859        Hanover                         2-3-0    -41.8866
1860        Campbellsville                  0-1-0    -41.9013
1861        Montana-Western                 0-1-0    -42.0598
1862        Briar Cliff                     0-5-0    -42.0907
1863        FDU-Florham                     0-2-0    -42.1629
1864        Waldorf                         0-1-0    -42.2092
1865        Iowa Wesleyan                   0-1-0    -42.2092
1866        North Park                      0-1-0    -42.2358
1867        Moravian                        0-3-0    -42.2437
1868        Capital                         1-4-0    -42.3219
1869        Dickinson St                    0-3-0    -42.3657
1870        Apprentice                      0-2-0    -42.475
1871        Lindenwood-Belleville           0-3-0    -42.5661
1872        Georgia St                      0-2-0    -42.6278
1873        North Greenville                0-1-0    -42.6716
1874        Southern Virginia               1-2-0    -42.6736
1875        Montana St-Northern             0-1-0    -42.8193
1876        Dickinson                       0-2-0    -42.8381
1877        Jamestown                       0-1-0    -42.9097
1878        Mt St Joseph                    2-2-0    -42.9668
1879        Pace                            0-2-0    -43.092
1880        Dakota St                       0-1-0    -43.1978
1881        LaGrange                        0-2-0    -43.2168
1882        Lawrence                        0-1-0    -43.2225
1883        Hamline                         0-4-0    -43.2256
1884        Grinnell                        1-4-0    -43.2352
1885        Anna Maria                      2-3-0    -43.2521
1886        Lawrence                        1-3-0    -43.3781
1887        Fitchburg St                    0-2-0    -43.3912
1888        Sewanee                         0-3-0    -43.4188
1889        Dordt                           0-2-0    -43.4471
1890        Avila                           0-1-0    -43.6603
1891        Dordt                           0-3-0    -43.696
1892        NW Oklahoma St                  0-1-0    -43.7351
1893        TAMU-Commerce                   0-1-0    -43.7351
1894        McDaniel                        0-4-0    -43.8508
1895        Eureka                          0-1-0    -43.8663
1896        Grinnell                        1-3-0    -43.8903
1897        Case Western Reserve            0-1-0    -43.8996
1898        Averett                         1-3-0    -43.9219
1899        Rochester                       0-1-0    -43.922
1900        Texas College                   0-3-0    -43.9893
1901        Wartburg                        0-1-0    -44.0966
1902        Bethany KS                      0-2-0    -44.1867
1903        Nichols                         0-1-0    -44.2022
1904        Coast Guard                     0-1-0    -44.2022
1905        Knox                            0-5-0    -44.228
1906        Husson                          1-3-0    -44.309
1907        Southern Virginia               0-2-0    -44.5034
1908        Worcester St                    2-2-0    -44.6366
1909        Loras                           0-3-0    -44.741
1910        Bluefield                       0-5-0    -44.8072
1911        Thiel                           0-1-0    -44.8337
1912        Methodist                       0-1-0    -44.8337
1913        Olivet                          0-1-0    -44.8365
1914        Westminster PA                  0-4-0    -44.839
1915        Austin                          0-2-0    -44.8867
1916        Bridgewater VA                  0-1-0    -45.0715
1917        Crown                           1-3-0    -45.2078
1918        Apprentice                      0-2-0    -45.2282
1919        Misericordia                    0-4-0    -45.2729
1920        Dordt                           0-4-0    -45.3744
1921        Lincoln PA                      0-1-0    -45.5037
1922        Culver-Stockton                 0-4-0    -45.6307
1923        MacMurray                       0-1-0    -45.7227
1924        Midland U.                      1-1-0    -45.9177
1925        Carnegie Mellon                 1-3-0    -46.0521
1926        Lawrence                        1-3-0    -46.0597
1927        Kentucky Wesleyan               0-1-0    -46.1133
1928        MacMurray                       1-3-0    -46.1345
1929        Marietta                        0-4-0    -46.2539
1930        Rose-Hulman                     0-1-0    -46.3689
1931        Wayland Baptist                 0-3-0    -46.3706
1932        West Liberty                    0-1-0    -46.5303
1933        Bluefield                       0-1-0    -46.6274
1934        Bethany KS                      0-1-0    -46.7974
1935        St Vincent                      0-2-0    -46.9648
1936        Averett                         0-2-0    -47.036
1937        Oberlin                         0-1-0    -47.0772
1938        Bluefield                       0-4-0    -47.1185
1939        Wooster                         1-3-0    -47.2001
1940        Brevard                         0-1-0    -47.3309
1941        Ursinus                         0-1-0    -47.4612
1942        Rockford                        2-2-0    -47.4677
1943        King's PA                       0-4-0    -47.486
1944        Defiance                        1-2-0    -47.4877
1945        McDaniel                        0-2-0    -47.5474
1946        Fayetteville St                 0-1-0    -47.7285
1947        Alma                            1-3-0    -47.9867
1948        Puget Sound                     0-2-0    -48.088
1949        Westminster MO                  3-2-0    -48.1136
1950        UMass-Dartmouth                 0-4-0    -48.1829
