Rank     Team                            W-L-T    Rating
688        Linfield                        4-0-0    6.0506
689        Gannon                          2-2-0    6.0299
690        UW-Oshkosh                      6-1-0    6.0092
691        West Georgia                    0-1-0    5.9833
692        Shorter                         0-1-0    5.9833
693        Dixie St                        2-3-0    5.9814
694        Alabama A&M                     3-1-0    5.9605
695        Kutztown                        3-3-0    5.8024
696        Tennessee-Martin                0-1-0    5.7953
697        Prairie View A&M                2-1-0    5.7712
698        St Francis IN                   5-1-0    5.7476
699        Harding                         0-1-0    5.7293
700        East Central OK                 0-1-0    5.7293
701        Northeastern St OK              0-1-0    5.7293
702        Pennsylvania                    0-1-0    5.6849
703        Augsburg                        3-2-0    5.6651
704        Huntingdon AL                   4-0-0    5.6599
705        Slippery Rock                   2-3-0    5.6398
706        SW Minnesota St                 1-4-0    5.4959
707        Minnesota-Crookston             2-3-0    5.475
708        Cornell NY                      3-2-0    5.4485
709        Mount Union                     6-0-0    5.4338
710        South Carolina St               0-2-0    5.4306
711        Tulane                          0-5-0    5.3858
712        Virginia St                     2-2-0    5.355
713        East Carolina                   0-1-0    5.3491
714        Adams St                        5-0-0    5.305
715        William Penn                    4-2-0    5.2758
716        Concordia-St Paul               1-5-0    5.2007
717        Upper Iowa                      1-3-0    5.1686
718        Miles                           4-2-0    5.0489
719        East Stroudsburg                2-3-0    4.9352
720        Wesley                          5-1-0    4.9121
721        Wheaton                         5-0-0    4.6593
722        New Hampshire                   0-2-0    4.6453
723        Mercyhurst                      4-2-0    4.4728
724        SE Oklahoma St                  1-2-0    4.462
725        Southern Arkansas               5-1-0    4.4387
726        Glenville St                    2-3-0    4.3903
727        Hampden-Sydney                  3-2-0    4.3689
728        Wabash                          5-0-0    4.2897
729        Army                            0-3-0    4.287
730        Cumberlands KY                  4-2-0    4.228
731        Nicholls St                     0-5-0    4.1134
732        UNC-Pembroke                    3-2-0    4.054
733        Minot St                        2-3-0    4.0099
734        Rutgers                         0-1-0    4.0087
735        Elmhurst                        6-0-0    3.9444
736        Memphis                         0-1-0    3.9203
737        SE Oklahoma St                  0-1-0    3.7436
738        Lamar                           0-1-0    3.7004
739        Nicholls St                     0-1-0    3.7004
740        Birmingham-Southern             4-1-0    3.6875
741        Pacific Lutheran                2-2-0    3.68
742        Southern Illinois               0-1-0    3.6786
743        Middle Tennessee St             0-2-0    3.6734
744        Buffalo St                      3-1-0    3.6378
745        Missouri Valley                 5-0-0    3.6259
746        Edinboro                        1-4-0    3.6112
747        Northern Colorado               2-3-0    3.5868
748        American Int'l                  5-1-0    3.5429
749        Akron                           1-4-0    3.5427
750        Fordham                         2-4-0    3.5027
751        South Carolina St               2-3-0    3.4853
752        Notre Dame OH                   1-3-0    3.4498
753        Austin Peay                     0-5-0    3.4314
754        Tiffin                          0-1-0    3.4237
755        Marist                          3-2-0    3.4191
756        Rocky Mountain                  5-0-0    3.4121
757        Missouri S&T                    6-0-0    3.4026
758        Baker                           3-1-0    3.402
759        Gardner-Webb                    0-1-0    3.3878
760        Rowan                           4-0-0    3.386
761        Massachusetts                   0-3-0    3.3267
762        Tarleton St                     3-3-0    3.276
763        Cortland St                     6-0-0    3.1612
764        St Francis PA                   2-4-0    3.1271
765        Colorado Mines                  3-2-0    3.1231
766        Northwood                       2-3-0    3.0449
767        Stillman                        3-0-0    2.9955
768        Bemidji St                      0-2-0    2.9868
769        Army                            0-2-0    2.9595
770        Lycoming                        5-0-0    2.9466
771        Elizabeth City St               5-3-0    2.7286
772        Tennessee Tech                  0-5-0    2.6731
773        Sacred Heart                    1-2-0    2.6376
774        Notre Dame OH                   2-3-0    2.6284
775        TAMU-Commerce                   0-2-0    2.6223
776        Brown                           4-1-0    2.5904
777        Concordia AL                    1-0-0    2.567
778        Presbyterian                    1-2-0    2.5669
779        New Mexico Highlands            4-2-0    2.5352
780        Mississippi Valley St           3-1-0    2.48
781        Hampton                         0-1-0    2.4221
782        Savannah St                     0-4-0    2.4088
783        Austin Peay                     2-2-0    2.3776
784        St John Fisher                  5-1-0    2.3726
785        Azusa Pacific                   0-1-0    2.3555
786        Stonehill                       3-3-0    2.3365
787        Langston                        4-0-0    2.3071
788        UW-Whitewater                   4-1-0    2.2332
789        Bridgewater VA                  4-0-0    2.1996
790        C.W. Post                       1-2-0    2.1954
791        West Liberty                    3-1-0    2.1903
792        Endicott                        6-0-0    2.1886
793        Missouri S&T                    4-1-0    2.1714
794        North Greenville                4-0-0    2.1389
795        Upper Iowa                      1-4-0    2.0511
796        Southern Oregon                 4-3-0    1.961
797        Gardner-Webb                    3-2-0    1.9173
798        TAMU-Kingsville                 4-2-0    1.8874
799        South Florida                   0-1-0    1.8676
800        Millikin                        3-2-0    1.8549
801        Robert Morris PA                3-2-0    1.824
802        Holy Cross                      1-5-0    1.8132
803        Walsh                           0-2-0    1.7573
804        South Dakota                    0-4-0    1.6927
805        Doane                           5-0-0    1.5767
806        Delaware Valley                 4-1-0    1.568
807        Samford                         0-1-0    1.484
808        Maine                           1-3-0    1.4683
809        Norfolk St                      1-2-0    1.4605
810        Miles                           4-0-0    1.4472
811        Georgetown DC                   2-3-0    1.4244
812        Weber St                        0-5-0    1.4104
813        Western Illinois                0-4-0    1.3121
814        Grand View                      3-2-0    1.2992
815        Simon Fraser                    2-4-0    1.2698
816        Alabama A&M                     3-2-0    1.2493
817        Central Missouri                2-3-0    1.2064
818        South Florida                   0-1-0    1.1209
819        Georgetown DC                   3-2-0    1.0818
820        TAMU-Kingsville                 2-4-0    1.0676
821        Washburn                        3-2-0    0.9971
822        Lock Haven                      0-1-0    0.9852
823        UW-Whitewater                   3-1-0    0.9609
824        Howard                          0-1-0    0.9144
825        UW-Stevens Point                1-2-0    0.8889
826        Yale                            1-2-0    0.8863
827        Springfield                     5-1-0    0.8334
828        SW Oklahoma St                  3-2-0    0.8299
829        C.W. Post                       2-3-0    0.7918
830        Pacific Lutheran                5-1-0    0.7717
831        Urbana                          5-1-0    0.7626
832        St Xavier                       5-1-0    0.5979
833        Abilene Christian               4-1-0    0.5703
834        Drake                           3-2-0    0.5097
835        Eastern Kentucky                0-1-0    0.4991
836        Southern U.                     2-3-0    0.446
837        James Madison                   2-2-0    0.4147
838        Northwood                       0-1-0    0.3108
839        Morehead St                     4-2-0    0.227
840        Lafayette                       2-3-0    0.1674
841        Louisiana College               5-1-0    0.1447
842        Colorado Mines                  3-3-0    0.1444
843        Northwestern IA                 3-2-0    0.1374
844        Faulkner                        2-2-0    0.0007
845        UW-Eau Claire                   3-3-0    -0.0573
846        Chowan                          3-2-0    -0.0998
847        Central Conn St                 2-3-0    -0.1122
848        Nicholls St                     1-2-0    -0.1635
849        Missouri Southern               3-2-0    -0.1819
850        Southern Conn St                2-1-0    -0.2238
851        WV Wesleyan                     2-4-0    -0.2344
852        Grambling St                    0-1-0    -0.3392
853        Hardin-Simmons                  4-1-0    -0.4288
854        Carroll MT                      5-0-0    -0.4536
855        Cal Lutheran                    4-0-0    -0.5605
856        Colorado Mesa                   2-1-0    -0.6192
857        Mary                            2-4-0    -0.6782
858        Sacred Heart                    0-1-0    -0.6883
859        Virginia Union                  4-1-0    -0.7011
860        Franklin & Marshall             5-1-0    -0.7613
861        Monmouth NJ                     2-2-0    -0.7986
862        West Georgia                    3-2-0    -0.8143
863        St John Fisher                  3-1-0    -0.8763
864        Carson-Newman                   4-2-0    -0.893
865        Shorter                         3-1-0    -0.9503
866        Illinois St                     0-1-0    -1.1844
867        Northeastern St OK              2-2-0    -1.2075
868        Fort Hays St                    4-2-0    -1.3044
869        Bethel TN                       0-1-0    -1.3154
870        Quincy                          2-1-0    -1.3296
871        Lake Erie                       2-4-0    -1.442
872        West Alabama                    0-1-0    -1.6141
873        The Citadel                     0-1-0    -1.6141
874        Elon                            0-1-0    -1.6509
875        Kentucky Christian              4-0-0    -1.6567
876        Millsaps                        4-1-0    -1.6591
877        Adams St                        3-2-0    -1.7076
878        Walsh                           0-1-0    -1.8192
879        Notre Dame OH                   0-1-0    -1.8192
880        Delaware St                     2-3-0    -1.8483
881        Bucknell                        2-3-0    -1.8825
882        Johns Hopkins                   4-2-0    -1.8888
883        Nebraska-Kearney                1-3-0    -1.8945
884        Georgetown KY                   5-0-0    -1.9101
885        St Olaf                         2-2-0    -1.9387
886        Millersville                    2-2-0    -1.9654
887        Presbyterian                    0-3-0    -1.9741
888        Army                            0-1-0    -2.0257
889        Houston                         0-1-0    -2.0564
890        Minot St                        1-2-0    -2.0977
891        Alcorn St                       2-1-0    -2.1215
892        Black Hills St                  2-3-0    -2.2098
893        Southern Nazarene               0-1-0    -2.2564
894        Greenville                      4-0-0    -2.298
895        Idaho                           0-1-0    -2.3009
896        Idaho                           0-3-0    -2.3619
897        Walsh                           2-1-0    -2.3869
898        Wheaton                         3-2-0    -2.3876
899        Bowie St                        2-2-0    -2.54
900        Concord                         0-1-0    -2.587
901        Northwestern IA                 6-0-0    -2.649
902        Incarnate Word                  0-1-0    -2.6503
903        SW Baptist                      1-4-0    -2.6564
904        Princeton                       2-3-0    -2.6954
905        St Augustine's                  2-2-0    -2.7424
906        St John's MN                    3-2-0    -2.7784
907        McKendree                       2-2-0    -2.8906
908        Northern Michigan               1-2-0    -2.9111
909        Lafayette                       3-3-0    -2.9677
910        Montana Tech                    4-1-0    -2.9862
911        Minn St-Moorhead                0-3-0    -3.1028
912        Grand View                      5-0-0    -3.1355
913        San Diego                       3-3-0    -3.1371
914        Jacksonville FL                 0-1-0    -3.1505
915        Mississippi Valley St           1-1-0    -3.1713
916        Bethel MN                       4-2-0    -3.2185
917        Texas College                   2-1-0    -3.2559
918        Central Oklahoma                1-3-0    -3.264
919        Butler                          3-2-0    -3.3209
920        Brown                           3-1-0    -3.3372
921        Lake Erie                       1-4-0    -3.3507
922        Gettysburg                      5-0-0    -3.3542
923        Assumption                      2-2-0    -3.4093
924        South Dakota St                 0-2-0    -3.5689
925        Austin Peay                     0-1-0    -3.5979
926        William Penn                    5-0-0    -3.736
927        SW Baptist                      0-1-0    -3.7913
928        UW-Stout                        2-3-0    -3.8361
929        Central IA                      4-1-0    -3.8624
930        Grambling St                    1-4-0    -3.8752
931        Youngstown St                   0-1-0    -4.0036
932        Concordia-St Paul               1-4-0    -4.0171
933        St Norbert                      4-0-0    -4.1488
934        Harvard                         2-2-0    -4.1519
935        New Mexico                      0-2-0    -4.2103
936        Elmhurst                        4-2-0    -4.2203
937        Wittenberg                      3-1-0    -4.2548
938        Robert Morris PA                1-3-0    -4.398
939        Hobart                          4-0-0    -4.4009
940        Virginia St                     2-2-0    -4.4443
941        Willamette                      4-2-0    -4.504
942        Virginia Union                  0-1-0    -4.5617
943        Yale                            1-3-0    -4.6081
944        Heidelberg                      4-1-0    -4.67
945        Arkansas Tech                   4-3-0    -4.7693
946        Shorter                         3-1-0    -4.7731
947        Bridgewater St MA               5-1-0    -4.8251
948        Massachusetts                   0-2-0    -4.8644
949        Bethel TN                       5-1-0    -4.8752
950        Truman St                       2-3-0    -4.8966
951        North Alabama                   3-2-0    -4.9288
952        NW Oklahoma St                  2-1-0    -4.9789
953        Coe                             5-1-0    -5.0229
954        Augsburg                        4-1-0    -5.0352
955        Clarion                         1-4-0    -5.0512
956        Georgia St                      0-5-0    -5.0801
957        Hardin-Simmons                  2-3-0    -5.0916
958        Sul Ross St                     2-3-0    -5.106
959        Grand View                      0-1-0    -5.1105
960        Delaware Valley                 4-2-0    -5.1708
961        Bethel TN                       4-1-0    -5.1927
962        Lycoming                        3-1-0    -5.1985
963        Utica                           3-2-0    -5.2481
964        Menlo                           1-1-0    -5.2741
965        Muhlenberg                      4-2-0    -5.321
966        Chadron St                      0-1-0    -5.3314
967        Concordia IL                    5-1-0    -5.3587
968        Marist                          0-1-0    -5.3637
969        Bryant                          2-3-0    -5.4589
970        Western Illinois                0-3-0    -5.478
971        Concord                         3-1-0    -5.5241
972        Evangel                         5-1-0    -5.5396
973        Norfolk St                      3-2-0    -5.5605
974        Humboldt St                     0-1-0    -5.5744
975        Buffalo St                      2-2-0    -5.5798
976        Millikin                        2-3-0    -5.58
977        St Anselm                       1-3-0    -5.6274
978        New Mexico St                   0-4-0    -5.6788
979        Robert Morris IL                5-1-0    -5.7629
980        Emory & Henry                   4-1-0    -5.7791
981        Angelo St                       0-2-0    -5.7812
982        Albright                        4-2-0    -5.7867
983        TAMU-Commerce                   1-4-0    -5.8269
984        Robert Morris PA                0-2-0    -5.8286
985        Delta St                        2-3-0    -5.836
986        Rhode Island                    0-1-0    -5.8812
987        Notre Dame OH                   0-1-0    -5.8896
988        Western New England             4-0-0    -5.9671
989        Clarion                         0-1-0    -6.093
990        Charleston Southern             1-3-0    -6.0955
991        Florida A&M                     0-1-0    -6.1192
992        Widener                         4-1-0    -6.2217
993        Shaw                            2-2-0    -6.4001
994        Walsh                           1-4-0    -6.4344
995        Bryant                          2-3-0    -6.4832
996        Otterbein                       4-0-0    -6.5526
997        Wartburg                        4-0-0    -6.649
998        Minn St-Moorhead                1-3-0    -6.6908
999        Belhaven                        3-3-0    -6.7308
1000        Duquesne                        2-4-0    -6.7909
1001        Nebraska Wesleyan               3-2-0    -6.8115
1002        Montclair St                    2-1-0    -6.8449
1003        Hampton                         1-5-0    -6.8707
1004        Dixie St                        1-4-0    -6.8811
1005        Kentucky St                     1-0-0    -6.8957
1006        Coe                             5-0-0    -6.9193
1007        Azusa Pacific                   2-3-0    -6.9682
1008        Central St OH                   3-2-0    -7.0397
1009        Presbyterian                    1-2-0    -7.0898
1010        Lebanon Valley                  4-1-0    -7.1089
1011        Northwestern MN                 3-1-0    -7.1485
1012        North Carolina Central          2-4-0    -7.2439
1013        Pennsylvania                    3-2-0    -7.2661
1014        St John Fisher                  0-1-0    -7.2885
1015        Lindenwood MO                   0-1-0    -7.2925
1016        Franklin                        4-0-0    -7.2952
1017        Indianapolis                    0-1-0    -7.2967
1018        Adrian                          5-0-0    -7.3145
1019        Cal Lutheran                    4-2-0    -7.4315
1020        Salve Regina                    5-0-0    -7.5305
1021        Cumberland TN                   5-1-0    -7.5537
1022        Buffalo St                      0-1-0    -7.6019
1023        UNC-Pembroke                    3-2-0    -7.6606
1024        Stonehill                       0-1-0    -7.6671
1025        Wayland Baptist                 2-0-0    -7.6765
1026        Friends                         5-0-0    -7.7238
1027        Fayetteville St                 2-2-0    -7.7364
1028        Morehouse                       2-4-0    -7.7389
1029        Albright                        4-1-0    -7.7464
1030        Albany St GA                    3-2-0    -7.86
1031        Nebraska-Kearney                2-4-0    -7.8735
1032        Minot St                        0-1-0    -7.9206
1033        SE Louisiana St                 0-3-0    -7.9335
1034        Concordia-Moorhead              0-1-0    -7.9999
1035        Salisbury                       0-1-0    -8.0143
1036        Alcorn St                       0-1-0    -8.0234
1037        Carroll WI                      5-1-0    -8.053
1038        Cortland St                     3-1-0    -8.0728
1039        Colorado Mesa                   2-3-0    -8.1076
1040        Heidelberg                      5-1-0    -8.1193
1041        Tabor                           3-1-0    -8.1305
1042        Glenville St                    0-2-0    -8.143
1043        Mass Maritime                   3-1-0    -8.1708
1044        Assumption                      1-4-0    -8.1746
1045        Mars Hill                       4-0-0    -8.2572
1046        Hastings                        2-2-0    -8.3049
1047        Minn St-Moorhead                0-2-0    -8.3461
1048        Montana St-Northern             3-1-0    -8.4382
1049        Catawba                         3-1-0    -8.4935
1050        William & Mary                  1-4-0    -8.5767
1051        Lamar                           0-3-0    -8.5812
1052        Cheyney                         0-2-0    -8.6015
1053        Johnson C. Smith                0-1-0    -8.6162
1054        Bowie St                        0-1-0    -8.6162
1055        Fayetteville St                 0-1-0    -8.6162
1056        St Ambrose                      4-2-0    -8.6286
1057        Albion                          3-2-0    -8.6861
1058        Texas Lutheran                  3-2-0    -8.6949
1059        SW Oklahoma St                  0-4-0    -8.7445
1060        Angelo St                       1-3-0    -8.7845
1061        UW-La Crosse                    0-3-0    -8.9013
1062        Gardner-Webb                    0-4-0    -9.0189
1063        Thomas More                     5-0-0    -9.083
1064        Alcorn St                       2-2-0    -9.1173
1065        Dayton                          2-2-0    -9.1567
1066        Framingham St                   6-0-0    -9.1846
1067        Truman St                       2-3-0    -9.249
1068        Montana Tech                    4-2-0    -9.304
1069        Concordia NE                    3-2-0    -9.3387
1070        Merrimack                       1-3-0    -9.3656
1071        Stillman                        0-2-0    -9.3827
1072        UW-River Falls                  1-2-0    -9.4277
1073        UW-La Crosse                    1-1-0    -9.4574
1074        Langston                        2-2-0    -9.4581
1075        Fort Hays St                    1-3-0    -9.5352
1076        Centre                          3-2-0    -9.5428
1077        Malone                          1-3-0    -9.5458
1078        Columbia                        0-2-0    -9.5575
1079        Doane                           0-1-0    -9.5713
1080        Susquehanna                     4-1-0    -9.5925
1081        Huntingdon AL                   2-3-0    -9.616
1082        Muskingum                       0-1-0    -9.6686
1083        Ohio Northern                   0-1-0    -9.6686
1084        Ottawa                          5-1-0    -9.7009
1085        Southern U.                     2-3-0    -9.776
1086        Central Oklahoma                1-4-0    -9.7861
1087        Kean                            2-2-0    -9.7862
1088        Kean                            3-0-0    -9.8385
1089        Arkansas Tech                   1-3-0    -9.8669
1090        St Olaf                         5-1-0    -9.9074
1091        Gannon                          1-4-0    -9.9579
1092        SW Baptist                      2-3-0    -9.9584
1093        Southern Conn St                1-2-0    -9.968
1094        Utah St                         0-1-0    -10.0
1095        UW-Whitewater                   0-1-0    -10.0
1096        Tuskegee                        0-1-0    -10.0
1097        Brigham Young                   0-1-0    -10.0
1098        William & Mary                  0-1-0    -10.0
1099        Abilene Christian               0-1-0    -10.0629
1100        Clark Atlanta                   0-2-0    -10.0733
1101        Morgan St                       1-4-0    -10.0769
1102        East Central OK                 1-3-0    -10.1276
1103        Randolph-Macon                  4-1-0    -10.1422
1104        Dubuque                         3-2-0    -10.1877
1105        Idaho St                        1-4-0    -10.2128
1106        Northern St SD                  0-1-0    -10.2822
1107        Ithaca                          2-2-0    -10.3367
1108        Central Oklahoma                0-1-0    -10.3548
1109        Washburn                        0-1-0    -10.3548
1110        Arkansas-Monticello             0-2-0    -10.3559
1111        Fort Valley St                  0-1-0    -10.5148
1112        Indiana St                      0-1-0    -10.578
1113        Clarion                         2-2-0    -10.6195
1114        Western Carolina                0-5-0    -10.6367
1115        Texas Southern                  2-2-0    -10.6981
1116        Gustavus Adolphus               2-3-0    -10.6993
1117        Rowan                           3-1-0    -10.7141
1118        Belhaven                        3-2-0    -10.8708
1119        Wingate                         3-3-0    -10.9011
1120        Delta St                        1-3-0    -10.9352
1121        VMI                             0-2-0    -10.982
1122        Wagner                          0-1-0    -11.0
1123        Carnegie Mellon                 5-1-0    -11.0551
1124        Lock Haven                      1-2-0    -11.0597
1125        Cornell NY                      1-4-0    -11.1039
1126        Gallaudet                       4-0-0    -11.1196
1127        Prairie View A&M                0-2-0    -11.1553
1128        Faulkner                        4-2-0    -11.1963
1129        Shaw                            2-4-0    -11.2239
1130        Illinois Wesleyan               2-2-0    -11.3095
1131        Dickinson                       2-2-0    -11.3978
1132        Howard                          1-3-0    -11.4446
1133        Prairie View A&M                1-5-0    -11.4511
1134        Quincy                          0-1-0    -11.4971
1135        Bethel TN                       0-1-0    -11.5037
1136        Methodist                       4-1-0    -11.6408
1137        Menlo                           0-2-0    -11.6423
1138        Maine                           0-1-0    -11.6966
1139        Mars Hill                       2-4-0    -11.7452
1140        Holy Cross                      1-3-0    -11.7803
1141        Randolph-Macon                  3-2-0    -11.8752
1142        Rowan                           0-2-0    -11.8802
1143        Sewanee                         1-2-0    -11.9514
1144        St John's MN                    2-3-0    -11.982
1145        Fort Valley St                  2-2-0    -11.991
1146        Redlands                        3-2-0    -11.9958
1147        Apprentice                      0-1-0    -12.0195
1148        Martin Luther                   1-1-0    -12.1175
1149        Wartburg                        2-2-0    -12.1337
1150        Simpson                         3-1-0    -12.3301
1151        Whitworth                       3-1-0    -12.4102
1152        Incarnate Word                  0-2-0    -12.4146
1153        Ithaca                          0-1-0    -12.4663
1154        Rhodes                          3-1-0    -12.4825
1155        Baker                           5-2-0    -12.5555
1156        Olivet Nazarene                 0-2-0    -12.5654
1157        Briar Cliff                     0-1-0    -12.5713
1158        Chowan                          3-2-0    -12.6548
1159        MidAmerica Nazarene             5-2-0    -12.7339
1160        St Joseph's IN                  2-1-0    -12.7747
1161        Whittier                        4-0-0    -12.8273
1162        Morehouse                       1-3-0    -12.9036
1163        Simpson                         3-2-0    -12.94
1164        Southern Nazarene               1-7-0    -12.9643
1165        McMurry                         2-1-0    -12.9653
1166        King's PA                       0-1-0    -13.0
1167        Benedictine IL                  0-1-0    -13.0
1168        Campbell                        0-1-0    -13.1051
1169        Dayton                          0-2-0    -13.1889
1170        Tiffin                          0-4-0    -13.2082
1171        Arkansas-Monticello             0-4-0    -13.2085
1172        Rhodes                          0-1-0    -13.2388
1173        Framingham St                   4-1-0    -13.2759
1174        Bucknell                        1-1-0    -13.3035
1175        Rhode Island                    0-3-0    -13.3263
1176        Dakota Wesleyan                 5-1-0    -13.4082
1177        Mississippi Valley St           1-3-0    -13.4103
1178        Louisiana College               0-1-0    -13.4322
1179        Central Conn St                 0-5-0    -13.4606
1180        Union NY                        3-2-0    -13.4856
1181        Pacific OR                      3-2-0    -13.5087
1182        Davidson                        0-1-0    -13.5148
1183        Eastern Kentucky                0-1-0    -13.5161
1184        Benedictine KS                  4-2-0    -13.5363
1185        Ursinus                         3-1-0    -13.5832
1186        Christopher Newport             2-2-0    -13.5935
1187        Chapman                         4-0-0    -13.6186
1188        Marian IN                       0-1-0    -13.6712
1189        Minot St                        0-2-0    -13.7157
1190        Illinois College                5-1-0    -13.716
1191        New Jersey                      3-2-0    -13.7312
1192        Malone                          0-3-0    -13.7321
1193        Millsaps                        3-2-0    -13.8372
1194        Jamestown                       2-2-0    -13.8455
1195        Bucknell                        0-4-0    -13.9164
1196        Southern Conn St                0-3-0    -13.9978
1197        Otterbein                       4-0-0    -13.9997
1198        Fairmont St                     0-1-0    -14.0
1199        St Joseph's IN                  4-2-0    -14.089
1200        Johnson C. Smith                2-3-0    -14.0896
1201        Montana-Western                 3-2-0    -14.1687
1202        Taylor                          2-2-0    -14.2915
1203        Adams St                        0-1-0    -14.2967
1204        UW-Stevens Point                1-4-0    -14.3575
1205        Concordia AL                    3-4-0    -14.3576
1206        Kentucky Christian              3-2-0    -14.375
1207        Lane                            3-2-0    -14.4285
1208        Virginia Union                  1-3-0    -14.4952
1209        Wittenberg                      7-1-0    -14.4965
1210        Davidson                        0-5-0    -14.5738
1211        Bowie St                        3-2-0    -14.5774
1212        UW-Eau Claire                   1-3-0    -14.5809
1213        Black Hills St                  2-3-0    -14.585
1214        Carthage                        2-2-0    -14.6101
1215        Washington and Lee              3-3-0    -14.621
1216        Thomas More                     0-1-0    -14.701
1217        King's PA                       2-1-0    -14.702
1218        Carroll MT                      2-4-0    -14.893
1219        Eastern New Mexico              1-2-0    -14.9066
1220        Western St CO                   0-1-0    -14.9176
1221        Lock Haven                      0-2-0    -14.9951
1222        Western Michigan                0-1-0    -15.0426
1223        McKendree                       1-4-0    -15.0465
1224        Frostburg St                    2-1-0    -15.0563
1225        West Liberty                    0-1-0    -15.0822
1226        Ohio Wesleyan                   4-0-0    -15.1093
1227        Livingstone                     0-2-0    -15.113
1228        Assumption                      0-1-0    -15.1633
1229        St Francis PA                   0-1-0    -15.171
1230        Nebraska Wesleyan               3-1-0    -15.2024
1231        New Jersey                      1-3-0    -15.2484
1232        Lebanon Valley                  2-3-0    -15.2642
1233        Idaho St                        0-5-0    -15.3668
1234        Dubuque                         2-3-0    -15.3859
1235        Kean                            0-1-0    -15.4127
1236        Brevard                         2-3-0    -15.5503
1237        St Joseph's IN                  0-1-0    -15.5694
1238        American Int'l                  0-1-0    -15.587
1239        Benedict                        1-4-0    -15.651
1240        Lincoln PA                      0-2-0    -15.6936
1241        Baldwin-Wallace                 4-1-0    -15.697
1242        WV Wesleyan                     1-3-0    -15.7423
1243        Bacone                          0-2-0    -15.7458
1244        Salisbury                       0-1-0    -15.7725
1245        SE Oklahoma St                  3-3-0    -15.8088
1246        Delaware                        0-1-0    -15.8445
1247        Concordia WI                    4-1-0    -15.8659
1248        Ursinus                         3-2-0    -15.9221
1249        Buena Vista                     3-2-0    -15.9875
1250        Stillman                        3-3-0    -16.0024
1251        Texas Southern                  0-3-0    -16.1402
1252        Northern Michigan               0-2-0    -16.1983
1253        Lake Forest                     5-0-0    -16.2205
1254        Incarnate Word                  0-2-0    -16.2278
1255        Alcorn St                       0-3-0    -16.2398
1256        Kentucky St                     1-2-0    -16.2686
1257        Lincoln MO                      1-4-0    -16.2814
1258        Holy Cross                      0-1-0    -16.3281
1259        Dakota Wesleyan                 1-1-0    -16.3955
1260        Ripon                           3-1-0    -16.3984
1261        Arkansas-Monticello             0-1-0    -16.4081
1262        Ouachita Baptist                0-1-0    -16.4081
1263        Franklin & Marshall             2-2-0    -16.4512
1264        Marist                          1-4-0    -16.4977
1265        Gettysburg                      2-3-0    -16.5348
1266        Valley City St                  5-0-0    -16.5466
1267        Whitworth                       4-2-0    -16.5606
1268        Norwich                         4-2-0    -16.579
1269        WV Wesleyan                     0-1-0    -16.587
1270        Ohio Northern                   3-1-0    -16.6115
1271        Tusculum                        2-3-0    -16.6154
1272        St Mary KS                      3-2-0    -16.6255
1273        Coast Guard                     3-1-0    -16.6357
1274        Savannah St                     1-1-0    -16.6474
1275        Norfolk St                      0-3-0    -16.6669
1276        West Georgia                    0-4-0    -16.6859
1277        Macalester                      4-1-0    -16.7549
1278        Susquehanna                     2-1-0    -16.8065
1279        Gallaudet                       3-2-0    -16.8433
1280        Concordia IL                    5-0-0    -16.8851
1281        Shenandoah                      1-3-0    -16.891
1282        Western St CO                   1-4-0    -16.9022
1283        Winston-Salem St                0-1-0    -16.953
1284        Minnesota-Crookston             0-3-0    -16.9915
1285        East Texas Baptist              1-4-0    -17.0388
1286        Christopher Newport             4-2-0    -17.2023
1287        Central Methodist               0-1-0    -17.3154
1288        Menlo                           2-3-0    -17.3385
1289        Lane                            2-3-0    -17.343
1290        Gustavus Adolphus               1-3-0    -17.3764
1291        Sul Ross St                     3-2-0    -17.4323
1292        St Scholastica                  3-2-0    -17.4502
1293        East Central OK                 0-1-0    -17.4876
1294        West Virginia St                1-3-0    -17.5092
1295        Tabor                           5-1-0    -17.6177
1296        John Carroll                    2-1-0    -17.7187
1297        Seton Hill                      0-4-0    -17.747
1298        Valparaiso                      0-2-0    -17.7751
1299        Washington U.                   2-2-0    -17.8013
1300        Hanover                         4-1-0    -17.8538
1301        Redlands                        3-1-0    -17.9202
1302        Hartwick                        2-2-0    -17.9277
1303        Gannon                          0-2-0    -17.9744
1304        California PA                   0-1-0    -18.0148
1305        Bridgewater St MA               4-0-0    -18.0585
1306        Greenville                      4-1-0    -18.3404
1307        Lewis & Clark                   2-2-0    -18.4104
1308        Western New Mexico              1-4-0    -18.4168
1309        Yale                            0-1-0    -18.4487
1310        William Paterson                3-2-0    -18.455
1311        Worcester St                    4-1-0    -18.4644
1312        Fairmont St                     0-5-0    -18.5643
1313        Carleton                        2-3-0    -18.5689
1314        North Carolina Wesleyan         0-1-0    -18.721
1315        Gardner-Webb                    0-1-0    -18.8879
1316        Cheyney                         0-3-0    -18.8923
1317        Savannah St                     0-2-0    -18.9188
1318        Trinity Int'l                   2-2-0    -18.9265
1319        American Int'l                  0-1-0    -19.0215
1320        Pace                            0-2-0    -19.0328
1321        Midland U.                      2-1-0    -19.1073
1322        Benedictine KS                  3-2-0    -19.1154
1323        Savannah St                     0-3-0    -19.1613
1324        North Greenville                1-5-0    -19.1692
1325        VMI                             0-2-0    -19.1728
1326        Lindenwood-Belleville           2-0-0    -19.1757
1327        Charleston Southern             0-2-0    -19.2206
