Rank     Team                            W-L-T    Schedule Factor
684        Montana St                      6-1-0    10.9622
685        Dixie St                        0-5-0    10.8922
686        Coastal Carolina                7-0-0    10.8683
687        Central Conn St                 1-4-0    10.8502
688        WV Wesleyan                     0-2-0    10.8435
689        Sacramento St                   4-2-0    10.8376
690        Butler                          0-1-0    10.7304
691        WPI                             0-1-0    10.6269
692        Rochester                       0-1-0    10.6269
693        Southern Conn St                0-3-0    10.5873
694        Benedictine IL                  0-2-0    10.5749
695        Trinity Int'l                   0-1-0    10.4178
696        Chowan                          0-3-0    10.4068
697        McNeese St                      4-1-0    10.3901
698        TAMU-Commerce                   6-1-0    10.3568
699        Miles                           0-1-0    10.3424
700        Elizabeth City St               0-2-0    10.3199
701        Lamar                           2-1-0    10.306
702        Gardner-Webb                    1-2-0    10.2645
703        Southern Oregon                 5-1-0    10.1299
704        William Jewell                  0-1-0    9.9336
705        Simon Fraser                    1-3-0    9.9162
706        Taylor                          0-3-0    9.8727
707        St Vincent                      0-2-0    9.844
708        UW-Stevens Point                2-2-0    9.8234
709        Western Michigan                3-1-0    9.8097
710        Howard                          2-4-0    9.7976
711        Albany NY                       3-2-0    9.7775
712        Notre Dame OH                   4-2-0    9.6893
713        Shorter                         1-2-0    9.6597
714        Johnson C. Smith                0-3-0    9.6495
715        Montana-Western                 4-1-0    9.6193
716        Brevard                         0-6-0    9.6037
717        UW-Platteville                  0-1-0    9.5565
718        St Francis IL                   0-3-0    9.5031
719        Siena Heights                   2-0-0    9.4454
720        RPI                             0-1-0    9.3807
721        San Diego St                    4-0-0    9.3621
722        Stony Brook                     3-2-0    9.3521
723        Davidson                        0-2-0    9.3265
724        Houston Baptist                 1-3-0    9.2758
725        VA-Lynchburg                    0-4-0    9.2507
726        Marian IN                       4-0-0    9.2497
727        Morgan St                       2-4-0    9.2077
728        WV Wesleyan                     2-3-0    9.191
729        Chadron St                      4-2-0    9.1747
730        Gettysburg                      0-1-0    9.1178
731        Franklin & Marshall             0-1-0    9.1178
732        Villanova                       6-0-0    9.0821
733        Lincoln PA                      0-1-0    9.0008
734        Marist                          0-2-0    8.9937
735        Findlay                         2-3-0    8.9712
736        Brevard                         0-4-0    8.8433
737        Bethel TN                       0-2-0    8.8119
738        Virginia-Wise                   1-2-0    8.7625
739        Kean                            0-2-0    8.7272
740        Gardner-Webb                    3-1-0    8.716
741        Dartmouth                       3-1-0    8.6884
742        Elizabeth City St               0-1-0    8.6784
743        Campbell                        1-3-0    8.6493
744        New Mexico Highlands            1-5-0    8.6043
745        Yale                            5-1-0    8.6041
746        Tennessee St                    1-2-0    8.5301
747        Northern Colorado               2-2-0    8.4549
748        Campbell                        0-1-0    8.2667
749        Eastern Kentucky                4-0-0    8.1775
750        Defiance                        0-1-0    8.1587
751        Sewanee                         0-1-0    8.1587
752        Delaware St                     1-2-0    8.1372
753        UW-La Crosse                    1-3-0    8.0765
754        Richmond                        4-2-0    8.0163
755        Central Conn St                 1-2-0    7.9719
756        Grambling St                    2-1-0    7.9717
757        Clarion                         0-2-0    7.9681
758        Morehead St                     0-1-0    7.9626
759        West Virginia St                1-3-0    7.9016
760        McKendree                       0-1-0    7.8473
761        Kentucky Christian              0-1-0    7.8351
762        Morgan St                       4-0-0    7.8336
763        Clarion                         0-2-0    7.8118
764        Claremont-Mudd-Scripps          0-1-0    7.7104
765        Mercer                          2-2-0    7.6764
766        Prairie View A&M                1-3-0    7.6627
767        Taylor                          3-1-0    7.6235
768        Eastern Kentucky                5-1-0    7.5832
769        Black Hills St                  0-5-0    7.5318
770        Bethune-Cookman                 5-0-0    7.5109
771        West Alabama                    3-2-0    7.4871
772        Western St CO                   0-2-0    7.4809
773        Northern Arizona                3-3-0    7.3866
774        Edinboro                        0-1-0    7.3439
775        Marietta                        0-3-0    7.3381
776        Miles                           0-1-0    7.2983
777        Mississippi Valley St           0-3-0    7.2713
778        Eastern New Mexico              4-2-0    7.2623
779        Norfolk St                      1-2-0    7.1488
780        New Mexico Highlands            2-3-0    7.0183
781        Charleston WV                   4-2-0    7.015
782        Buena Vista                     2-2-0    6.9897
783        Hillsdale                       1-4-0    6.981
784        South Carolina St               4-1-0    6.9436
785        Brown                           2-2-0    6.9403
786        Georgia St                      0-1-0    6.9141
787        Campbell                        0-1-0    6.9141
788        Mississippi College             0-2-0    6.8911
789        UNC-Pembroke                    0-3-0    6.8205
790        Concord                         6-0-0    6.8196
791        Pennsylvania                    1-2-0    6.7483
792        Sam Houston St                  3-2-0    6.7464
793        TAMU-Kingsville                 0-2-0    6.602
794        Carleton                        0-2-0    6.5397
795        Arkansas-Monticello             0-1-0    6.5208
796        Salisbury                       0-1-0    6.487
797        Hartwick                        0-1-0    6.487
798        Wagner                          3-0-0    6.4434
799        San Diego                       3-1-0    6.3616
800        Bucknell                        5-1-0    6.3536
801        East Texas Baptist              0-4-0    6.3532
802        Wayne St MI                     3-1-0    6.3438
803        Newberry                        3-2-0    6.2631
804        Drake                           2-2-0    6.258
805        Sacred Heart                    5-2-0    6.1698
806        Georgetown DC                   1-2-0    6.0694
807        Morehead St                     1-4-0    6.0533
808        Stony Brook                     0-1-0    6.0293
809        Delta St                        4-1-0    6.0114
810        Whittier                        0-1-0    6.0075
811        Pomona-Pitzer                   0-1-0    6.0075
812        North Dakota                    4-2-0    5.9499
813        Murray St                       3-2-0    5.9499
814        Texas College                   0-1-0    5.8805
815        Valdosta St                     4-1-0    5.8707
816        Lane                            0-2-0    5.8296
817        Dixie St                        0-1-0    5.6989
818        Butler                          2-2-0    5.6509
819        St Olaf                         0-3-0    5.6338
820        Ohio Northern                   0-1-0    5.617
821        Capital                         0-1-0    5.617
822        Otterbein                       0-1-0    5.617
823        Muskingum                       0-1-0    5.617
824        Cumberland TN                   0-1-0    5.607
825        Western Oregon                  2-5-0    5.5142
826        Utica                           3-0-0    5.4694
827        Walsh                           0-1-0    5.467
828        UNC-Pembroke                    0-2-0    5.4469
829        Western St CO                   2-3-0    5.2857
830        Florida Tech                    4-2-0    5.2596
831        Jackson St                      2-1-0    5.2251
832        Eastern Oregon                  3-1-0    5.2211
833        Concordia AL                    0-5-0    5.1465
834        Hampton                         1-4-0    5.1262
835        Menlo                           1-4-0    5.1159
836        Limestone                       0-1-0    5.0977
837        Siena Heights                   0-3-0    4.9896
838        Carson-Newman                   4-1-0    4.8881
839        Notre Dame OH                   3-2-0    4.8727
840        New Haven                       2-3-0    4.8456
841        SE Louisiana                    2-3-0    4.7314
842        UW-Eau Claire                   0-2-0    4.7244
843        Norfolk St                      3-1-0    4.7059
844        UW-Eau Claire                   0-3-0    4.6681
845        Glenville St                    4-1-0    4.6261
846        Western Carolina                5-0-0    4.5445
847        Moravian                        0-1-0    4.4691
848        Stetson                         1-2-0    4.4548
849        Norwich                         0-1-0    4.4366
850        Fordham                         4-0-0    4.4317
851        Austin Peay                     1-1-0    4.4057
852        Dubuque                         0-2-0    4.3917
853        Ashland                         5-0-0    4.377
854        Morehouse                       0-1-0    4.3608
855        Carson-Newman                   3-2-0    4.3385
856        Hartwick                        1-4-0    4.3254
857        Coe                             2-2-0    4.3091
858        LIU Post                        4-2-0    4.2554
859        Adams St                        1-4-0    4.2205
860        NW Oklahoma St                  0-2-0    4.2187
861        Mississippi Valley St           1-4-0    4.2186
862        South Dakota Tech               0-6-0    4.1852
863        DePauw                          0-1-0    4.1754
864        Virginia-Wise                   1-4-0    4.1684
865        Carroll MT                      4-1-0    4.1042
866        Webber Int'l                    0-1-0    4.0908
867        Appalachian St                  3-2-0    4.0681
868        Bloomsburg                      5-0-0    4.026
869        Southern U.                     5-1-0    3.9807
870        Michigan Tech                   5-0-0    3.9305
871        Truman St                       0-2-0    3.925
872        Dayton                          3-2-0    3.8842
873        Jacksonville FL                 4-0-0    3.8608
874        Fordham                         6-0-0    3.8119
875        Virginia St                     4-1-0    3.6773
876        NW Oklahoma St                  0-1-0    3.6606
877        Edinboro                        1-4-0    3.6456
878        Bethany WV                      0-2-0    3.5491
879        Mercyhurst                      3-2-0    3.492
880        Hiram                           0-1-0    3.4348
881        Harvard                         5-0-0    3.4229
882        Alabama A&M                     4-2-0    3.4057
883        Moravian                        0-1-0    3.3393
884        Wilkes                          0-1-0    3.3393
885        Towson                          2-1-0    3.3278
886        West Georgia                    6-0-0    3.1776
887        Arkansas Tech                   0-2-0    3.1087
888        Florida A&M                     1-2-0    2.8779
889        Lafayette                       3-1-0    2.8544
890        Northern Michigan               0-1-0    2.7901
891        Dubuque                         3-1-0    2.7271
892        Missouri S&T                    2-4-0    2.7025
893        Catawba                         3-3-0    2.6687
894        Simon Fraser                    0-1-0    2.5813
895        Princeton                       2-3-0    2.5767
896        William Penn                    3-2-0    2.5718
897        St Francis IL                   4-2-0    2.5254
898        Colgate                         4-1-0    2.4892
899        Glenville St                    1-5-0    2.478
900        Olivet Nazarene                 1-1-0    2.4667
901        Mercyhurst                      0-1-0    2.4658
902        Louisiana College               2-3-0    2.4597
903        Warner U.                       0-2-0    2.392
904        West Texas A&M                  5-1-0    2.389
905        West Alabama                    2-4-0    2.3225
906        Susquehanna                     0-4-0    2.2858
907        Savannah St                     0-3-0    2.2597
908        UW-River Falls                  2-2-0    2.2545
909        Paine                           0-1-0    2.2457
910        Hartwick                        1-3-0    2.227
911        Central Washington              3-3-0    2.2208
912        Westminster PA                  0-1-0    2.1622
913        Midwestern St                   2-2-0    2.1561
914        Savannah St                     0-3-0    2.1477
915        Howard                          2-2-0    2.1196
916        UNC-Charlotte                   2-3-0    2.1128
917        St Francis PA                   3-1-0    2.1107
918        Texas Southern                  0-1-0    2.1001
919        Missouri S&T                    2-3-0    2.0775
920        Davidson                        0-1-0    2.0429
921        Angelo St                       4-2-0    1.95
922        St John Fisher                  3-1-0    1.9418
923        Alfred                          3-2-0    1.899
924        Sul Ross St                     0-2-0    1.8817
925        Incarnate Word                  1-2-0    1.8155
926        Delaware St                     1-1-0    1.7657
927        Lindenwood-Belleville           0-3-0    1.7431
928        Harvard                         4-0-0    1.7226
929        Humboldt St                     5-0-0    1.7149
930        Austin Peay                     0-1-0    1.6843
931        Samford                         5-1-0    1.6622
932        Colorado St-Pueblo              5-1-0    1.6598
933        Berry                           0-1-0    1.6564
934        Millsaps                        0-1-0    1.6564
935        St Xavier                       3-2-0    1.6431
936        Charleston WV                   4-1-0    1.6086
937        Southern Nazarene               0-3-0    1.601
938        Monmouth NJ                     3-0-0    1.5716
939        Davidson                        0-4-0    1.5501
940        North Alabama                   5-0-0    1.5023
941        Bryant                          5-0-0    1.4283
942        William Jewell                  3-1-0    1.4096
943        Eastern Illinois                3-1-0    1.3963
944        Western Oregon                  4-0-0    1.3516
945        UW-Stout                        0-2-0    1.2975
946        TAMU-Kingsville                 1-4-0    1.265
947        Stonehill                       1-3-0    1.211
948        Pace                            0-3-0    1.1703
949        Tennessee-Martin                3-2-0    1.1609
950        St Augustine's                  1-5-0    1.1444
951        Colorado Mesa                   3-2-0    1.0894
952        Union KY                        0-6-0    0.8802
953        Florida Tech                    2-3-0    0.8702
954        UW-Whitewater                   4-0-0    0.7759
955        Morrisville St                  0-1-0    0.7352
956        Wofford                         4-0-0    0.6209
957        Lock Haven                      0-1-0    0.6048
958        Indiana PA                      0-1-0    0.6048
959        St Augustine's                  0-1-0    0.5829
960        Merrimack                       2-3-0    0.5814
961        Wagner                          3-2-0    0.5648
962        VA-Lynchburg                    0-1-0    0.5488
963        Menlo                           0-1-0    0.5488
964        Salisbury                       0-1-0    0.5488
965        Concordia AL                    0-1-0    0.5488
966        UW-Stout                        0-4-0    0.5376
967        Shepherd                        4-1-0    0.4855
968        UW-Platteville                  3-1-0    0.4698
969        Catawba                         3-1-0    0.4541
970        Southern Virginia               0-3-0    0.3766
971        California PA                   5-0-0    0.3327
972        Georgetown DC                   1-2-0    0.3292
973        Brown                           0-1-0    0.3155
974        Westfield St                    0-1-0    0.289
975        Tiffin                          3-2-0    0.2302
976        Mercyhurst                      4-1-0    0.2243
977        Missouri Baptist                0-2-0    0.1978
978        Ave Maria                       0-1-0    0.1163
979        St Ambrose                      1-3-0    0.1089
980        Limestone                       0-4-0    0.0569
981        Buffalo St                      3-2-0    0.0073
982        SUNY-Maritime                   0-1-0    0.0
983        Augustana IL                    1-0-0    0.0
984        Gardner-Webb                    0-1-0    0.0
985        Central Michigan                0-1-0    0.0
986        Mount Ida                       1-0-0    0.0
987        Northwestern IA                 1-0-0    0.0
988        Salve Regina                    0-1-0    0.0
989        Hillsdale                       0-1-0    0.0
990        Presbyterian                    1-0-0    0.0
991        Illinois Wesleyan               0-1-0    0.0
992        Syracuse                        2-0-0    0.0
993        Montclair St                    1-0-0    0.0
994        Nebraska Wesleyan               0-1-0    0.0
995        Ohio Dominican                  1-0-0    0.0
996        Wake Forest                     0-1-0    0.0
997        Tusculum                        2-2-0    -0.0053
998        Delaware                        4-1-0    -0.0961
999        Tuskegee                        3-1-0    -0.1141
1000        Ouachita Baptist                5-0-0    -0.1634
1001        Kentucky St                     0-2-0    -0.1741
1002        SE Missouri St                  4-1-0    -0.2713
1003        Ohio Wesleyan                   0-1-0    -0.2875
1004        Wooster                         0-1-0    -0.2875
1005        Colorado Mines                  5-1-0    -0.3208
1006        Clarion                         0-3-0    -0.3454
1007        Howard Payne                    1-3-0    -0.3641
1008        Salisbury                       3-1-0    -0.3974
1009        Marist                          3-2-0    -0.4032
1010        Delaware St                     0-3-0    -0.4075
1011        Adams St                        3-2-0    -0.4176
1012        Pace                            0-3-0    -0.4215
1013        Briar Cliff                     0-3-0    -0.4316
1014        Edinboro                        0-2-0    -0.4329
1015        Union NY                        0-3-0    -0.4367
1016        Cornell                         1-2-0    -0.4529
1017        New Jersey                      0-4-0    -0.4864
1018        Cheyney                         0-4-0    -0.5008
1019        Lenoir-Rhyne                    6-0-0    -0.6139
1020        Jackson St                      2-5-0    -0.6739
1021        Pomona-Pitzer                   0-1-0    -0.7447
1022        Assumption                      4-1-0    -0.7663
1023        Mars Hill                       0-1-0    -0.7718
1024        Baldwin Wallace                 0-2-0    -0.815
1025        Bethune-Cookman                 3-2-0    -0.8339
1026        Springfield                     0-2-0    -0.8531
1027        Texas Southern                  4-2-0    -0.8656
1028        Frostburg St                    2-1-0    -0.8943
1029        Concordia MI                    0-2-0    -0.9337
1030        Southern Conn St                0-2-0    -1.005
1031        Slippery Rock                   5-1-0    -1.0689
1032        North Carolina A&T              4-1-0    -1.0946
1033        Brockport St                    3-2-0    -1.125
1034        Wingate                         3-2-0    -1.2178
1035        Arkansas-Monticello             1-4-0    -1.2289
1036        Simon Fraser                    1-4-0    -1.2591
1037        UW-Oshkosh                      3-0-0    -1.2724
1038        East Stroudsburg                4-2-0    -1.2822
1039        Carthage                        0-1-0    -1.3252
1040        VMI                             2-2-0    -1.328
1041        California PA                   3-2-0    -1.341
1042        Moravian                        2-2-0    -1.3424
1043        Alcorn St                       3-2-0    -1.3874
1044        VA-Lynchburg                    0-3-0    -1.4158
1045        Olivet Nazarene                 1-4-0    -1.474
1046        South Carolina St               3-1-0    -1.4817
1047        Drake                           4-2-0    -1.4841
1048        Dubuque                         0-1-0    -1.5702
1049        Colorado Mesa                   3-2-0    -1.664
1050        Southern U.                     3-1-0    -1.7281
1051        Indianapolis                    5-1-0    -1.7368
1052        Azusa Pacific                   6-0-0    -1.7402
1053        OK Panhandle St                 0-1-0    -1.7715
1054        St Anselm                       4-1-0    -1.7899
1055        Millersville                    0-5-0    -1.7929
1056        Trine                           0-1-0    -1.8081
1057        Kalamazoo                       0-1-0    -1.8081
1058        Wilkes                          0-3-0    -1.8098
1059        Tusculum                        3-2-0    -1.8228
1060        Seton Hill                      2-4-0    -1.8714
1061        West Chester                    5-1-0    -1.8788
1062        Menlo                           0-2-0    -1.9079
1063        Alabama St                      5-1-0    -1.9156
1064        Millikin                        0-2-0    -1.9497
1065        Concord                         5-0-0    -1.9881
1066        Valparaiso                      0-2-0    -2.0626
1067        UNC-Pembroke                    1-2-0    -2.0782
1068        Willamette                      2-3-0    -2.0935
1069        Bethel TN                       2-1-0    -2.1655
1070        Knox                            0-2-0    -2.2582
1071        Davidson                        0-3-0    -2.3119
1072        SW Assem of God                 0-1-0    -2.3199
1073        Sul Ross St                     0-1-0    -2.3199
1074        Frostburg St                    2-2-0    -2.3272
1075        Wayland Baptist                 0-1-0    -2.347
1076        Clark Atlanta                   0-2-0    -2.3579
1077        NW Oklahoma St                  2-1-0    -2.3583
1078        San Diego                       6-0-0    -2.3842
1079        Fort Lewis                      2-4-0    -2.4544
1080        Central St OH                   0-2-0    -2.624
1081        George Fox                      0-4-0    -2.6263
1082        Shippensburg                    3-3-0    -2.6497
1083        Point U.                        0-5-0    -2.6663
1084        Gettysburg                      2-2-0    -2.7956
1085        Shorter                         2-3-0    -2.8173
1086        Allegheny                       0-2-0    -2.8766
1087        Butler                          2-2-0    -2.8781
1088        Pacific OR                      0-1-0    -2.8846
1089        Henderson St                    3-2-0    -2.9252
1090        William Paterson                0-1-0    -2.955
1091        Bowie St                        2-2-0    -3.0162
1092        Johns Hopkins                   5-0-0    -3.0412
1093        Western New Mexico              2-4-0    -3.0419
1094        Pacific OR                      3-1-0    -3.0518
1095        North Carolina A&T              5-0-0    -3.1242
1096        Chowan                          2-3-0    -3.184
1097        Clark Atlanta                   0-4-0    -3.2329
1098        Harding                         4-1-0    -3.2828
1099        Bethel MN                       4-1-0    -3.33
1100        St Xavier                       5-0-0    -3.3758
1101        Morehead St                     3-2-0    -3.4001
1102        Truman St                       3-2-0    -3.4444
1103        Prairie View A&M                4-2-0    -3.5332
1104        Siena Heights                   3-0-0    -3.5631
1105        Stillman                        3-2-0    -3.5663
1106        East Central OK                 2-3-0    -3.6164
1107        Puget Sound                     2-3-0    -3.6357
1108        Washington and Lee              2-2-0    -3.6569
1109        Salisbury                       3-1-0    -3.6616
1110        St Thomas                       5-1-0    -3.6813
1111        Greensboro                      0-1-0    -3.6976
1112        Lane                            0-2-0    -3.7297
1113        Belhaven                        0-1-0    -3.7354
1114        Loras                           1-5-0    -3.8112
1115        Buena Vista                     0-1-0    -3.8263
1116        Hamline                         0-1-0    -3.8263
1117        Mercer                          4-3-0    -3.8475
1118        Millersville                    0-1-0    -3.8488
1119        Grand View                      4-1-0    -3.8605
1120        Arkansas-Pine Bluff             2-2-0    -3.8652
1121        Marian IN                       0-1-0    -3.8655
1122        Mississippi College             0-4-0    -3.8736
1123        Chadron St                      4-1-0    -3.947
1124        Beloit                          0-2-0    -3.9845
1125        Black Hills St                  3-2-0    -3.9891
1126        Lincoln PA                      0-2-0    -4.0
1127        Olivet Nazarene                 0-4-0    -4.0077
1128        Limestone                       1-3-0    -4.0265
1129        Western New Mexico              3-1-0    -4.0659
1130        Seton Hill                      1-4-0    -4.076
1131        Whittier                        0-1-0    -4.0835
1132        McKendree                       3-2-0    -4.1068
1133        Marian IN                       4-1-0    -4.2293
1134        Bacone                          1-3-0    -4.2347
1135        SW Oklahoma St                  2-2-0    -4.3074
1136        Merrimack                       2-3-0    -4.3728
1137        Cumberland TN                   3-2-0    -4.3814
1138        Merchant Marine                 0-1-0    -4.4364
1139        Louisiana College               4-1-0    -4.4746
1140        Bluefield                       0-5-0    -4.4983
1141        Dakota Wesleyan                 0-2-0    -4.5033
1142        SE Oklahoma St                  2-2-0    -4.5121
1143        Truman St                       3-0-0    -4.5385
1144        Valparaiso                      1-4-0    -4.5661
1145        Humboldt St                     3-2-0    -4.655
1146        Alcorn St                       6-0-0    -4.6698
1147        Cumberlands KY                  2-2-0    -4.6893
1148        Southern Arkansas               1-4-0    -4.6942
1149        Princeton                       3-0-0    -4.6964
1150        Yale                            3-0-0    -4.7461
1151        Shepherd                        4-1-0    -4.7572
1152        Cumberlands KY                  1-4-0    -4.7768
1153        Indianapolis                    4-1-0    -4.7988
1154        Quincy                          3-3-0    -4.8359
1155        Mount Union                     4-0-0    -4.9201
1156        Lincoln MO                      0-4-0    -4.9812
1157        Alderson-Broaddus               3-2-0    -5.0262
1158        Lenoir-Rhyne                    5-0-0    -5.0359
1159        Dixie St                        1-4-0    -5.1009
1160        Maranatha Baptist               0-1-0    -5.1743
1161        SW Baptist                      1-3-0    -5.246
1162        West Liberty                    4-1-0    -5.2481
1163        Southern Nazarene               0-2-0    -5.3386
1164        St Anselm                       2-3-0    -5.3571
1165        Avila                           0-2-0    -5.527
1166        John Carroll                    3-1-0    -5.5321
1167        Reinhardt                       5-1-0    -5.5515
1168        Buffalo St                      4-1-0    -5.5627
1169        St Francis IN                   3-2-0    -5.5764
1170        Azusa Pacific                   4-1-0    -5.5787
1171        Lock Haven                      1-4-0    -5.6159
1172        Franklin & Marshall             3-2-0    -5.6298
1173        Maranatha Baptist               0-1-0    -5.6564
1174        Simpson                         0-1-0    -5.6564
1175        Valdosta St                     4-1-0    -5.6704
1176        Lincoln MO                      0-1-0    -5.6765
1177        Mayville St                     0-2-0    -5.7736
1178        Avila                           0-1-0    -5.7758
1179        Newberry                        2-4-0    -5.7962
1180        Grand View                      5-0-0    -5.8094
1181        Loras                           2-1-0    -5.8101
1182        Robert Morris IL                4-2-0    -5.8605
1183        UW-Oshkosh                      3-2-0    -5.9237
1184        UW-River Falls                  1-2-0    -5.9367
1185        St Olaf                         0-2-0    -5.9504
1186        Eastern New Mexico              3-2-0    -5.96
1187        Colorado Mines                  5-0-0    -5.9779
1188        Catawba                         0-1-0    -5.9887
1189        Alma                            0-2-0    -5.9973
1190        St Lawrence                     3-1-0    -6.0159
1191        McMurry                         1-2-0    -6.0561
1192        St Joseph's IN                  3-1-0    -6.0748
1193        Bentley                         2-3-0    -6.1578
1194        Arkansas Tech                   0-2-0    -6.1995
1195        Gannon                          5-1-0    -6.2502
1196        West Chester                    5-0-0    -6.2889
1197        Buena Vista                     3-1-0    -6.3289
1198        Campbellsville                  4-1-0    -6.3553
1199        Winston-Salem St                5-1-0    -6.4139
1200        Florida A&M                     2-2-0    -6.4883
1201        Shenandoah                      2-3-0    -6.5493
1202        West Virginia St                1-4-0    -6.592
1203        Fairmont St                     1-3-0    -6.6089
1204        Albany St GA                    4-3-0    -6.651
1205        North Carolina Central          4-1-0    -6.6719
1206        Lindenwood-Belleville           0-1-0    -6.6794
1207        Bacone                          0-2-0    -6.6808
1208        Belhaven                        1-5-0    -6.7511
1209        Ithaca                          4-1-0    -6.7591
1210        Point U.                        0-2-0    -6.7781
1211        Virginia Union                  3-3-0    -6.7795
1212        Bowie St                        3-2-0    -6.8058
1213        East Stroudsburg                2-3-0    -6.811
1214        Trinity TX                      0-1-0    -6.8837
1215        Illinois Wesleyan               0-2-0    -6.9384
1216        Urbana                          3-2-0    -7.1277
1217        North Alabama                   4-1-0    -7.1669
1218        Utica                           4-2-0    -7.2062
1219        St Francis IN                   3-2-0    -7.3268
1220        American Int'l                  5-0-0    -7.3438
1221        Lycoming                        4-1-0    -7.3729
1222        Ursinus                         4-1-0    -7.3769
1223        UW-Eau Claire                   1-1-0    -7.3893
1224        Case Western Reserve            0-5-0    -7.4591
1225        Allegheny                       0-3-0    -7.4681
1226        Simpson                         2-4-0    -7.4848
1227        Shippensburg                    3-2-0    -7.5019
1228        Cal Lutheran                    1-3-0    -7.507
1229        Berry                           0-2-0    -7.5627
1230        Shaw                            1-1-0    -7.5675
1231        Charleston Southern             5-0-0    -7.6947
1232        Cortland St                     2-3-0    -7.7228
1233        Muhlenberg                      4-1-0    -7.7283
1234        Dakota Wesleyan                 0-1-0    -7.7541
1235        Hastings                        0-1-0    -7.7541
1236        Bloomsburg                      5-1-0    -7.7715
1237        Brockport St                    2-3-0    -7.8255
1238        Apprentice                      0-1-0    -7.8272
1239        Curry                           1-2-0    -8.0349
1240        UW-River Falls                  0-3-0    -8.0764
1241        Kentucky St                     3-2-0    -8.1006
1242        Alfred                          2-2-0    -8.1132
1243        Geneva                          0-2-0    -8.1916
1244        Limestone                       0-1-0    -8.2228
1245        Indiana PA                      2-2-0    -8.3011
1246        Central St OH                   4-2-0    -8.4542
1247        Bethel TN                       0-2-0    -8.4712
1248        Dayton                          4-1-0    -8.4835
1249        Hastings                        2-2-0    -8.4886
1250        Union NY                        0-2-0    -8.5104
1251        Albright                        0-2-0    -8.5164
1252        RPI                             2-2-0    -8.5235
1253        Cumberlands KY                  0-1-0    -8.5407
1254        Central IA                      4-0-0    -8.546
1255        Muskingum                       2-2-0    -8.5617
1256        Carleton                        0-3-0    -8.6028
1257        Chapman                         5-0-0    -8.6224
1258        McDaniel                        0-3-0    -8.6931
1259        Ave Maria                       1-4-0    -8.7392
1260        Trinity Int'l                   2-4-0    -8.7519
1261        Elizabeth City St               1-2-0    -8.9505
1262        Winston-Salem St                4-1-0    -8.9687
1263        Juniata                         2-3-0    -8.971
1264        Edinboro                        2-1-0    -8.9725
1265        Mary Hardin-Baylor              4-0-0    -9.0269
1266        Central Washington              4-1-0    -9.0648
1267        Southern Conn St                2-1-0    -9.1005
1268        Coe                             3-2-0    -9.1245
1269        Reinhardt                       1-3-0    -9.1436
1270        Nebraska Wesleyan               2-1-0    -9.156
1271        Dickinson                       2-2-0    -9.2004
1272        Lamar                           5-2-0    -9.2449
1273        Midland U.                      0-1-0    -9.2752
1274        Siena Heights                   1-1-0    -9.2851
1275        Benedict                        1-3-0    -9.2962
1276        UW-La Crosse                    2-2-0    -9.3241
1277        Wilmington                      0-4-0    -9.33
1278        Merrimack                       0-1-0    -9.3677
1279        Thiel                           1-4-0    -9.4409
1280        Indiana PA                      4-2-0    -9.4469
1281        Grove City                      0-3-0    -9.4983
1282        Oberlin                         0-4-0    -9.5532
1283        McDaniel                        0-4-0    -9.5675
1284        Randolph-Macon                  0-1-0    -9.5697
1285        Delta St                        5-0-0    -9.5802
1286        WPI                             2-2-0    -9.5803
1287        UW-Stevens Point                5-0-0    -9.6258
1288        Faulkner                        3-2-0    -9.6495
1289        Campbellsville                  0-1-0    -9.7495
1290        Arkansas-Monticello             1-3-0    -9.7847
1291        Grambling St                    5-2-0    -9.7966
1292        Pacific OR                      3-1-0    -9.8082
1293        Carnegie Mellon                 0-2-0    -9.8908
1294        Pacific Lutheran                4-1-0    -9.9173
1295        William Penn                    4-2-0    -9.9224
1296        Hardin-Simmons                  4-1-0    -9.9685
1297        Wartburg                        5-0-0    -9.9935
1298        Millsaps                        2-2-0    -10.006
1299        Tuskegee                        6-1-0    -10.0281
1300        Hendrix                         4-1-0    -10.043
1301        Pikeville                       1-4-0    -10.0491
1302        Hamline                         2-2-0    -10.1053
1303        Pace                            0-2-0    -10.1243
1304        Livingstone                     3-1-0    -10.1322
1305        Fort Valley St                  4-2-0    -10.181
1306        Birmingham-Southern             1-4-0    -10.2145
1307        North Park                      0-4-0    -10.2251
1308        Mars Hill                       3-2-0    -10.2348
1309        Randolph-Macon                  2-2-0    -10.2957
1310        Alfred                          0-1-0    -10.3251
1311        St John Fisher                  0-1-0    -10.3251
1312        Virginia Union                  4-0-0    -10.3256
1313        Washington and Lee              0-1-0    -10.4185
1314        Mass Maritime                   0-1-0    -10.4387
1315        Robert Morris IL                4-1-0    -10.5116
1316        Redlands                        3-1-0    -10.5356
1317        Concordia MI                    1-3-0    -10.5545
1318        Livingstone                     2-4-0    -10.5645
1319        Hardin-Simmons                  2-2-0    -10.6294
1320        Taylor                          2-2-0    -10.6405
1321        North Greenville                5-1-0    -10.6483
1322        Trinity Int'l                   1-2-0    -10.6814
1323        Wayland Baptist                 0-4-0    -10.6863
1324        Doane                           5-0-0    -10.7023
1325        Johnson C. Smith                3-1-0    -10.7052
1326        Virginia-Wise                   0-2-0    -10.7448
1327        Morningside                     3-1-0    -10.8913
1328        Lane                            1-3-0    -10.9568
1329        Miles                           4-1-0    -11.0396
1330        Grove City                      0-3-0    -11.1092
